50Traced_NONETRACED_SUM_RAW_LSA_66_MAX,Associated
0.3491,NO
0.3419,NO
0.5582,NO
0.2164,NO
0.2223,NO
0.4716,NO
0.5943,NO
0.5489,NO
0.5958,NO
1.0143,YES
0.5977,NO
0.4148,YES
0.3092,NO
0.6189,NO
0.3859,NO
0.4616,NO
0.3965,NO
0.3824,NO
0.1964,NO
0.4966,NO
0.5249,NO
1.0704,YES
1.3559,YES
1.3295,YES
1.7929,YES
0.4127,NO
1.3981,YES
0.5391,NO
0.2789,YES
0.4222,YES
0.3704,NO
0.1579,NO
0.1148,NO
0.3092,NO
0.6103,YES
0.7372,YES
0.3668,NO
0.1056,NO
0.4059,NO
0.1058,NO
0.2084,NO
0.5476,NO
0.29600000000000004,NO
0.5124,YES
0.0955,NO
0.5427,YES
0.0731,NO
0.4799,YES
0.10300000000000001,NO
0.1212,NO
0.1266,NO
0.1235,NO
0.1064,NO
0.1903,NO
0.1912,NO
0.3148,NO
0.5393,NO
0.3251,NO
0.7591,NO
0.7418,NO
0.9251,NO
0.9009,NO
0.5897,NO
0.4739,NO
0.8189,NO
1.9416,YES
0.9862,NO
0.7172,YES
0.3263,NO
0.8270000000000001,NO
0.3578,NO
0.4102,NO
1.0356,NO
0.4193,NO
0.7465,NO
0.4405,NO
0.9473,NO
2.552,YES
1.6740000000000002,YES
2.1643,YES
3.5733,YES
0.4677,NO
1.4582,YES
0.389,NO
0.316,YES
0.5492,YES
0.3892,NO
0.1662,NO
0.1507,NO
0.3843,NO
1.2243,YES
1.3627,YES
0.1731,NO
0.0952,NO
0.2871,NO
0.0959,NO
0.2289,NO
0.2843,NO
0.2075,NO
0.7574,YES
0.2543,NO
1.1517,YES
0.2108,NO
0.5872,YES
0.1589,NO
0.1251,NO
0.1433,NO
0.2434,NO
0.2701,NO
0.2201,NO
0.1997,NO
0.1328,NO
0.6907,NO
0.1428,NO
1.3983,YES
2.6335,YES
2.6788,YES
1.6971,YES
0.4572,NO
0.2824,NO
1.0422,YES
0.6092,NO
1.6794,YES
0.1919,NO
0.42100000000000004,NO
0.8566,NO
0.3828,NO
0.2967,NO
2.7488,YES
0.2307,NO
2.7859,YES
0.2073,NO
1.588,YES
0.7959,NO
0.5626,NO
0.5475,NO
0.6728,NO
0.8603,YES
0.6428,NO
0.6184,YES
0.2842,NO
0.2797,NO
0.6135,NO
0.2582,NO
0.345,NO
0.7784,NO
0.3807,NO
0.289,NO
0.6343,NO
1.1503,YES
0.8887,NO
0.4074,YES
0.1987,NO
0.3473,NO
0.1689,NO
0.3203,NO
0.6361,NO
0.2132,NO
0.3338,NO
0.2851,NO
0.4707,NO
1.3411,YES
1.2239,YES
1.7513,YES
2.4165,YES
0.2992,NO
