50Traced_NONETRACED_SUM_RAW_VSM_56_MEDIAN,Associated
0.292,NO
0.1351,NO
0.4254,NO
0.2948,NO
0.5647,NO
0.4562,NO
0.1645,NO
0.2809,NO
0.3872,NO
1.024,YES
0.28,NO
0.8428,YES
0.3021,NO
0.5178,NO
0.2223,NO
0.3868,NO
0.4339,NO
0.2876,NO
0.2557,NO
0.2212,NO
0.5175,NO
0.5571,YES
1.4376,YES
1.3918,YES
1.6219999999999999,YES
0.3731,NO
0.7532,YES
0.312,NO
1.9081,YES
1.2361,YES
0.3362,NO
0.3435,NO
0.4314,NO
0.1297,NO
1.3146,YES
1.3764,YES
0.1364,NO
0.1056,NO
0.1056,NO
0.1531,NO
0.2139,NO
0.1526,NO
0.1551,NO
2.1386,YES
0.3235,NO
0.9682,YES
0.0796,NO
1.5086,YES
0.3146,NO
0.1212,NO
0.2917,NO
0.129,NO
0.1752,NO
0.2655,NO
0.2366,NO
0.16899999999999998,NO
0.5744,NO
0.1534,NO
1.0196,NO
0.7132,NO
1.1619,NO
0.9067,NO
0.3663,NO
0.3079,NO
0.9963,NO
2.635,YES
0.4982,NO
2.3834,YES
0.6442,NO
0.7354,NO
0.2136,NO
0.4652,NO
0.7369,NO
0.2423,NO
0.6063,NO
0.2102,NO
0.8672,NO
1.1855,YES
2.8764,YES
2.6726,YES
3.1806,YES
0.7573,NO
2.5528,YES
0.7255,NO
0.9096,YES
0.2982,YES
0.6447,NO
0.2612,NO
0.2582,NO
0.7509,NO
0.6359,YES
0.5642,YES
0.6445,NO
0.0952,NO
0.3842,NO
0.1319,NO
0.5528,NO
0.4373,NO
0.2075,NO
1.3873,YES
0.2815,NO
0.5953,YES
0.142,NO
1.1679,YES
0.2918,NO
0.1251,NO
0.2625,NO
0.2108,NO
0.1322,NO
0.5711,NO
0.2442,NO
0.4421,NO
0.5239,NO
0.1139,NO
1.0475,YES
2.7475,YES
2.8821,YES
1.0323,YES
0.4134,NO
0.2278,NO
0.971,YES
0.2627,NO
