50Traced_NONETRACED_MAX_MULTI_LSA_58_MEDIAN,Associated
0.32,NO
0.2852,NO
0.1632,NO
0.4329,NO
0.3069,NO
0.1938,NO
0.3258,NO
0.1334,NO
0.3138,NO
1.0,YES
0.1354,NO
1.0,YES
0.3353,NO
0.35200000000000004,NO
0.2223,NO
0.2358,NO
0.4327,NO
0.318,NO
0.2323,NO
0.2852,NO
0.4378,NO
1.0,YES
1.0,YES
0.7587,YES
1.0,YES
0.1632,NO
1.0,YES
0.2323,NO
0.9589,YES
1.0,YES
0.3362,NO
0.2165,NO
0.1261,NO
0.2387,NO
1.0,YES
0.7333,YES
0.2113,NO
0.1789,NO
0.2287,NO
0.1789,NO
0.301,NO
0.3144,NO
0.1953,NO
0.8269,YES
0.2278,NO
0.8716,YES
0.1359,NO
1.0,YES
0.2165,NO
0.1484,NO
0.1789,NO
0.1388,NO
0.1087,NO
0.2673,NO
0.1789,NO
0.2113,NO
0.32,NO
0.1534,NO
0.3097,NO
0.4329,NO
0.3069,NO
0.3427,NO
0.3258,NO
0.1316,NO
0.3138,NO
1.0,YES
0.2687,NO
1.0,YES
0.205,NO
0.35200000000000004,NO
0.2136,NO
0.1919,NO
0.4327,NO
0.318,NO
0.2102,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
0.7587,YES
1.0,YES
0.2575,NO
1.0,YES
0.1251,NO
0.3105,YES
1.0,YES
0.3356,NO
0.2013,NO
0.1507,NO
0.2455,NO
0.7571,YES
0.2682,YES
0.2312,NO
0.2251,NO
0.2455,NO
0.2251,NO
0.3157,NO
0.285,NO
0.2386,NO
0.8269,YES
0.1177,NO
0.2891,YES
0.1263,NO
1.0,YES
0.2013,NO
0.1815,NO
0.2187,NO
0.1854,NO
0.1053,NO
0.2201,NO
0.2187,NO
0.2455,NO
0.2556,NO
0.11599999999999999,NO
0.5033,YES
1.0,YES
0.6940000000000001,YES
0.6382,YES
0.344,NO
0.2493,NO
0.5227,YES
0.3816,NO
0.4491,YES
0.254,NO
0.3031,NO
0.3522,NO
0.2204,NO
0.2493,NO
1.0,YES
0.2254,NO
1.0,YES
0.304,NO
1.0,YES
0.1281,NO
0.5347,NO
0.4856,NO
0.1202,NO
0.5820000000000001,YES
0.2091,NO
1.0,YES
0.2748,NO
0.1012,NO
0.5722,NO
0.4528,NO
0.2813,NO
0.6333,NO
0.3089,NO
0.2102,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3824,NO
0.1689,NO
0.1786,NO
0.3984,NO
0.2498,NO
0.4528,NO
0.2866,NO
0.3438,NO
0.7869,YES
0.9481,YES
0.8236,YES
0.6779,YES
0.4758,NO
0.9481,YES
0.4528,NO
0.3229,NO
0.11599999999999999,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.0604,NO
0.5227,YES
0.4576,NO
0.4491,YES
0.4576,NO
0.3335,NO
0.3522,NO
0.2375,NO
0.1567,NO
1.0,YES
0.154,NO
1.0,YES
0.304,NO
1.0,YES
0.3798,NO
