50Traced_NONETRACED_MAX_RAW_VSM_5_MAX,Associated
0.1548,NO
0.0652,NO
0.1144,NO
0.2164,NO
0.1508,NO
0.1249,NO
0.1987,NO
0.1548,NO
0.1689,NO
1.0,YES
0.2347,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.1906,NO
0.1548,NO
0.1059,NO
0.2179,NO
0.166,NO
1.0,YES
0.4613,YES
0.3819,YES
1.0,YES
0.1573,NO
1.0,YES
0.1205,NO
0.1792,YES
0.3715,YES
0.3362,NO
0.1659,NO
0.1659,NO
0.1659,NO
0.3947,YES
0.1792,YES
0.1778,NO
0.1231,NO
0.1778,NO
0.1231,NO
0.1797,NO
0.1526,NO
0.1551,NO
0.3715,YES
0.0766,NO
0.3715,YES
0.1033,NO
0.3399,YES
0.1659,NO
0.1212,NO
0.0769,NO
0.1235,NO
0.1474,NO
0.1903,NO
0.1474,NO
0.1778,NO
0.1439,NO
0.1534,NO
0.1331,NO
0.2865,NO
0.2137,NO
0.2137,NO
0.1465,NO
0.0623,NO
0.2187,NO
0.5081,YES
0.1694,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1733,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
0.4613,YES
0.5081,YES
1.0,YES
0.2137,NO
1.0,YES
0.1694,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1501,NO
1.0,YES
1.0,YES
0.1731,NO
0.1387,NO
0.1692,NO
0.1387,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.1033,NO
1.0,YES
0.0553,NO
0.3081,YES
0.0678,NO
0.1251,NO
0.1143,NO
0.11800000000000001,NO
0.1841,NO
0.2201,NO
0.1841,NO
0.1692,NO
0.1508,NO
0.0475,NO
0.2378,YES
1.0,YES
1.0,YES
1.0,YES
0.1508,NO
0.1508,NO
1.0,YES
0.183,NO
0.2134,YES
0.1531,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.0891,NO
1.0,YES
0.1508,NO
1.0,YES
0.1481,NO
1.0,YES
0.1629,NO
0.2519,NO
0.2125,NO
0.1116,NO
1.0,YES
0.2113,NO
0.2078,YES
0.1926,NO
0.1694,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.1701,NO
0.1987,NO
0.1926,NO
0.2286,NO
1.0,YES
0.2347,NO
1.0,YES
0.1987,NO
0.1756,NO
0.1813,NO
0.1694,NO
0.2067,NO
0.1926,NO
0.1701,NO
0.2019,NO
0.2083,NO
1.0,YES
0.4613,YES
1.0,YES
0.485,YES
0.2226,NO
1.0,YES
0.2286,NO
0.1468,NO
0.11,NO
0.2378,YES
1.0,YES
1.0,YES
1.0,YES
0.1548,NO
0.071,NO
1.0,YES
