50Traced_NONETRACED_SUM_MULTI_VSM_25_MAX,Associated
0.7154,NO
0.2944,NO
0.659,NO
0.9706,NO
0.4395,NO
1.0935,NO
0.9167,NO
0.4759,NO
0.4606,NO
1.8755,YES
0.1565,NO
1.7004,YES
0.3947,NO
0.5594,NO
0.2223,NO
0.6781,NO
0.6333,NO
0.521,NO
0.3248,NO
0.4993,NO
0.5294,NO
1.9387,YES
2.1668,YES
2.4017,YES
1.7962,YES
0.4905,NO
2.4597,YES
0.3886,NO
1.5624,YES
0.6409,YES
1.1362,NO
0.7459,NO
0.4168,NO
1.1154,NO
1.1124,YES
1.3448,YES
1.1611,NO
0.7055,NO
0.8733,NO
0.8052,NO
0.7594,NO
0.4554,NO
0.5437,NO
0.8176,YES
0.8201,NO
1.3155,YES
0.5978,NO
1.331,YES
0.473,NO
0.7202,NO
0.8474,NO
0.9044,NO
0.5146,NO
1.0087,NO
1.1858,NO
0.6851,NO
1.2165,NO
0.4633,NO
2.2952,NO
1.9062,NO
0.6743,NO
2.6359,NO
1.2019,NO
0.8598,NO
2.4056,NO
3.0789,YES
1.3236,NO
3.3932,YES
1.5473,NO
1.3980000000000001,NO
0.6698,NO
0.8589,NO
0.889,NO
0.7893,NO
1.1699,NO
0.9216,NO
1.0794,NO
3.1925,YES
3.3480000000000003,YES
4.1479,YES
2.8019,YES
1.6504,NO
4.3351,YES
1.295,NO
2.1503,YES
1.3418,YES
1.4278,NO
0.6459999999999999,NO
0.1866,NO
1.4827,NO
1.2655,YES
1.8794,YES
1.4891,NO
0.8237,NO
0.7751,NO
0.9673,NO
0.8413,NO
0.6485,NO
0.419,NO
1.0261,YES
0.4896,NO
1.9334,YES
0.2983,NO
1.5695,YES
0.5203,NO
0.7867,NO
1.1831,NO
1.3195,NO
0.6708,NO
0.9552,NO
1.4180000000000001,NO
0.731,NO
1.4004,NO
0.2653,NO
1.8454,YES
3.9706,YES
4.2747,YES
1.3402,YES
1.1466,NO
0.5282,NO
1.6531,YES
1.0492,NO
1.7005,YES
0.5483,NO
0.8287,NO
0.7964,NO
0.3852,NO
0.6834,NO
3.9464,YES
0.5062,NO
3.3092,YES
0.5484,NO
3.1932,YES
1.0856,NO
1.2339,NO
0.9885,NO
0.4958,NO
1.956,YES
1.2029,NO
1.0406,YES
1.3733,NO
0.5864,NO
1.4997,NO
1.6027,NO
0.6745,NO
2.1213,NO
0.7922,NO
0.8588,NO
1.5153,NO
2.8546,YES
0.4458,NO
3.3587,YES
0.9263,NO
0.7093,NO
0.179,NO
0.6271,NO
0.5967,NO
0.9845,NO
0.6379,NO
0.9341,NO
1.0492,NO
2.7651,YES
3.0921,YES
3.8125,YES
2.5281,YES
0.8956,NO
3.8263,YES
0.6862,NO
1.4101,NO
0.3004,NO
2.2715,YES
3.7258,YES
3.6666,YES
1.5835,YES
1.1683,NO
0.4997,NO
1.5915,YES
1.7739,NO
1.5116,YES
1.5304,NO
1.2063,NO
1.1702,NO
0.7556,NO
0.7057,NO
3.5459,YES
0.4346,NO
3.1128,YES
0.4859,NO
3.0333,YES
1.8783,NO
2.1785,NO
2.1169,NO
1.2898,NO
1.9226,YES
2.1962,NO
1.3674,YES
1.2389,NO
0.5196,NO
2.2716,NO
1.8234,NO
0.8578,NO
2.4136,NO
1.1543,NO
0.6344,NO
1.9557,NO
2.2967,YES
1.3503,NO
2.2805,YES
1.2144,NO
1.2133,NO
0.657,NO
0.7779,NO
1.3097,NO
0.6582,NO
1.089,NO
0.5692,NO
1.0991,NO
2.2679,YES
2.6563,YES
3.0247,YES
2.1494,YES
1.9629,NO
3.4265,YES
1.3942,NO
1.0839,NO
0.3273,NO
1.3711,NO
1.5025,NO
0.573,NO
2.0835,NO
0.9057,NO
0.6072,NO
1.3476,NO
2.8547,YES
0.3609,NO
3.1535,YES
0.9588,NO
0.8297,NO
0.2295,NO
0.737,NO
0.6598,NO
0.6985,NO
0.5763,NO
0.6843,NO
0.7723,NO
2.6921,YES
3.1549,YES
3.5531,YES
2.7681,YES
0.9804,NO
3.7961,YES
0.6515,NO
1.2672,NO
0.5896,NO
1.2419,NO
1.5315,NO
0.8490000000000001,NO
1.6406,NO
0.9355,NO
0.7762,NO
1.1577,NO
2.5529,YES
0.3712,NO
2.7743,YES
0.6038,NO
0.573,NO
0.2007,NO
0.7034,NO
0.7934,NO
0.9235,NO
0.7012,NO
0.8461,NO
1.1440000000000001,NO
2.5028,YES
2.6152,YES
3.4319,YES
2.0589,YES
0.7773,NO
3.31,YES
0.5379,NO
0.9251,NO
0.4436,NO
1.1474,NO
1.6544,NO
1.0606,NO
1.374,NO
0.7096,NO
0.508,NO
0.9661,NO
2.5371,YES
0.3096,NO
2.7798,YES
1.0267,NO
0.9359,NO
0.37200000000000005,NO
0.4552,NO
1.1202,NO
0.5664,NO
0.7415,NO
0.4842,NO
1.226,NO
2.5888,YES
2.9939999999999998,YES
3.3034,YES
2.1327,YES
0.7322,NO
3.1985,YES
0.4934,NO
1.8486,NO
0.6173,NO
4.8943,YES
1.8661,YES
1.0845,YES
4.6632,YES
1.5869,NO
0.9757,NO
5.6118,YES
1.2058,NO
4.3697,YES
1.0788,NO
1.8856,NO
1.3203,NO
1.2429,NO
1.0619,NO
1.6102,YES
1.1661,NO
1.9708,YES
0.8612,NO
1.6179,YES
1.0856,NO
1.3598,NO
1.8024,NO
0.5493,NO
5.0978,YES
3.2559,NO
3.8089,YES
0.7723,NO
0.1547,NO
1.9213,YES
0.4912,NO
0.2645,NO
2.4537,YES
0.7148,NO
0.2543,NO
2.2483,YES
0.728,NO
1.6905,YES
0.644,NO
0.5625,NO
0.5055,NO
0.2648,NO
0.5991,NO
0.2347,NO
0.4479,NO
