50Traced_NONETRACED_RFSMOTE_SINGLE_LSA_48_SUM,Associated
0.0461405155606903,NO
0.04000288829518376,NO
0.07552891905552747,NO
0.1491804462416059,NO
0.04137482850747347,NO
0.05834356271210918,NO
0.03545382338074951,NO
0.041952487544227014,NO
0.11488194093436348,NO
0.17120369701783522,YES
0.037403422629792765,NO
0.23698461982814642,YES
0.16817098707487904,NO
0.15401834067441691,NO
0.15344068163766336,NO
0.07538450429633908,NO
0.04390208679327027,NO
0.07300166076973066,NO
0.04686258935663225,NO
0.15026355693551882,NO
0.07574554119431005,NO
0.049173225503646466,YES
0.05097840999350133,YES
0.8354393819048306,YES
0.1662213878258358,YES
0.10650588490143692,NO
0.7666979565311575,YES
0.07993356921077333,NO
0.07032998772474547,YES
0.8914723084699254,YES
0.23568488699545093,NO
0.1069391291790021,NO
0.07581774857390425,NO
0.07321828290851323,NO
1.0,YES
0.06202613907141309,YES
0.09141454256625026,NO
0.06917466965123835,NO
0.06375911618167376,NO
0.06931908441042674,NO
0.1226803379305365,NO
0.10311213806050978,NO
0.10491732255036464,NO
0.19589862083904977,YES
0.04823452956892194,NO
0.7963029821647771,YES
0.017546393241389267,NO
0.23835656004043612,YES
0.02267311719257708,NO
0.0804390208679327,NO
0.04845115170770452,NO
0.08209979059859916,NO
0.05083399523431294,NO
0.1303343201675211,NO
0.0737237345656726,NO
0.06570871543071702,NO
0.05689941512022528,NO
0.10368979709726334,NO
0.08903169903964184,NO
0.19979781933713622,NO
0.10210123474619105,NO
0.11322117120369701,NO
0.0987074879052639,NO
0.029677233013213948,NO
0.15084121597227237,NO
0.3232002310636147,YES
0.10867210628926276,NO
0.1384215466820709,YES
0.1409488049678677,NO
0.14946927575998267,NO
0.14715863961296846,NO
0.13148963824102822,NO
0.10361758971766913,NO
0.08448263412520758,NO
0.13351144486966568,NO
0.11964762798758032,NO
0.1519243266661853,NO
0.3153296266878475,YES
0.2999494548342841,YES
0.25669723445736153,YES
0.12080294606108745,YES
0.11271571954653764,NO
0.854141093219727,YES
0.08325510867210627,NO
0.0870098924110044,YES
0.12390786338363781,YES
0.23525164271788576,NO
0.11293234168532022,NO
0.10174019784822008,NO
0.09697451079500324,NO
0.9630298216477724,YES
0.8047512455772979,YES
0.11791465087731966,NO
0.06166510217344212,NO
0.09141454256625026,NO
0.05697162249981948,NO
0.1582063686908802,NO
0.14369268539244712,NO
0.14275398945772258,NO
0.13177846775940502,YES
0.059859917683587255,NO
0.052205935446602646,YES
0.015380171853563433,NO
0.21539461332948226,YES
0.02223987291501191,NO
0.08325510867210627,NO
0.058632392230485955,NO
0.07812838472091847,NO
0.06895804751245577,NO
0.1518521192865911,NO
0.09047584663152573,NO
0.08881507690085925,NO
0.045201819625965776,NO
0.010542277420752401,NO
0.09430283775001805,YES
0.2346739836811322,YES
0.20499675066791828,YES
0.09618022961946711,YES
0.052566972344573616,NO
0.002310636147014226,NO
0.14477579608636001,YES
0.0936529713336703,NO
0.08859845476207669,YES
0.09711892555419163,NO
0.14925265362120008,NO
0.13257274893494114,NO
0.13257274893494114,NO
0.034226297927648204,NO
0.16030038269911184,YES
0.033070979854141085,NO
0.253520109755217,YES
0.09524153368474257,NO
0.17705249476496498,YES
0.03061592894793848,NO
0.041808072785038626,NO
0.09683009603581486,NO
0.02859412231930103,NO
0.11675933280381255,YES
0.06253159072857245,NO
0.08989818759477218,YES
0.10441187089320528,NO
0.04577947866271933,NO
0.13553325149830314,NO
0.1793631309119792,NO
0.1356776662574915,NO
0.11574842948949382,NO
0.1145209040363925,NO
0.08137771680265722,NO
0.09820203624810456,NO
0.2837750018051845,YES
0.1067947144198137,NO
0.20261390714130983,YES
0.13639974005343344,NO
0.11971983536717452,NO
0.11488194093436348,NO
0.03191566178063398,NO
0.09899631742364069,NO
0.03242111343779334,NO
0.07105206152068741,NO
0.13871037620044768,NO
0.08628781861506245,NO
0.274315835078345,YES
0.2537367318939996,YES
0.19445447324716586,YES
0.2018918333453679,YES
0.15365730377644596,NO
0.11950321322839193,YES
