50Traced_NONETRACED_MAX_MULTI_LSA_40_MEDIAN,Associated
0.2262,NO
0.1819,NO
0.5722,NO
0.4329,NO
0.2813,NO
0.6333,NO
0.4164,NO
0.1334,NO
0.1782,NO
1.0,YES
0.4964,NO
1.0,YES
0.2427,NO
0.3824,NO
0.2223,NO
0.3282,NO
0.3984,NO
0.318,NO
0.2323,NO
0.2179,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.3987,YES
0.314,NO
1.0,YES
0.3251,NO
0.9153,YES
1.0,YES
0.3362,NO
0.2796,NO
0.1563,NO
0.2069,NO
1.0,YES
1.0,YES
0.2069,NO
0.1939,NO
0.2113,NO
0.1189,NO
0.2584,NO
0.3148,NO
0.1953,NO
0.6914,YES
0.2796,NO
1.0,YES
0.2796,NO
1.0,YES
0.1542,NO
0.1939,NO
0.1939,NO
0.1789,NO
0.0802,NO
0.1903,NO
0.1939,NO
0.2113,NO
0.3071,NO
0.1534,NO
0.5722,NO
0.5644,NO
0.3765,NO
0.6333,NO
0.4164,NO
0.1187,NO
0.2187,NO
1.0,YES
0.4964,NO
1.0,YES
0.2522,NO
0.3824,NO
0.2136,NO
0.3282,NO
0.3984,NO
0.318,NO
0.3765,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.314,NO
1.0,YES
0.3251,NO
0.9153,YES
1.0,YES
0.3356,NO
0.2304,NO
0.1507,NO
0.2455,NO
1.0,YES
1.0,YES
0.2455,NO
0.2251,NO
0.2455,NO
0.1189,NO
0.3667,NO
0.3845,NO
0.2386,NO
0.5161,YES
0.2013,NO
1.0,YES
0.2013,NO
1.0,YES
0.2013,NO
0.2251,NO
0.2251,NO
0.2187,NO
0.1053,NO
0.2201,NO
0.2251,NO
0.184,NO
0.27,NO
0.2493,NO
0.3701,YES
1.0,YES
1.0,YES
0.3951,YES
0.2784,NO
0.2493,NO
0.3701,YES
0.1787,NO
0.3701,YES
0.1787,NO
0.3877,NO
0.42,NO
