50Traced_NONETRACED_MAX_RAW_VSM_82_MEDIAN,Associated
0.1495,NO
0.1171,NO
0.1144,NO
0.2164,NO
0.1508,NO
0.1423,NO
0.1579,NO
0.0679,NO
0.1689,NO
1.0,YES
0.1423,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1171,NO
0.1423,NO
0.1109,NO
0.1423,NO
0.2179,NO
0.1423,NO
0.3848,YES
0.4613,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1296,NO
1.0,YES
0.3413,YES
0.1364,NO
0.1156,NO
0.1194,NO
0.1058,NO
0.1797,NO
0.1766,NO
0.1766,NO
1.0,YES
0.1344,NO
1.0,YES
0.1344,NO
1.0,YES
0.1088,NO
0.1212,NO
0.1218,NO
0.1235,NO
0.1156,NO
0.1903,NO
0.1156,NO
0.1008,NO
0.0886,NO
0.1534,NO
0.1377,NO
0.2865,NO
0.1512,NO
0.2137,NO
0.1465,NO
0.061,NO
0.2187,NO
1.0,YES
0.2137,NO
0.4064,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2137,NO
0.1268,NO
0.2137,NO
0.1755,NO
0.2202,NO
0.4465,YES
1.0,YES
1.0,YES
0.5256,YES
0.1659,NO
1.0,YES
0.1373,NO
1.0,YES
1.0,YES
0.3356,NO
0.204,NO
0.1507,NO
0.204,NO
1.0,YES
0.3413,YES
0.204,NO
0.0952,NO
0.204,NO
0.1841,NO
0.2289,NO
0.2094,NO
0.2094,NO
1.0,YES
0.204,NO
1.0,YES
0.204,NO
1.0,YES
0.204,NO
0.1251,NO
0.1218,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1841,NO
0.1328,NO
0.1328,NO
0.1088,NO
0.2378,YES
1.0,YES
1.0,YES
1.0,YES
0.1366,NO
0.0371,NO
1.0,YES
0.1531,NO
1.0,YES
0.1531,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.1267,NO
1.0,YES
0.1267,NO
1.0,YES
0.1481,NO
1.0,YES
0.1531,NO
0.1531,NO
0.2298,NO
0.1531,NO
0.2732,YES
0.2085,NO
0.2078,YES
0.1926,NO
0.0732,NO
0.2688,NO
0.2582,NO
0.1977,NO
0.1986,NO
0.1926,NO
0.1225,NO
0.1458,NO
1.0,YES
0.2286,NO
1.0,YES
0.1987,NO
0.1756,NO
0.1689,NO
0.1621,NO
0.20600000000000002,NO
0.1621,NO
0.1843,NO
0.2019,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2226,NO
1.0,YES
0.1219,NO
0.1132,NO
0.0774,NO
0.1069,YES
0.3647,YES
0.2531,YES
0.2886,YES
0.1132,NO
0.0604,NO
0.2886,YES
0.2598,NO
0.2886,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.2049,NO
0.2564,NO
0.2564,NO
0.2548,NO
0.1461,YES
0.2564,NO
0.1326,YES
0.1686,NO
0.0745,NO
0.2688,NO
0.19,NO
0.1547,NO
0.1997,NO
0.1653,NO
0.1536,NO
0.1999,NO
1.0,YES
0.2369,NO
1.0,YES
0.2519,NO
0.2418,NO
0.2418,NO
0.0656,NO
0.1906,NO
0.0637,NO
0.1843,NO
0.2256,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
0.4061,YES
0.1453,NO
0.1686,NO
0.1339,NO
0.2688,NO
0.2338,NO
0.2338,NO
0.2188,NO
0.1339,NO
0.0967,NO
0.2198,NO
1.0,YES
0.2344,NO
1.0,YES
0.151,NO
0.0822,NO
0.0797,NO
0.204,NO
0.1906,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2213,NO
0.4856,YES
0.2213,NO
0.1686,NO
0.0769,NO
0.2688,NO
0.2342,NO
0.2047,NO
0.1986,NO
0.1684,NO
0.1204,NO
0.1751,NO
1.0,YES
0.1828,NO
1.0,YES
0.2252,NO
0.2085,NO
0.2085,NO
0.159,NO
0.2174,NO
0.0959,NO
0.2174,NO
0.1912,NO
0.2174,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2206,NO
1.0,YES
0.1219,NO
0.1686,NO
0.0714,NO
0.2688,NO
0.2886,NO
0.1508,NO
0.1331,NO
0.1579,NO
0.0532,NO
0.1421,NO
1.0,YES
0.1277,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1542,NO
0.2184,NO
0.1542,NO
0.2184,NO
0.1702,NO
0.2184,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1375,NO
1.0,YES
0.1083,NO
0.1069,NO
0.0802,NO
1.0,YES
0.27899999999999997,YES
0.2328,YES
1.0,YES
0.2237,NO
0.1065,NO
0.4186,YES
0.1059,NO
0.3533,YES
0.1059,NO
0.2131,NO
0.179,NO
0.1474,NO
0.136,NO
0.27899999999999997,YES
0.132,NO
0.27899999999999997,YES
0.2129,NO
0.27899999999999997,YES
0.1271,NO
0.1669,NO
0.3025,NO
0.12,NO
1.0,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
0.3595,YES
0.3456,NO
0.3456,NO
1.0,YES
0.1867,NO
0.1097,NO
0.5448,YES
0.2742,NO
0.4381,YES
0.2742,NO
0.3264,NO
0.3203,NO
0.2875,NO
0.171,NO
0.2276,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3456,NO
0.2742,NO
0.2742,NO
0.3767,NO
0.2742,NO
0.3794,YES
0.3359,NO
0.2874,YES
0.1328,NO
0.0364,NO
0.3333,YES
1.0,YES
1.0,YES
1.0,YES
0.1366,NO
0.0474,NO
1.0,YES
0.33,NO
1.0,YES
0.1095,NO
0.2585,NO
0.2585,NO
0.2585,NO
0.0891,NO
1.0,YES
0.0806,NO
1.0,YES
0.1481,NO
1.0,YES
0.2397,NO
0.3002,NO
0.33,NO
0.33,NO
0.3189,YES
0.33,NO
0.3333,YES
0.1636,NO
0.1646,NO
0.4155,YES
0.3036,NO
0.3036,NO
1.0,YES
0.1681,NO
0.153,NO
1.0,YES
0.2848,NO
1.0,YES
0.2848,NO
0.2244,NO
0.171,NO
0.171,NO
0.1775,NO
0.2106,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.3036,NO
0.2848,NO
0.2848,NO
0.3901,NO
0.2848,NO
0.402,YES
0.3584,NO
0.4155,YES
0.0855,NO
0.0836,NO
0.0886,YES
1.0,YES
0.3236,YES
0.1484,YES
0.0855,NO
0.0285,NO
0.1484,YES
0.183,NO
0.1484,YES
0.1023,NO
0.171,NO
0.1733,NO
0.1785,NO
0.0836,NO
1.0,YES
0.0614,NO
1.0,YES
0.1347,NO
1.0,YES
0.1516,NO
0.2519,NO
0.1488,NO
0.0756,NO
0.1379,YES
0.1027,NO
0.0853,YES
1.0,YES
0.3626,YES
0.3634,NO
0.1548,NO
0.1459,NO
0.1506,NO
1.0,YES
0.3693,YES
0.14800000000000002,NO
0.149,NO
0.1517,NO
0.1665,NO
0.2274,NO
0.2274,NO
0.2274,NO
0.3626,YES
0.0978,NO
0.4181,YES
0.032,NO
1.0,YES
0.0377,NO
0.149,NO
0.149,NO
0.149,NO
0.149,NO
0.2177,NO
0.1665,NO
0.1659,NO
0.1523,NO
0.0694,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.147,NO
0.0724,NO
1.0,YES
0.0938,NO
1.0,YES
0.0765,NO
0.3042,NO
0.1867,NO
0.2024,NO
0.084,NO
1.0,YES
0.0806,NO
1.0,YES
0.1481,NO
1.0,YES
0.1353,NO
0.1329,NO
0.3023,NO
0.1177,NO
0.4382,YES
0.2621,NO
1.0,YES
0.1372,NO
0.0802,NO
1.0,YES
0.3451,YES
0.2007,YES
1.0,YES
0.2192,NO
0.1165,NO
1.0,YES
0.3049,NO
1.0,YES
0.3049,NO
0.2277,NO
0.179,NO
0.1744,NO
0.136,NO
0.3451,YES
0.132,NO
0.3451,YES
0.1968,NO
0.3451,YES
0.3049,NO
0.3049,NO
0.3049,NO
0.3049,NO
1.0,YES
0.2439,NO
1.0,YES
0.1741,NO
0.1099,NO
1.0,YES
0.2879,YES
0.2879,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.1102,NO
1.0,YES
0.1022,NO
0.2516,NO
0.1489,NO
0.1085,NO
0.2034,NO
0.2509,YES
0.1975,NO
0.3422,YES
0.1773,NO
0.2879,YES
0.1754,NO
0.1709,NO
0.3619,NO
0.1715,NO
1.0,YES
0.3259,NO
1.0,YES
0.1741,NO
0.0802,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.1955,NO
0.0724,NO
1.0,YES
0.1664,NO
1.0,YES
0.08800000000000001,NO
0.2859,NO
0.2466,NO
0.2466,NO
0.136,NO
1.0,YES
0.132,NO
1.0,YES
0.1499,NO
1.0,YES
0.1277,NO
0.1709,NO
0.3135,NO
0.1193,NO
1.0,YES
0.2439,NO
1.0,YES
0.1202,NO
0.1018,NO
0.2378,YES
1.0,YES
0.2651,YES
1.0,YES
0.1202,NO
0.0554,NO
1.0,YES
0.1971,NO
1.0,YES
0.20199999999999999,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1508,NO
1.0,YES
0.1206,NO
0.1613,NO
0.2298,NO
0.145,NO
0.2732,YES
0.20199999999999999,NO
0.2078,YES
0.1566,NO
0.10300000000000001,NO
0.254,YES
1.0,YES
0.4264,YES
1.0,YES
0.0981,NO
0.0792,NO
1.0,YES
0.2045,NO
1.0,YES
0.2045,NO
0.1477,NO
0.2003,NO
0.1068,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1481,NO
1.0,YES
0.2045,NO
0.2519,NO
0.2985,NO
0.2045,NO
0.2732,YES
0.2298,NO
0.2418,YES
0.1243,NO
0.1243,NO
0.1931,NO
0.2108,NO
0.1241,NO
0.1766,NO
0.2073,NO
0.0727,NO
0.2986,NO
0.1291,NO
0.1588,NO
0.1443,NO
1.0,YES
1.0,YES
1.0,YES
0.1243,NO
0.185,NO
0.0797,NO
0.1713,NO
0.1551,NO
0.1713,NO
0.0463,NO
0.1813,NO
0.1014,NO
0.1084,NO
0.1754,NO
0.1642,NO
0.2229,NO
0.1854,YES
0.289,YES
0.2752,NO
0.1653,NO
0.0814,NO
0.1256,NO
0.35200000000000004,YES
0.1249,YES
0.1256,NO
0.1519,NO
0.1256,NO
0.1784,NO
0.1661,NO
0.1649,NO
0.1562,NO
1.0,YES
0.1256,NO
1.0,YES
0.1256,NO
1.0,YES
0.1256,NO
0.1163,NO
0.0865,NO
0.1354,NO
0.0948,NO
0.1407,NO
0.1565,NO
0.1208,NO
0.1566,NO
0.0359,NO
0.2378,YES
1.0,YES
1.0,YES
1.0,YES
0.1366,NO
0.0293,NO
1.0,YES
0.183,NO
1.0,YES
0.1495,NO
0.1977,NO
0.2003,NO
0.1805,NO
0.1,NO
1.0,YES
0.1,NO
1.0,YES
0.1481,NO
1.0,YES
0.1516,NO
0.2519,NO
0.2298,NO
0.1495,NO
0.2732,YES
0.2085,NO
0.2117,YES
1.0,YES
1.0,YES
0.3473,NO
0.1555,NO
0.0906,NO
0.1187,NO
1.0,YES
0.4184,YES
0.1111,NO
0.1267,NO
0.09699999999999999,NO
0.1267,NO
0.1741,NO
0.17300000000000001,NO
0.17300000000000001,NO
1.0,YES
0.0993,NO
1.0,YES
0.0993,NO
1.0,YES
0.0993,NO
0.1267,NO
0.1267,NO
0.1267,NO
0.1267,NO
0.192,NO
0.1128,NO
0.0813,NO
0.1495,NO
0.0659,NO
0.1124,NO
0.2168,NO
0.1508,NO
0.1396,NO
0.1579,NO
0.0869,NO
0.1921,NO
1.0,YES
0.1396,NO
0.2884,YES
0.24100000000000002,NO
0.263,NO
0.2504,NO
0.1414,NO
0.1671,NO
0.1658,NO
0.1671,NO
0.2072,NO
0.1519,NO
0.3848,YES
0.4613,YES
1.0,YES
1.0,YES
0.1378,NO
1.0,YES
0.11900000000000001,NO
0.434,YES
0.4286,YES
0.2823,NO
0.1584,NO
0.065,NO
0.075,NO
0.434,YES
0.4499,YES
0.0947,NO
0.1079,NO
0.1163,NO
0.1095,NO
0.1665,NO
0.1472,NO
0.1463,NO
0.4286,YES
0.1292,NO
0.3791,YES
0.1292,NO
0.434,YES
0.1292,NO
0.0826,NO
0.0826,NO
0.1274,NO
0.0826,NO
0.1427,NO
0.0804,NO
0.1035,NO
0.1714,NO
0.1714,NO
0.1484,NO
0.1778,NO
0.1025,NO
0.1599,NO
0.1714,NO
0.1098,NO
0.1753,NO
0.1823,YES
0.134,NO
0.3754,YES
0.2438,NO
0.2385,NO
0.2176,NO
0.1714,NO
0.161,NO
0.0862,NO
0.161,NO
0.2286,NO
0.121,NO
0.1823,YES
0.1823,YES
0.1823,YES
0.2731,YES
0.1937,NO
0.3754,YES
0.1484,NO
