50Traced_NONETRACED_MAX_RAW_VSM_67_MEDIAN,Associated
0.1687,NO
0.1687,NO
0.1144,NO
0.2164,NO
0.1259,NO
0.0906,NO
0.1687,NO
0.1548,NO
0.1689,NO
1.0,YES
0.102,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.151,NO
0.1171,NO
0.0747,NO
0.2179,NO
0.1259,NO
0.2144,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1296,NO
1.0,YES
1.0,YES
0.1405,NO
0.1056,NO
0.1778,NO
0.1156,NO
0.1797,NO
0.1528,NO
0.1835,NO
1.0,YES
0.1344,NO
1.0,YES
0.1033,NO
0.3399,YES
0.1344,NO
0.1212,NO
0.1156,NO
0.1235,NO
0.1156,NO
0.1903,NO
0.1119,NO
0.1778,NO
0.1686,NO
0.1534,NO
0.2688,NO
0.2865,NO
0.2143,NO
0.2963,NO
0.1987,NO
0.0647,NO
0.2252,NO
0.4574,YES
0.2347,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1616,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
0.5256,YES
0.5256,YES
0.5256,YES
0.2254,NO
1.0,YES
0.1452,NO
0.4428,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1441,NO
1.0,YES
1.0,YES
0.1731,NO
0.0952,NO
0.1692,NO
0.1387,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.1138,NO
1.0,YES
0.0576,NO
0.3081,YES
0.1216,NO
0.1387,NO
0.106,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1387,NO
0.1692,NO
0.1566,NO
0.0475,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1548,NO
0.0295,NO
0.2465,YES
0.1475,NO
1.0,YES
0.1443,NO
0.2199,NO
0.2003,NO
0.2037,NO
0.0572,NO
1.0,YES
0.0864,NO
1.0,YES
0.1417,NO
1.0,YES
0.1629,NO
0.2044,NO
0.1439,NO
0.0546,NO
1.0,YES
0.2085,NO
0.2372,YES
0.1553,NO
0.1694,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.1701,NO
0.1926,NO
0.1926,NO
0.1525,NO
0.485,YES
0.1577,NO
1.0,YES
0.1987,NO
0.1756,NO
0.1813,NO
0.1926,NO
0.20600000000000002,NO
0.1694,NO
0.1082,NO
0.2019,NO
0.2083,NO
0.4997,YES
0.4997,YES
1.0,YES
0.4997,YES
0.2226,NO
0.485,YES
0.1312,NO
0.1248,NO
0.11,NO
0.2886,YES
1.0,YES
1.0,YES
0.1371,YES
0.1132,NO
0.1132,NO
0.2212,YES
0.2598,NO
0.2886,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
0.2955,YES
0.141,NO
0.3695,YES
0.142,NO
1.0,YES
0.2049,NO
0.2293,NO
0.2293,NO
0.2293,NO
0.2886,YES
0.2293,NO
0.1548,YES
0.1686,NO
0.1809,NO
0.2688,NO
0.2653,NO
0.1547,NO
0.2963,NO
0.1987,NO
0.1536,NO
0.2252,NO
0.4371,YES
0.2347,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.0831,NO
0.1733,NO
0.1809,NO
0.1843,NO
0.2256,NO
0.1498,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.1924,NO
0.1686,NO
0.1339,NO
0.2688,NO
0.2653,NO
0.1879,NO
0.2963,NO
0.1987,NO
0.0967,NO
0.2252,NO
1.0,YES
0.2347,NO
1.0,YES
0.1331,NO
0.0735,NO
0.0647,NO
0.204,NO
0.20600000000000002,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.2213,NO
0.1686,NO
0.1479,NO
0.2688,NO
0.2664,NO
0.2664,NO
0.2963,NO
0.1987,NO
0.1204,NO
0.2252,NO
0.4373,YES
0.2664,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.159,NO
0.2664,NO
0.1544,NO
0.2664,NO
0.1912,NO
0.2083,NO
1.0,YES
0.4754,YES
1.0,YES
0.4754,YES
0.2664,NO
1.0,YES
0.2171,NO
0.1553,NO
0.1542,NO
0.1377,NO
0.2886,NO
0.1508,NO
0.1331,NO
0.1579,NO
0.1348,NO
0.1525,NO
1.0,YES
0.1277,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.159,NO
0.20600000000000002,NO
0.1544,NO
0.1059,NO
0.1702,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1526,NO
1.0,YES
0.1277,NO
0.1494,NO
0.153,NO
0.5095,YES
0.27899999999999997,YES
0.27899999999999997,YES
1.0,YES
0.2237,NO
0.1628,NO
1.0,YES
0.0974,NO
1.0,YES
0.2938,NO
0.2203,NO
0.2246,NO
0.1834,NO
0.1628,NO
0.27899999999999997,YES
0.153,NO
0.27899999999999997,YES
0.2129,NO
0.1524,YES
0.2938,NO
0.1059,NO
0.3025,NO
0.12,NO
1.0,YES
0.2938,NO
0.3653,YES
0.1799,NO
0.1547,NO
0.3595,YES
0.2156,NO
0.172,NO
0.47700000000000004,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.191,NO
0.4381,YES
0.2742,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.2742,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.3917,YES
0.3359,NO
0.47700000000000004,YES
0.0798,NO
0.0475,NO
1.0,YES
1.0,YES
1.0,YES
0.32899999999999996,YES
0.1233,NO
0.0474,NO
0.3189,YES
0.2328,NO
1.0,YES
0.3374,NO
0.2585,NO
0.2061,NO
0.2048,NO
0.0477,NO
1.0,YES
0.0864,NO
1.0,YES
0.1224,NO
1.0,YES
0.3374,NO
0.2111,NO
0.3002,NO
0.1155,NO
1.0,YES
0.3374,NO
0.32899999999999996,YES
0.1636,NO
0.1646,NO
0.3881,YES
0.3036,NO
0.24600000000000002,NO
0.4197,YES
0.1681,NO
0.153,NO
1.0,YES
0.159,NO
0.493,YES
0.2848,NO
0.2244,NO
0.1549,NO
0.1277,NO
0.1775,NO
0.24600000000000002,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.3036,NO
0.2848,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.4155,YES
0.3584,NO
1.0,YES
0.1566,NO
0.0854,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1548,NO
0.044000000000000004,NO
0.2465,YES
0.1475,NO
1.0,YES
0.1023,NO
0.171,NO
0.2003,NO
0.1785,NO
0.0854,NO
1.0,YES
0.0836,NO
1.0,YES
0.1347,NO
1.0,YES
0.1629,NO
0.2044,NO
0.1218,NO
0.1175,NO
1.0,YES
0.1256,NO
0.2078,YES
0.3024,YES
0.3626,YES
0.3634,NO
0.1955,NO
0.1955,NO
0.1506,NO
0.3331,YES
0.3693,YES
0.14800000000000002,NO
0.0758,NO
0.1955,NO
0.067,NO
0.2274,NO
0.16,NO
0.2374,NO
0.3331,YES
0.1955,NO
0.3626,YES
0.1955,NO
0.2985,YES
0.0422,NO
0.102,NO
0.0927,NO
0.1259,NO
0.1193,NO
0.2177,NO
0.15,NO
0.1371,NO
0.0839,NO
0.0672,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.0868,NO
0.0677,NO
1.0,YES
0.1475,NO
1.0,YES
0.0879,NO
0.3042,NO
0.2246,NO
0.2024,NO
0.0899,NO
1.0,YES
0.0806,NO
1.0,YES
0.0821,NO
0.2157,YES
0.1629,NO
0.1285,NO
0.3023,NO
0.1177,NO
1.0,YES
0.2621,NO
1.0,YES
0.1395,NO
0.0474,NO
1.0,YES
1.0,YES
1.0,YES
0.3738,YES
0.2192,NO
0.1494,NO
0.3083,YES
0.2422,NO
1.0,YES
0.3049,NO
0.2277,NO
0.1763,NO
0.1884,NO
0.1494,NO
1.0,YES
0.0908,NO
1.0,YES
0.1968,NO
0.2292,YES
0.3049,NO
0.2672,NO
0.3004,NO
0.2672,NO
1.0,YES
0.3049,NO
1.0,YES
0.17,NO
0.1099,NO
0.526,YES
0.2879,YES
0.2509,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.1102,NO
1.0,YES
0.2419,NO
0.2516,NO
0.2246,NO
0.1085,NO
0.2034,NO
0.2509,YES
0.1975,NO
0.3422,YES
0.1773,NO
0.2879,YES
0.1754,NO
0.1329,NO
0.3619,NO
0.1715,NO
1.0,YES
0.3259,NO
1.0,YES
0.0709,NO
0.0732,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1924,NO
0.0556,NO
1.0,YES
0.1475,NO
1.0,YES
0.2491,NO
0.2859,NO
0.2246,NO
0.2005,NO
0.136,NO
1.0,YES
0.132,NO
1.0,YES
0.1208,NO
0.2157,YES
0.2491,NO
0.0813,NO
0.3135,NO
0.1095,NO
1.0,YES
0.2491,NO
1.0,YES
0.1151,NO
0.0905,NO
0.2475,YES
1.0,YES
0.3086,YES
0.1542,YES
0.094,NO
0.0554,NO
0.2212,YES
0.20199999999999999,NO
0.2475,YES
0.1418,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
0.324,YES
0.1648,NO
0.3695,YES
0.1508,NO
1.0,YES
0.1206,NO
0.20199999999999999,NO
0.20199999999999999,NO
0.20199999999999999,NO
0.2475,YES
0.2085,NO
0.1548,YES
0.1566,NO
0.10300000000000001,NO
0.3313,YES
0.4264,YES
0.3624,YES
0.2593,YES
0.1548,NO
0.0792,NO
0.2917,YES
0.1836,NO
0.3313,YES
0.1342,NO
0.1448,NO
0.2003,NO
0.0702,NO
0.1825,NO
1.0,YES
0.1772,NO
0.5728,YES
0.0892,NO
1.0,YES
0.1677,NO
0.2044,NO
0.2985,NO
0.1348,NO
0.3313,YES
0.2298,NO
0.2345,YES
0.1196,NO
0.1196,NO
0.1588,NO
0.2108,NO
0.1713,NO
0.1766,NO
0.1196,NO
0.0435,NO
0.2592,NO
0.1443,NO
0.1931,NO
0.1052,NO
0.4225,YES
0.3368,YES
0.4103,YES
0.1196,NO
0.1588,NO
0.0797,NO
0.1588,NO
0.1551,NO
0.1713,NO
0.0463,NO
0.1443,NO
0.1443,NO
0.1443,NO
0.1931,NO
0.1443,NO
0.2105,NO
0.4232,YES
0.3686,YES
0.2752,NO
0.1653,NO
0.0814,NO
0.0963,NO
1.0,YES
1.0,YES
0.0968,NO
0.1519,NO
0.1097,NO
0.1784,NO
0.1661,NO
0.1504,NO
0.1562,NO
1.0,YES
0.0597,NO
0.4181,YES
0.0421,NO
0.3735,YES
0.0877,NO
0.1163,NO
0.106,NO
