50Traced_NONETRACED_MAX_MULTI_VSM_16_SUM,Associated
0.24802199275848197,NO
0.08595950113986857,NO
0.4245675204505834,NO
0.37944213490679896,NO
0.19780072415180366,NO
0.19417996513343166,NO
0.19491752715569266,NO
0.08931205578650932,NO
0.2210004023065576,NO
0.5950784497787314,YES
0.3383398149389835,NO
0.861338339814939,YES
0.3517500335255464,NO
0.3600643690492155,NO
0.25305082472844304,NO
0.23199678154753922,NO
0.2786643422287783,NO
0.22978409548075635,NO
0.17406463725358723,NO
0.20665146841893522,NO
0.13557730991015154,NO
0.35463323052165746,YES
0.688614724420008,YES
0.74654686871396,YES
0.7956282687407804,YES
0.22730320504224216,NO
0.6827142282419204,YES
0.26297438648249966,NO
0.7065844173260024,YES
0.7985785168298243,YES
0.3429663403513477,NO
0.25754324795494166,NO
0.18633498726029235,NO
0.22623038755531716,NO
0.6924366367171785,YES
0.6988735416387286,YES
0.20899825667158373,NO
0.14845111975325198,NO
0.2174466943811184,NO
0.16514684189352286,NO
0.29576237092664615,NO
0.22294488400160922,NO
0.27926780206517365,NO
0.8231862679361672,YES
0.1607214697599571,NO
0.6241115730186403,YES
0.1322247552635108,NO
0.5729515891109025,YES
0.09521255196459703,NO
0.1449644629207456,NO
0.18043449108220466,NO
0.2096017165079791,NO
0.1479817621027223,NO
0.2710205176344374,NO
0.16923695856242454,NO
0.2192570738903044,NO
0.22951589110902504,NO
0.16367171784900092,NO
0.2610969558803808,NO
0.534732466139198,NO
0.2734343569800188,NO
0.32754458897680033,NO
0.26009118948638865,NO
0.08656296097626391,NO
0.28476599168566447,NO
0.9053238567788654,YES
0.323320370122033,NO
0.7698135979616467,YES
0.2707523132627061,NO
0.3367305887085959,NO
0.2713557730991015,NO
0.19987930803272091,NO
0.2486925036878101,NO
0.25499530642349466,NO
0.3230521657503017,NO
0.1333646238433686,NO
0.3950650395601448,NO
0.8201019176612578,YES
0.9198068928523535,YES
0.8796432881855973,YES
0.75345313128604,YES
0.24218854767332704,NO
0.7639131017835591,YES
0.29971838540968215,NO
0.2687407804747218,YES
0.30300388896339014,YES
0.31815743596620627,NO
0.20363416923695854,NO
0.20021456349738498,NO
0.16501273970765723,NO
0.5405659112243529,YES
0.26471771489875284,YES
0.21516695722140267,NO
0.17507040364757948,NO
0.22187206651468416,NO
0.14972509051897548,NO
0.16521389298645567,NO
0.18204371731259222,NO
0.13926512002145636,NO
0.43918465870993695,YES
0.16132492959635247,NO
0.3652943542979751,YES
0.1200214563497385,NO
0.34517902641813064,YES
0.08971436234410622,NO
0.1436904921550221,NO
0.23709266461043316,NO
0.25519645970229315,NO
0.14483036073487998,NO
0.27799383129945016,NO
0.12893925170980286,NO
0.21945822716910285,NO
0.21463054847794016,NO
0.03748156094944348,NO
0.3958026015824057,YES
0.8591927048410889,YES
0.6919672790666487,YES
0.7305887085959502,YES
0.1888829287917393,NO
0.0,NO
0.45567922757140944,YES
0.26069464932278397,NO
0.7235483438380046,YES
0.23125921952527823,NO
0.23762907335389566,NO
0.33002547941531446,NO
0.14529971838540967,NO
0.13738768941933754,NO
0.6504626525412363,YES
0.13631487193241248,NO
0.7370256135175004,YES
0.12712887220061686,NO
0.8056859326807027,YES
0.08528899021054041,NO
0.31936435563899696,NO
0.386281346385946,NO
0.16762773233203704,NO
0.4694247016226365,YES
0.21912297170443873,NO
0.7247552635107952,YES
0.2910687944213491,NO
0.2366233069599034,NO
0.3683116534799517,NO
0.49617808770282956,NO
0.30675875016762766,NO
0.3818559742523803,NO
0.28201689687541903,NO
0.26967949577578115,NO
0.33364623843368646,NO
0.8357918734075366,YES
0.37354163872871127,NO
0.8294220195789191,YES
0.30555183049483703,NO
0.32821509990612846,NO
0.2855706048008582,NO
0.1925707389030441,NO
0.2726967949577578,NO
0.22421885476733272,NO
0.27336730588708597,NO
0.22991819766662192,NO
0.34444146439586965,NO
0.7531178758213759,YES
0.876894193375352,YES
0.8218452460775111,YES
0.828751508649591,YES
0.38514147780608826,NO
0.7174466943811185,YES
0.33344508515488797,NO
0.2321308837334048,NO
0.1327611640069733,NO
0.3733404854499128,YES
0.8792409816280006,YES
0.599235617540566,YES
0.7239506503956015,YES
0.2102051763443744,NO
0.12136247820839478,NO
0.4533324393187609,YES
0.394260426444951,NO
0.7057798042108087,YES
0.3709936971972643,NO
0.33880917258951315,NO
0.37588842698135977,NO
0.2625050288319699,NO
0.1775512940860936,NO
0.7852353493361941,YES
0.17540565911224348,NO
0.8105806624647981,YES
0.12753117875821374,NO
0.5437843636851281,YES
0.3132627061821107,NO
0.4706316212954271,NO
0.4391846587099369,NO
0.34236288051495234,NO
0.4523937240177015,YES
0.33284162531849265,NO
0.7236153949309374,YES
0.29348263376693035,NO
0.21449644629207454,NO
0.5075097224084753,NO
0.3818559742523803,NO
0.27370256135175003,NO
0.38440391578382727,NO
0.2799383129945018,NO
0.2675338608019311,NO
0.3810513611371865,NO
0.6476465066380582,YES
0.4341558267399758,NO
0.7987796701086227,YES
0.4224889365696661,NO
0.3469894059273166,NO
0.28054177283089715,NO
0.18874882660587372,NO
0.3017299181976666,NO
0.21496580394260423,NO
0.2754458897680032,NO
0.2323990881051361,NO
0.32405793214429396,NO
0.5495507576773501,YES
0.7315944749899423,YES
0.7621697733673058,YES
0.8431004425372133,YES
0.4082741048679093,NO
0.745809306691699,YES
0.33974788789057264,NO
0.2622368244602387,NO
0.14610433150060342,NO
0.4980555183049483,NO
0.4745205846855304,NO
0.26833847391712484,NO
0.36207590183719995,NO
0.24245675204505834,NO
0.10862277055115997,NO
0.33887622368244597,NO
0.8284833042778598,YES
0.45420410352688745,NO
0.7511063430333914,YES
0.26156631353091053,NO
0.23005229985248754,NO
0.06074829019713021,NO
0.2264315408341156,NO
0.32030307094005633,NO
0.27128872200616866,NO
0.3938581198873542,NO
0.11935094542041035,NO
0.423226498591927,NO
0.7917393053506772,YES
0.8557060480085826,YES
0.9660050958830628,YES
0.7542577444012336,YES
0.31239104197398415,NO
0.813933217111439,YES
0.33840686603191633,NO
0.29509185999731796,NO
0.19250368781011135,NO
0.4788118546332305,NO
0.49966474453533594,NO
0.30930669169907465,NO
0.4088775647043047,NO
0.24037816816414104,NO
0.22167091323588572,NO
0.2692101381252514,NO
0.8386080193107147,YES
0.41960573957355507,NO
0.7743730722810781,YES
0.3598632157704171,NO
0.3473246613919807,NO
0.2509722408475258,NO
0.16085557194582273,NO
0.32620356711814397,NO
0.17547271020517635,NO
0.3017299181976666,NO
0.1955880380850208,NO
0.2450717446694381,NO
0.7914711009789459,YES
0.8689821644092798,YES
0.8223816548209736,YES
0.8140673192973046,YES
0.3108488668365294,NO
0.769008984846453,YES
0.36495909883331096,NO
0.24735148182915379,NO
0.15777122167091323,NO
0.4202762505028832,NO
0.5361405390907872,NO
0.26773501408072947,NO
0.20303070940056323,NO
0.15649725090518973,NO
0.14556792275714092,NO
0.1979348263376693,NO
0.8934558133297572,YES
0.3377363551025882,NO
0.7920745608153412,YES
0.3365294354297975,NO
0.281681641410755,NO
0.331634705645702,NO
0.1281346385946091,NO
0.3007241518036744,NO
0.1773501408072951,NO
0.28751508649590984,NO
0.16340351347726972,NO
0.28335791873407534,NO
0.7468150730856913,YES
0.8561754056591122,YES
0.8452460775110634,YES
0.7189888695185731,YES
0.1925707389030441,NO
0.71033927853024,YES
0.24855840150194447,NO
0.27846318894997985,NO
0.17775244736489204,NO
0.9763309641947164,YES
0.730655759688883,YES
0.4212149658039426,YES
0.8256001072817486,YES
0.3886281346385946,NO
0.2189218184256403,NO
0.853694515220598,YES
0.2324661391980689,NO
0.8552366903580528,YES
0.15006034598363954,NO
0.31802333378034064,NO
0.38232533190290996,NO
0.2739707657234813,NO
0.21047338071610566,NO
0.3621429529301327,YES
0.20618211076840554,NO
0.5277591524741854,YES
0.3134638594609092,NO
0.3573152742389701,YES
0.2210674533994904,NO
0.32761164006973315,NO
0.5739573555048947,NO
0.19411291404049885,NO
0.8626123105806625,YES
0.5058334450851549,NO
0.7742389700952125,YES
0.3274104867909347,NO
0.16058736757409148,NO
0.8757543247954941,YES
0.30441196191497927,NO
0.18197666621965936,NO
0.9135711412096017,YES
0.3611371865361405,NO
0.12404452192570738,NO
1.0,YES
0.2541236422153681,NO
0.8632157704170578,YES
0.3995574627866434,NO
0.3229180635644361,NO
0.4967815475392249,NO
0.15676545527692098,NO
0.21060748290197134,NO
0.24366367171784897,NO
