50Traced_NONETRACED_MAX_MULTI_LSA_48_MEDIAN,Associated
0.3496,NO
0.1493,NO
0.2809,NO
0.2164,NO
0.2804,NO
0.6333,NO
0.3056,NO
0.2852,NO
0.4753,NO
1.0,YES
0.2289,NO
1.0,YES
0.2918,NO
0.3673,NO
0.2223,NO
0.3282,NO
0.3984,NO
0.318,NO
0.3844,NO
0.2179,NO
0.4378,NO
0.6851,YES
1.0,YES
1.0,YES
1.0,YES
0.1711,NO
1.0,YES
0.3251,NO
0.2803,YES
0.408,YES
0.3362,NO
0.1613,NO
0.1652,NO
0.2444,NO
1.0,YES
1.0,YES
0.1922,NO
0.2425,NO
0.3034,NO
0.2425,NO
0.2584,NO
0.301,NO
0.1953,NO
1.0,YES
0.2044,NO
1.0,YES
0.1652,NO
0.504,YES
0.2165,NO
0.1769,NO
0.2425,NO
0.2425,NO
0.126,NO
0.2287,NO
0.2425,NO
0.2069,NO
0.3496,NO
0.1534,NO
0.3753,NO
0.2978,NO
0.3765,NO
0.6333,NO
0.3056,NO
0.294,NO
0.4753,NO
1.0,YES
0.1686,NO
1.0,YES
0.2522,NO
0.2796,NO
0.2136,NO
0.3282,NO
0.3984,NO
0.318,NO
0.3844,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2184,NO
1.0,YES
0.3753,NO
0.9589,YES
1.0,YES
0.3559,NO
0.228,NO
0.3559,NO
0.3559,NO
0.5161,YES
1.0,YES
0.2344,NO
0.316,NO
0.2528,NO
0.316,NO
0.2824,NO
0.3667,NO
0.2281,NO
1.0,YES
0.3559,NO
1.0,YES
0.2148,NO
1.0,YES
0.3559,NO
0.2187,NO
0.316,NO
0.316,NO
0.1641,NO
0.2528,NO
0.316,NO
0.3559,NO
0.2522,NO
0.2493,NO
0.6191,YES
1.0,YES
1.0,YES
0.6191,YES
0.213,NO
0.2011,NO
0.3603,YES
0.3816,NO
0.4224,YES
0.2147,NO
0.2165,NO
0.3376,NO
0.1934,NO
0.2493,NO
0.6191,YES
0.2254,NO
1.0,YES
0.2493,NO
1.0,YES
0.3118,NO
0.5347,NO
0.2147,NO
0.1115,NO
0.3891,YES
0.4382,NO
0.6191,YES
0.3049,NO
0.3331,NO
0.4528,NO
0.2901,NO
0.4528,NO
0.4528,NO
0.2072,NO
0.2866,NO
0.2962,NO
0.9481,YES
0.4052,NO
0.9187,YES
0.2438,NO
0.3375,NO
0.19699999999999998,NO
0.3331,NO
0.4528,NO
0.3011,NO
0.3613,NO
0.3331,NO
0.4528,NO
0.9481,YES
0.9481,YES
0.9187,YES
0.6231,YES
0.3029,NO
0.9481,YES
0.4528,NO
0.1582,NO
0.1168,NO
0.5253,YES
1.0,YES
1.0,YES
0.5253,YES
0.1807,NO
0.1168,NO
0.2746,YES
0.4608,NO
0.4131,YES
0.1729,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1729,NO
0.5849,YES
0.1669,NO
0.7959999999999999,YES
0.142,NO
1.0,YES
0.3157,NO
0.4291,NO
0.3496,NO
0.1342,NO
0.3891,YES
0.4382,NO
0.5253,YES
0.2735,NO
0.2988,NO
0.42700000000000005,NO
0.2736,NO
0.42700000000000005,NO
0.42700000000000005,NO
0.3056,NO
0.2816,NO
0.2756,NO
1.0,YES
0.4218,NO
1.0,YES
0.3323,NO
0.4316,NO
0.2685,NO
0.3282,NO
0.42700000000000005,NO
0.318,NO
0.3529,NO
0.2988,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.3153,NO
1.0,YES
0.42700000000000005,NO
0.3496,NO
0.1493,NO
0.3237,NO
0.4156,NO
0.4156,NO
0.6333,NO
0.3056,NO
0.1187,NO
0.4753,NO
1.0,YES
0.3905,NO
1.0,YES
0.2522,NO
0.183,NO
0.0665,NO
0.3282,NO
0.3984,NO
0.318,NO
0.3844,NO
0.1309,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3905,NO
1.0,YES
0.3251,NO
0.2944,NO
0.307,NO
0.3821,NO
0.3027,NO
0.3827,NO
0.377,NO
0.2435,NO
0.307,NO
0.2964,NO
0.8995,YES
0.3821,NO
0.8232,YES
0.2912,NO
0.3024,NO
0.2201,NO
0.2435,NO
0.2555,NO
0.307,NO
0.3827,NO
0.1912,NO
0.2789,NO
0.8995,YES
0.8995,YES
0.8232,YES
0.5952,YES
0.2964,NO
0.8995,YES
0.2964,NO
0.1989,NO
0.2173,NO
0.3649,NO
0.2886,NO
0.3649,NO
0.3649,NO
0.2562,NO
0.2562,NO
0.2254,NO
1.0,YES
0.2031,NO
1.0,YES
0.248,NO
0.3673,NO
0.2045,NO
0.2562,NO
0.3649,NO
0.2562,NO
0.2614,NO
0.2173,NO
0.3649,NO
0.9475,YES
1.0,YES
1.0,YES
0.5193,YES
0.2124,NO
1.0,YES
0.3649,NO
0.3011,NO
0.11599999999999999,NO
1.0,YES
0.6407,YES
1.0,YES
1.0,YES
0.344,NO
0.2465,NO
0.784,YES
0.2509,NO
1.0,YES
0.5358,NO
0.4238,NO
0.3885,NO
0.2417,NO
0.2465,NO
1.0,YES
0.2465,NO
0.6036,YES
0.308,NO
1.0,YES
0.2703,NO
0.5358,NO
0.5358,NO
0.5358,NO
0.7476,YES
0.4951,NO
1.0,YES
0.2293,NO
0.1547,NO
0.7454,YES
0.6395,NO
0.6395,NO
1.0,YES
0.2279,NO
0.1329,NO
0.9051,YES
0.2942,NO
0.7454,YES
0.1713,NO
0.4028,NO
0.5231,NO
0.3254,NO
0.171,NO
0.3163,NO
0.1398,NO
0.509,NO
0.1451,NO
0.3894,NO
0.2016,NO
0.2676,NO
0.3796,NO
0.1917,NO
1.0,YES
0.3736,NO
1.0,YES
0.289,NO
0.3014,NO
0.6693,YES
0.7449,YES
0.6773,YES
0.6693,YES
0.2303,NO
0.3014,NO
0.6149,YES
0.2629,NO
0.6149,YES
0.1729,NO
0.3581,NO
0.4651,NO
0.2893,NO
0.1493,NO
0.6693,YES
0.3014,NO
0.6276,YES
0.1712,NO
1.0,YES
0.2397,NO
0.4291,NO
0.3189,NO
0.1155,NO
0.3896,YES
0.3139,NO
0.6693,YES
0.2798,NO
0.1646,NO
1.0,YES
0.1878,NO
0.2298,NO
0.6838,YES
0.1681,NO
0.153,NO
0.784,YES
0.2424,NO
1.0,YES
0.5177,NO
0.4238,NO
0.3191,NO
0.1684,NO
0.1895,NO
0.2354,NO
0.1834,NO
0.3557,NO
0.1664,NO
0.2663,NO
0.2612,NO
0.5177,NO
0.5177,NO
0.5177,NO
0.6838,YES
0.4015,NO
1.0,YES
0.3011,NO
0.11599999999999999,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.1327,NO
0.5227,YES
0.2629,NO
0.4491,YES
0.1827,NO
0.3031,NO
0.2225,NO
0.1863,NO
0.1729,NO
1.0,YES
0.1669,NO
0.7959999999999999,YES
0.1347,NO
1.0,YES
0.1982,NO
0.4291,NO
0.1827,NO
0.0962,NO
0.5820000000000001,YES
0.4382,NO
1.0,YES
0.9589,YES
1.0,YES
0.3634,NO
0.1571,NO
0.1494,NO
0.2387,NO
0.3322,YES
1.0,YES
0.2571,NO
0.1151,NO
0.2103,NO
0.2457,NO
0.3471,NO
0.4028,NO
0.2623,NO
1.0,YES
0.1922,NO
1.0,YES
0.1494,NO
1.0,YES
0.1676,NO
0.124,NO
0.2457,NO
0.2457,NO
0.2457,NO
0.2219,NO
0.1906,NO
0.2219,NO
0.3133,NO
0.1204,NO
1.0,YES
0.4729,YES
0.5502,YES
1.0,YES
0.2194,NO
0.1358,NO
1.0,YES
0.3004,NO
1.0,YES
0.1713,NO
0.534,NO
0.5037,NO
0.3133,NO
0.1911,NO
0.5502,YES
0.1607,NO
0.4591,YES
0.308,NO
0.5502,YES
0.2213,NO
0.2926,NO
0.5187,NO
0.2175,NO
1.0,YES
0.5104,NO
1.0,YES
0.3203,NO
0.3341,NO
1.0,YES
0.4091,YES
0.6385,YES
0.8056,YES
0.2196,NO
0.3341,NO
0.5648,YES
0.4825,NO
1.0,YES
0.5579999999999999,NO
0.3016,NO
0.3865,NO
0.2404,NO
0.1911,NO
0.6385,YES
0.3341,NO
0.3854,YES
0.308,NO
0.6385,YES
0.4825,NO
0.5579999999999999,NO
0.5579999999999999,NO
0.5579999999999999,NO
0.7476,YES
0.4951,NO
0.6385,YES
0.3133,NO
0.1845,NO
1.0,YES
0.6407,YES
1.0,YES
1.0,YES
0.344,NO
0.1845,NO
1.0,YES
0.1689,NO
1.0,YES
0.1702,NO
0.534,NO
0.3856,NO
0.21600000000000003,NO
0.2034,NO
1.0,YES
0.1975,NO
0.6036,YES
0.308,NO
1.0,YES
0.2462,NO
0.3547,NO
0.5187,NO
0.242,NO
1.0,YES
0.5104,NO
1.0,YES
0.3133,NO
0.1241,NO
1.0,YES
0.6407,YES
1.0,YES
1.0,YES
0.344,NO
0.1358,NO
1.0,YES
0.2806,NO
1.0,YES
0.4462,NO
0.534,NO
0.3856,NO
0.2165,NO
0.2771,NO
1.0,YES
0.2682,NO
0.6036,YES
0.2433,NO
1.0,YES
0.2375,NO
0.4462,NO
0.6069,NO
0.4462,NO
1.0,YES
0.5104,NO
1.0,YES
0.2522,NO
0.1089,NO
0.44299999999999995,YES
0.7909,YES
1.0,YES
0.44299999999999995,YES
0.1557,NO
0.0588,NO
0.2316,YES
0.415,NO
0.19899999999999998,YES
0.1499,NO
0.293,NO
0.3575,NO
0.2523,NO
0.1698,NO
0.594,YES
0.1648,NO
1.0,YES
0.1508,NO
1.0,YES
0.3118,NO
0.5347,NO
0.3148,NO
0.1208,NO
0.2578,YES
0.2509,NO
0.44299999999999995,YES
0.2522,NO
0.1089,NO
0.6109,YES
1.0,YES
1.0,YES
0.6109,YES
0.2101,NO
0.081,NO
0.3919,YES
0.3984,NO
0.4131,YES
0.1729,NO
0.20800000000000002,NO
0.3376,NO
0.146,NO
0.1825,NO
0.6109,YES
0.1772,NO
1.0,YES
0.0985,NO
1.0,YES
0.3118,NO
0.5347,NO
0.3022,NO
0.1348,NO
0.433,YES
0.4382,NO
0.6109,YES
0.4042,NO
0.1963,NO
0.3578,NO
0.3716,NO
0.2904,NO
0.4627,NO
0.4356,NO
0.1963,NO
0.6384,NO
0.2363,NO
0.3341,NO
0.2363,NO
0.8209,YES
1.0,YES
0.622,YES
0.1943,NO
0.2654,NO
0.1963,NO
0.2904,NO
0.2264,NO
0.2654,NO
0.1707,NO
0.2363,NO
0.2363,NO
0.2158,NO
0.2813,NO
0.2387,NO
0.4702,NO
0.2917,YES
0.408,YES
0.2752,NO
0.1653,NO
0.1921,NO
0.1893,NO
1.0,YES
1.0,YES
0.1556,NO
0.1519,NO
0.1893,NO
0.1784,NO
0.1877,NO
0.2437,NO
0.1562,NO
1.0,YES
0.2044,NO
1.0,YES
0.14,NO
0.504,YES
0.1921,NO
0.1769,NO
0.1468,NO
0.1522,NO
0.1107,NO
0.2189,NO
0.1468,NO
0.1342,NO
0.3011,NO
0.1474,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.1476,NO
0.5227,YES
0.3816,NO
0.4491,YES
0.2467,NO
0.3031,NO
0.3934,NO
0.2447,NO
0.1729,NO
1.0,YES
0.1669,NO
1.0,YES
0.1039,NO
1.0,YES
0.3118,NO
0.5347,NO
0.2467,NO
0.2467,NO
0.5820000000000001,YES
0.4382,NO
1.0,YES
0.7453,YES
0.7969,YES
0.3473,NO
0.1762,NO
0.275,NO
0.275,NO
0.2814,YES
0.7773,YES
0.2011,NO
0.2321,NO
0.295,NO
0.2321,NO
0.2514,NO
0.2938,NO
0.19,NO
0.7969,YES
0.275,NO
0.7773,YES
0.166,NO
0.7969,YES
0.275,NO
0.1823,NO
0.2321,NO
0.2321,NO
0.1206,NO
0.2205,NO
0.2321,NO
0.275,NO
0.3496,NO
0.1493,NO
0.2809,NO
0.2168,NO
0.2287,NO
0.6333,NO
0.3056,NO
0.2155,NO
0.4753,NO
1.0,YES
0.1923,NO
1.0,YES
0.2734,NO
0.3673,NO
0.2504,NO
0.3282,NO
0.3984,NO
0.318,NO
0.3844,NO
0.2072,NO
0.4378,NO
0.6851,YES
1.0,YES
1.0,YES
1.0,YES
0.1923,NO
1.0,YES
0.3251,NO
0.9589,YES
1.0,YES
0.2893,NO
0.1584,NO
0.2061,NO
0.2387,NO
0.3322,YES
1.0,YES
0.1462,NO
0.2015,NO
0.1276,NO
0.2015,NO
0.1793,NO
0.3144,NO
0.1463,NO
1.0,YES
0.1922,NO
1.0,YES
0.1133,NO
1.0,YES
0.2061,NO
0.1388,NO
0.2104,NO
0.2015,NO
0.1128,NO
0.1427,NO
0.2015,NO
0.1076,NO
0.3446,NO
0.3765,NO
0.414,NO
0.201,NO
0.2888,NO
0.3335,NO
0.3056,NO
0.2932,NO
0.2411,NO
1.0,YES
0.414,NO
1.0,YES
0.2956,NO
0.3705,NO
0.2305,NO
0.3765,NO
0.3104,NO
0.3404,NO
0.3529,NO
0.3765,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.3095,NO
1.0,YES
0.2888,NO
