50Traced_NONETRACED_MAX_MULTI_VSM_80_MAX,Associated
0.3496,NO
0.2574,NO
0.2289,NO
0.4029,NO
0.2383,NO
0.2524,NO
0.2159,NO
0.1745,NO
0.1769,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3824,NO
0.3353,NO
0.2574,NO
0.1995,NO
0.2852,NO
0.3844,NO
0.2179,NO
0.1249,NO
1.0,YES
0.6533,YES
1.0,YES
1.0,YES
0.2351,NO
0.7756,YES
0.3251,NO
1.0,YES
1.0,YES
0.3362,NO
0.2576,NO
0.1542,NO
0.2444,NO
0.7571,YES
0.6779999999999999,YES
0.2113,NO
0.2425,NO
0.1581,NO
0.1443,NO
0.2318,NO
0.3082,NO
0.301,NO
1.0,YES
0.2044,NO
1.0,YES
0.1542,NO
0.5838,YES
0.1542,NO
0.1769,NO
0.1585,NO
0.2425,NO
0.126,NO
0.3034,NO
0.2142,NO
0.3034,NO
0.3071,NO
0.1534,NO
0.2297,NO
0.5644,NO
0.31,NO
0.2524,NO
0.3258,NO
0.1133,NO
0.3138,NO
1.0,YES
0.3753,NO
1.0,YES
0.2244,NO
0.35200000000000004,NO
0.2136,NO
0.1944,NO
0.4327,NO
0.188,NO
0.3753,NO
0.1755,NO
0.3753,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.2351,NO
1.0,YES
0.3753,NO
0.5161,YES
0.3239,YES
0.3356,NO
0.3559,NO
0.2013,NO
0.2528,NO
0.3908,YES
0.2375,YES
0.2479,NO
0.316,NO
0.3559,NO
0.188,NO
0.3157,NO
0.3845,NO
0.3667,NO
0.4268,YES
0.1909,NO
0.5161,YES
0.3559,NO
0.3239,YES
0.3559,NO
0.1426,NO
0.2065,NO
0.316,NO
0.1641,NO
0.2862,NO
0.1417,NO
0.3559,NO
0.3229,NO
0.2493,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.3189,NO
0.1691,NO
0.5227,YES
0.3816,NO
1.0,YES
0.2022,NO
0.2986,NO
0.3877,NO
0.3877,NO
0.2493,NO
1.0,YES
0.2493,NO
1.0,YES
0.304,NO
1.0,YES
0.3118,NO
0.5347,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.2509,NO
1.0,YES
0.3071,NO
0.3331,NO
0.2287,NO
0.5644,NO
0.31,NO
0.289,NO
0.3258,NO
0.2258,NO
0.3138,NO
1.0,YES
0.4528,NO
1.0,YES
0.2548,NO
0.35200000000000004,NO
0.3166,NO
0.3331,NO
0.4327,NO
0.3331,NO
0.4528,NO
0.2019,NO
0.4528,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.2635,NO
1.0,YES
0.4528,NO
0.1741,NO
0.1168,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.1719,NO
0.0856,NO
0.5227,YES
0.4576,NO
1.0,YES
0.4576,NO
0.2252,NO
0.3569,NO
0.2375,NO
0.1567,NO
1.0,YES
0.1669,NO
1.0,YES
0.304,NO
1.0,YES
0.3798,NO
0.462,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4576,NO
1.0,YES
0.3496,NO
0.3096,NO
0.2381,NO
0.5644,NO
0.31,NO
0.2748,NO
0.3258,NO
0.2271,NO
0.3347,NO
1.0,YES
0.4964,NO
1.0,YES
0.3323,NO
0.4316,NO
0.4316,NO
0.2328,NO
0.4327,NO
0.2816,NO
0.3844,NO
0.3096,NO
0.1985,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.3347,NO
0.3496,NO
0.1493,NO
0.3905,NO
0.4329,NO
0.2261,NO
0.3905,NO
0.3056,NO
0.1104,NO
0.3855,NO
0.8204,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3824,NO
0.0647,NO
0.204,NO
0.4327,NO
0.1655,NO
0.3844,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.3905,NO
0.7756,YES
0.3905,NO
0.3496,NO
0.0994,NO
0.2964,NO
0.5644,NO
0.31,NO
0.2964,NO
0.3258,NO
0.1204,NO
0.2964,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3824,NO
0.2201,NO
0.2014,NO
0.36,NO
0.2435,NO
0.3844,NO
0.1912,NO
0.1412,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2964,NO
1.0,YES
0.3251,NO
0.2947,NO
0.1712,NO
0.2167,NO
0.5348,NO
0.2937,NO
0.2524,NO
0.3087,NO
0.1256,NO
0.3138,NO
1.0,YES
0.3649,NO
1.0,YES
0.248,NO
0.3511,NO
0.3221,NO
0.2118,NO
0.4327,NO
0.2562,NO
0.3649,NO
