50Traced_NONETRACED_SUM_RAW_LSA_26_MEDIAN,Associated
0.7759999999999999,NO
0.3636,NO
0.2779,NO
0.2842,NO
0.7404,NO
0.7045,NO
0.36,NO
0.3605,NO
0.6174,NO
1.874,YES
0.6051,NO
0.7834,YES
0.5176,NO
0.4607,NO
0.2223,NO
0.3422,NO
0.8178,NO
0.3086,NO
0.7705,NO
0.4189,NO
0.3792,NO
2.3459,YES
2.0294,YES
2.4261,YES
0.6109,YES
0.5672,NO
2.4618,YES
0.3094,NO
1.3275,YES
1.5988,YES
0.4985,NO
0.4292,NO
0.3167,NO
0.5999,NO
0.5534,YES
1.2256,YES
0.6937,NO
0.1952,NO
0.8176,NO
0.1276,NO
0.5381,NO
0.6071,NO
0.1695,NO
1.2374,YES
0.4719,NO
0.6032,YES
0.3415,NO
0.8757,YES
0.3103,NO
0.2191,NO
0.3829,NO
0.2864,NO
0.2127,NO
0.7917,NO
0.303,NO
0.5458,NO
0.2868,NO
0.1571,NO
0.5683,NO
0.6691,NO
0.838,NO
0.755,NO
0.1465,NO
0.0586,NO
0.8542,NO
1.0837,YES
0.7625,NO
1.2791,YES
0.5556,NO
0.5213,NO
0.2136,NO
0.1919,NO
1.0122,NO
0.254,NO
0.7001,NO
0.1755,NO
0.5632,NO
1.3483,YES
1.8112,YES
1.2841,YES
0.4146,YES
0.6504,NO
2.021,YES
0.3546,NO
1.4266,YES
2.2313,YES
0.6808,NO
0.6684,NO
0.5168,NO
0.6091,NO
1.4911,YES
1.2546,YES
0.8376,NO
0.2496,NO
0.7284,NO
0.209,NO
0.4505,NO
0.3688,NO
0.2075,NO
0.7616,YES
0.595,NO
0.6966,YES
0.419,NO
2.1329,YES
0.4867,NO
0.2809,NO
0.4859,NO
0.2814,NO
0.2488,NO
0.7738,NO
0.5357,NO
0.4748,NO
0.4798,NO
0.4945,NO
0.5795,YES
2.7218,YES
2.1666,YES
0.919,YES
0.6348,NO
0.2956,NO
1.3697,YES
0.1395,NO
1.3239,YES
0.2675,NO
0.2245,NO
0.4452,NO
0.1934,NO
0.3037,NO
3.0161,YES
0.1641,NO
2.5073,YES
0.3456,NO
1.9536,YES
0.359,NO
0.3624,NO
0.2256,NO
0.2986,NO
1.3555,YES
0.5593,NO
0.5082,YES
0.3828,NO
0.2657,NO
0.3061,NO
0.6171,NO
0.9252,NO
0.5061,NO
0.266,NO
0.1225,NO
0.6719,NO
1.0662,YES
0.7136,NO
0.789,YES
0.5681,NO
0.4888,NO
0.1689,NO
0.205,NO
0.9479,NO
0.1662,NO
0.8079,NO
0.3588,NO
0.6455,NO
1.2723,YES
1.3723,YES
1.7031,YES
0.4906,YES
0.6508,NO
1.4408,YES
0.3383,NO
0.2948,NO
0.1246,NO
0.2604,YES
2.5954,YES
1.4493,YES
0.7007,YES
0.262,NO
0.0604,NO
0.7141,YES
0.3982,NO
0.6206,YES
0.4053,NO
0.4161,NO
0.7074,NO
0.2375,NO
0.1453,NO
2.2933,YES
0.141,NO
2.7705,YES
0.142,NO
1.3749,YES
0.569,NO
0.65,NO
0.4757,NO
0.2704,NO
0.6721,YES
0.9879,NO
0.3035,YES
0.6133,NO
0.3424,NO
0.5513,NO
0.8005,NO
0.7751,NO
0.8801,NO
0.3694,NO
0.2643,NO
1.0568,NO
1.8922,YES
1.0924,NO
1.4865,YES
0.6019,NO
0.4851,NO
0.2033,NO
0.2445,NO
1.0574,NO
0.3406,NO
0.8109999999999999,NO
0.3915,NO
0.4598,NO
1.8903,YES
2.5348,YES
2.5332,YES
0.6664,YES
0.7996,NO
2.5513,YES
0.4711,NO
0.4048,NO
0.2826,NO
0.7211,NO
0.3185,NO
0.4355,NO
1.0471,NO
0.3352,NO
0.1335,NO
0.8240000000000001,NO
1.1424,YES
1.1299,NO
0.9321,YES
0.5215,NO
0.3882,NO
0.0805,NO
0.2423,NO
0.4644,NO
0.2346,NO
0.48700000000000004,NO
0.3782,NO
0.2899,NO
1.2239,YES
1.4847,YES
1.8194,YES
0.5229,YES
0.7132,NO
1.5213,YES
0.6197,NO
0.5925,NO
0.2861,NO
0.2659,NO
0.6149,NO
1.0152,NO
0.7423,NO
0.2877,NO
0.2369,NO
0.9123,NO
1.7477,YES
0.9021,NO
0.7829,YES
0.4768,NO
0.2041,NO
0.2007,NO
0.1563,NO
1.1803,NO
0.276,NO
0.9426,NO
0.3514,NO
0.7283,NO
2.3139,YES
2.0416,YES
1.9527,YES
0.526,YES
0.858,NO
2.5107,YES
0.3401,NO
0.3094,NO
0.2481,NO
0.3694,NO
0.2886,NO
0.2689,NO
0.5451,NO
0.1394,NO
0.0532,NO
0.5791,NO
1.0154,YES
0.4991,NO
0.7143,YES
0.3238,NO
0.2048,NO
0.2045,NO
0.1504,NO
0.4452,NO
0.1997,NO
0.3024,NO
0.3015,NO
0.2038,NO
1.5074,YES
1.2993,YES
1.1392,YES
0.3839,YES
0.4789,NO
1.8221,YES
0.3116,NO
0.4301,NO
0.4393,NO
3.5388,YES
1.1262,YES
0.7937,YES
3.7022,YES
0.6073,NO
0.2858,NO
3.4752,YES
0.3578,NO
4.8781,YES
0.4276,NO
0.5461,NO
0.3912,NO
0.1474,NO
0.3163,NO
0.8341,YES
0.2889,NO
0.816,YES
0.4851,NO
0.6747,YES
0.4712,NO
0.6859,NO
0.5374,NO
0.3955,NO
2.4819,YES
0.7876,NO
2.1546,YES
0.3807,NO
0.27899999999999997,NO
1.6242,YES
0.8475,NO
0.4961,NO
2.0937,YES
0.1827,NO
0.2716,NO
1.9815,YES
0.5944,NO
2.8083,YES
0.1772,NO
0.9833,NO
0.5953,NO
0.2648,NO
0.293,NO
0.9082,NO
0.2991,NO
0.9502,NO
0.2341,NO
0.5959,NO
0.5274,NO
0.6818,NO
0.8331,NO
0.2799,NO
1.9165,YES
0.7854,NO
1.7518,YES
0.5303,NO
0.345,NO
1.2501,YES
3.2401,YES
2.9601,YES
1.7747,YES
0.4693,NO
0.28800000000000003,NO
1.8087,YES
0.3155,NO
2.104,YES
0.1616,NO
0.2826,NO
0.6739,NO
0.2048,NO
0.34299999999999997,NO
3.7964,YES
0.1722,NO
4.2699,YES
0.1874,NO
2.414,YES
0.7819,NO
0.6381,NO
0.3583,NO
0.2913,NO
1.5337,YES
1.0999,NO
1.0192,YES
0.2924,NO
0.2025,NO
1.1433,YES
0.4556,NO
0.5472,NO
1.2962,YES
0.1977,NO
0.153,NO
1.4873,YES
0.2169,NO
2.3614,YES
0.3087,NO
0.3847,NO
0.2793,NO
0.1277,NO
0.1775,NO
0.6776,NO
0.1654,NO
0.5791,NO
0.16699999999999998,NO
0.5052,NO
0.3024,NO
0.4886,NO
0.3901,NO
0.2649,NO
1.0389,YES
0.4617,NO
0.8879,YES
0.31,NO
0.2245,NO
0.1854,YES
2.5837,YES
1.801,YES
0.5604,YES
0.4602,NO
0.1384,NO
0.4903,YES
0.1226,NO
0.3862,YES
0.0994,NO
0.231,NO
0.5816,NO
0.1785,NO
0.157,NO
2.6181,YES
0.0688,NO
3.2519,YES
0.2636,NO
1.8601,YES
0.1905,NO
0.2251,NO
0.2541,NO
0.16399999999999998,NO
0.5104,YES
0.4921,NO
0.1624,YES
0.9116,YES
1.7465,YES
0.4782,NO
0.4297,NO
0.402,NO
0.4829,NO
0.8277,YES
0.7536,YES
0.5497,NO
0.2369,NO
0.5859,NO
0.1421,NO
0.3494,NO
0.3963,NO
0.1446,NO
0.8559,YES
0.4765,NO
0.47100000000000003,YES
0.2846,NO
1.4654,YES
0.2977,NO
0.252,NO
0.3771,NO
0.27399999999999997,NO
0.2182,NO
0.6099,NO
0.3848,NO
0.3792,NO
0.4754,NO
0.3995,NO
3.2712,YES
1.3924,YES
1.3612,YES
3.3228,YES
0.4196,NO
0.1871,NO
4.806,YES
0.5847,NO
5.9903,YES
0.2654,NO
1.1573,NO
0.6807,NO
0.2024,NO
0.3911,NO
1.5579,YES
0.2756,NO
0.8154,YES
0.3829,NO
1.375,YES
