50Traced_NONETRACED_SUM_MULTI_LSA_0_MAX,Associated
1.2683,NO
1.0086,NO
0.8627,NO
1.6048,NO
0.836,NO
1.1337,NO
1.091,NO
0.5113,NO
0.8934,NO
2.1343,YES
1.212,NO
1.3636,YES
0.4988,NO
0.8113,NO
0.3488,NO
0.5632,NO
0.5891,NO
0.9541,NO
0.9928,NO
0.8335,NO
1.0345,NO
1.4859,YES
2.455,YES
2.3534,YES
1.2976,YES
1.6611,NO
2.0009,YES
1.3135,NO
1.3537,YES
1.3068,YES
0.7888,NO
0.5903,NO
0.3733,NO
0.4764,NO
0.8320000000000001,YES
0.569,YES
0.603,NO
0.3382,NO
0.6212,NO
0.1084,NO
0.1797,NO
0.1526,NO
0.1551,NO
0.889,YES
0.3628,NO
1.3915,YES
0.5811,NO
1.345,YES
0.5294,NO
0.2245,NO
0.218,NO
0.1235,NO
0.0802,NO
0.6521,NO
0.2755,NO
0.6409,NO
1.2578,NO
0.7216,NO
1.2919,NO
1.7759,NO
1.6469,NO
1.6628,NO
0.8611,NO
0.1267,NO
1.6048,NO
3.1903,YES
1.0579,NO
2.1313,YES
0.5064,NO
0.8265,NO
0.2304,NO
0.4326,NO
0.9923,NO
0.9687,NO
1.3719,NO
0.47600000000000003,NO
1.6375,NO
2.3022,YES
3.5151,YES
3.2435,YES
1.6281,YES
1.8069,NO
2.437,YES
1.6228,NO
2.1074,YES
1.9452,YES
1.3967,NO
1.2489,NO
0.8903,NO
1.1578,NO
1.3535,YES
1.1473,YES
1.4013,NO
1.0678,NO
0.7168,NO
0.5108,NO
1.2425,NO
1.3071,NO
0.5767,NO
1.0471,YES
0.4822,NO
1.8898,YES
0.696,NO
2.0144,YES
0.8085,NO
0.4717,NO
0.9574,NO
0.904,NO
0.5612,NO
1.3659,NO
1.0357,NO
1.4011,NO
1.3529,NO
0.7231,NO
1.8359999999999999,YES
3.8229,YES
2.9256,YES
1.5909,YES
1.1063,NO
0.48200000000000004,NO
1.8725,YES
1.3712,NO
1.4204,YES
0.5296,NO
0.7201,NO
0.9222,NO
0.6743,NO
0.3578,NO
2.7696,YES
0.7927,NO
3.2273,YES
0.6463,NO
3.3177,YES
0.6473,NO
1.6016,NO
1.0175,NO
0.6849,NO
1.975,YES
1.0207,NO
1.5242,YES
1.0863,NO
0.831,NO
0.5808,NO
1.4006,NO
1.1035,NO
0.873,NO
0.5894,NO
0.3246,NO
0.9318,NO
3.0448,YES
0.5629,NO
1.8062,YES
0.2672,NO
0.9055,NO
0.1689,NO
0.3858,NO
0.3581,NO
0.9664,NO
0.7156,NO
0.6109,NO
1.026,NO
2.0917,YES
3.0271,YES
3.0066,YES
1.7117,YES
1.2647,NO
2.2263,YES
1.173,NO
0.8419,NO
0.5238,NO
1.5261,YES
3.2627,YES
2.5186,YES
1.1648,YES
0.7349,NO
0.2411,NO
1.4001,YES
0.6179,NO
0.9436,YES
0.3477,NO
0.5371,NO
0.9853,NO
0.5429999999999999,NO
0.3489,NO
2.1526,YES
0.4737,NO
2.6265,YES
0.2479,NO
2.4193,YES
0.2083,NO
0.9739,NO
1.0314,NO
0.2701,NO
1.7414,YES
0.5741,NO
1.3196,YES
1.3006,NO
0.7695,NO
1.4655,NO
2.1405,NO
1.4251,NO
1.6469999999999998,NO
0.9856,NO
0.3698,NO
1.3863,NO
3.0068,YES
1.4778,NO
2.1954,YES
0.7368,NO
0.9635,NO
0.4642,NO
0.2148,NO
0.7673,NO
0.8887,NO
1.4113,NO
0.5067,NO
1.4293,NO
2.2673,YES
3.3849,YES
3.3572,YES
1.7825,YES
2.3117,NO
2.8957,YES
1.8408,NO
0.9617,NO
0.5688,NO
2.1782,NO
1.2202,NO
1.026,NO
2.3113,NO
0.9645,NO
0.2989,NO
2.3428,NO
2.6582,YES
1.9893,NO
1.9839,YES
0.7709,NO
0.8923,NO
0.1689,NO
0.2079,NO
0.2458,NO
0.8025,NO
0.8313,NO
0.5814,NO
0.9746,NO
2.2085,YES
3.4754,YES
3.4505,YES
1.4759,YES
2.5559,NO
3.405,YES
2.5980000000000003,NO
0.7929,NO
0.3713,NO
1.2505,NO
2.0341,NO
1.4133,NO
1.5037,NO
0.5755,NO
0.1204,NO
1.3821,NO
3.1542,YES
1.3669,NO
1.9084,YES
0.4626,NO
0.8916,NO
0.2007,NO
0.1082,NO
0.9608,NO
0.5263,NO
1.3714,NO
0.1912,NO
1.5196,NO
2.3075,YES
3.5958,YES
3.2872,YES
1.8682,YES
2.0605,NO
2.4991,YES
1.4888,NO
1.2179,NO
0.7759,NO
1.0538,NO
1.4355,NO
1.2394,NO
1.192,NO
0.682,NO
0.5058,NO
1.2293,NO
2.9547,YES
0.7249,NO
2.0588,YES
0.8955,NO
1.3688,NO
0.4896,NO
0.2143,NO
0.5657,NO
0.9966,NO
1.0026,NO
0.5684,NO
1.2388,NO
2.2052,YES
3.2108,YES
3.0278,YES
1.5297,YES
1.4091,NO
2.1916,YES
1.1903,NO
1.757,NO
0.8513,NO
4.8556,YES
2.2889,YES
1.472,YES
4.4025,YES
1.5368,NO
0.3291,NO
4.4809,YES
1.0567,NO
3.8277,YES
0.8058,NO
1.5611,NO
1.4205,NO
0.7568,NO
0.8555,NO
1.5899,YES
0.9767,NO
1.965,YES
1.2556,NO
2.3816,YES
0.8631,NO
2.052,NO
1.2902,NO
0.6041,NO
4.6409,YES
2.0521,NO
4.0893,YES
0.5704,NO
0.3119,NO
3.4772,YES
1.5456,NO
0.7184,NO
2.9943,YES
1.0688,NO
0.1723,NO
3.26,YES
0.39899999999999997,NO
2.9326,YES
0.5808,NO
1.3001,NO
1.629,NO
0.6642,NO
0.5263,NO
0.3706,NO
0.1398,NO
0.7588,NO
0.3896,NO
0.7752,NO
0.5063,NO
1.4819,NO
1.7027,NO
0.3544,NO
3.662,YES
2.5675,NO
3.7036,YES
2.0675,NO
1.1359,NO
2.4291,YES
4.3687,YES
3.1385,YES
2.5697,YES
1.4477,NO
0.6142,NO
2.4383,YES
1.9799,NO
1.3638,YES
1.4305,NO
1.5292,NO
1.8336,NO
1.0746,NO
0.58,NO
2.9043,YES
1.1613,NO
3.5211,YES
0.9502,NO
3.5469,YES
0.9199,NO
2.3847,NO
2.0508,NO
1.0264,NO
2.6381,YES
1.4987,NO
1.9639,YES
0.6894,NO
0.1676,NO
3.4251,YES
1.1754,NO
0.7269,NO
3.0233,YES
0.7355,NO
0.153,NO
3.2468,YES
0.1696,NO
2.7103,YES
0.3043,NO
1.0733,NO
1.1272,NO
0.3817,NO
0.3564,NO
0.5861,NO
0.1654,NO
0.4564,NO
0.5661,NO
1.01,NO
0.2525,NO
0.9763,NO
0.8916,NO
0.2823,NO
3.1042,YES
1.6772,NO
2.967,YES
0.6996,NO
0.4582,NO
0.8997,YES
1.7753,YES
1.3278,YES
0.8618,YES
0.5568,NO
0.2606,NO
0.8684,YES
0.7005,NO
0.5421,YES
0.4889,NO
0.4859,NO
0.5818,NO
0.3677,NO
0.2252,NO
1.1413,YES
0.4678,NO
1.4504,YES
0.3403,NO
1.3751,YES
0.3385,NO
0.7839,NO
0.7338,NO
0.3758,NO
1.0433,YES
0.6148,NO
0.8691,YES
3.1899,YES
3.1822,YES
2.036,NO
1.3238,NO
0.8876,NO
1.3744,NO
1.8424,YES
1.9113,YES
1.4925,NO
0.8817,NO
1.3558,NO
0.4976,NO
0.9844,NO
1.0195,NO
0.4108,NO
1.7899,YES
0.6033,NO
3.1514,YES
0.8051,NO
3.1568,YES
0.8093,NO
0.5694,NO
0.7824,NO
0.8316,NO
0.1989,NO
1.7611,NO
1.0342,NO
1.7398,NO
1.188,NO
0.4111,NO
5.7786,YES
2.4494,YES
1.4571,YES
4.9153,YES
1.2746,NO
0.175,NO
5.2288,YES
0.7083,NO
4.628,YES
0.7305,NO
1.4208,NO
1.3030000000000002,NO
0.5606,NO
0.6088,NO
1.5277,YES
0.6278,NO
2.1817,YES
0.9138,NO
2.4399,YES
0.8331,NO
1.8976,NO
1.1983,NO
0.5758,NO
5.3839999999999995,YES
2.6011,NO
5.0425,YES
1.4125,NO
0.8642,NO
4.5185,YES
2.0821,YES
1.6714,YES
3.9907,YES
1.4997,NO
0.4389,NO
4.4198,YES
1.2709,NO
3.6125,YES
1.2353,NO
1.3251,NO
1.5297,NO
0.5931,NO
0.8492,NO
1.3014,YES
1.1844,NO
1.8942,YES
1.1708,NO
2.3539,YES
1.2167,NO
2.419,NO
2.0536,NO
0.6827,NO
4.2525,YES
2.5934,NO
4.28,YES
1.6766,NO
0.8844,NO
5.6742,YES
2.419,YES
1.4465,YES
4.6786,YES
1.5905,NO
0.4192,NO
5.0074,YES
1.2193,NO
4.6499,YES
1.1791,NO
1.4571,NO
1.2548,NO
0.5388,NO
0.785,NO
1.4351,YES
1.0887,NO
2.1125,YES
1.2277,NO
2.1566,YES
1.4138,NO
2.6876,NO
2.0344,NO
0.7311,NO
5.3096,YES
3.3303,NO
4.9488,YES
1.113,NO
0.434,NO
5.7136,YES
2.3239,YES
1.4797,YES
4.7968,YES
1.4632,NO
0.2253,NO
5.1383,YES
0.5708,NO
4.6097,YES
0.7375,NO
1.7463,NO
1.5207,NO
0.8428,NO
0.6526,NO
1.4077,YES
0.5507,NO
2.0726,YES
0.8373,NO
2.2197,YES
0.8222,NO
1.7817,NO
1.2082,NO
0.4458,NO
5.4208,YES
2.6789,NO
5.1841,YES
0.6564,NO
0.4934,NO
1.3923,YES
3.2027,YES
2.2359999999999998,YES
1.1669,YES
0.7072,NO
0.2063,NO
1.3908,YES
0.9761,NO
0.9912,YES
0.4544,NO
0.5785,NO
0.9670000000000001,NO
0.5312,NO
0.3341,NO
2.1154,YES
0.4841,NO
2.7726,YES
0.2891,NO
2.5845,YES
0.4978,NO
1.2819,NO
1.207,NO
0.3491,NO
1.7628,YES
0.9813,NO
1.4232,YES
1.3047,NO
0.5981,NO
2.7362,YES
5.2066,YES
3.8867,YES
2.1739,YES
1.04,NO
0.2212,NO
2.4739,YES
1.5905,NO
2.2366,YES
0.6192,NO
0.5773,NO
0.9046,NO
0.606,NO
0.389,NO
3.7696,YES
0.6666,NO
4.177,YES
0.395,NO
4.2674,YES
0.9055,NO
2.14,NO
1.6538,NO
0.7767,NO
3.112,YES
1.371,NO
2.134,YES
0.7884,NO
0.6333,NO
0.8357,NO
1.2726,NO
0.9964,NO
0.8677,NO
1.1316,NO
0.3959,NO
1.0746,NO
0.4877,NO
0.6403,NO
0.3265,NO
1.6455,YES
1.7103,YES
1.2233,YES
0.4922,NO
0.5165,NO
0.4058,NO
0.8161,NO
0.6232,NO
0.8894,NO
0.139,NO
0.5904,NO
0.7229,NO
0.1737,NO
1.1273,NO
0.8786,NO
1.1755,NO
1.7605,YES
1.6949,YES
0.7068,NO
0.8884,NO
0.5329,NO
0.5447,NO
1.0114,YES
0.6252,YES
0.6346,NO
0.9318,NO
0.5921,NO
0.4262,NO
0.2166,NO
0.3847,NO
0.1562,NO
1.2262,YES
0.4196,NO
1.7235,YES
0.5455,NO
1.6581,YES
0.5920000000000001,NO
0.5068,NO
0.7152,NO
0.6674,NO
0.4093,NO
0.7298,NO
0.6057,NO
0.6859999999999999,NO
1.541,NO
0.7103,NO
3.1965,YES
4.475,YES
3.4010000000000002,YES
2.81,YES
1.3949,NO
0.3848,NO
