50Traced_NONETRACED_MAX_MULTI_VSM_51_MEDIAN,Associated
0.2356,NO
0.2574,NO
0.1782,NO
0.2164,NO
0.1995,NO
0.1782,NO
0.1079,NO
0.2574,NO
0.1782,NO
0.5328,YES
0.1354,NO
0.4567,YES
0.3555,NO
0.282,NO
0.2223,NO
0.2574,NO
0.1995,NO
0.2327,NO
0.1229,NO
0.2574,NO
0.1856,NO
0.3465,YES
0.7677,YES
0.3311,YES
0.7677,YES
0.1782,NO
0.7677,YES
0.1701,NO
0.9153,YES
1.0,YES
0.3362,NO
0.2304,NO
0.1149,NO
0.2444,NO
0.6914,YES
1.0,YES
0.2113,NO
0.1939,NO
0.3034,NO
0.1789,NO
0.3148,NO
0.23600000000000002,NO
0.1953,NO
1.0,YES
0.1922,NO
0.904,YES
0.0848,NO
1.0,YES
0.1256,NO
0.1939,NO
0.2425,NO
0.1939,NO
0.2425,NO
0.3034,NO
0.2425,NO
0.2113,NO
0.3071,NO
0.1534,NO
0.3097,NO
0.2978,NO
0.3765,NO
0.2866,NO
0.3258,NO
0.1316,NO
0.2866,NO
0.965,YES
0.2785,NO
1.0,YES
0.2522,NO
0.3673,NO
0.2136,NO
0.3167,NO
0.4175,NO
0.3069,NO
0.3405,NO
0.1755,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.303,NO
1.0,YES
0.2223,NO
1.0,YES
1.0,YES
0.3559,NO
0.2304,NO
0.1989,NO
0.3559,NO
1.0,YES
1.0,YES
0.3559,NO
0.2069,NO
0.2862,NO
0.2187,NO
0.3845,NO
0.3413,NO
0.2386,NO
1.0,YES
0.3559,NO
0.904,YES
0.3559,NO
1.0,YES
0.2013,NO
0.2187,NO
0.2187,NO
0.2187,NO
0.1107,NO
0.3559,NO
0.1582,NO
0.2528,NO
0.2556,NO
0.2493,NO
0.6191,YES
1.0,YES
0.7797,YES
0.6191,YES
0.2525,NO
0.2493,NO
0.6191,YES
0.2975,NO
0.278,YES
0.1787,NO
0.3553,NO
0.2939,NO
0.2412,NO
0.2493,NO
0.7917,YES
0.2254,NO
0.7917,YES
0.2493,NO
0.7917,YES
0.2086,NO
0.28600000000000003,NO
0.3006,NO
0.2147,NO
0.6191,YES
0.2751,NO
0.3603,YES
0.2912,NO
0.0732,NO
0.4052,NO
0.2858,NO
0.3613,NO
0.3264,NO
0.3089,NO
0.2102,NO
0.2756,NO
0.8971,YES
0.4052,NO
0.9481,YES
0.2438,NO
0.3375,NO
0.19699999999999998,NO
0.2225,NO
0.3613,NO
0.2498,NO
0.2392,NO
0.2019,NO
0.2918,NO
0.9481,YES
0.9481,YES
0.9481,YES
0.9187,YES
0.4052,NO
0.9187,YES
0.2756,NO
0.3229,NO
0.174,NO
0.5253,YES
1.0,YES
0.6115,YES
0.5253,YES
0.3189,NO
0.174,NO
0.5253,YES
0.4608,NO
0.2359,YES
0.4608,NO
0.3108,NO
0.2644,NO
0.2375,NO
0.174,NO
1.0,YES
0.1573,NO
1.0,YES
0.174,NO
1.0,YES
0.4576,NO
0.4576,NO
0.4608,NO
0.4608,NO
0.5253,YES
0.4066,NO
0.2294,YES
0.3071,NO
0.0745,NO
0.5722,NO
0.2736,NO
0.31,NO
0.42700000000000005,NO
0.4164,NO
0.1536,NO
0.42700000000000005,NO
1.0,YES
0.4964,NO
1.0,YES
0.4018,NO
0.3824,NO
0.2685,NO
0.3282,NO
0.4327,NO
0.318,NO
0.42700000000000005,NO
0.2256,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.2029,NO
0.22399999999999998,NO
0.1339,NO
0.5722,NO
0.4156,NO
0.2335,NO
0.2079,NO
0.4164,NO
0.1027,NO
0.2696,NO
1.0,YES
0.4964,NO
0.9199,YES
0.184,NO
0.3824,NO
0.0647,NO
0.3019,NO
0.39799999999999996,NO
0.2925,NO
0.4156,NO
0.1309,NO
0.4156,NO
1.0,YES
1.0,YES
1.0,YES
0.9199,YES
0.4758,NO
0.7756,YES
0.2696,NO
0.2762,NO
0.0769,NO
0.5722,NO
0.2342,NO
0.2788,NO
0.2964,NO
0.4164,NO
0.1204,NO
0.2964,NO
1.0,YES
0.4964,NO
1.0,YES
0.281,NO
0.3824,NO
0.22699999999999998,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3529,NO
0.1912,NO
0.2768,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
0.8232,YES
0.2964,NO
0.2947,NO
0.2173,NO
0.2714,NO
0.3043,NO
0.3847,NO
0.1616,NO
0.3087,NO
0.2173,NO
0.1798,NO
0.8966,YES
0.2354,NO
0.9475,YES
0.3435,NO
0.3673,NO
0.2131,NO
0.2562,NO
0.3847,NO
0.2355,NO
0.2614,NO
0.2173,NO
0.2916,NO
0.9475,YES
1.0,YES
0.9475,YES
1.0,YES
0.2326,NO
1.0,YES
0.1643,NO
0.2465,NO
0.1006,NO
0.679,YES
0.3242,YES
0.2829,YES
1.0,YES
0.2465,NO
0.1287,NO
1.0,YES
0.2104,NO
1.0,YES
0.11800000000000001,NO
0.3146,NO
0.253,NO
0.1952,NO
0.2465,NO
0.5061,YES
0.1157,NO
0.516,YES
0.2129,NO
0.2927,YES
0.2462,NO
0.2338,NO
0.3025,NO
0.242,NO
1.0,YES
0.4918,NO
1.0,YES
0.2115,NO
0.1547,NO
1.0,YES
0.2297,NO
0.2278,NO
1.0,YES
0.3898,NO
0.1329,NO
1.0,YES
0.2942,NO
0.7090000000000001,YES
0.2942,NO
0.4028,NO
0.3965,NO
0.3254,NO
0.1965,NO
0.4013,NO
0.1398,NO
0.4591,NO
0.1451,NO
0.2637,NO
0.2016,NO
0.3458,NO
0.518,NO
0.2942,NO
1.0,YES
0.5562,NO
0.7090000000000001,YES
0.3229,NO
0.2544,NO
0.6693,YES
1.0,YES
0.6066,YES
0.6693,YES
0.3189,NO
0.2544,NO
0.6693,YES
0.6231,NO
0.5285,YES
0.6083,NO
0.3581,NO
0.3525,NO
0.2893,NO
0.2544,NO
1.0,YES
0.2627,NO
1.0,YES
0.2544,NO
1.0,YES
0.6231,NO
0.6231,NO
0.6231,NO
0.5486,NO
0.6693,YES
0.5117,NO
0.6149,YES
0.3133,NO
0.1646,NO
0.6838,YES
0.2856,NO
0.2459,NO
1.0,YES
0.2604,NO
0.153,NO
1.0,YES
0.159,NO
0.8554,YES
0.1456,NO
0.2244,NO
0.3856,NO
0.1803,NO
0.1895,NO
0.44,NO
0.1654,NO
0.4414,NO
0.1338,NO
0.3073,NO
0.2218,NO
0.2702,NO
0.3901,NO
0.21600000000000003,NO
0.6838,YES
0.5104,NO
1.0,YES
0.1918,NO
0.1186,NO
0.2445,YES
1.0,YES
0.4589,YES
0.2445,YES
0.1175,NO
0.1186,NO
0.2445,YES
0.1268,NO
0.1098,YES
0.1087,NO
0.3002,NO
0.2644,NO
0.1863,NO
0.1349,NO
0.5396,YES
0.1216,NO
0.5498,YES
0.1347,NO
0.7878,YES
0.0824,NO
0.1827,NO
0.1471,NO
0.1827,NO
0.2445,YES
0.1827,NO
0.1436,YES
0.9589,YES
1.0,YES
0.3634,NO
0.2304,NO
0.1894,NO
0.3389,NO
0.3322,YES
1.0,YES
0.3389,NO
0.2457,NO
0.275,NO
0.2273,NO
0.4228,NO
0.3133,NO
0.2623,NO
1.0,YES
0.3389,NO
0.904,YES
0.3389,NO
1.0,YES
0.1539,NO
0.2457,NO
0.2457,NO
0.2457,NO
0.1193,NO
0.3389,NO
0.1906,NO
0.2796,NO
0.3133,NO
0.0865,NO
1.0,YES
0.4729,YES
0.3075,YES
1.0,YES
0.3898,NO
0.1329,NO
1.0,YES
0.2378,NO
1.0,YES
0.1069,NO
0.3042,NO
0.3856,NO
0.2024,NO
0.2771,NO
0.5502,YES
0.1767,NO
0.5522,YES
0.1673,NO
0.4729,YES
0.2462,NO
0.3458,NO
0.518,NO
0.242,NO
1.0,YES
0.578,NO
1.0,YES
0.3203,NO
0.2465,NO
1.0,YES
0.4091,YES
0.3568,YES
1.0,YES
0.3898,NO
0.2465,NO
1.0,YES
0.3769,NO
1.0,YES
0.3769,NO
0.2976,NO
0.3856,NO
0.2404,NO
0.2771,NO
0.6385,YES
0.2912,NO
0.6385,YES
0.2465,NO
0.3613,YES
0.2582,NO
0.4324,NO
0.518,NO
0.4324,NO
1.0,YES
0.578,NO
1.0,YES
0.1906,NO
0.1392,NO
1.0,YES
0.5239,YES
0.2514,YES
1.0,YES
0.3898,NO
0.1622,NO
1.0,YES
0.5289,NO
1.0,YES
0.4318,NO
0.1638,NO
0.3727,NO
0.18,NO
0.2771,NO
0.4498,YES
0.1975,NO
0.5522,YES
0.1773,NO
0.5239,YES
0.5289,NO
0.5289,NO
0.5289,NO
0.4318,NO
1.0,YES
0.578,NO
1.0,YES
0.3133,NO
0.0732,NO
1.0,YES
0.3611,YES
0.315,YES
1.0,YES
0.3898,NO
0.1329,NO
1.0,YES
0.4462,NO
1.0,YES
0.2806,NO
0.3489,NO
0.3856,NO
0.2744,NO
0.2771,NO
0.5636,YES
0.1767,NO
0.5636,YES
0.1713,NO
0.3613,YES
0.4462,NO
0.4462,NO
0.518,NO
0.2806,NO
1.0,YES
0.578,NO
1.0,YES
0.3229,NO
0.11599999999999999,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3189,NO
0.1109,NO
1.0,YES
0.3816,NO
0.4491,YES
0.2093,NO
0.2488,NO
0.3522,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.462,NO
0.4856,NO
0.3519,NO
1.0,YES
0.4444,NO
0.4367,YES
0.27,NO
0.1089,NO
0.6109,YES
1.0,YES
1.0,YES
0.6109,YES
0.2784,NO
0.1037,NO
0.6109,YES
0.3984,NO
0.4937,YES
0.3984,NO
0.1448,NO
0.3569,NO
0.1003,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1857,NO
1.0,YES
0.2729,NO
0.3623,NO
0.4471,NO
0.3984,NO
0.6109,YES
0.2715,NO
0.3189,YES
0.4042,NO
0.1943,NO
0.2027,NO
0.3949,NO
0.2904,NO
0.3341,NO
0.0963,NO
0.1943,NO
0.3341,NO
0.16399999999999998,NO
0.2148,NO
0.1406,NO
0.77,YES
0.758,YES
0.622,YES
0.1943,NO
0.386,NO
0.1756,NO
0.2564,NO
0.2378,NO
0.2533,NO
0.1088,NO
0.2463,NO
0.1579,NO
0.2363,NO
0.3647,NO
0.3398,NO
0.4702,NO
0.9589,YES
0.3186,YES
0.2893,NO
0.2044,NO
0.14,NO
0.2387,NO
0.6856,YES
0.7333,YES
0.1893,NO
0.1519,NO
0.1893,NO
0.1784,NO
0.2592,NO
0.23399999999999999,NO
0.1608,NO
0.6856,YES
0.2278,NO
0.8716,YES
0.175,NO
0.568,YES
0.175,NO
0.1468,NO
0.1468,NO
0.1468,NO
0.1087,NO
0.1893,NO
0.1094,NO
0.1893,NO
0.3229,NO
0.11599999999999999,NO
1.0,YES
1.0,YES
0.7669,YES
1.0,YES
0.3189,NO
0.0557,NO
1.0,YES
0.2926,NO
0.4491,YES
0.1702,NO
0.3565,NO
0.3569,NO
0.2447,NO
0.1567,NO
1.0,YES
0.154,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.462,NO
0.4856,NO
0.2229,NO
1.0,YES
0.4444,NO
0.4367,YES
0.9589,YES
0.7969,YES
0.3473,NO
0.2044,NO
0.11900000000000001,NO
0.2387,NO
0.3322,YES
0.7969,YES
0.2011,NO
0.2011,NO
0.1293,NO
0.1823,NO
0.1793,NO
0.1373,NO
0.132,NO
0.7969,YES
0.2278,NO
0.8716,YES
0.2043,NO
0.7969,YES
0.2043,NO
0.2011,NO
0.2011,NO
0.2011,NO
0.1087,NO
0.192,NO
0.1559,NO
0.2011,NO
0.3071,NO
0.2582,NO
0.5722,NO
0.282,NO
0.31,NO
0.2193,NO
0.4164,NO
0.2582,NO
0.2193,NO
1.0,YES
0.4964,NO
1.0,YES
0.3627,NO
0.3824,NO
0.2504,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3529,NO
0.2582,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
0.7756,YES
0.1735,NO
1.0,YES
0.8165,YES
0.2893,NO
0.2061,NO
0.128,NO
0.2387,NO
1.0,YES
0.8165,YES
0.2067,NO
0.158,NO
0.1803,NO
0.1095,NO
0.1793,NO
0.3413,NO
0.1463,NO
1.0,YES
0.2278,NO
0.8716,YES
0.2067,NO
0.8165,YES
0.1624,NO
0.1128,NO
0.1718,NO
0.1274,NO
0.1107,NO
0.2189,NO
0.0919,NO
0.1546,NO
0.3446,NO
0.3765,NO
0.2676,NO
0.2698,NO
0.1819,NO
0.2676,NO
0.2932,NO
0.3765,NO
0.2676,NO
0.6940000000000001,YES
0.1937,NO
0.5949,YES
0.3601,NO
0.3673,NO
0.2234,NO
0.3765,NO
0.2698,NO
0.3404,NO
0.2698,NO
0.3765,NO
0.2698,NO
0.4513,YES
1.0,YES
0.3698,YES
1.0,YES
0.2676,NO
1.0,YES
0.1723,NO
