50Traced_NONETRACED_SUM_RAW_VSM_99_SUM,Associated
0.03144589876054152,NO
0.024135748269454596,NO
0.09652257366303879,NO
0.09460314867375899,NO
0.03720417372838094,NO
0.046270393890511095,NO
0.01629469299409879,NO
0.025258816082331083,NO
0.13435974924958646,NO
0.22144855328446283,YES
0.09817654626018416,NO
0.2117697506789455,YES
0.08516937904559654,NO
0.03712249606926265,NO
0.03081289690237477,NO
0.04326873991791393,NO
0.01200661589038858,NO
0.06532170787985214,NO
0.020582770097808997,NO
0.048863659567516794,NO
0.0842300859657362,NO
0.31480611765666794,YES
0.3419435198987197,YES
0.24584975394605188,YES
0.29532599595695586,YES
0.09793151328282931,NO
0.351908194311151,YES
0.14757111061196984,NO
0.28431993139076633,YES
0.27674432850754493,YES
0.15533048822820733,NO
0.12447675249627344,NO
0.09827864333408201,NO
0.04314622342923651,NO
0.16966491740346717,YES
0.08408715006227918,YES
0.10515998611479793,NO
0.03769423968309067,NO
0.12096461315418697,NO
0.05480570926837237,NO
0.10789618769526063,NO
0.10538459967737321,NO
0.09521573111714618,NO
0.16304902701488572,YES
0.07007943152349252,NO
0.09154023645682313,YES
0.06434157597043269,NO
0.15218589835215318,YES
0.11371572090743878,NO
0.0378984338308864,NO
0.06666938925530394,NO
0.0869662875461989,NO
0.04341167582137095,NO
0.10391440181324402,NO
0.08596573622199988,NO
0.1346456210565005,NO
0.08700712637575805,NO
0.01419149327180283,NO
0.04704633165213485,NO
0.10042268188593714,NO
0.11732995732342308,NO
0.06987523737569681,NO
0.08551650909684927,NO
0.00939293079860331,NO
0.10614011802421741,NO
0.4915361525738671,YES
0.11161252118514281,NO
0.5059726788230248,YES
0.1256814979682682,NO
0.061156147264819376,NO
0.06773119882384168,NO
0.08404631123272005,NO
0.018336634472056024,NO
0.06409654299307779,NO
0.06534212729463174,NO
0.05529577522308211,NO
0.1803851101627427,NO
0.6070079431523491,YES
0.7524350152124638,YES
0.745696608335205,YES
0.5039919955894062,YES
0.10101484491454474,NO
0.7175382353541746,YES
0.11906560757968673,NO
0.13150103118044634,YES
0.1263349192412145,YES
0.17366712270026338,NO
0.08361750352234903,NO
0.06724113286913197,NO
0.07038572274518612,NO
0.1051191472852388,YES
0.08974332795622075,YES
0.16680619933432705,NO
0.02789292058889592,NO
0.14013844363220548,NO
0.022910583382680247,NO
0.09503195638413003,NO
0.06295305576542176,NO
0.0757151900026545,NO
0.08229024156167683,YES
0.058828333979948126,NO
0.07134543523982603,YES
0.024278684172911597,NO
0.1158393400445143,YES
0.064852061339922,NO
0.030098217385089734,NO
0.04379964470218283,NO
0.06352479937924976,NO
0.017724052028668856,NO
0.11322565495272902,NO
0.061584954975190405,NO
0.19030894574561488,NO
0.12527310967267677,NO
0.05944091642333529,NO
0.3546035570620546,YES
0.7858207583770648,YES
0.5263920936025972,YES
0.17274824903518263,YES
0.02977150674861658,NO
0.04976211381781797,NO
0.3939721887570702,YES
0.07885977987870868,NO
0.3619341269679211,YES
0.10771241296224449,NO
0.10693647520062075,NO
0.07618483654258468,NO
0.11253139485022357,NO
0.06458660894778756,NO
0.3058215751536561,YES
0.06801707063075571,NO
0.5993098237804504,YES
0.07138627406938516,NO
0.711024442039491,YES
0.06991607620525594,NO
0.13127641761787104,NO
0.11963735119351479,NO
0.06585261266412104,NO
0.1709921793641394,YES
0.1321340330386131,NO
0.39288995977375285,YES
0.12847895779306961,NO
0.002695362750903558,NO
0.18265166520327525,NO
0.1338901027096563,NO
0.12880566842954277,NO
0.11065280869050292,NO
0.09658383190737754,NO
0.04968043615869968,NO
0.20239723929512177,NO
0.48353174198027477,YES
0.19910971351561063,NO
0.5293324893308556,YES
0.147754885344986,NO
0.06270802278806689,NO
0.073877442672493,NO
0.08018704183938086,NO
0.03550936230167642,NO
0.06399444591917994,NO
0.05627590713250157,NO
0.08727257876789249,NO
0.20292814407939064,NO
0.5994119208543482,YES
0.7415106283053927,YES
0.7467175790741836,YES
0.5350090866395768,YES
0.16300818818532659,NO
0.7274620709370468,YES
0.22545075858125904,NO
0.03338574316460089,NO
0.02099115839340044,NO
0.11283768607191716,YES
0.344986012700876,YES
0.3671614971514916,YES
0.11034651746880933,YES
0.009740060849856041,NO
0.0,NO
0.16821513895411755,YES
0.049455822596124376,NO
0.13313458436281214,YES
0.05302922018254957,NO
0.07457170277499847,NO
0.05925714169031914,NO
0.0814122067261552,NO
0.0262797868213097,NO
0.2897514957221326,YES
0.025626365548363374,NO
0.24393032895677205,YES
0.03244645008474056,NO
0.2789700447185184,YES
0.036836624262348634,NO
0.061789149122986116,NO
0.08551650909684927,NO
0.03132338227186409,NO
0.11206174831029339,YES
0.05302922018254957,NO
0.13905621464888815,YES
0.08355624527801031,NO
0.013844363220550097,NO
0.18471402609601206,NO
0.13815776039858696,NO
0.12809098891225773,NO
0.14091438139382922,NO
0.0485573683458232,NO
0.02489126661629877,NO
0.2340269127886794,NO
0.35329671451616196,YES
0.1538807097788577,NO
0.35668633736957095,YES
0.20721622118310085,NO
0.10552753558083022,NO
0.12935699262859124,NO
0.03630571947807975,NO
0.06744532701692768,NO
0.04310538459967737,NO
0.09695138137340983,NO
0.05482612868315193,NO
0.17791436097441443,NO
0.4762420109039674,YES
0.5187960713045963,YES
0.42590815347232147,YES
0.37159251015865885,YES
0.17262573254650518,NO
0.5317828191044044,YES
0.23112735588998015,NO
0.07849223041267636,NO
0.035672717619912996,NO
0.10810038184305634,NO
0.12837686071917176,NO
0.11634982541400363,NO
0.06125824433871723,NO
0.06624058154493292,NO
