50Traced_NONETRACED_SUM_MULTI_VSM_12_MEDIAN,Associated
1.3163,NO
0.3671,NO
1.0418,NO
1.5036,NO
1.0656,NO
1.1959,NO
1.0478,NO
0.3242,NO
0.7832,NO
2.4614,YES
0.8116,NO
2.8216,YES
0.3559,NO
0.679,NO
0.2223,NO
0.1793,NO
0.5893,NO
0.4492,NO
0.7479,NO
0.2179,NO
1.7852,NO
2.0843,YES
2.7783,YES
2.8844,YES
3.4761,YES
1.6187,NO
2.5052,YES
0.7363,NO
3.3835,YES
1.5914,YES
1.8809,NO
0.9126,NO
1.1386,NO
1.4182,NO
3.5715,YES
2.872,YES
1.2229,NO
0.7392,NO
1.2359,NO
0.9236,NO
1.0291,NO
0.9002,NO
0.44299999999999995,NO
1.7284,YES
1.1299,NO
2.5027,YES
1.0852,NO
1.7413,YES
1.0924,NO
0.7763,NO
1.1391,NO
0.8163,NO
0.8602,NO
1.7133,NO
1.1414,NO
1.5225,NO
1.4815,NO
0.544,NO
1.9167,NO
2.4148,NO
1.8721,NO
2.151,NO
1.7039,NO
0.5770000000000001,NO
1.8203,NO
3.0816,YES
1.8922,NO
3.2572,YES
0.6971,NO
1.3483,NO
0.4932,NO
0.4293,NO
1.3419999999999999,NO
0.6636,NO
1.2868,NO
0.3931,NO
2.3885,NO
2.7025,YES
3.6281,YES
3.4056,YES
3.8443,YES
2.2123,NO
2.7233,YES
1.8784,NO
2.4996,YES
0.7639,YES
1.2142,NO
0.4073,NO
0.5694,NO
0.8054,NO
2.6443,YES
2.0445,YES
0.6018,NO
0.2786,NO
0.6165,NO
0.32299999999999995,NO
0.9740000000000001,NO
0.7138,NO
0.3711,NO
1.518,YES
0.6014,NO
1.7419,YES
0.6587,NO
1.2887,YES
0.5912,NO
0.2569,NO
0.4084,NO
0.3819,NO
0.3048,NO
1.0339,NO
0.8567,NO
1.0866,NO
1.5176,NO
0.4775,NO
3.075,YES
4.4055,YES
3.7961,YES
3.5076,YES
1.2787,NO
0.6032,NO
2.5298,YES
1.1291,NO
2.2379,YES
1.4173,NO
1.4036,NO
1.7126,NO
0.9609,NO
0.5083,NO
3.304,YES
0.8053,NO
3.6133,YES
0.5324,NO
3.2146,YES
0.9203,NO
2.0181,NO
1.3608,NO
1.3904,NO
2.5251,YES
1.635,NO
2.8472,YES
1.6109,NO
0.4944,NO
1.297,NO
1.9064,NO
1.4975,NO
1.5016,NO
1.8501,NO
0.8075,NO
1.3269,NO
2.925,YES
1.2208,NO
3.1751,YES
0.5514,NO
