50Traced_NONETRACED_MEDIAN_SINGLE_LSA_87_SUM,Associated
0.09508928571428574,NO
0.08244047619047619,NO
0.15565476190476193,NO
0.30744047619047626,NO
0.08526785714285717,NO
0.12023809523809526,NO
0.07306547619047621,NO
0.08645833333333335,NO
0.23675595238095243,NO
0.35282738095238103,YES
0.07708333333333335,NO
0.49047619047619057,YES
0.346577380952381,NO
0.3174107142857143,NO
0.31622023809523814,NO
0.1553571428571429,NO
0.09047619047619049,NO
0.1504464285714286,NO
0.09657738095238097,NO
0.3096726190476191,NO
0.1561011904761905,NO
0.10133928571428573,YES
0.10505952380952382,YES
0.23363095238095244,YES
0.34255952380952387,YES
0.21949404761904764,NO
0.09196428571428572,YES
0.18348214285714287,NO
0.14494047619047623,YES
0.34910714285714295,YES
0.502232142857143,NO
0.2203869047619048,NO
0.15625000000000003,NO
0.16398809523809527,NO
0.5727678571428573,YES
0.12782738095238097,YES
0.18839285714285717,NO
0.14255952380952383,NO
0.13139880952380956,NO
0.15208333333333338,NO
0.252827380952381,NO
0.21250000000000005,NO
0.2162202380952381,NO
0.4037202380952382,YES
0.09940476190476193,NO
0.15297619047619052,YES
0.03616071428571429,NO
0.4912202380952381,YES
0.046726190476190484,NO
0.16577380952380955,NO
0.09985119047619048,NO
0.1691964285714286,NO
0.1136904761904762,NO
0.2686011904761905,NO
0.15193452380952382,NO
0.1616071428571429,NO
0.11726190476190479,NO
0.21369047619047624,NO
0.18348214285714287,NO
0.4117559523809524,NO
0.2104166666666667,NO
0.23333333333333336,NO
0.20342261904761907,NO
0.06116071428571429,NO
0.3108630952380953,NO
0.6660714285714288,YES
0.22395833333333337,NO
0.2852678571428572,YES
0.2904761904761905,NO
0.3080357142857143,NO
0.3032738095238096,NO
0.2709821428571429,NO
0.21354166666666669,NO
0.17410714285714288,NO
0.2751488095238096,NO
0.24657738095238096,NO
0.31309523809523815,NO
0.6498511904761907,YES
0.6181547619047622,YES
0.5296130952380954,YES
0.2489583333333334,YES
0.2322916666666667,NO
0.27217261904761914,YES
0.17395833333333333,NO
0.17931547619047622,YES
0.2553571428571429,YES
0.517857142857143,NO
0.23273809523809527,NO
0.20967261904761908,NO
0.19985119047619052,NO
0.4965773809523811,YES
0.1703869047619048,YES
0.24747023809523816,NO
0.12708333333333335,NO
0.1949404761904762,NO
0.1561011904761905,NO
0.32604166666666673,NO
0.29613095238095244,NO
0.2941964285714286,NO
0.271577380952381,YES
0.12336309523809527,NO
0.10758928571428575,YES
0.03169642857142858,NO
0.44389880952380956,YES
0.04583333333333334,NO
0.17157738095238095,NO
0.12083333333333335,NO
0.17752976190476197,NO
0.14211309523809526,NO
0.3129464285714286,NO
0.18645833333333336,NO
0.2502976190476191,NO
0.09315476190476193,NO
0.021726190476190482,NO
0.19434523809523813,YES
0.48363095238095244,YES
0.4224702380952382,YES
0.19821428571428576,YES
0.10833333333333336,NO
0.004761904761904764,NO
0.2983630952380953,YES
0.19300595238095244,NO
0.18258928571428576,YES
0.20014880952380956,NO
0.3075892857142858,NO
0.27321428571428574,NO
0.27321428571428574,NO
0.0705357142857143,NO
0.3303571428571429,YES
0.06815476190476191,NO
0.5224702380952383,YES
0.19627976190476193,NO
0.3648809523809525,YES
0.06309523809523811,NO
0.0861607142857143,NO
0.19955357142857147,NO
0.05892857142857144,NO
0.2406250000000001,YES
0.12886904761904763,NO
0.18526785714285718,YES
0.21517857142857147,NO
0.09434523809523811,NO
0.27931547619047625,NO
0.36964285714285716,NO
0.27961309523809524,NO
0.2385416666666667,NO
0.2360119047619048,NO
0.16770833333333335,NO
0.20238095238095244,NO
0.5848214285714287,YES
0.22008928571428577,NO
0.4175595238095239,YES
0.28110119047619053,NO
0.24672619047619054,NO
0.23675595238095243,NO
0.06577380952380954,NO
0.2040178571428572,NO
0.0668154761904762,NO
0.14642857142857146,NO
0.2858630952380953,NO
0.177827380952381,NO
0.5653273809523811,YES
0.5229166666666668,YES
0.4007440476190477,YES
0.41607142857142865,YES
0.3166666666666667,NO
0.24627976190476197,YES
0.1311011904761905,NO
0.13497023809523812,NO
0.10059523809523811,NO
0.15833333333333335,YES
0.5281250000000002,YES
0.362202380952381,YES
0.1836309523809524,YES
0.11711309523809524,NO
0.07529761904761906,NO
0.374404761904762,YES
0.37202380952380953,NO
0.22083333333333338,YES
0.2266369047619048,NO
0.32053571428571437,NO
0.36800595238095246,NO
0.33883928571428573,NO
0.20163690476190482,NO
0.3221726190476191,YES
0.19523809523809524,NO
0.37589285714285714,YES
0.1967261904761905,NO
0.3656250000000001,YES
0.290327380952381,NO
0.31369047619047624,NO
0.3675595238095239,NO
0.14523809523809525,NO
0.202827380952381,YES
0.15148809523809528,NO
0.2964285714285715,YES
0.19598214285714288,NO
0.09627976190476191,NO
0.3397321428571429,NO
0.26815476190476195,NO
0.21562500000000004,NO
0.28258928571428577,NO
0.23139880952380956,NO
0.21398809523809526,NO
