50Traced_NONETRACED_SUM_SINGLE_LSA_36_MAX,Associated
0.2296,NO
0.3937,NO
0.2342,NO
0.6148,NO
0.3339,NO
0.7114,NO
0.4981,NO
0.2332,NO
0.5836,NO
1.5756,YES
0.307,NO
1.7506,YES
0.496,NO
0.6679,NO
0.4662,NO
0.2906,NO
0.3692,NO
0.1339,NO
0.4971,NO
0.2179,NO
0.6806,NO
1.9069999999999998,YES
1.8074,YES
1.9629,YES
1.8899,YES
0.3967,NO
0.8677,YES
0.7174,NO
2.5269,YES
2.3057,YES
1.5449,NO
0.8847,NO
0.7739,NO
1.5692,NO
2.1814,YES
2.4686,YES
1.5519999999999998,NO
0.1981,NO
1.4699,NO
0.2504,NO
0.7423,NO
0.8517,NO
0.5565,NO
2.5263,YES
1.0933,NO
2.4777,YES
1.2424,NO
2.7191,YES
0.8259,NO
0.2502,NO
0.3853,NO
0.6906,NO
0.1831,NO
1.7274,NO
0.4304,NO
1.4956,NO
0.2164,NO
0.3407,NO
0.6807,NO
0.5078,NO
0.8675,NO
1.8234,NO
0.5547,NO
0.3809,NO
1.1281,NO
3.5376,YES
0.6193,NO
3.2899,YES
0.3241,NO
0.4069,NO
0.2136,NO
0.1919,NO
0.4686,NO
0.1268,NO
0.9804,NO
0.2945,NO
1.0496,NO
3.8134,YES
3.4622,YES
3.9997,YES
3.8206,YES
0.6459999999999999,NO
2.4437,YES
0.852,NO
2.4985,YES
1.9909,YES
1.3271,NO
0.4553,NO
0.5786,NO
1.6759,NO
2.5133,YES
2.3045,YES
2.0587,NO
0.9484,NO
1.0609,NO
0.9722,NO
1.7998,NO
1.7952,NO
1.4721,NO
2.1803,YES
0.6868,NO
2.214,YES
1.2666,NO
2.3072,YES
0.7729,NO
1.0957,NO
0.7672,NO
1.2746,NO
0.8783,NO
1.494,NO
0.8663,NO
1.2026,NO
0.4438,NO
0.5443,NO
1.2472,YES
4.7772,YES
4.3422,YES
1.5730000000000002,YES
1.0895,NO
0.2203,NO
1.2986,YES
0.5361,NO
2.2887,YES
0.83,NO
0.7941,NO
0.5049,NO
0.4548,NO
0.4611,NO
4.6096,YES
0.2611,NO
5.1962,YES
0.9857,NO
4.2388,YES
0.9209999999999999,NO
1.1702,NO
1.9608,NO
0.218,NO
1.9595,YES
0.6093,NO
1.6765,YES
0.7529,NO
0.8816,NO
0.9627,NO
1.212,NO
1.4685,NO
2.0831,NO
1.1635,NO
0.7374,NO
1.5659999999999998,NO
3.1193,YES
1.0613,NO
3.0581,YES
0.7878,NO
1.0516,NO
0.6091,NO
0.6535,NO
1.1612,NO
0.4689,NO
1.7161,NO
0.9178,NO
1.3813,NO
3.4892,YES
3.2919,YES
3.8731,YES
3.3442,YES
1.3353,NO
1.9208,YES
1.1761,NO
0.4351,NO
0.4247,NO
0.9118,YES
4.5436,YES
4.4477,YES
1.4385,YES
0.9995,NO
0.2831,NO
0.8036,YES
1.7280000000000002,NO
1.7513,YES
1.6254,NO
0.2335,NO
0.2958,NO
0.2375,NO
0.3845,NO
4.3621,YES
0.1688,NO
5.0338,YES
0.8958,NO
4.1476,YES
2.0246,NO
2.2883,NO
2.9447,NO
