50Traced_NONETRACED_SUM_RAW_VSM_58_MAX,Associated
0.3116,NO
0.0652,NO
0.4232,NO
0.2634,NO
0.6409,NO
0.7652,NO
0.4021,NO
0.0679,NO
0.5820000000000001,NO
1.3139,YES
0.3618,NO
0.4808,YES
0.3158,NO
0.2231,NO
0.2223,NO
0.2623,NO
0.546,NO
0.3531,NO
0.2695,NO
0.2744,NO
0.1883,NO
0.92,YES
1.6203,YES
1.2856,YES
0.6509999999999999,YES
0.4094,NO
1.8833,YES
0.2021,NO
2.5937,YES
2.2148,YES
0.6824,NO
0.3801,NO
0.6832,NO
0.6083,NO
1.5899,YES
1.4048,YES
0.782,NO
0.19,NO
0.4579,NO
0.141,NO
0.4503,NO
0.5724,NO
0.3535,NO
3.0873,YES
0.6553,NO
2.4936,YES
0.364,NO
2.3680000000000003,YES
0.2696,NO
0.2899,NO
0.4169,NO
0.2947,NO
0.2015,NO
0.225,NO
0.6317,NO
0.3146,NO
0.4317,NO
0.1772,NO
0.6222,NO
0.5335,NO
0.8482,NO
0.8417,NO
0.6114,NO
0.14400000000000002,NO
0.6249,NO
1.8244,YES
0.6611,NO
1.0325,YES
0.7112,NO
0.3744,NO
0.2637,NO
0.3434,NO
0.7795,NO
0.3563,NO
0.3444,NO
0.2056,NO
0.4972,NO
2.0062,YES
2.5867,YES
1.6556,YES
1.5246,YES
0.5754,NO
3.1661,YES
0.414,NO
2.5533,YES
2.2287,YES
0.6806,NO
0.2404,NO
0.5391,NO
0.5795,NO
1.6133,YES
1.4047,YES
0.7002,NO
0.1787,NO
0.5804,NO
0.1218,NO
0.4688,NO
0.5841,NO
0.3887,NO
3.0651,YES
0.3797,NO
2.4779,YES
0.2828,NO
2.3528,YES
0.1191,NO
0.2933,NO
0.3336,NO
0.3014,NO
0.2997,NO
0.2201,NO
0.647,NO
0.4318,NO
0.4842,NO
0.0518,NO
0.7524,YES
1.4245,YES
3.194,YES
0.8073,YES
0.24600000000000002,NO
0.046,NO
1.4059,YES
0.36700000000000005,NO
0.6815,YES
0.3609,NO
0.6795,NO
0.8105,NO
0.364,NO
0.2222,NO
2.7712,YES
0.1927,NO
1.4289,YES
0.2147,NO
1.8359,YES
0.6859999999999999,NO
0.7631,NO
0.5533,NO
0.5313,NO
0.6374,YES
0.7657,NO
0.6266,YES
0.2922,NO
0.2411,NO
0.5532,NO
0.2582,NO
0.4849,NO
0.5821,NO
0.3559,NO
0.1225,NO
0.5486,NO
0.8515,YES
0.4764,NO
0.6788,YES
0.5126,NO
0.2923,NO
0.2702,NO
0.3305,NO
0.1853,NO
0.3729,NO
0.1537,NO
0.302,NO
0.1316,NO
1.2874,YES
1.3357,YES
0.8763,YES
1.1085,YES
0.3788,NO
1.8775,YES
0.5539999999999999,NO
0.6515,NO
0.2717,NO
0.6415,YES
0.8768,YES
1.9547,YES
0.6975,YES
0.4156,NO
0.2012,NO
1.2923,YES
0.2795,NO
0.6487,YES
0.478,NO
0.4942,NO
0.6222,NO
0.307,NO
0.4848,NO
1.1917,YES
0.4413,NO
