50Traced_NONETRACED_SUM_SINGLE_VSM_57_MAX,Associated
0.573,NO
0.6202,NO
0.1708,NO
0.2164,NO
0.6907,NO
0.8379,NO
0.7674,NO
0.5032,NO
0.4052,NO
2.7901,YES
1.2663,NO
2.6244,YES
0.7163,NO
0.9,NO
0.5931,NO
0.5828,NO
0.6678,NO
0.2145,NO
0.5203,NO
0.7247,NO
1.1388,NO
2.7039,YES
3.0171,YES
3.2479,YES
2.2171,YES
1.0039,NO
3.11,YES
0.8611,NO
0.8948,YES
1.8981,YES
0.7857,NO
0.2958,NO
0.2877,NO
0.7644,NO
1.7862,YES
1.7552,YES
0.7767,NO
0.5713,NO
0.7514,NO
0.6428,NO
0.1797,NO
0.4093,NO
0.4295,NO
1.6023,YES
0.3051,NO
1.0926,YES
0.3878,NO
1.8608,YES
0.3253,NO
0.4632,NO
0.5182,NO
0.7214,NO
0.521,NO
0.9086,NO
0.7541,NO
0.878,NO
0.4312,NO
0.2702,NO
0.4238,NO
0.3213,NO
0.7723,NO
0.8569,NO
0.3712,NO
0.0769,NO
0.7857,NO
2.9766,YES
1.2901,NO
2.9009,YES
0.6816,NO
0.7577,NO
0.5807,NO
0.2975,NO
0.8485,NO
0.1553,NO
0.8974,NO
0.3181,NO
1.3213,NO
2.7446,YES
2.9859,YES
3.0069,YES
2.0336,YES
1.0832,NO
3.0948,YES
0.9223,NO
1.8461,YES
2.8268,YES
1.7489,NO
0.6974,NO
0.922,NO
2.3589,NO
3.0209,YES
2.6642,YES
2.0082,NO
0.84,NO
2.1168,NO
1.05,NO
0.3197,NO
0.7859,NO
0.8140000000000001,NO
2.0446,YES
1.1575,NO
1.9053,YES
0.5392,NO
2.9368,YES
0.7128,NO
1.0421,NO
1.129,NO
1.1023,NO
1.0534,NO
2.1054,NO
1.3303,NO
1.9912,NO
0.318,NO
0.6047,NO
2.0372,YES
3.7657,YES
4.3104,YES
3.0476,YES
1.1875,NO
0.2929,NO
2.7611,YES
0.7505,NO
2.2551,YES
0.7886,NO
1.1317,NO
1.4946,NO
1.8986,NO
0.3377,NO
4.6551,YES
0.4435,NO
4.1611,YES
0.5908,NO
3.8244,YES
0.3765,NO
1.3938,NO
0.8333,NO
0.7133,NO
2.6109,YES
1.0817,NO
2.3863,YES
0.4934,NO
0.3112,NO
0.4379,NO
0.2582,NO
0.6038,NO
0.8488,NO
0.4058,NO
0.1225,NO
0.7199,NO
3.2609,YES
1.3741,NO
3.1743,YES
0.578,NO
0.7140000000000001,NO
0.4825,NO
0.27699999999999997,NO
0.7751,NO
0.1093,NO
0.7167,NO
0.33799999999999997,NO
1.2333,NO
3.0119,YES
3.2579,YES
3.3043,YES
2.3732,YES
1.1039,NO
3.3742,YES
1.2177,NO
0.315,NO
0.6443,NO
0.9829,YES
3.36,YES
3.7353,YES
2.0032,YES
0.9162,NO
0.2599,NO
1.3551,YES
1.1697,NO
1.1482,YES
1.0437,NO
0.4539,NO
0.9719,NO
1.0102,NO
0.3162,NO
4.2432,YES
0.3708,NO
3.7763,YES
0.5126,NO
3.4924,YES
0.7070000000000001,NO
1.6567,NO
1.5063,NO
1.0477,NO
1.4139,YES
1.7223,NO
1.3947,YES
0.9146,NO
0.9028,NO
0.7429,NO
0.19,NO
0.6826,NO
1.157,NO
0.9394,NO
0.6921,NO
0.998,NO
3.2266,YES
1.604,NO
3.2402,YES
0.3239,NO
0.5434,NO
0.4301,NO
0.7272,NO
0.8726,NO
0.6,NO
0.6262,NO
0.9996,NO
1.1803,NO
3.0,YES
3.1388,YES
3.1907,YES
2.3808,YES
1.3854,NO
3.2833,YES
1.4181,NO
0.6302,NO
0.2589,NO
