50Traced_NONETRACED_MAX_SINGLE_VSM_83_MAX,Associated
0.0737,NO
0.1109,NO
0.1144,NO
0.3384,NO
0.2553,NO
0.6773,NO
0.0747,NO
0.1135,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.5133,NO
0.1308,NO
0.4343,NO
0.2179,NO
0.2553,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.1205,NO
1.0,YES
1.0,YES
0.3639,NO
0.3639,NO
0.27899999999999997,NO
0.4007,NO
1.0,YES
1.0,YES
0.4007,NO
0.21100000000000002,NO
0.3639,NO
0.3066,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
1.0,YES
0.1806,NO
0.2082,NO
0.2082,NO
0.1916,NO
0.3066,NO
0.4007,NO
0.2181,NO
0.3639,NO
0.1503,NO
0.3011,NO
0.2077,NO
0.3744,NO
0.3369,NO
0.6773,NO
0.2252,NO
0.1135,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.5133,NO
0.21600000000000003,NO
0.4343,NO
0.1851,NO
0.4531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2232,NO
1.0,YES
0.2054,NO
0.9432,YES
1.0,YES
0.3356,NO
0.2034,NO
0.1507,NO
0.3104,NO
1.0,YES
0.9202,YES
0.4653,NO
0.4136,NO
0.4436,NO
0.601,NO
0.7376,NO
0.7376,NO
0.7376,NO
1.0,YES
0.2293,NO
1.0,YES
0.0739,NO
1.0,YES
0.1277,NO
0.4069,NO
0.4069,NO
0.3061,NO
0.601,NO
0.4653,NO
0.2648,NO
0.4852,NO
0.1709,NO
0.2021,NO
0.7346,YES
0.9815,YES
1.0,YES
0.7346,YES
0.22,NO
0.0462,NO
0.7346,YES
0.2963,NO
0.7346,YES
0.2198,NO
0.2165,NO
0.1934,NO
0.2781,NO
0.0892,NO
1.0,YES
0.0819,NO
1.0,YES
0.1449,NO
0.8285,YES
0.3342,NO
0.3338,NO
0.3867,NO
0.2429,NO
0.5192,YES
0.2353,NO
0.7346,YES
0.2565,NO
0.2719,NO
0.4137,NO
0.4137,NO
0.3369,NO
0.4167,NO
0.2719,NO
0.2502,NO
0.4137,NO
1.0,YES
0.4354,NO
0.9651,YES
0.2451,NO
0.2451,NO
0.2451,NO
0.221,NO
0.4176,NO
0.2719,NO
0.4137,NO
0.2719,NO
0.3207,NO
1.0,YES
1.0,YES
0.7522,YES
0.9651,YES
0.3573,NO
0.6152,YES
0.4137,NO
0.146,NO
0.2183,NO
0.8266,YES
1.0,YES
1.0,YES
0.8266,YES
0.2476,NO
0.0708,NO
0.8266,YES
0.6968,NO
0.8266,YES
0.3749,NO
0.2252,NO
0.2571,NO
0.2833,NO
0.2264,NO
1.0,YES
0.141,NO
0.8544,YES
0.142,NO
0.6278,YES
0.5683,NO
0.6968,NO
0.6968,NO
0.3377,NO
0.5843,YES
0.462,NO
0.8266,YES
0.2332,NO
0.1856,NO
0.2535,NO
0.3384,NO
0.1965,NO
0.6773,NO
0.1856,NO
0.2332,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.1856,NO
0.5133,NO
0.2332,NO
0.4343,NO
0.2332,NO
0.1254,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.366,NO
0.1503,NO
0.3133,NO
0.4095,NO
0.4374,NO
0.3369,NO
0.6773,NO
0.2344,NO
0.1135,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.1756,NO
0.1002,NO
0.3249,NO
0.5133,NO
0.1655,NO
0.4374,NO
0.1827,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4095,NO
1.0,YES
0.4095,NO
0.1503,NO
0.3133,NO
0.4413,NO
0.4413,NO
0.3384,NO
0.4413,NO
0.2344,NO
0.1204,NO
0.4413,NO
1.0,YES
0.4413,NO
1.0,YES
0.2866,NO
0.2866,NO
0.2866,NO
0.3249,NO
0.4413,NO
0.1308,NO
0.4413,NO
0.1912,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3119,NO
0.6631,YES
0.4413,NO
0.1503,NO
0.3133,NO
0.10800000000000001,NO
0.3895,NO
0.3369,NO
0.3464,NO
0.2344,NO
0.1016,NO
0.2452,NO
1.0,YES
0.3591,NO
0.7443,YES
0.2846,NO
0.2846,NO
0.2846,NO
0.3249,NO
0.4176,NO
0.0974,NO
0.2511,NO
0.1827,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
0.7443,YES
0.2322,NO
0.6631,YES
0.2054,NO
0.2097,NO
0.3233,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.4103,NO
0.2018,NO
1.0,YES
0.0974,NO
1.0,YES
0.1059,NO
0.441,NO
0.441,NO
0.441,NO
0.1393,NO
1.0,YES
0.2282,NO
1.0,YES
0.2194,NO
0.4963,YES
0.2571,NO
0.3721,NO
0.5265,NO
0.3693,NO
1.0,YES
0.5442,NO
1.0,YES
0.2097,NO
0.3233,NO
1.0,YES
0.3948,NO
0.3027,NO
1.0,YES
0.2822,NO
0.1097,NO
0.9727,YES
0.191,NO
1.0,YES
0.1528,NO
0.4151,NO
0.36700000000000005,NO
0.2894,NO
0.171,NO
0.5205,NO
0.1747,NO
0.537,NO
0.1533,NO
0.3889,NO
0.2081,NO
0.1784,NO
0.3767,NO
0.3693,NO
1.0,YES
0.4513,NO
0.8095,YES
0.1762,NO
0.2716,NO
0.982,YES
1.0,YES
1.0,YES
0.982,YES
0.2941,NO
0.1187,NO
0.982,YES
0.8778,NO
0.982,YES
0.6271,NO
0.5221,NO
0.5221,NO
0.5221,NO
0.1146,NO
1.0,YES
0.1052,NO
1.0,YES
0.1985,NO
1.0,YES
0.8778,NO
0.8778,NO
0.8778,NO
0.8778,NO
0.8593,YES
0.8778,NO
0.982,YES
0.1636,NO
0.2523,NO
0.7803,YES
0.5126,NO
0.39299999999999996,NO
0.7803,YES
0.2276,NO
0.153,NO
1.0,YES
0.6038,NO
1.0,YES
0.1633,NO
0.38799999999999996,NO
0.3363,NO
0.3363,NO
0.1775,NO
0.5126,NO
0.1654,NO
0.6151,NO
0.1704,NO
0.3035,NO
0.6038,NO
0.6038,NO
0.6038,NO
0.6038,NO
0.9109,YES
0.6038,NO
1.0,YES
0.2091,NO
0.2956,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.2091,NO
1.0,YES
0.3019,NO
1.0,YES
0.22399999999999998,NO
0.7016,NO
0.7016,NO
0.7016,NO
0.2203,NO
1.0,YES
0.221,NO
1.0,YES
0.2667,NO
1.0,YES
0.3405,NO
0.3721,NO
0.5265,NO
0.3307,NO
0.7068,YES
0.1091,NO
1.0,YES
1.0,YES
1.0,YES
0.4952,NO
0.4952,NO
0.3796,NO
0.4952,NO
1.0,YES
1.0,YES
0.4952,NO
0.3547,NO
0.4952,NO
0.4076,NO
0.6218,NO
0.6218,NO
0.6218,NO
0.345,YES
0.4952,NO
1.0,YES
0.4952,NO
1.0,YES
0.2458,NO
0.3547,NO
0.3547,NO
0.3547,NO
0.4076,NO
0.3988,NO
0.3547,NO
0.4952,NO
0.2097,NO
0.3233,NO
1.0,YES
0.5710000000000001,YES
0.4378,YES
1.0,YES
0.3709,NO
0.1381,NO
1.0,YES
0.4834,NO
1.0,YES
0.1444,NO
0.4151,NO
0.4132,NO
0.4132,NO
0.1297,NO
0.5710000000000001,YES
0.2282,NO
0.611,YES
0.1871,NO
0.3889,YES
0.4834,NO
0.4834,NO
0.4834,NO
0.4834,NO
1.0,YES
0.5692,NO
1.0,YES
0.2097,NO
0.3233,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.4103,NO
0.1165,NO
1.0,YES
0.7974,NO
1.0,YES
0.2157,NO
0.4322,NO
0.36700000000000005,NO
0.2972,NO
0.1393,NO
1.0,YES
0.2282,NO
1.0,YES
0.1968,NO
0.4963,YES
0.7974,NO
0.7974,NO
0.7974,NO
0.7974,NO
1.0,YES
0.7974,NO
1.0,YES
0.2097,NO
0.3233,NO
1.0,YES
0.5515,YES
0.4228,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.5224,NO
1.0,YES
0.2811,NO
0.4151,NO
0.36700000000000005,NO
0.2894,NO
0.2034,NO
0.5515,YES
0.2282,NO
0.5515,YES
0.1773,NO
0.3889,YES
0.4261,NO
0.5224,NO
0.5224,NO
0.3693,NO
1.0,YES
0.5442,NO
1.0,YES
0.1585,NO
0.2669,NO
1.0,YES
0.5693,YES
0.4365,YES
1.0,YES
0.3598,NO
0.1381,NO
1.0,YES
0.4433,NO
1.0,YES
0.1199,NO
0.38799999999999996,NO
0.2754,NO
0.2606,NO
0.1393,NO
0.5693,YES
0.2282,NO
0.6151,YES
0.1871,NO
0.4724,YES
0.4433,NO
0.4433,NO
0.4433,NO
0.4433,NO
1.0,YES
0.5692,NO
1.0,YES
0.1709,NO
0.2054,NO
0.6711,YES
0.9338,YES
1.0,YES
0.6711,YES
0.201,NO
0.0621,NO
0.6711,YES
0.6109,NO
0.6711,YES
0.3287,NO
0.4875,NO
0.4875,NO
0.4875,NO
0.1985,NO
1.0,YES
0.1648,NO
1.0,YES
0.1853,NO
0.7519,YES
0.4983,NO
0.6109,NO
0.6109,NO
0.2961,NO
0.4743,YES
0.4051,NO
0.6711,YES
0.1709,NO
0.1694,NO
0.7440000000000001,YES
1.0,YES
1.0,YES
0.7440000000000001,YES
0.2229,NO
0.1131,NO
0.7440000000000001,YES
0.4584,NO
0.7440000000000001,YES
0.2466,NO
0.2276,NO
0.1873,NO
0.2331,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1449,NO
1.0,YES
0.3739,NO
0.4584,NO
0.4726,NO
0.24600000000000002,NO
0.5259,YES
0.304,NO
0.7440000000000001,YES
0.2552,NO
0.4212,NO
0.3914,NO
0.3776,NO
0.3776,NO
0.3914,NO
0.243,NO
0.2552,NO
0.6446,NO
0.1414,NO
0.4141,NO
0.2358,NO
1.0,YES
1.0,YES
1.0,YES
0.243,NO
0.3776,NO
0.2552,NO
0.3451,NO
0.3802,NO
0.2271,NO
0.1609,NO
0.2739,NO
0.293,NO
0.1445,NO
0.4344,NO
0.2472,NO
0.6577,NO
0.9432,YES
1.0,YES
0.2752,NO
0.1653,NO
0.0814,NO
0.083,NO
1.0,YES
0.9202,YES
0.0968,NO
0.2238,NO
0.083,NO
0.3252,NO
0.3226,NO
0.3226,NO
0.3226,NO
1.0,YES
0.1003,NO
1.0,YES
0.0446,NO
1.0,YES
0.0877,NO
0.1685,NO
0.1936,NO
0.1354,NO
0.3252,NO
0.1407,NO
0.0821,NO
0.2122,NO
0.1584,NO
0.2059,NO
0.7752,YES
1.0,YES
1.0,YES
0.7752,YES
0.2322,NO
0.051,NO
0.7752,YES
0.3019,NO
0.7752,YES
0.22399999999999998,NO
0.1977,NO
0.1873,NO
0.2833,NO
0.1146,NO
1.0,YES
0.1052,NO
1.0,YES
0.1343,NO
1.0,YES
0.3405,NO
0.3094,NO
0.4726,NO
0.2563,NO
0.5479,YES
0.1825,NO
0.7752,YES
0.9740000000000001,YES
1.0,YES
0.3473,NO
0.1969,NO
0.2137,NO
0.33399999999999996,NO
1.0,YES
0.9740000000000001,YES
0.33399999999999996,NO
0.2094,NO
0.2501,NO
0.2506,NO
0.3324,NO
0.3324,NO
0.3324,NO
0.316,YES
0.2137,NO
1.0,YES
0.2137,NO
1.0,YES
0.1286,NO
0.2094,NO
0.2094,NO
0.2094,NO
0.2506,NO
0.33399999999999996,NO
0.2094,NO
0.245,NO
0.2411,NO
0.3133,NO
0.1991,NO
0.3895,NO
0.3471,NO
0.3464,NO
0.2344,NO
0.2411,NO
0.3504,NO
1.0,YES
0.3591,NO
1.0,YES
0.564,NO
0.564,NO
0.564,NO
0.3249,NO
0.3471,NO
0.2411,NO
0.3471,NO
0.2411,NO
0.4715,NO
0.8156,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
0.6631,YES
0.371,NO
1.0,YES
1.0,YES
0.2823,NO
0.1748,NO
0.2282,NO
0.1955,NO
1.0,YES
1.0,YES
0.1955,NO
0.1102,NO
0.1631,NO
0.1095,NO
0.1665,NO
0.1472,NO
0.1463,NO
1.0,YES
0.2282,NO
1.0,YES
0.1897,NO
1.0,YES
0.2282,NO
0.1102,NO
0.1196,NO
0.1274,NO
0.1102,NO
0.1955,NO
0.1102,NO
0.1631,NO
0.3943,NO
0.418,NO
0.2904,NO
0.3384,NO
0.3369,NO
0.6773,NO
0.418,NO
0.3846,NO
0.4855,NO
1.0,YES
0.7077,NO
1.0,YES
0.4072,NO
0.4072,NO
0.4072,NO
0.2677,NO
0.5133,NO
0.418,NO
0.4343,NO
0.418,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4855,NO
1.0,YES
0.262,NO
