50Traced_NONETRACED_MAX_RAW_VSM_71_SUM,Associated
0.11713355048859937,NO
0.04612377850162867,NO
0.1414983713355049,NO
0.28918566775244303,NO
0.11732899022801303,NO
0.12599348534201957,NO
0.11661237785016289,NO
0.060195439739413686,NO
0.16052117263843652,NO
0.7876872964169382,YES
0.06951140065146581,NO
0.8470358306188926,YES
0.2662540716612378,NO
0.25348534201954404,NO
0.15876221498371337,NO
0.15335504885993487,NO
0.15557003257328994,NO
0.11009771986970683,NO
0.041628664495114015,NO
0.17322475570032578,NO
0.1857980456026059,NO
0.6775895765472314,YES
0.6792182410423453,YES
0.7355048859934854,YES
0.7831921824104234,YES
0.1772638436482085,NO
0.673485342019544,YES
0.1454723127035831,NO
0.6966775244299674,YES
0.2615635179153095,YES
0.310228013029316,NO
0.1657980456026059,NO
0.11745928338762217,NO
0.16364820846905542,NO
0.8839739413680783,YES
0.2600651465798046,YES
0.17231270358306192,NO
0.11947882736156352,NO
0.10078175895765475,NO
0.08729641693811076,NO
0.1572638436482085,NO
0.1743322475570033,NO
0.10592833876221498,NO
0.8099674267100977,YES
0.11283387622149839,NO
0.7001954397394138,YES
0.10566775244299674,NO
0.8482736156351792,YES
0.08977198697068403,NO
0.0862540716612378,NO
0.06019543973941367,NO
0.10781758957654723,NO
0.10293159609120521,NO
0.1837785016286645,NO
0.12358306188925082,NO
0.15687296416938115,NO
0.14586319218241045,NO
0.10358306188925083,NO
0.1517915309446254,NO
0.33485342019543973,NO
0.213485342019544,NO
0.1942671009771987,NO
0.18358306188925083,NO
0.06846905537459284,NO
0.22820846905537462,NO
0.9248208469055376,YES
0.17439739413680785,NO
0.7581107491856678,YES
0.2056026058631922,NO
0.22247557003257332,NO
0.145342019543974,NO
0.2131596091205212,NO
0.21485342019543976,NO
0.11791530944625407,NO
0.24182410423452777,NO
0.20247557003257333,NO
0.25452768729641695,NO
0.5310097719869706,YES
0.9038436482084691,YES
0.8648208469055375,YES
0.7422149837133551,YES
0.1938110749185668,NO
0.7523778501628665,YES
0.1672312703583062,NO
0.7117263843648209,YES
0.22052117263843649,YES
0.3269055374592834,NO
0.16651465798045606,NO
0.15276872964169383,NO
0.2021498371335505,NO
0.8506188925081435,YES
0.7078175895765473,YES
0.221042345276873,NO
0.12566775244299677,NO
0.14390879478827362,NO
0.15309446254071668,NO
0.18931596091205216,NO
0.13394136807817592,NO
0.1390228013029316,NO
0.7521172638436482,YES
0.11498371335504885,NO
0.6803257328990229,YES
0.1285342019543974,NO
0.8275570032573291,YES
0.03048859934853421,NO
0.1768078175895766,NO
0.07537459283387622,NO
0.1721824104234528,NO
0.13224755700325735,NO
0.21576547231270363,NO
0.18332247557003262,NO
0.1947882736156352,NO
0.1050814332247557,NO
0.0326384364820847,NO
0.7183061889250815,YES
0.46814332247557006,YES
0.8181758957654724,YES
0.7200000000000001,YES
0.11817589576547231,NO
0.03009771986970684,NO
0.7638436482084691,YES
