50Traced_NONETRACED_MAX_MULTI_LSA_96_MEDIAN,Associated
0.3496,NO
0.2852,NO
0.125,NO
0.3093,NO
0.2813,NO
0.2707,NO
0.3258,NO
0.2852,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.35200000000000004,NO
0.2223,NO
0.2358,NO
0.2804,NO
0.1585,NO
0.2102,NO
0.2852,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
1.0,YES
0.3251,NO
0.9153,YES
0.6914,YES
0.3362,NO
0.2796,NO
0.2796,NO
0.2796,NO
0.6914,YES
0.6914,YES
0.2796,NO
0.2425,NO
0.2069,NO
0.1443,NO
0.1797,NO
0.23600000000000002,NO
0.1551,NO
0.5717,YES
0.1382,NO
1.0,YES
0.2796,NO
0.6914,YES
0.1652,NO
0.1212,NO
0.2425,NO
0.1358,NO
0.126,NO
0.2796,NO
0.2425,NO
0.2796,NO
0.2243,NO
0.1534,NO
0.2381,NO
0.4329,NO
0.3753,NO
0.4162,NO
0.3258,NO
0.0995,NO
0.3753,NO
1.0,YES
0.2887,NO
1.0,YES
0.2445,NO
0.35200000000000004,NO
0.2136,NO
0.3282,NO
0.4327,NO
0.1268,NO
0.3753,NO
0.1755,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3753,NO
1.0,YES
0.3753,NO
0.9589,YES
0.5161,YES
0.3356,NO
0.2013,NO
0.2013,NO
0.2479,NO
0.5161,YES
1.0,YES
0.2479,NO
0.2251,NO
0.1594,NO
0.2187,NO
0.2824,NO
0.3144,NO
0.2281,NO
1.0,YES
0.2278,NO
0.8716,YES
0.1263,NO
0.568,YES
0.2013,NO
0.2251,NO
0.2251,NO
0.2187,NO
0.2251,NO
0.2479,NO
0.2251,NO
0.1923,NO
0.2556,NO
0.2011,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.2011,NO
1.0,YES
0.2081,NO
0.4491,YES
0.1787,NO
0.3553,NO
0.3553,NO
0.2412,NO
0.1663,NO
1.0,YES
0.2493,NO
1.0,YES
0.304,NO
1.0,YES
0.1224,NO
0.4169,NO
0.4856,NO
0.2229,NO
1.0,YES
0.4444,NO
1.0,YES
0.2947,NO
0.1012,NO
0.2756,NO
0.4528,NO
0.4528,NO
0.4528,NO
0.3089,NO
0.1225,NO
0.4528,NO
1.0,YES
0.3093,NO
