50Traced_NONETRACED_MAX_MULTI_VSM_98_MEDIAN,Associated
0.2852,NO
0.2852,NO
0.2289,NO
0.4029,NO
0.31,NO
0.2707,NO
0.2831,NO
0.2852,NO
0.2289,NO
1.0,YES
0.2323,NO
1.0,YES
0.3353,NO
0.3555,NO
0.3555,NO
0.2852,NO
0.3104,NO
0.2327,NO
0.2383,NO
0.2574,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.2502,NO
0.3569,YES
0.2323,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1473,NO
0.2444,NO
1.0,YES
0.7333,YES
0.3034,NO
0.2425,NO
0.1581,NO
0.2425,NO
0.301,NO
0.23600000000000002,NO
0.1872,NO
0.6914,YES
0.2278,NO
0.904,YES
0.1168,NO
1.0,YES
0.1256,NO
0.2425,NO
0.2425,NO
0.2425,NO
0.126,NO
0.2673,NO
0.1778,NO
0.2287,NO
0.1892,NO
0.1534,NO
0.3097,NO
0.4177,NO
0.31,NO
0.2707,NO
0.2254,NO
0.1066,NO
0.2381,NO
1.0,YES
0.3753,NO
0.965,YES
0.205,NO
0.35200000000000004,NO
0.2136,NO
0.3167,NO
0.4175,NO
0.1268,NO
0.23199999999999998,NO
0.1755,NO
0.3753,NO
0.965,YES
1.0,YES
1.0,YES
0.965,YES
0.303,NO
0.5483,YES
0.3753,NO
1.0,YES
1.0,YES
0.3356,NO
0.228,NO
0.2013,NO
0.2387,NO
1.0,YES
0.7333,YES
0.2862,NO
0.316,NO
0.3559,NO
0.316,NO
0.3667,NO
0.3845,NO
0.3845,NO
0.5161,YES
0.3559,NO
0.904,YES
0.2148,NO
1.0,YES
0.3559,NO
0.316,NO
0.316,NO
0.316,NO
0.2251,NO
0.2673,NO
0.2251,NO
0.3559,NO
0.3229,NO
0.11599999999999999,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.3189,NO
0.1691,NO
0.5227,YES
0.2975,NO
1.0,YES
0.1729,NO
0.3877,NO
0.3569,NO
0.2412,NO
0.1729,NO
1.0,YES
0.2254,NO
1.0,YES
0.2493,NO
1.0,YES
0.3369,NO
0.4291,NO
0.4471,NO
0.2229,NO
0.5820000000000001,YES
0.4382,NO
1.0,YES
0.3049,NO
0.2866,NO
0.3565,NO
0.4029,NO
0.3132,NO
0.289,NO
0.3331,NO
0.2258,NO
0.2756,NO
1.0,YES
0.4528,NO
1.0,YES
0.2244,NO
0.3337,NO
0.1689,NO
0.2225,NO
0.4528,NO
0.3011,NO
0.3132,NO
0.3331,NO
0.4528,NO
1.0,YES
1.0,YES
1.0,YES
0.6779,YES
0.2964,NO
0.6231,YES
0.4528,NO
0.1741,NO
0.0774,NO
0.2644,YES
0.7909,YES
0.6940000000000001,YES
0.3353,YES
0.2651,NO
0.0697,NO
0.2746,YES
0.4608,NO
0.5253,YES
0.4608,NO
0.2453,NO
0.2571,NO
0.2375,NO
0.1513,NO
0.594,YES
0.141,NO
0.6162,YES
0.142,NO
0.5392,YES
0.4608,NO
0.4608,NO
0.3496,NO
0.4608,NO
0.3057,YES
0.2619,NO
0.5253,YES
0.3496,NO
0.0745,NO
0.5722,NO
0.3065,NO
0.1739,NO
0.3398,NO
0.4164,NO
0.2026,NO
0.4218,NO
1.0,YES
0.3347,NO
1.0,YES
0.4316,NO
0.4018,NO
0.4018,NO
0.1479,NO
0.3984,NO
0.2701,NO
0.3844,NO
0.2988,NO
0.1839,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.4758,NO
1.0,YES
0.3347,NO
0.2522,NO
0.1339,NO
0.4128,NO
0.4329,NO
0.4156,NO
0.3745,NO
0.3004,NO
0.1133,NO
0.3745,NO
1.0,YES
0.3745,NO
1.0,YES
0.2244,NO
0.35200000000000004,NO
0.1078,NO
0.3282,NO
0.4327,NO
0.1655,NO
0.3308,NO
0.1309,NO
0.4156,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3745,NO
0.7214,YES
0.3745,NO
0.2081,NO
0.0769,NO
0.3821,NO
0.4329,NO
0.31,NO
0.3078,NO
0.2831,NO
0.1204,NO
0.3821,NO
1.0,YES
0.19899999999999998,NO
1.0,YES
0.2912,NO
0.3547,NO
0.3547,NO
0.3282,NO
0.4327,NO
0.0675,NO
0.2359,NO
0.1912,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
0.5952,YES
0.2798,NO
0.3496,NO
0.2562,NO
0.5722,NO
0.3206,NO
0.2937,NO
0.2565,NO
0.4164,NO
0.2562,NO
0.1798,NO
1.0,YES
0.1031,NO
1.0,YES
0.2118,NO
0.3335,NO
0.2045,NO
0.2562,NO
0.3984,NO
0.1492,NO
0.3844,NO
0.1702,NO
0.2916,NO
1.0,YES
1.0,YES
0.9475,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.3527,NO
0.2538,NO
1.0,YES
0.3242,YES
0.2829,YES
1.0,YES
0.4093,NO
0.2465,NO
1.0,YES
0.5358,NO
1.0,YES
0.5358,NO
0.534,NO
0.4456,NO
0.3146,NO
0.2465,NO
0.5061,YES
0.2471,NO
0.516,YES
0.2734,NO
0.5061,YES
0.5358,NO
0.5358,NO
0.5187,NO
0.5358,NO
1.0,YES
0.5562,NO
1.0,YES
0.3527,NO
0.1547,NO
1.0,YES
0.2918,NO
0.2297,NO
1.0,YES
0.4093,NO
0.1287,NO
1.0,YES
0.2942,NO
1.0,YES
0.2942,NO
0.5231,NO
0.4456,NO
