50Traced_NONETRACED_SUM_SINGLE_LSA_37_MAX,Associated
0.6235,NO
0.9411,NO
0.3451,NO
0.9947,NO
0.6288,NO
0.3179,NO
1.0906,NO
0.6312,NO
0.3028,NO
2.6367,YES
0.3229,NO
1.8032,YES
0.6505,NO
0.7232,NO
0.6131,NO
0.4979,NO
0.4042,NO
0.7905,NO
0.4396,NO
0.8284,NO
0.8076,NO
1.8573,YES
2.3606,YES
2.056,YES
2.2861,YES
0.315,NO
1.8513,YES
0.2965,NO
2.0780000000000003,YES
2.1598,YES
0.9026,NO
0.4455,NO
0.2312,NO
0.5924,NO
3.2103,YES
2.0138,YES
0.6296,NO
0.248,NO
0.7919,NO
0.3205,NO
0.3312,NO
0.2174,NO
0.2153,NO
2.3333,YES
0.32,NO
2.9793,YES
0.2718,NO
2.8743,YES
0.4486,NO
0.377,NO
0.4906,NO
0.5212,NO
0.4712,NO
0.5761,NO
0.39,NO
0.77,NO
0.3167,NO
0.6908,NO
0.557,NO
1.3758,NO
0.8845,NO
0.7453,NO
0.5626,NO
0.3446,NO
0.6431,NO
3.0824,YES
0.7199,NO
2.4396,YES
0.4206,NO
0.5961,NO
0.4081,NO
0.1919,NO
0.16399999999999998,NO
0.4,NO
0.3922,NO
0.2065,NO
1.0304,NO
2.7357,YES
3.0234,YES
2.6701,YES
3.0041,YES
0.4351,NO
2.4304,YES
0.6375,NO
1.6164,YES
1.9745,YES
1.7521,NO
1.4811,NO
0.9507,NO
1.5956,NO
3.0804,YES
1.3245,YES
1.649,NO
1.0743,NO
1.7086,NO
1.1897,NO
1.1165,NO
1.1992,NO
1.1892,NO
1.9678,YES
1.0771,NO
2.1894,YES
0.7717,NO
2.2054,YES
1.0635,NO
1.0365,NO
1.5875,NO
0.9486,NO
1.4537,NO
1.5357,NO
0.82,NO
1.4049,NO
0.7168,NO
0.7020000000000001,NO
2.176,YES
4.9676,YES
4.0152,YES
1.8913,YES
1.7964,NO
0.326,NO
2.5332,YES
0.483,NO
2.8775,YES
0.3934,NO
1.3442,NO
1.2889,NO
1.4293,NO
0.5286,NO
4.8923,YES
0.3902,NO
4.4128,YES
0.5048,NO
4.2443,YES
0.5258,NO
1.0631,NO
1.1889,NO
0.8477,NO
2.0806,YES
0.6489,NO
2.1807,YES
0.8471,NO
1.1246,NO
0.8351,NO
1.8404,NO
1.3475,NO
1.0111,NO
1.265,NO
0.8292,NO
0.8585,NO
3.4339999999999997,YES
1.0185,NO
2.6916,YES
0.3875,NO
0.4146,NO
0.2449,NO
0.6333,NO
0.4167,NO
1.0854,NO
0.6979,NO
0.9172,NO
1.4482,NO
2.8939999999999997,YES
3.5442,YES
2.9673,YES
3.4745,YES
0.4748,NO
2.4552,YES
0.596,NO
0.7265,NO
0.6248,NO
1.214,YES
5.3484,YES
4.3039,YES
1.2236,YES
1.5613,NO
0.3211,NO
1.7434,YES
1.8428,NO
2.1575,YES
1.3030000000000002,NO
0.8358,NO
0.8631,NO
1.1663,NO
0.3789,NO
4.7532,YES
0.5413,NO
4.1087,YES
0.5068,NO
4.5182,YES
1.5253,NO
2.4363,NO
2.065,NO
2.1944,NO
1.1338,YES
1.1332,NO
0.8855,YES
0.8838,NO
0.9641,NO
1.7728,NO
1.4951,NO
1.0549,NO
1.8687,NO
1.594,NO
0.8262,NO
1.8915,NO
2.69,YES
1.9217,NO
2.0116,YES
1.1924,NO
0.8586,NO
0.7152,NO
0.6935,NO
0.7191,NO
0.8019,NO
1.0039,NO
0.9348,NO
1.4658,NO
1.9894,YES
2.7037,YES
2.4626,YES
2.6398,YES
1.6267,NO
2.2089,YES
1.673,NO
0.4174,NO
