50Traced_NONETRACED_SUM_SINGLE_LSA_58_MEDIAN,Associated
0.5594,NO
0.0652,NO
0.9718,NO
1.1642,NO
0.4518,NO
1.3032,NO
0.3135,NO
0.1352,NO
0.8131,NO
2.6589,YES
0.4393,NO
1.955,YES
0.4615,NO
0.4688,NO
0.6608,NO
0.1142,NO
0.7957,NO
0.1819,NO
0.4427,NO
0.3486,NO
0.8325,NO
2.3635,YES
2.3356,YES
2.1232,YES
2.0184,YES
0.4912,NO
1.9359,YES
0.3432,NO
0.9384,YES
1.7589,YES
0.6364,NO
0.8006,NO
0.5609,NO
0.8055,NO
1.8483,YES
1.7781,YES
0.6926,NO
0.1535,NO
0.8432,NO
0.1348,NO
0.5106,NO
0.7495,NO
0.6557,NO
1.5434,YES
0.8273,NO
1.7748,YES
0.6049,NO
2.1126,YES
0.5608,NO
0.4948,NO
0.2677,NO
0.5821,NO
0.3021,NO
0.9990000000000001,NO
0.607,NO
0.7958,NO
0.4785,NO
0.2164,NO
1.5694,NO
2.0392,NO
1.0857,NO
1.8216,NO
0.7816,NO
0.0795,NO
1.1899,NO
3.8559,YES
1.0945,NO
3.0762,YES
0.4802,NO
0.503,NO
0.5715,NO
0.1919,NO
1.9342,NO
0.1268,NO
0.9754,NO
0.3161,NO
1.6358,NO
3.5871,YES
3.6964,YES
3.4539,YES
2.4151,YES
1.1238,NO
3.4562,YES
0.8314,NO
1.4321,YES
1.8206,YES
1.8823,NO
0.3683,NO
0.3675,NO
2.0246,NO
1.9874,YES
2.2389,YES
1.8149,NO
0.1096,NO
1.8411,NO
0.2082,NO
0.3678,NO
0.2783,NO
0.2552,NO
1.7408,YES
0.5193,NO
2.1959,YES
0.3608,NO
2.2228,YES
0.7264,NO
0.5862,NO
0.382,NO
0.9754,NO
0.6952,NO
1.9826,NO
0.3527,NO
2.1429,NO
0.62,NO
0.6641,NO
1.2111,YES
4.0163,YES
4.3974,YES
1.9292,YES
1.0564,NO
0.2426,NO
1.1501,YES
0.8516,NO
1.52,YES
0.5356,NO
0.5601,NO
0.9042,NO
0.6789,NO
0.5426,NO
4.8977,YES
0.4574,NO
4.2546,YES
1.0307,NO
4.6036,YES
1.3003,NO
1.2812,NO
1.8713,NO
0.7727,NO
1.9077,YES
1.5147,NO
1.6579,YES
0.7293,NO
0.6215,NO
1.6095,NO
2.1935,NO
1.1956,NO
1.9313,NO
0.8952,NO
0.4986,NO
1.2163,NO
3.4179,YES
1.2627,NO
2.9875,YES
0.3048,NO
0.3608,NO
0.4601,NO
0.5917,NO
1.9417,NO
0.5582,NO
1.1165,NO
0.752,NO
1.7737,NO
3.437,YES
3.2769999999999997,YES
2.9692,YES
2.4762,YES
1.4332,NO
2.7875,YES
1.2189,NO
0.3366,NO
0.4115,NO
0.7882,YES
4.3094,YES
4.2241,YES
1.3352,YES
0.9596,NO
0.0668,NO
0.7574,YES
1.4296,NO
1.0594,YES
1.0541,NO
0.7088,NO
1.0759999999999998,NO
0.8154,NO
0.2815,NO
5.0886,YES
0.1775,NO
4.33,YES
0.7955,NO
4.5407,YES
1.8341,NO
1.8931,NO
2.2226,NO
0.8221,NO
1.4439,YES
2.2185,NO
1.1565,YES
0.8379,NO
0.5439,NO
1.4883,NO
1.709,NO
0.8471,NO
1.9371,NO
1.0926,NO
0.653,NO
1.1525,NO
3.5742,YES
1.2981,NO
3.2872,YES
0.2519,NO
0.3024,NO
0.5114,NO
0.5724,NO
1.5882,NO
0.7142,NO
0.6835,NO
0.8597,NO
1.3707,NO
3.5889,YES
3.4197,YES
2.9779,YES
2.6135,YES
1.5272,NO
2.927,YES
1.1673,NO
0.7476,NO
0.4269,NO
2.5029,NO
1.9215,NO
1.2037,NO
2.8083,NO
1.1164,NO
0.45299999999999996,NO
2.1761,NO
3.6524,YES
1.9947,NO
2.9969,YES
0.4485,NO
0.3977,NO
0.4857,NO
0.4354,NO
1.9595,NO
0.4747,NO
1.147,NO
0.6624,NO
1.8228,NO
3.6404,YES
3.7079,YES
3.9824,YES
2.5172,YES
2.0142,NO
3.6002,YES
1.9034,NO
0.4393,NO
0.1412,NO
1.2288,NO
2.0309,NO
1.0952,NO
1.6908,NO
0.6576,NO
0.1204,NO
0.9586,NO
3.3813,YES
1.0214,NO
2.9358,YES
0.4472,NO
0.5748,NO
0.7216,NO
0.1303,NO
1.714,NO
0.1068,NO
1.0227,NO
0.3688,NO
1.5503,NO
3.3412,YES
3.1857,YES
2.8041,YES
2.4224,YES
1.2418,NO
2.6952,YES
0.9464,NO
0.518,NO
0.2273,NO
1.1367,NO
1.4713,NO
0.6108,NO
1.3628,NO
0.7909999999999999,NO
0.2958,NO
0.8453,NO
3.5389,YES
0.6109,NO
2.8227,YES
0.4693,NO
0.494,NO
0.6025,NO
0.271,NO
1.2745,NO
0.3545,NO
0.5217,NO
0.3995,NO
1.2319,NO
3.1889999999999996,YES
3.2477,YES
2.8602,YES
2.2608,YES
0.6038,NO
2.9438,YES
0.4766,NO
0.7947,NO
0.7455,NO
5.0965,YES
1.6787,YES
1.7568,YES
6.1276,YES
0.9890000000000001,NO
0.3757,NO
5.4322,YES
1.0273,NO
5.1768,YES
0.5993,NO
0.7877,NO
0.446,NO
0.3956,NO
0.3867,NO
1.778,YES
0.2832,NO
1.8329,YES
0.7252,NO
2.1044,YES
1.8736,NO
1.7338,NO
3.5966,NO
2.0580000000000003,NO
5.2539,YES
1.9762,NO
5.9118,YES
0.5376,NO
1.0917,NO
