50Traced_NONETRACED_MAX_MULTI_LSA_86_MEDIAN,Associated
0.2356,NO
0.1493,NO
0.2809,NO
0.4329,NO
0.3069,NO
0.4162,NO
0.146,NO
0.1745,NO
0.1689,NO
0.8204,YES
0.2323,NO
0.7677,YES
0.3353,NO
0.3353,NO
0.3353,NO
0.1819,NO
0.2383,NO
0.318,NO
0.1496,NO
0.2179,NO
0.2383,NO
1.0,YES
0.9096,YES
0.7677,YES
1.0,YES
0.2289,NO
0.5682,YES
0.1354,NO
1.0,YES
0.6914,YES
0.3362,NO
0.1579,NO
0.1652,NO
0.3034,NO
0.6914,YES
0.7333,YES
0.2287,NO
0.2425,NO
0.3034,NO
0.2425,NO
0.1797,NO
0.3144,NO
0.1551,NO
1.0,YES
0.0981,NO
0.8716,YES
0.1029,NO
0.568,YES
0.1398,NO
0.1223,NO
0.2456,NO
0.2425,NO
0.2425,NO
0.3034,NO
0.1502,NO
0.2287,NO
0.113,NO
0.1534,NO
0.271,NO
0.4177,NO
0.3765,NO
0.4016,NO
0.1465,NO
0.1066,NO
0.2572,NO
1.0,YES
0.3753,NO
1.0,YES
0.2728,NO
0.35200000000000004,NO
0.2728,NO
0.1919,NO
0.3753,NO
0.3069,NO
0.23199999999999998,NO
0.1755,NO
0.3078,NO
0.965,YES
1.0,YES
1.0,YES
1.0,YES
0.2487,NO
1.0,YES
0.2251,NO
1.0,YES
0.5161,YES
0.3356,NO
0.3559,NO
0.1989,NO
0.2862,NO
0.5161,YES
0.7333,YES
0.2479,NO
0.316,NO
0.3559,NO
0.316,NO
0.2289,NO
0.3144,NO
0.2075,NO
1.0,YES
0.3559,NO
0.8716,YES
0.2148,NO
0.568,YES
0.1617,NO
0.1426,NO
0.316,NO
0.316,NO
0.316,NO
0.2862,NO
0.1582,NO
0.1679,NO
0.3011,NO
0.0849,NO
0.5033,YES
1.0,YES
0.7917,YES
0.6382,YES
0.344,NO
0.1691,NO
0.5227,YES
0.2147,NO
1.0,YES
0.254,NO
0.3877,NO
0.3877,NO
0.3877,NO
0.1567,NO
1.0,YES
0.2493,NO
0.6802,YES
0.304,NO
0.7917,YES
0.254,NO
0.3397,NO
0.2382,NO
0.254,NO
0.5820000000000001,YES
0.4444,NO
0.4367,YES
0.1544,NO
0.1012,NO
0.2756,NO
0.2935,NO
0.2939,NO
0.3946,NO
0.1684,NO
0.1225,NO
0.2962,NO
1.0,YES
0.2756,NO
1.0,YES
0.2391,NO
0.3673,NO
0.1689,NO
0.1513,NO
0.3104,NO
0.2156,NO
0.1712,NO
0.2019,NO
0.2918,NO
0.7869,YES
1.0,YES
1.0,YES
1.0,YES
0.2756,NO
0.9481,YES
0.2101,NO
0.3011,NO
0.1676,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.1676,NO
0.5227,YES
0.2598,NO
1.0,YES
0.2022,NO
0.3335,NO
0.3569,NO
0.3335,NO
0.1676,NO
1.0,YES
0.174,NO
0.7959999999999999,YES
0.304,NO
1.0,YES
0.2049,NO
0.4291,NO
0.3056,NO
0.1587,NO
0.5820000000000001,YES
0.4444,NO
0.4367,YES
0.3096,NO
0.2816,NO
0.3347,NO
0.4329,NO
0.31,NO
0.4218,NO
0.2816,NO
0.2816,NO
0.3347,NO
1.0,YES
0.42700000000000005,NO
1.0,YES
0.4316,NO
0.4316,NO
0.4316,NO
0.3096,NO
0.42700000000000005,NO
0.318,NO
0.2577,NO
0.2256,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4218,NO
1.0,YES
0.3347,NO
0.1122,NO
0.1374,NO
0.3855,NO
0.3982,NO
0.4156,NO
0.6333,NO
0.1339,NO
0.1187,NO
0.4753,NO
1.0,YES
0.3263,NO
1.0,YES
0.2522,NO
