50Traced_NONETRACED_SUM_SINGLE_LSA_77_MAX,Associated
0.5203,NO
0.6476,NO
1.0766,NO
0.4852,NO
0.1278,NO
0.9433,NO
0.5562,NO
0.2553,NO
0.4761,NO
1.7493,YES
1.0545,NO
2.7471,YES
0.4307,NO
0.6515,NO
0.5875,NO
0.2582,NO
0.391,NO
0.4061,NO
0.4275,NO
0.4787,NO
0.6007,NO
2.2001,YES
2.2391,YES
2.1402,YES
2.1725,YES
0.7911,NO
2.3342,YES
0.428,NO
2.313,YES
2.5208,YES
0.3362,NO
0.5445,NO
0.2769,NO
0.2361,NO
1.5722,YES
1.3288,YES
0.3933,NO
0.1056,NO
0.3936,NO
0.3025,NO
0.8563,NO
1.0066,NO
0.9841,NO
2.0898,YES
0.3695,NO
1.6424,YES
0.2627,NO
2.2329,YES
0.3062,NO
0.1212,NO
0.14,NO
0.1658,NO
0.3152,NO
0.2225,NO
0.1119,NO
0.4422,NO
0.6181,NO
0.5197,NO
1.2585,NO
0.8466,NO
0.6137,NO
1.2268,NO
0.8032,NO
0.1448,NO
0.51,NO
2.9688,YES
1.1831,NO
3.8806,YES
0.4382,NO
0.6681,NO
0.44799999999999995,NO
0.1919,NO
1.2058,NO
0.1776,NO
1.0539,NO
0.5309,NO
0.9181,NO
3.1045,YES
3.4484,YES
3.1994,YES
2.958,YES
0.9967,NO
2.8785,YES
0.602,NO
2.3674,YES
2.6285,YES
1.9336,NO
1.0434,NO
0.8704,NO
1.8979,NO
2.2906,YES
1.2182,YES
1.4419,NO
0.6071,NO
2.0647,NO
1.3861,NO
1.9311,NO
1.9447,NO
1.9089,NO
1.6923,YES
0.8501,NO
1.5053,YES
0.9621,NO
2.552,YES
0.7486,NO
0.9056,NO
1.2974,NO
1.3018,NO
1.5133,NO
1.3497,NO
1.0125,NO
1.7104,NO
0.5697,NO
0.6513,NO
1.7931,YES
4.3046,YES
3.7792,YES
1.3726,YES
0.4993,NO
0.1048,NO
1.1555,YES
0.5184,NO
1.77,YES
0.9572,NO
0.8437,NO
0.8326,NO
0.8452,NO
0.3267,NO
4.2458,YES
0.2647,NO
4.1585,YES
0.765,NO
4.1275,YES
0.6165,NO
0.6155,NO
1.1922,NO
0.9167,NO
0.9838,YES
1.3126,NO
1.0781,YES
1.1446,NO
1.1813,NO
1.1312,NO
1.0547,NO
0.5957,NO
1.1001,NO
0.9161,NO
0.5988,NO
0.7558,NO
2.6997,YES
0.9677,NO
3.5225,YES
0.6984,NO
0.9535,NO
0.787,NO
0.6355,NO
1.0828,NO
0.7461,NO
1.1185,NO
1.1605,NO
1.0544,NO
2.9662,YES
2.8629,YES
2.6515,YES
2.805,YES
0.9817,NO
2.5069999999999997,YES
0.96,NO
0.7038,NO
0.7848,NO
2.1615,YES
4.8563,YES
4.1636,YES
1.8328,YES
0.4404,NO
0.2153,NO
1.4273,YES
0.8119,NO
2.3196,YES
1.5666,NO
1.2217,NO
1.3098,NO
1.3722,NO
0.391,NO
4.5068,YES
0.4669,NO
4.3985,YES
0.9813,NO
4.3873,YES
1.1317,NO
0.9533,NO
1.6443,NO
1.4978,NO
1.3519,YES
2.0094,NO
1.6557,YES
1.0198,NO
1.0075,NO
1.3283,NO
0.7689,NO
0.2982,NO
1.4554,NO
0.9459,NO
0.3769,NO
0.8869,NO
3.1081,YES
1.4574,NO
4.2825,YES
0.9755,NO
1.4124,NO
1.1375,NO
0.5419,NO
0.9268,NO
0.4732,NO
0.6909,NO
0.7290000000000001,NO
0.6722,NO
3.5804,YES
3.5446,YES
3.2507,YES
3.3381,YES
1.1917,NO
3.1602,YES
1.0078,NO
0.6528,NO
0.4254,NO
1.4002,NO
0.9125,NO
0.6717,NO
1.3316,NO
0.6804,NO
0.2174,NO
0.6339,NO
2.7538,YES
1.1405,NO
3.4448,YES
0.2443,NO
0.41100000000000003,NO
0.2784,NO
0.204,NO
1.321,NO
0.2431,NO
1.272,NO
0.7374,NO
1.0822,NO
2.8191,YES
3.1201,YES
3.0712,YES
2.5525,YES
1.1278,NO
2.5031,YES
0.7979,NO
0.5861,NO
0.5782,NO
1.5768,NO
1.0263,NO
0.6776,NO
1.7274,NO
0.7774,NO
0.1711,NO
1.165,NO
2.9365,YES
1.6213,NO
3.8834,YES
0.9758,NO
1.1219,NO
0.9972,NO
0.1411,NO
1.2279,NO
0.2345,NO
1.1791,NO
0.5434,NO
0.8324,NO
3.333,YES
3.3381,YES
3.0268,YES
3.2583,YES
1.3737,NO
2.8828,YES
1.3748,NO
0.7745,NO
0.6772,NO
1.1221,NO
0.8721,NO
0.4806,NO
1.0989,NO
0.8089,NO
0.3473,NO
0.4126,NO
3.2007,YES
0.9633,NO
4.11,YES
0.2118,NO
0.48700000000000004,NO
0.2826,NO
0.2764,NO
1.0956,NO
0.3735,NO
1.022,NO
0.6535,NO
1.0793,NO
3.4376,YES
3.5318,YES
3.1889999999999996,YES
3.0713,YES
0.9376,NO
3.0437,YES
0.6165,NO
1.3155,NO
1.7518,NO
5.8738,YES
1.7745,YES
1.9246,YES
6.5063,YES
2.2072,NO
0.8226,NO
5.6188,YES
0.4036,NO
6.4901,YES
1.5268,NO
2.1394,NO
1.9597,NO
1.62,NO
0.8859,NO
1.4938,YES
0.7944,NO
2.6381,YES
1.8926,NO
2.2454,YES
1.2706,NO
1.5316,NO
1.9223,NO
1.9618,NO
6.2161,YES
2.5558,NO
6.1338,YES
0.2635,NO
0.7105,NO
0.8785,YES
0.4172,NO
0.598,NO
1.9261,YES
0.4343,NO
0.18,NO
1.9738,YES
0.191,NO
1.6019,YES
0.4683,NO
0.7724,NO
1.1343,NO
0.35100000000000003,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.4939,NO
0.23,NO
0.2637,NO
0.3606,NO
0.2984,NO
0.3767,NO
0.4481,NO
1.8955,YES
0.3359,NO
1.9226,YES
0.8929,NO
0.927,NO
4.1482,YES
4.6354,YES
4.0283,YES
3.6566,YES
1.4767,NO
0.1609,NO
2.9757,YES
1.7904,NO
4.0555,YES
2.9893,NO
1.4083,NO
1.3845,NO
1.0961,NO
0.435,NO
4.7662,YES
0.4003,NO
4.9528,YES
1.1197,NO
4.7535,YES
2.0346,NO
2.4545,NO
3.3261,NO
2.4601,NO
3.5622,YES
3.7005,NO
3.266,YES
0.5161,NO
0.5108,NO
3.2998,YES
1.0432,NO
1.0835,NO
3.0031,YES
1.2033,NO
0.3187,NO
2.3622,YES
0.8455,NO
3.5256,YES
1.3862,NO
1.0501,NO
0.7338,NO
0.9691,NO
0.3192,NO
1.2303,NO
0.1654,NO
1.6033,NO
0.41200000000000003,NO
1.5632,NO
1.39,NO
1.3263,NO
1.4808,NO
1.5828,NO
2.7755,YES
2.3467,NO
2.9302,YES
0.9878,NO
1.2065,NO
1.9776,YES
4.8708,YES
4.1174,YES
1.4105,YES
0.5373,NO
0.5656,NO
1.6283,YES
0.9524,NO
1.9948,YES
1.5046,NO
1.0092,NO
1.1852,NO
1.1746,NO
0.5738,NO
4.8606,YES
0.7709999999999999,NO
4.584,YES
1.1565,NO
4.454,YES
1.1320000000000001,NO
0.8395,NO
1.6651,NO
1.2808,NO
1.1659,YES
1.6883,NO
1.3206,YES
3.1619,YES
3.3797,YES
1.5928,NO
0.7299,NO
0.6563,NO
1.705,NO
2.6802,YES
2.0943,YES
1.4354,NO
0.6068,NO
1.4908,NO
1.0636,NO
0.5371,NO
0.7235,NO
0.3871,NO
2.2911,YES
0.6225,NO
2.3124,YES
1.1296,NO
3.3168,YES
1.0292,NO
0.8161,NO
1.0948,NO
0.858,NO
0.9876,NO
1.6579,NO
0.7205,NO
1.5652,NO
0.5784,NO
0.9963,NO
4.785,YES
1.0501,YES
1.2575,YES
5.9326,YES
1.4308,NO
0.5069,NO
5.3353,YES
0.3265,NO
5.3869,YES
0.9326,NO
1.7543,NO
1.489,NO
1.2863,NO
0.3533,NO
0.8412,YES
0.3441,NO
2.0344,YES
1.2783,NO
1.3425,YES
1.0371,NO
0.9924,NO
1.0655,NO
1.4378,NO
5.5971,YES
1.4654,NO
5.7962,YES
1.0824,NO
1.2733,NO
5.4555,YES
1.5637,YES
1.6594,YES
6.2201,YES
2.1597,NO
0.6402,NO
4.937,YES
1.0564,NO
5.936,YES
2.2788,NO
1.3649,NO
1.2708,NO
0.8862,NO
0.4989,NO
1.3438,YES
0.5842,NO
2.3109,YES
1.4959,NO
1.9583,YES
1.9498,NO
2.2522,NO
2.2084,NO
2.3422,NO
5.8578,YES
3.1604,NO
5.4228,YES
0.8979,NO
1.2182,NO
5.5111,YES
1.3462,YES
1.5498,YES
6.2032,YES
1.9289,NO
0.6433,NO
5.5573,YES
0.5797,NO
5.8049,YES
1.2015,NO
1.6769,NO
1.195,NO
1.1493,NO
0.5528,NO
1.4197,YES
0.5484,NO
2.5225,YES
1.6552,NO
1.6706,YES
1.1329,NO
1.3733,NO
1.5905,NO
1.6593,NO
5.9558,YES
2.0167,NO
5.8908,YES
0.6991,NO
0.9009999999999999,NO
4.9465,YES
1.5065,YES
1.6482,YES
5.7152,YES
1.7446,NO
0.42,NO
4.7551,YES
0.54,NO
5.6151,YES
1.3574,NO
1.6728,NO
1.4121,NO
1.1725,NO
0.4582,NO
1.2918,YES
0.2536,NO
2.242,YES
0.997,NO
1.9346,YES
1.3352,NO
1.4413,NO
1.4861,NO
1.8055,NO
5.4314,YES
2.4055,NO
5.5699,YES
0.5437,NO
0.5107,NO
1.4631,YES
4.1848,YES
3.556,YES
1.0192,YES
0.3571,NO
0.1206,NO
1.0747,YES
1.1374,NO
1.317,YES
1.4454,NO
0.7849,NO
0.8436,NO
0.8598,NO
0.23600000000000002,NO
4.495,YES
0.2408,NO
4.0809,YES
0.6636,NO
3.8784,YES
0.9774,NO
1.0344,NO
1.6649,NO
1.0687,NO
0.7933,YES
1.379,NO
0.7985,YES
0.9771,NO
0.8324,NO
2.4906,YES
4.3493,YES
3.8669,YES
2.5721,YES
0.9332,NO
0.3871,NO
2.0174,YES
1.0091,NO
2.9085,YES
1.6987,NO
0.5603,NO
0.8945,NO
0.6646,NO
0.4279,NO
4.4117,YES
0.4354,NO
4.2304,YES
0.9621,NO
4.1484,YES
1.3488,NO
1.3473,NO
1.8679,NO
1.4445,NO
2.2587,YES
2.248,NO
2.0383,YES
0.6232,NO
1.0055,NO
0.747,NO
1.3522,NO
0.9818,NO
0.6644,NO
0.4299,NO
0.544,NO
0.9876,NO
0.3518,NO
1.0025,NO
0.7536,NO
1.9873,YES
1.9956,YES
2.0713,YES
0.3925,NO
1.1542,NO
0.612,NO
0.9086,NO
0.6729999999999999,NO
0.8991,NO
0.3836,NO
0.3061,NO
0.5109,NO
0.777,NO
0.4987,NO
0.4534,NO
1.1826,NO
3.0623,YES
3.1153,YES
0.7036,NO
0.7953,NO
0.5117,NO
0.5832,NO
2.3008,YES
1.9797,YES
0.3332,NO
0.4802,NO
0.502,NO
0.8892,NO
0.47600000000000003,NO
0.6894,NO
0.5693,NO
2.2465,YES
0.5046,NO
2.3112,YES
0.6477,NO
3.1228,YES
0.6894,NO
0.6216,NO
0.7227,NO
0.5627,NO
0.7208,NO
0.5157,NO
0.6322,NO
0.6786,NO
0.6357,NO
0.8386,NO
2.5761,YES
4.5013,YES
3.9689,YES
2.1451,YES
0.7178,NO
0.2327,NO
2.0711,YES
0.446,NO
2.4987,YES
0.8313,NO
1.1398,NO
0.9477,NO
0.9727,NO
0.4429,NO
4.3981,YES
0.4028,NO
4.5425,YES
1.0231,NO
4.4225,YES
0.5129,NO
0.5323,NO
1.2366,NO
0.9565,NO
1.9086,YES
1.3809,NO
2.1275,YES
3.072,YES
3.1644,YES
1.0872,NO
0.6594,NO
0.485,NO
1.0591,NO
2.3685,YES
2.0197,YES
0.9203,NO
0.2072,NO
0.9428,NO
0.5604,NO
0.2353,NO
0.4465,NO
0.2986,NO
2.2562,YES
0.4623,NO
2.3446,YES
0.7144,NO
3.2178,YES
0.5836,NO
0.4021,NO
0.514,NO
0.4459,NO
0.526,NO
1.0695,NO
0.4989,NO
0.9946,NO
0.6201,NO
0.4811,NO
0.7121,NO
1.0233,NO
0.5378,NO
0.7288,NO
0.6087,NO
0.3666,NO
0.3916,NO
2.1036,YES
0.5662,NO
2.7104,YES
0.7042,NO
0.8563,NO
0.8336,NO
0.1518,NO
1.0953,NO
0.4174,NO
0.9663,NO
0.445,NO
0.7466,NO
2.3765,YES
2.0734,YES
1.8614,YES
2.0452,YES
0.5131,NO
2.082,YES
0.8726,NO
2.9593,YES
3.0507,YES
0.40700000000000003,NO
0.3939,NO
0.2013,NO
0.2938,NO
2.2916,YES
1.9648,YES
0.1835,NO
0.1171,NO
0.2741,NO
0.3765,NO
0.3971,NO
0.601,NO
0.4377,NO
2.2301,YES
0.2227,NO
2.2156,YES
0.2889,NO
2.883,YES
0.3927,NO
0.1867,NO
0.3776,NO
0.1914,NO
0.2501,NO
0.275,NO
0.1384,NO
0.4277,NO
0.9584,NO
0.9805,NO
1.3347,NO
0.8587,NO
0.4299,NO
1.3447,NO
0.9101,NO
0.4862,NO
0.7188,NO
3.0978,YES
1.3497,NO
4.2564,YES
1.0667,NO
1.3003,NO
1.1385,NO
0.5268,NO
1.0601,NO
0.6153,NO
0.8765,NO
0.8318,NO
0.7661,NO
3.4223,YES
3.6707,YES
3.3878,YES
3.3653,YES
1.0904,NO
3.1216,YES
0.9539,NO
