50Traced_NONETRACED_SUM_SINGLE_LSA_76_SUM,Associated
0.05104317414375302,NO
0.07193680656054029,NO
0.1602297395079595,NO
0.21493608297153882,NO
0.17884708152436085,NO
0.1253768692715871,NO
0.14919500723589002,NO
0.0910214664737096,NO
0.1714905933429812,NO
0.3787536179450072,YES
0.057660998552822,NO
0.369256512301013,YES
0.09073504582730342,NO
0.11857814761215628,NO
0.09403642064640617,NO
0.13752713458755428,NO
0.24410576459237823,NO
0.05674143753014954,NO
0.21582549445248433,NO
0.1280149541726966,NO
0.13641160154365656,NO
0.4467257597684515,YES
0.4499065364206464,YES
0.46369995176073314,YES
0.4424746743849494,YES
0.1595212252773758,NO
0.4911058851905451,YES
0.10339785335262905,NO
0.2590750120598167,YES
0.21302158707187652,YES
0.2326790882778582,NO
0.1498281476121563,NO
0.16240050651230103,NO
0.20506210805595756,NO
0.4371080559575494,YES
0.38550711529184756,YES
0.20061505065123014,NO
0.059997588036661845,NO
0.2185238784370478,NO
0.09763929088277859,NO
0.09970453449107573,NO
0.10773938736131211,NO
0.10713639652677279,NO
0.3874517607332368,YES
0.15582790641582248,NO
0.26187891944042446,YES
0.1645411239749156,NO
0.49285455861070915,YES
0.12475880366618426,NO
0.12436685962373371,NO
0.12403521466473709,NO
0.18801254220935842,NO
0.11811082971538832,NO
0.25437168355041,NO
0.15974734684032807,NO
0.16833996623251327,NO
0.05161601543656537,NO
0.047922696575012066,NO
0.16405873130728413,NO
0.3048420164013507,NO
0.2029968644476604,NO
0.19149481427882298,NO
0.11343765074770863,NO
0.042420405209840806,NO
0.1889170284611674,NO
0.47481005788712005,YES
0.17117402315484803,NO
0.4433640858658948,YES
0.09730764592378195,NO
0.13995417269657504,NO
0.09727749638205499,NO
0.10327725518572116,NO
0.3348257356488182,NO
0.02344126869271587,NO
0.25899963820549926,NO
0.08161480945489628,NO
0.15528521466473713,NO
0.5572389049686445,YES
0.5802430053063193,YES
0.5760371442354076,YES
0.4593433429811866,YES
0.18053545586107092,NO
0.5311595513748191,YES
0.14046671490593343,NO
0.3032440906898215,YES
0.2363724071394115,YES
0.4025868306801736,NO
0.18225397973950797,NO
0.18222383019778102,NO
0.4014411480945489,NO
0.440153159671973,YES
0.41812891944042446,YES
0.4356156536420646,NO
0.01929570670525808,NO
0.4092800289435601,NO
0.03474734684032803,NO
0.23491015436565363,NO
0.2017908827785818,NO
0.1971026290400386,NO
0.3909038832609744,YES
0.14385853835021709,NO
0.26920525808007717,YES
0.18159068982151472,NO
0.520200192957067,YES
0.11547274481427881,NO
0.12891944042450557,NO
0.11957308248914615,NO
0.23774421128798842,NO
0.06999216111915099,NO
0.4037777375783888,NO
0.15483297153883263,NO
0.345061505065123,NO
0.1114477809937289,NO
0.09087071876507477,NO
0.17399300530631936,YES
0.5953328509406657,YES
0.6186685962373373,YES
0.3215599372889532,YES
0.1056289194404245,NO
0.06381150506512301,NO
0.3676435118186203,YES
0.0317776169802219,NO
0.38974312590448623,YES
0.06191208393632418,NO
0.08851905451037145,NO
0.06946454413892908,NO
0.09117221418234443,NO
0.07035395561987458,NO
0.6418535938253739,YES
0.03928485287023638,NO
0.6859020742884708,YES
0.15266220453449109,NO
0.5941720935841774,YES
0.14248673420164013,NO
0.11503557645923783,NO
0.23744271587071877,NO
0.09812168355041004,NO
0.2645773034249879,YES
0.12005547515677763,NO
0.31124879401833094,YES
0.12356789676796913,NO
0.03382778581765558,NO
0.18517848528702366,NO
0.2527285335262904,NO
0.18561565364206464,NO
0.11979920405209842,NO
0.14435600578871205,NO
0.1095031355523396,NO
0.17230463096960927,NO
0.4525446213217558,YES
0.1133924264351182,NO
0.44313796430294256,YES
0.023983960443801255,NO
0.0609925229136517,NO
0.04415400385914134,NO
0.10276471297636276,NO
0.27259708152436085,NO
0.07451459237819584,NO
0.2099011095031356,NO
0.1360799565846599,NO
0.12123130728412927,NO
0.5494904727448143,YES
0.5472594066570189,YES
0.5376869271587071,YES
0.44046972986010613,YES
0.18299264351181863,NO
0.5278581765557163,YES
0.14333092136999517,NO
0.1106488181379643,NO
0.12148757838880848,NO
0.1265828509406657,YES
0.6578479257115291,YES
0.5729920405209841,YES
0.23195549927641101,YES
0.1089755185721177,NO
0.07745417269657501,NO
0.324363844669561,YES
0.21793596237337196,NO
0.3413380366618427,YES
0.2718131934394597,NO
0.1701640135069947,NO
0.19521828268210323,NO
0.20510733236854803,NO
0.09536300048239266,NO
0.675138687891944,YES
0.05288229618909793,NO
0.6230704293294742,YES
0.17839483839845635,NO
0.5734292088760251,YES
0.3108869995176073,NO
0.35063917028461167,NO
0.41324469368065603,NO
0.23365894838398457,NO
0.21834298118668594,YES
0.2805414857694163,NO
0.24199529667149064,YES
0.03761155330438977,NO
0.006452001929570669,NO
0.15673239266763145,NO
0.13238663772310663,NO
0.05645501688374337,NO
0.11390496864447662,NO
0.06818318861553305,NO
0.025114568258562463,NO
0.14082850940665703,NO
0.3311022672455379,YES
0.11336227689339122,NO
0.3682314278822961,YES
0.0406717317896768,NO
0.04973166907863,NO
0.03795827303424988,NO
0.03336046792088761,NO
0.14911963338157264,NO
0.0,NO
0.07324831162566328,NO
0.03254643029425952,NO
0.039676796912686926,NO
0.35455861070911715,YES
0.3973257356488182,YES
0.3678696333815726,YES
0.3597895561987458,YES
0.14592378195851424,NO
0.4382688133140376,YES
0.10978955619874578,NO
0.09362940183309214,NO
0.06123371924746744,NO
0.34748854317414374,NO
0.23382477086348288,NO
0.1776561746261457,NO
0.34349372889532076,NO
0.20417269657501205,NO
0.10706102267245539,NO
0.3252532561505065,NO
0.4738301977809937,YES
0.28684273999035215,NO
0.44655993728895316,YES
0.07866015436565363,NO
0.10467920887602508,NO
0.050967800289435594,NO
0.1700584901109503,NO
0.26536119150988907,NO
0.05767607332368549,NO
0.27642607332368546,NO
0.13745176073323687,NO
0.12833152436082973,NO
0.6034883019778099,YES
0.568650506512301,YES
0.668430414857694,YES
0.4962916063675832,YES
0.32850940665701883,NO
0.6466775205016884,YES
0.2598438253738543,NO
0.06758019778099374,NO
0.019114809454896287,NO
0.12946213217559094,NO
0.22551857211770382,NO
0.15237578388808493,NO
0.12522612156295226,NO
0.11545767004341535,NO
0.06164073806078148,NO
0.1234322238301978,NO
0.4182193680656054,YES
0.10858357452966713,NO
0.41181259044862517,YES
0.0777255185721177,NO
0.12210564399421127,NO
0.08280571635311143,NO
0.059304148576941634,NO
0.25779365653642067,NO
0.02511456825856247,NO
0.18688193439459724,NO
0.08137361312108056,NO
0.09834780511336227,NO
0.48754823926676316,YES
0.5087282923299566,YES
0.4524240231548481,YES
0.4381331403762663,YES
0.1653250120598167,NO
0.48670405209840806,YES
0.08574529667149058,NO
0.0368879643029426,NO
0.05160094066570188,NO
0.15334056922334785,NO
0.1790732030873131,NO
0.09174505547515677,NO
0.07933851905451036,NO
0.1293264592378196,NO
0.05903280270139895,NO
0.12786420646406177,NO
0.44398215147129766,YES
0.03346599131693198,NO
0.3879492281717318,YES
0.06843945972021226,NO
0.11352809937288953,NO
0.06792691751085383,NO
