50Traced_NONETRACED_SUM_MULTI_VSM_7_SUM,Associated
0.21912419828757387,NO
0.041799627183975244,NO
0.21558560551009448,NO
0.22612239739660678,NO
0.09088180468231653,NO
0.13143344602066287,NO
0.11293482038482199,NO
0.06492685855107264,NO
0.26651606584310134,NO
0.436921424283593,YES
0.12590439480585133,NO
0.454172064073805,YES
0.0966478152349057,NO
0.2435941992354112,NO
0.05909765884174277,NO
0.03246342927553632,NO
0.15772013522479542,NO
0.10277716343875391,NO
0.15471865027961204,NO
0.1098543489937127,NO
0.17991532652996747,NO
0.3619316925215633,YES
0.5478657862310828,YES
0.39352627089191494,YES
0.32441313070677075,YES
0.12413509841711164,NO
0.387776057628511,YES
0.21828694196075957,NO
0.3683453919307448,YES
0.23032447631986352,YES
0.2143850115320211,NO
0.1712426147673059,NO
0.07786483839373165,NO
0.2111307699598749,NO
0.3843322485861426,YES
0.21425863321853972,YES
0.1682727244004929,NO
0.09271429022779694,NO
0.17438627531515594,NO
0.04454835550219584,NO
0.09754826071846072,NO
0.04249470790812297,NO
0.02950933619790844,NO
0.20966162206565356,YES
0.11642602129474584,NO
0.33575558434172703,YES
0.09268269564942658,NO
0.2803860857476857,YES
0.10380398723579036,NO
0.061167103725000796,NO
0.14058007645887968,NO
0.0927300875169821,NO
0.057470538055669665,NO
0.15105367918865123,NO
0.0648320748159616,NO
0.16138510631575623,NO
0.22738618053142085,NO
0.05296831063789455,NO
0.2800069508072415,NO
0.2853148399734605,NO
0.11655239960822723,NO
0.21827114467157438,NO
0.1628068623424221,NO
0.0477710024959717,NO
0.28256611165524,NO
0.5933303845060188,YES
0.18860383558181415,NO
0.49267005781807854,YES
0.07424725917032637,NO
0.23378408265141704,NO
0.02775583709835393,NO
0.1009604751824587,NO
0.23051404379008567,NO
0.10843259296704687,NO
0.22580645161290325,NO
0.08091371520647057,NO
0.25841205649110616,NO
0.5477867997851569,YES
0.7442892799595592,YES
0.5579760513095954,YES
0.3629269217402294,YES
0.15756216233294368,NO
0.48677766895200786,YES
0.24850715617200086,NO
0.36272155698082215,YES
0.21806577991216708,YES
0.24906006129348207,NO
0.16241193011279265,NO
0.1057944456731225,NO
0.24713279201289057,NO
0.3551546554611229,YES
0.2138163091213548,YES
0.23000853053616,NO
0.08042399924173015,NO
0.1992986003601782,NO
0.050693500995229235,NO
0.10641053995134435,NO
0.0779596221288427,NO
0.04394805851315915,NO
0.17893589460048653,YES
0.13380303939843924,NO
0.30243910145019115,YES
0.13397680957947616,NO
0.26206123029288175,YES
0.10517835139490063,NO
0.04448516634545513,NO
0.15907870209472053,NO
0.1272313670974061,NO
0.051641338346339785,NO
0.20918770339009826,NO
0.06486366939433195,NO
0.20324792265647215,NO
0.23370509620549118,NO
0.046665192253009385,NO
0.24026097121733914,YES
0.5357808600044234,YES
0.3677924868092636,YES
0.3206375785915137,YES
0.15708824365738838,NO
0.07328362453003065,NO
0.2980632523458975,YES
0.16827272440049287,NO
0.2423620106789675,YES
0.07543205585921457,NO
0.262171811317178,NO
0.25199835708192475,NO
0.11919054690215163,NO
0.09881204385327479,NO
0.5490189883416007,YES
0.14332880477710025,NO
0.5151496003285837,YES
0.1062683643486778,NO
0.5206312596758397,YES
0.0950206944488326,NO
0.325518940949733,NO
0.20722883953113644,NO
0.05946099649300182,NO
0.27672111465672494,YES
0.17268016808315692,NO
0.3332754099396544,YES
0.2894695270291618,NO
0.042905437426937545,NO
0.34640295725253545,NO
0.30354491169315345,NO
0.16947331837856625,NO
0.30329215506619067,NO
0.22549050582919966,NO
0.08508419955135699,NO
0.35812454582793596,NO
0.5860004423240973,YES
0.27395658904931913,NO
0.48898928943793246,YES
0.1563141764873148,NO
0.3064832074815962,NO
0.05631733594515183,NO
0.10761113392941772,NO
0.2864680420839784,NO
0.1467726138194686,NO
0.2356797573536381,NO
0.11062841616378628,NO
0.2971628068623425,NO
0.5178983286468043,YES
0.7616978926416229,YES
0.55704401124767,YES
0.3684085810874855,YES
0.23498467662949035,NO
0.5390351015765695,YES
0.347256010868535,NO
0.1841332027424094,NO
0.037581750971533295,NO
0.14171748128021233,YES
0.39701747180183883,YES
0.24945499352311146,YES
0.19179488799721967,YES
0.11682095352437523,NO
0.055811822691226184,NO
0.1527281918422799,YES
0.14903162617294874,NO
0.12555685444377745,YES
0.0926037092035007,NO
0.13836845597295505,NO
0.1818741903889293,NO
0.06911314018514424,NO
0.09258791191431551,NO
0.39158320432213833,YES
0.13860541531073267,NO
0.33550282771476414,YES
0.08697987425357812,NO
0.32569271113077,YES
0.1088117279074911,NO
0.2593598938422167,NO
0.16966288584878836,NO
0.10284035259549461,NO
0.130817351742441,YES
0.10148178572556953,NO
0.1715269659726391,YES
0.27117626615272816,NO
0.060440428422482706,NO
0.23637483807778586,NO
0.259391488420587,NO
0.07246216549240152,NO
0.20776594736343243,NO
0.17026318283782504,NO
0.12369277431992672,NO
0.2570060977536255,NO
0.44491485261129193,YES
0.24948658810148178,NO
0.36900887807652205,YES
0.13332912072288397,NO
0.1876559982307036,NO
0.016887302138952957,NO
0.06262045433003698,NO
0.13933209061325078,NO
0.16906258885975167,NO
0.12328204480111214,NO
0.14294966983665605,NO
0.1718587090455278,NO
0.39161479890050865,YES
0.5124640611671039,YES
0.3413794192916496,YES
0.30951628700514994,YES
0.19722915547692016,NO
0.40066664560361454,YES
0.2277969100502354,NO
0.2853148399734606,NO
0.0846892673217276,NO
0.3519478057565322,NO
0.36175792234052634,NO
0.16268048402894064,NO
0.2877950143755332,NO
0.2286341663770497,NO
0.07851252725032386,NO
0.3443019177909071,NO
0.6054469053110487,YES
0.27302454898739376,NO
0.4960822722820764,YES
0.11881141196170737,NO
0.21459037629142838,NO
0.01846703105747054,NO
0.12991690625888597,NO
0.2845249755142018,NO
0.16825692711130769,NO
0.3151559192442577,NO
0.10622097248112226,NO
0.37474329405074086,NO
0.5531736753973019,YES
0.7709077122365804,YES
0.584262740513728,YES
0.3589460048655651,YES
0.24755931882089038,NO
0.5224163533537646,YES
0.34626078164986895,NO
0.2700230640422103,NO
0.09182964203342707,NO
0.2404821332659316,NO
0.27526776405168873,NO
0.1333449180120691,NO
0.154355312628353,NO
0.19561783198003221,NO
0.08667972575905976,NO
0.21861868503364826,NO
0.5296357145113899,YES
0.13887396922688067,NO
0.44488325803292156,YES
0.10323528482512402,NO
0.20476446241824903,NO
0.02347477172917128,NO
0.08323591671669142,NO
0.21718113171779724,NO
0.14942655840257815,NO
0.18316956810211368,NO
0.13694669994628922,NO
0.23447916337556474,NO
0.4865249123250451,YES
0.6764557201984142,YES
0.41513696249723553,YES
0.33337019367476545,YES
0.11738965593504157,NO
0.444203974597959,YES
0.20215790970269504,NO
0.21408486303750277,NO
0.04925594767937823,NO
0.21346876875928095,NO
0.2552210040757006,NO
0.10759533664023256,NO
0.15925247227575748,NO
0.14482954724969196,NO
0.06265204890840734,NO
0.2586490158288838,NO
0.5624940760165558,YES
0.15579286594420397,NO
0.4774572683327541,YES
0.17542889640137754,NO
0.30444535717670845,NO
0.08342548418691353,NO
0.03723421060945943,NO
0.18160563647278127,NO
0.10825882278600994,NO
0.14609333038450603,NO
0.11701052099459734,NO
0.21108337809231933,NO
0.478247132792013,YES
0.6984139521658086,YES
0.4930175981801523,YES
0.3366086379577265,YES
0.1286689204132571,NO
0.4777100249597169,YES
0.29397175444693696,NO
0.3625635840889703,NO
0.08445230798394998,NO
0.7776689520078356,YES
0.22550630311838488,YES
0.16784619759249314,YES
0.9252472275757482,YES
0.23545859530504565,NO
0.11620485924615338,NO
0.8894505702821397,YES
0.1713216012132318,NO
0.8204638084104768,YES
0.0657483175887018,NO
0.3598780449274905,NO
0.3030236011500427,NO
0.1442766421282108,NO
0.1722536412751572,NO
0.2631196486682885,YES
0.13563552494391964,NO
0.42948090107737513,YES
0.13031183848851538,NO
0.2949195917980475,YES
0.1042147167546049,NO
0.3634640295725254,NO
0.3030078038608575,NO
0.06661716849388645,NO
0.7847777321411648,YES
0.24360999652459642,NO
0.7291712742093458,YES
0.17468642380967425,NO
0.031025875959685322,NO
0.37050962054911385,YES
0.22939243625793815,NO
0.10799026886986195,NO
0.4784051056838647,YES
0.09987046222868158,NO
0.0580234431771508,NO
0.4677103409055006,YES
0.1275315155919244,NO
0.42840668541278315,YES
0.07333101639758617,NO
0.20471707055069352,NO
0.15249123250450225,NO
0.09152949353890874,NO
0.03585984645034912,NO
0.15356544816909418,NO
0.046049097974787526,NO
0.3453445388771287,NO
0.026650026855391622,NO
0.272503238444283,NO
0.11536760291933905,NO
0.197845249755142,NO
0.17272755995071246,NO
0.03936684464945815,NO
0.39749139047739407,YES
0.17076869609175066,NO
0.4173327856939749,YES
0.3367350162712079,NO
0.09119775046602005,NO
0.409434141101387,YES
0.5866165366023192,YES
0.44317715080092257,YES
0.46594104451676094,YES
0.2718713468768759,NO
0.09881204385327479,NO
0.428027550472339,YES
0.17985213737322672,NO
0.3582825187197877,YES
0.12369277431992672,NO
0.2181289690689078,NO
0.2556317335945152,NO
0.06085115794129728,NO
0.11015449748823104,NO
0.6206281002180026,YES
0.16446557770686548,NO
0.719929860036018,YES
0.0972323149347572,NO
0.6576569460680548,YES
0.16533442861205017,NO
0.42379387697071186,NO
0.26931218602887746,NO
0.08334649774098767,NO
0.3547123313639379,YES
0.26435183722473227,NO
0.43568923572714924,YES
0.18313797352374334,NO
0.04690215159078703,NO
0.4105241540551642,YES
0.23173043505734414,NO
0.1484629237622824,NO
0.5757953935104737,YES
0.1555085147388708,NO
0.05769170010426211,NO
0.5315629837919814,YES
0.10604720230008531,NO
0.5855423209377272,YES
0.02772424251998357,NO
0.30871062525670595,NO
0.22967678746327136,NO
0.06040883384411236,NO
0.056917632934188514,NO
0.2281602477014944,NO
0.05570124166692997,NO
0.3982812549366529,NO
0.044027044959085035,NO
0.2948248080629364,NO
0.0750213263404,NO
0.22577485703453287,NO
0.21364253894031784,NO
0.052889324191968665,NO
0.5567280654639665,YES
