50Traced_NONETRACED_MAX_RAW_LSA_93_MAX,Associated
0.0737,NO
0.1171,NO
0.1153,NO
0.2164,NO
0.1453,NO
0.0906,NO
0.1387,NO
0.0679,NO
0.1689,NO
0.3805,YES
0.0616,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.159,NO
0.1453,NO
0.1171,NO
0.1701,NO
0.2179,NO
0.2083,NO
0.3196,YES
0.4206,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.1219,NO
1.0,YES
0.2444,YES
0.3362,NO
0.1579,NO
0.1344,NO
0.1659,NO
1.0,YES
1.0,YES
0.1364,NO
0.1056,NO
0.1405,NO
0.1058,NO
0.1835,NO
0.1835,NO
0.1835,NO
1.0,YES
0.1344,NO
1.0,YES
0.1033,NO
1.0,YES
0.1659,NO
0.1212,NO
0.1143,NO
0.1235,NO
0.1156,NO
0.1903,NO
0.1119,NO
0.1659,NO
0.1686,NO
0.1534,NO
0.2137,NO
0.2865,NO
0.1512,NO
0.2137,NO
0.1987,NO
0.0647,NO
0.2187,NO
0.4574,YES
0.1603,NO
0.5081,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1906,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
0.4465,YES
1.0,YES
0.5256,YES
0.5256,YES
0.2254,NO
1.0,YES
0.2137,NO
1.0,YES
0.1949,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1525,NO
1.0,YES
1.0,YES
0.1731,NO
0.0952,NO
0.1525,NO
0.0887,NO
0.2289,NO
0.2183,NO
0.2183,NO
1.0,YES
0.1268,NO
1.0,YES
0.0421,NO
1.0,YES
0.1216,NO
0.1251,NO
0.1387,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1387,NO
0.1501,NO
0.0724,NO
0.1088,NO
0.3354,YES
0.3497,YES
0.4216,YES
0.3354,YES
0.0826,NO
0.0371,NO
0.2103,YES
0.1395,NO
0.1801,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.1088,NO
0.4216,YES
0.1088,NO
0.3659,YES
0.1417,NO
0.4156,YES
0.063,NO
0.1531,NO
0.1439,NO
0.1155,NO
0.2111,YES
0.1531,NO
0.3354,YES
0.1926,NO
0.1694,NO
0.1975,NO
0.2653,NO
0.1977,NO
0.1701,NO
0.1987,NO
0.1621,NO
0.1458,NO
0.4371,YES
0.1577,NO
0.3648,YES
0.1987,NO
0.1756,NO
0.1689,NO
0.1694,NO
0.1906,NO
0.1694,NO
0.1843,NO
0.2019,NO
0.1293,NO
0.3897,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1639,NO
0.1566,NO
0.0846,NO
0.2886,YES
1.0,YES
1.0,YES
0.2886,YES
0.1366,NO
0.11,NO
0.2068,YES
0.2598,NO
0.1371,YES
0.2564,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.2049,NO
0.2206,NO
0.2564,NO
0.2564,NO
0.1864,YES
0.2293,NO
0.2886,YES
0.1415,NO
0.1809,NO
0.2381,NO
0.19,NO
0.1547,NO
0.1997,NO
0.1653,NO
0.1536,NO
0.1999,NO
0.3805,YES
0.2045,NO
1.0,YES
0.2519,NO
0.2418,NO
0.2418,NO
0.1809,NO
0.1506,NO
0.1809,NO
0.1701,NO
0.2256,NO
0.2083,NO
0.3196,YES
0.4206,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.1331,NO
0.1495,NO
0.1339,NO
0.22399999999999998,NO
0.2653,NO
0.2338,NO
0.2188,NO
0.1339,NO
0.1197,NO
0.2198,NO
0.4371,YES
0.2344,NO
1.0,YES
0.1331,NO
0.0797,NO
0.0797,NO
0.204,NO
0.1327,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
0.4042,YES
0.4613,YES
1.0,YES
1.0,YES
0.2188,NO
0.3865,YES
0.2188,NO
0.1686,NO
0.1796,NO
0.2664,NO
0.2653,NO
0.2047,NO
0.2664,NO
0.1987,NO
0.1479,NO
0.1751,NO
0.4371,YES
0.1828,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1796,NO
0.1906,NO
0.1796,NO
0.1843,NO
0.1912,NO
0.2664,NO
0.4038,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.2664,NO
0.1686,NO
0.0714,NO
0.2085,NO
0.2886,NO
0.1576,NO
0.2085,NO
0.1987,NO
0.1542,NO
0.1421,NO
0.4397,YES
0.1277,NO
0.3961,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1542,NO
0.1906,NO
0.1542,NO
0.1843,NO
0.1702,NO
0.2085,NO
0.3848,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.2085,NO
0.17,NO
0.0451,NO
1.0,YES
0.2996,YES
0.2628,YES
1.0,YES
0.2237,NO
0.1494,NO
0.4186,YES
0.1475,NO
1.0,YES
0.1214,NO
0.2131,NO
0.2118,NO
0.1834,NO
0.1494,NO
0.2337,YES
0.1494,NO
0.2829,YES
0.2129,NO
1.0,YES
0.1629,NO
0.2192,NO
0.3025,NO
0.1214,NO
1.0,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
1.0,YES
0.2156,NO
0.1535,NO
1.0,YES
0.1955,NO
0.1097,NO
1.0,YES
0.191,NO
1.0,YES
0.1732,NO
0.3264,NO
0.3203,NO
0.2875,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.2742,NO
0.3767,NO
0.1917,NO
1.0,YES
0.3359,NO
0.3985,YES
0.1468,NO
0.0603,NO
1.0,YES
0.3672,YES
1.0,YES
1.0,YES
0.1661,NO
0.1427,NO
0.3189,YES
0.2328,NO
0.3189,YES
0.1095,NO
0.2414,NO
0.2585,NO
0.2585,NO
0.1427,NO
1.0,YES
0.1427,NO
1.0,YES
0.1224,NO
1.0,YES
0.2397,NO
0.3374,NO
0.2935,NO
0.1155,NO
0.3141,YES
0.3374,NO
1.0,YES
0.1636,NO
0.1646,NO
0.3881,YES
0.3036,NO
0.3036,NO
0.4534,YES
0.1681,NO
0.153,NO
0.4738,YES
0.159,NO
0.493,YES
0.2147,NO
0.2244,NO
0.171,NO
0.171,NO
0.1775,NO
0.2106,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.4534,YES
0.3584,NO
0.4534,YES
0.1566,NO
0.0836,NO
0.1997,YES
1.0,YES
1.0,YES
0.2373,YES
0.1366,NO
0.0854,NO
0.1204,YES
0.1296,NO
0.0888,YES
0.1027,NO
0.171,NO
0.1733,NO
0.1785,NO
0.0854,NO
1.0,YES
0.0854,NO
1.0,YES
0.1347,NO
0.2853,YES
0.1005,NO
0.2044,NO
0.1027,NO
0.1027,NO
0.1864,YES
0.1175,NO
0.1484,YES
0.3331,YES
0.3626,YES
0.3634,NO
0.1548,NO
0.1459,NO
0.1659,NO
0.3331,YES
0.3693,YES
0.14800000000000002,NO
0.0758,NO
0.1517,NO
0.067,NO
0.2131,NO
0.16,NO
0.1446,NO
0.3626,YES
0.095,NO
0.3626,YES
0.0275,NO
0.3626,YES
0.0377,NO
0.102,NO
0.149,NO
0.1259,NO
0.1193,NO
0.2177,NO
0.1665,NO
0.1659,NO
0.1741,NO
0.077,NO
1.0,YES
0.2996,YES
0.2628,YES
1.0,YES
0.1955,NO
0.0711,NO
1.0,YES
0.1475,NO
1.0,YES
0.1763,NO
0.3042,NO
0.2778,NO
0.2778,NO
0.136,NO
0.2337,YES
0.0908,NO
0.3002,YES
0.0821,NO
1.0,YES
0.1629,NO
0.2192,NO
0.3023,NO
0.1763,NO
1.0,YES
0.2714,NO
1.0,YES
0.1741,NO
0.1931,NO
1.0,YES
0.2214,YES
0.2292,YES
1.0,YES
0.2192,NO
0.1467,NO
1.0,YES
0.1886,NO
1.0,YES
0.1088,NO
0.2277,NO
0.1848,NO
0.1744,NO
0.1931,NO
0.2292,YES
0.1931,NO
0.2267,YES
0.1968,NO
0.3451,YES
0.2134,NO
0.1846,NO
0.3004,NO
0.2672,NO
1.0,YES
0.2422,NO
1.0,YES
0.1467,NO
0.1099,NO
1.0,YES
0.1623,YES
0.1996,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
0.3765,YES
0.1102,NO
1.0,YES
0.2419,NO
0.1483,NO
0.1848,NO
0.1085,NO
0.2034,NO
0.1682,YES
0.1975,NO
0.3422,YES
0.1773,NO
0.2514,YES
0.1754,NO
0.2904,NO
0.3619,NO
0.2419,NO
1.0,YES
0.3259,NO
1.0,YES
0.1468,NO
0.0732,NO
1.0,YES
0.2996,YES
0.2628,YES
1.0,YES
0.1661,NO
0.071,NO
0.5229,YES
0.1475,NO
1.0,YES
0.08800000000000001,NO
0.2859,NO
0.1698,NO
0.1497,NO
0.136,NO
0.2337,YES
0.1016,NO
0.3066,YES
0.0639,NO
1.0,YES
0.1629,NO
0.2491,NO
0.3135,NO
0.1116,NO
0.508,YES
0.2714,NO
1.0,YES
0.1566,NO
0.0905,NO
1.0,YES
0.3566,YES
1.0,YES
1.0,YES
0.1661,NO
0.1259,NO
0.2465,YES
0.1971,NO
0.2134,YES
0.1418,NO
0.2488,NO
0.2731,NO
0.2523,NO
