50Traced_NONETRACED_SUM_RAW_VSM_62_SUM,Associated
0.057332280459316286,NO
0.043332346263942355,NO
0.09614055868127529,NO
0.11311815220610008,NO
0.10082913828842167,NO
0.16191228243345507,NO
0.11698417398743129,NO
0.024758990557036162,NO
0.06980225709867402,NO
0.26955219951962617,YES
0.07027934063764682,NO
0.42621656302438055,YES
0.11857993616951269,NO
0.14700753462968444,NO
0.05483170466883822,NO
0.06721942552561443,NO
0.11563517915309444,NO
0.06411015694403314,NO
0.14546112591715196,NO
0.08317704734642845,NO
0.08980686342249859,NO
0.3828513144474056,YES
0.3405224887309577,YES
0.2950350409633797,YES
0.17245747376040535,YES
0.13720264534596782,NO
0.1812094890270786,YES
0.09605830289869377,NO
0.12581844503668607,YES
0.07934392787812981,YES
0.10273747244431283,NO
0.0945941499687428,NO
0.06299147830092454,NO
0.11588194650083898,NO
0.18209785147895896,YES
0.20063830487283255,YES
0.04805382818412134,NO
0.052084361530615596,NO
0.0600796235975389,NO
0.029957556016187936,NO
0.06086927911032145,NO
0.06756489981245681,NO
0.03222781561543776,NO
0.2995097555358141,YES
0.06299147830092454,NO
0.15465732240976537,YES
0.07812654229592339,NO
0.2844240450103642,YES
0.04958378574013753,NO
0.036274800118448323,NO
0.03841345046556773,NO
0.026371203895633855,NO
0.03666962787483959,NO
0.0935577271082157,NO
0.047774158523344185,NO
0.06409370578751684,NO
0.063287599118218,NO
0.04566841048925739,NO
0.08957654723127034,NO
0.11364458921462177,NO
0.0994307899845359,NO
0.15052808212417332,NO
0.09217582996084624,NO
0.025746059948014342,NO
0.06657783042147862,NO
0.4164774783667291,YES
0.050258283157305954,NO
0.45176520909419926,YES
0.10439903925245944,NO
0.12919093212252822,NO
0.042789458098904345,NO
0.06902905274240777,NO
0.10898891192050798,NO
0.043694271707301016,NO
0.1525022209061297,NO
0.05539104399039251,NO
0.1127233244497088,NO
0.48614812621327275,YES
0.49447241141052206,YES
0.35162701937946234,YES
0.2780903497515875,YES
0.14365149870035862,NO
0.3159773632086335,YES
0.0872075806929227,NO
0.19892738459513704,YES
0.19680518540453393,YES
0.10038495706248149,NO
0.03696574869213305,NO
0.03512321916230711,NO
0.1137761984667522,NO
0.2771361826736419,YES
0.2060671865232126,YES
0.06962129437699469,NO
0.023854176948639484,NO
0.08747079919718354,NO
0.048070279340637644,NO
0.04576711742835521,NO
0.06565656565656565,NO
0.0340209916757148,NO
0.26440298753002334,YES
0.011417102622314346,NO
0.13177376369558777,YES
0.017290165498634547,NO
0.159033330043102,YES
0.016451156516303092,NO
0.05412430493863719,NO
0.032754252623959465,NO
0.03737702760504063,NO
0.027259566347514225,NO
0.11535550949231728,NO
0.016500509985852,NO
0.09289968084756359,NO
0.12435429210673508,NO
0.012601585891488165,NO
0.26782482808541436,YES
0.5517224360872569,YES
0.6050406343565952,YES
0.40578422663113217,YES
0.08704306912775966,NO
0.03487645181456256,NO
0.16021781331227583,YES
0.08246964761622742,NO
0.2908564472082387,YES
0.09600894942914485,NO
0.13481722765110388,NO
0.1494094034810647,NO
0.05889514032836508,NO
0.056690685355180466,NO
0.4636100417859375,YES
0.04904089757509952,NO
0.6396209653538644,YES
0.06457078932648964,NO
0.39854571776395875,YES
0.059701246997663944,NO
0.1297009179745336,NO
0.14528016319547263,NO
0.028427598460171746,NO
0.18463132958246964,YES
0.09398545717763958,NO
0.30400092126476486,YES
0.09604185174217746,NO
0.038808278221958994,NO
0.1674069687099003,NO
0.09561412167275357,NO
0.12400881781989272,NO
0.1646925278847103,NO
0.09979271542789457,NO
0.042065607212187016,NO
0.11662224854407265,NO
0.3972460763991708,YES
0.09245549962162339,NO
0.4579179416312966,YES
0.10510643898266046,NO
0.1201592471950778,NO
0.03013851873786727,NO
0.036867041753035235,NO
0.07097028921133154,NO
0.03948277563912742,NO
0.10913697232915472,NO
