50Traced_NONETRACED_MAX_MULTI_VSM_82_MAX,Associated
0.3496,NO
0.2852,NO
0.2323,NO
0.4029,NO
0.2287,NO
0.6333,NO
0.4164,NO
0.1819,NO
0.4753,NO
1.0,YES
0.4964,NO
0.5949,YES
0.3353,NO
0.3824,NO
0.3353,NO
0.2574,NO
0.3104,NO
0.2852,NO
0.2323,NO
0.2852,NO
0.2323,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2351,NO
1.0,YES
0.3251,NO
0.9153,YES
1.0,YES
0.3362,NO
0.2576,NO
0.1652,NO
0.2287,NO
0.7571,YES
0.6779999999999999,YES
0.1865,NO
0.1939,NO
0.2113,NO
0.1189,NO
0.301,NO
0.3413,NO
0.301,NO
1.0,YES
0.2044,NO
1.0,YES
0.1652,NO
1.0,YES
0.1652,NO
0.1939,NO
0.2104,NO
0.1939,NO
0.1789,NO
0.2287,NO
0.2142,NO
0.2113,NO
0.3496,NO
0.1534,NO
0.271,NO
0.5644,NO
0.271,NO
0.6333,NO
0.4164,NO
0.1187,NO
0.4753,NO
1.0,YES
0.4964,NO
0.965,YES
0.3104,NO
0.3824,NO
0.2445,NO
0.1919,NO
0.2471,NO
0.1542,NO
0.2471,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.303,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3356,NO
0.2044,NO
0.1909,NO
0.2455,NO
0.3908,YES
1.0,YES
0.2528,NO
0.2251,NO
0.2455,NO
0.188,NO
0.2289,NO
0.3082,NO
0.2075,NO
1.0,YES
0.2278,NO
0.904,YES
0.1909,NO
0.5838,YES
0.1909,NO
0.316,NO
0.316,NO
0.316,NO
0.316,NO
0.2673,NO
0.316,NO
0.2455,NO
0.1652,NO
0.2011,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.1522,NO
0.1652,NO
0.5227,YES
0.149,NO
0.4491,YES
0.1702,NO
0.2917,NO
0.42,NO
0.3553,NO
0.1663,NO
0.6477,YES
0.2011,NO
1.0,YES
0.2011,NO
1.0,YES
0.3118,NO
0.5347,NO
0.2896,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.2866,NO
0.0732,NO
0.4052,NO
0.5352,NO
0.3132,NO
0.4162,NO
0.2595,NO
0.2866,NO
0.2962,NO
1.0,YES
0.3093,NO
1.0,YES
0.3166,NO
0.24,NO
