50Traced_NONETRACED_MAX_SINGLE_VSM_91_MEDIAN,Associated
0.2201,NO
0.2201,NO
0.1281,NO
0.2553,NO
0.1965,NO
0.1415,NO
0.1963,NO
0.2201,NO
0.2186,NO
0.6882,YES
0.1144,NO
1.0,YES
0.3126,NO
0.3391,NO
0.3391,NO
0.2201,NO
0.2553,NO
0.2201,NO
0.2553,NO
0.2508,NO
0.2553,NO
1.0,YES
0.5954,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.2183,NO
0.405,YES
1.0,YES
0.4007,NO
0.2707,NO
0.27899999999999997,NO
0.4007,NO
1.0,YES
0.405,YES
0.4007,NO
0.2082,NO
0.3,NO
0.1086,NO
0.1797,NO
0.1558,NO
0.1551,NO
1.0,YES
0.2735,NO
0.405,YES
0.2676,NO
0.8571,YES
0.3639,NO
0.2082,NO
0.2082,NO
0.2082,NO
0.2082,NO
0.4007,NO
0.147,NO
0.3639,NO
0.2057,NO
0.3011,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.3329,NO
0.21600000000000003,NO
0.0976,NO
0.444,NO
1.0,YES
0.3451,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.2302,NO
0.2774,NO
0.3757,NO
0.2508,NO
0.4531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3356,NO
0.3514,NO
0.3514,NO
0.4039,NO
1.0,YES
1.0,YES
0.4748,NO
0.1717,NO
0.4748,NO
0.1135,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.3514,NO
1.0,YES
0.3514,NO
1.0,YES
0.3514,NO
0.4197,NO
0.2469,NO
0.4197,NO
0.4197,NO
0.4748,NO
0.4197,NO
0.4632,NO
0.1709,NO
0.1663,NO
0.7346,YES
1.0,YES
1.0,YES
0.7346,YES
0.257,NO
0.1663,NO
0.7346,YES
0.1552,NO
0.5679,YES
0.1443,NO
0.3291,NO
0.3179,NO
0.3291,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.3664,NO
1.0,YES
0.2736,NO
0.2734,NO
0.3867,NO
0.2429,NO
0.5192,YES
0.1917,NO
0.7346,YES
0.2719,NO
0.3133,NO
0.4056,NO
0.6139,NO
0.3369,NO
0.3464,NO
0.1895,NO
0.2719,NO
0.2731,NO
1.0,YES
0.3591,NO
1.0,YES
0.1987,NO
0.2012,NO
0.1689,NO
0.3249,NO
0.3054,NO
0.2886,NO
0.391,NO
0.2719,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3191,NO
1.0,YES
0.2574,NO
0.1709,NO
0.2183,NO
0.8266,YES
1.0,YES
1.0,YES
0.8266,YES
0.257,NO
0.1105,NO
0.8266,YES
0.6903,NO
0.5679,YES
0.6968,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.2264,NO
