50Traced_NONETRACED_SUM_MULTI_VSM_46_MAX,Associated
0.7547,NO
0.4579,NO
1.1074,NO
0.8491,NO
0.5377,NO
0.7166,NO
0.4647,NO
0.3905,NO
0.9991,NO
1.6599,YES
0.779,NO
1.6446,YES
0.4996,NO
0.6775,NO
0.4212,NO
0.4421,NO
0.5819,NO
0.5228,NO
0.9368,NO
0.6136,NO
0.775,NO
1.5954,YES
2.0811,YES
1.6966,YES
1.3592,YES
1.0353,NO
1.6764,YES
0.7794,NO
2.4796,YES
1.4327,YES
1.6127,NO
1.0157,NO
0.3673,NO
1.0473,NO
1.4225,YES
2.8189,YES
1.0238,NO
0.8758,NO
0.9905,NO
0.7943,NO
0.6447,NO
0.8144,NO
0.3348,NO
2.1455,YES
0.3038,NO
2.7387,YES
0.6084,NO
2.1377,YES
0.5026,NO
0.9151,NO
1.1684,NO
0.8917,NO
0.847,NO
1.0188,NO
1.0524,NO
1.179,NO
1.5187,NO
0.6341,NO
2.5242,NO
1.6562,NO
1.1998,NO
1.5230000000000001,NO
0.9778,NO
0.8385,NO
1.9169,NO
3.6941,YES
1.4611,NO
3.2361,YES
0.8655,NO
1.0989,NO
0.2877,NO
1.2253,NO
1.1935,NO
1.1117,NO
1.8476,NO
0.7509,NO
1.348,NO
3.2142,YES
4.18,YES
3.5116,YES
3.0613,YES
1.7124,NO
3.4539,YES
1.4769,NO
2.7891,YES
1.6192,YES
1.6640000000000001,NO
1.3745,NO
0.7946,NO
1.1333,NO
1.8969999999999998,YES
3.1475,YES
0.9394,NO
0.7653,NO
0.9361,NO
0.7455,NO
0.9236,NO
1.285,NO
0.8549,NO
2.4934,YES
0.6936,NO
3.0551,YES
0.9238,NO
2.2329,YES
0.654,NO
0.7991,NO
1.0644,NO
0.6051,NO
0.7859999999999999,NO
1.0051,NO
1.0327,NO
1.4077,NO
1.1156,NO
0.5853,NO
2.0974,YES
4.1313,YES
3.5299,YES
1.074,YES
1.087,NO
0.6338,NO
1.2425,YES
0.4368,NO
1.3127,YES
0.7448,NO
1.0097,NO
2.2122,NO
0.8582,NO
0.8778,NO
3.1235,YES
0.9743,NO
3.6366,YES
0.7497,NO
2.7251,YES
0.7831,NO
0.784,NO
0.5696,NO
0.7347,NO
1.6813,YES
0.9347,NO
2.0347,YES
1.1013,NO
0.6491,NO
2.0795,NO
1.3057,NO
0.8201,NO
1.1087,NO
0.5947,NO
0.5959,NO
1.5606,NO
3.495,YES
1.3126,NO
3.0228,YES
0.6627,NO
0.6643,NO
0.3512,NO
0.7853,NO
1.0677,NO
0.9865,NO
1.1709,NO
0.8708,NO
1.2893,NO
3.1341,YES
3.9151,YES
3.4739999999999998,YES
2.9479,YES
1.3066,NO
3.0728,YES
0.7703,NO
0.7097,NO
0.3256,NO
1.838,YES
3.5444,YES
3.3659,YES
0.9291,YES
0.9412,NO
0.4496,NO
1.0036,YES
1.4144,NO
1.2189,YES
1.6198,NO
0.532,NO
1.5012,NO
0.2375,NO
0.8766,NO
3.2294,YES
0.8126,NO
3.2585,YES
0.509,NO
2.9079,YES
1.4553,NO
1.5736,NO
1.2466,NO
1.2135,NO
1.3053,YES
1.8629,NO
1.4165,YES
1.2146,NO
0.3716,NO
2.2893,NO
1.9343,NO
1.5096,NO
1.4144,NO
0.8952,NO
0.2963,NO
1.8204,NO
3.323,YES
1.5244,NO
2.8434,YES
1.0401,NO
1.4468,NO
0.7877,NO
0.8552,NO
1.5928,NO
0.6958,NO
1.9305,NO
0.4565,NO
1.5989,NO
3.0536,YES
3.5942,YES
3.0904,YES
2.9725,YES
1.587,NO
3.1709,YES
1.5527,NO
0.8553,NO
0.42100000000000004,NO
2.0251,NO
1.3951,NO
0.8755,NO
1.5291,NO
0.6766,NO
0.506,NO
1.7959,NO
3.617,YES
1.5415,NO
3.1855,YES
0.695,NO
0.7087,NO
0.0794,NO
0.9189,NO
1.0403,NO
0.8595,NO
1.2396,NO
0.5864,NO
1.3925,NO
3.3883,YES
4.0006,YES
3.4062,YES
2.9494,YES
1.485,NO
3.1467,YES
0.861,NO
1.0871,NO
0.4591,NO
2.2066,NO
1.8586,NO
1.3192,NO
1.2655,NO
0.9698,NO
0.5224,NO
1.6416,NO
3.5154,YES
1.369,NO
3.1769,YES
0.9895,NO
1.3615,NO
0.7075,NO
1.0063,NO
1.1747,NO
0.8958,NO
1.7192,NO
0.7055,NO
1.4822,NO
3.3857,YES
3.8621,YES
3.4637,YES
3.1399,YES
1.5877,NO
3.3675,YES
1.2525,NO
1.1549,NO
0.6058,NO
1.9474,NO
2.0331,NO
1.4112,NO
0.925,NO
0.6407,NO
0.5026,NO
1.2668,NO
3.9210000000000003,YES
0.9667,NO
3.5810000000000004,YES
0.8855,NO
1.0453,NO
0.4075,NO
0.8386,NO
1.7142,NO
0.8614,NO
1.8763,NO
0.6929,NO
1.7991,NO
3.5646,YES
4.3896,YES
3.5696,YES
3.0301,YES
1.2395,NO
3.4478,YES
0.7181,NO
1.6288,NO
0.7132,NO
4.4193,YES
2.2251,YES
1.7479,YES
3.8298,YES
1.1589,NO
0.7939,NO
4.5745,YES
0.6666,NO
4.0342,YES
0.6779,NO
1.4016,NO
1.6728,NO
0.8556,NO
0.9043,NO
1.3627,YES
0.9491,NO
2.4806,YES
0.963,NO
1.3038,YES
0.6726,NO
1.2223,NO
1.1451,NO
1.1999,NO
4.1855,YES
0.8859,NO
4.2947,YES
0.8667,NO
0.4488,NO
2.8146,YES
1.0518,NO
0.7509,NO
3.0422,YES
0.5544,NO
0.2777,NO
3.4578,YES
0.6251,NO
2.7781,YES
0.4083,NO
0.9417,NO
0.922,NO
0.2648,NO
0.4206,NO
0.8389,NO
0.3851,NO
1.5804,NO
0.2603,NO
0.6885,NO
0.6565,NO
1.181,NO
0.3767,NO
0.9569,NO
3.327,YES
0.4207,NO
2.9436,YES
1.2826,NO
0.7312,NO
4.1137,YES
4.2225,YES
3.7621,YES
3.3802,YES
1.0114,NO
0.5301,NO
3.9072,YES
1.5296,NO
3.4603,YES
1.5044,NO
1.1867,NO
1.9171,NO
0.3301,NO
1.0667,NO
3.3659,YES
1.06,NO
4.4117,YES
0.8392,NO
3.4068,YES
1.8604,NO
2.3153,NO
1.6541,NO
1.8504,NO
4.1196,YES
