50Traced_NONETRACED_SUM_RAW_LSA_65_MEDIAN,Associated
0.2262,NO
0.1553,NO
0.3927,NO
0.8294,NO
0.3328,NO
1.0331,NO
0.428,NO
0.2504,NO
0.5582,NO
1.7727,YES
0.5084,NO
0.4535,YES
0.38,NO
0.3259,NO
0.3233,NO
0.2867,NO
0.4914,NO
0.275,NO
0.7356,NO
0.2179,NO
0.5085,NO
1.7835,YES
1.1213,YES
1.9716,YES
0.4713,YES
0.6353,NO
1.7146,YES
0.6679999999999999,NO
0.8684,YES
1.2241,YES
0.3362,NO
0.3824,NO
0.2026,NO
0.6049,NO
1.6308,YES
1.1548,YES
0.36700000000000005,NO
0.2386,NO
0.3522,NO
0.1308,NO
0.4544,NO
0.3244,NO
0.3728,NO
2.2086,YES
0.4182,NO
1.3941,YES
0.4989,NO
0.6975,YES
0.2766,NO
0.2847,NO
0.3749,NO
0.363,NO
0.1264,NO
0.5003,NO
0.2299,NO
0.4254,NO
0.4314,NO
0.1583,NO
0.515,NO
1.0733,NO
0.4595,NO
1.0163,NO
0.2798,NO
0.2135,NO
0.5001,NO
2.5195,YES
0.5492,NO
0.695,YES
0.4387,NO
0.349,NO
0.3041,NO
0.5572,NO
0.5907,NO
0.3982,NO
0.7174,NO
0.1755,NO
0.4903,NO
2.4859,YES
1.8927,YES
2.6904,YES
0.6433,YES
0.6955,NO
1.8603,YES
0.4933,NO
0.4034,YES
0.4268,YES
0.3356,NO
0.3826,NO
0.2679,NO
0.6057,NO
0.7577,YES
0.3096,YES
0.4558,NO
0.1631,NO
0.4718,NO
0.1261,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.3612,YES
0.3001,NO
0.5318,YES
0.4726,NO
0.48200000000000004,YES
0.3117,NO
0.2122,NO
0.243,NO
0.244,NO
0.1053,NO
0.4932,NO
0.1351,NO
0.4387,NO
0.4175,NO
0.2331,NO
0.8321,YES
3.4984,YES
1.8923,YES
1.5714,YES
0.5009,NO
0.1577,NO
0.8502,YES
0.5486,NO
1.1515,YES
0.1824,NO
0.49200000000000005,NO
0.6358,NO
0.5116,NO
0.3821,NO
2.017,YES
0.3131,NO
4.4865,YES
0.18600000000000003,NO
4.1535,YES
0.5658,NO
0.4237,NO
0.7021,NO
0.24600000000000002,NO
1.121,YES
0.3379,NO
1.0489,YES
0.1904,NO
0.0732,NO
0.3276,NO
0.9018,NO
0.3672,NO
0.9286,NO
0.2854,NO
0.1356,NO
0.5445,NO
1.9018,YES
0.5051,NO
0.4978,YES
0.3997,NO
0.35100000000000003,NO
0.3007,NO
0.2006,NO
0.5086,NO
0.1754,NO
0.6396,NO
0.2019,NO
0.5622,NO
1.9032,YES
1.3055,YES
2.1995,YES
0.5004,YES
0.5701,NO
1.8398,YES
0.4805,NO
0.243,NO
0.198,NO
0.4578,YES
2.1426,YES
1.5525,YES
0.7737,YES
0.3142,NO
0.1584,NO
0.4143,YES
0.5727,NO
0.4613,YES
0.213,NO
0.4839,NO
0.6602,NO
0.2692,NO
0.2787,NO
1.0586,YES
0.1928,NO
2.9141,YES
0.142,NO
2.6942,YES
0.5533,NO
0.6577,NO
0.8439,NO
0.1853,NO
0.7094,YES
0.4941,NO
0.5539999999999999,YES
0.42200000000000004,NO
0.2755,NO
0.8163,NO
0.8842,NO
0.6726,NO
1.359,NO
0.6422,NO
0.3475,NO
0.9827,NO
1.3697,YES
0.5938,NO
0.5109,YES
0.5174,NO
0.501,NO
0.3244,NO
0.6802,NO
0.7142,NO
0.4422,NO
0.9112,NO
0.2256,NO
0.643,NO
1.3448,YES
1.6909,YES
2.6333,YES
0.4966,YES
1.1917,NO
1.9248,YES
0.7305,NO
0.4541,NO
0.1695,NO
0.5989,NO
1.1507,NO
0.5464,NO
1.3861,NO
0.3977,NO
0.2176,NO
0.9207,NO
1.8266,YES
0.8432,NO
0.5179,YES
0.4284,NO
0.4741,NO
0.1528,NO
0.5447,NO
0.7644,NO
0.4901,NO
1.0373,NO
0.1956,NO
0.6641,NO
1.8307,YES
1.7639,YES
2.1771,YES
0.4845,YES
1.1433,NO
1.2486,YES
0.8996,NO
0.2719,NO
0.0769,NO
0.3879,NO
0.7415,NO
0.3754,NO
0.937,NO
0.3023,NO
0.1697,NO
0.7239,NO
1.8415,YES
0.5321,NO
0.564,YES
0.3833,NO
0.3291,NO
0.2007,NO
0.3778,NO
0.3957,NO
0.14800000000000002,NO
0.4751,NO
0.1912,NO
0.4137,NO
1.8885,YES
1.2361,YES
2.5759,YES
0.5531,YES
0.851,NO
2.2613,YES
0.6078,NO
0.4391,NO
0.0731,NO
0.4586,NO
0.9192,NO
0.4709,NO
0.9346,NO
0.4917,NO
0.2154,NO
0.6112,NO
1.933,YES
0.3668,NO
0.5959,YES
0.4571,NO
0.3616,NO
0.3261,NO
0.5397,NO
0.4646,NO
0.3035,NO
0.7548,NO
0.2357,NO
0.5645,NO
1.9296,YES
1.2774,YES
2.6423,YES
0.5616,YES
0.7726,NO
2.2999,YES
0.5815,NO
0.4649,NO
0.3838,NO
2.8169,YES
0.7996,YES
0.56,YES
3.65,YES
0.6351,NO
0.4671,NO
2.3578,YES
0.4579,NO
2.4788,YES
0.2085,NO
0.9801,NO
0.7712,NO
0.2474,NO
0.5153,NO
1.1277,YES
0.4424,NO
1.3586,YES
0.2584,NO
0.7753,YES
0.7573,NO
0.5083,NO
0.9795,NO
0.32299999999999995,NO
3.3574,YES
1.1689,NO
2.3213,YES
0.3191,NO
0.1547,NO
0.6601,YES
0.2732,NO
0.1535,NO
1.5488,YES
0.1827,NO
0.205,NO
0.6746,YES
0.2253,NO
1.1917,YES
0.1528,NO
0.3481,NO
0.3658,NO
0.2648,NO
0.1824,NO
0.36700000000000005,NO
0.2879,NO
0.3972,NO
0.1842,NO
0.2637,NO
0.3946,NO
0.2417,NO
0.4252,NO
0.1917,NO
1.5222,YES
0.3359,NO
1.1267,YES
0.5698,NO
0.2302,NO
1.3597,YES
3.0889,YES
1.9987,YES
1.834,YES
0.6288,NO
0.2168,NO
0.7537,YES
0.6313,NO
0.7113,YES
0.2108,NO
0.8557,NO
0.8848,NO
0.6046,NO
0.5007,NO
2.1094,YES
0.4063,NO
4.3833,YES
0.1693,NO
3.615,YES
0.5816,NO
0.6638,NO
1.1207,NO
0.2191,NO
1.6176,YES
0.7104,NO
1.2771,YES
0.3435,NO
0.1653,NO
1.1331,YES
0.7357,NO
0.4827,NO
2.1622,YES
0.4993,NO
0.262,NO
2.3559,YES
0.49,NO
1.8359999999999999,YES
0.1456,NO
0.4419,NO
0.2224,NO
0.1502,NO
0.2591,NO
0.9041,NO
0.2689,NO
1.2136,NO
0.0902,NO
0.8603,NO
0.6187,NO
0.5221,NO
0.6361,NO
0.25,NO
2.0729,YES
1.0063,NO
1.2992,YES
0.1797,NO
0.0883,NO
0.2779,YES
1.5314,YES
0.5959,YES
0.5776,YES
0.0973,NO
0.0562,NO
0.2396,YES
0.1957,NO
0.3761,YES
0.0994,NO
0.1906,NO
0.2657,NO
0.1785,NO
0.1491,NO
1.2528,YES
0.121,NO
1.7686,YES
0.1347,NO
1.6544,YES
0.2134,NO
0.1943,NO
0.4209,NO
0.1322,NO
0.5074,YES
0.1573,NO
0.3702,YES
1.2287,YES
0.4267,YES
0.3634,NO
0.1763,NO
0.1939,NO
0.2318,NO
1.5124,YES
0.7254,YES
0.3231,NO
0.3788,NO
0.192,NO
0.1706,NO
0.2131,NO
0.1993,NO
0.1446,NO
1.5694,YES
0.1654,NO
1.4044,YES
0.2176,NO
1.1385,YES
0.2294,NO
0.4482,NO
0.2864,NO
0.4048,NO
0.1193,NO
0.2724,NO
0.5067,NO
0.1792,NO
0.5229,NO
0.1566,NO
1.7466,YES
0.7983,YES
0.5632,YES
3.1568,YES
0.5978,NO
0.303,NO
2.6402,YES
0.3736,NO
2.4404,YES
0.14,NO
0.6682,NO
0.5447,NO
0.4214,NO
0.2992,NO
1.0445,YES
0.3456,NO
1.5465,YES
0.2271,NO
0.8825,YES
0.6008,NO
0.3683,NO
0.5626,NO
0.2438,NO
3.1905,YES
0.889,NO
2.3342,YES
0.3083,NO
0.2879,NO
3.1766,YES
0.8214,YES
0.6519,YES
4.2694,YES
0.6923,NO
0.3188,NO
3.3169999999999997,YES
0.6957,NO
3.0409,YES
0.3039,NO
1.0396,NO
0.6984,NO
0.4132,NO
0.2387,NO
1.0684,YES
0.2816,NO
1.6186,YES
0.2124,NO
0.8801,YES
0.9038,NO
0.7031,NO
1.3292,NO
0.523,NO
2.9774,YES
1.4912,NO
2.4505,YES
0.3781,NO
0.2007,NO
1.5381,YES
0.8173,YES
0.5827,YES
3.3237,YES
0.4293,NO
0.2379,NO
2.4786,YES
0.4115,NO
2.8251,YES
0.1459,NO
0.6748,NO
0.4522,NO
0.3202,NO
0.2523,NO
1.0182,YES
0.2828,NO
1.5465,YES
0.1773,NO
0.9683,YES
0.605,NO
0.4534,NO
0.6327,NO
0.2983,NO
2.4887,YES
0.6896,NO
2.2051,YES
0.3973,NO
0.22,NO
1.9242,YES
0.5195,YES
0.3886,YES
3.6219,YES
0.5846,NO
0.2864,NO
3.2531,YES
0.1855,NO
3.0726,YES
0.0966,NO
0.48100000000000004,NO
0.3226,NO
0.1822,NO
0.201,NO
0.6867,YES
0.2711,NO
1.374,YES
0.2299,NO
0.5674,YES
0.4284,NO
0.3283,NO
0.4032,NO
0.2242,NO
3.2308,YES
0.5947,NO
2.9113,YES
0.1507,NO
0.1715,NO
0.5786,YES
2.543,YES
1.0485,YES
0.9197,YES
0.1683,NO
0.0762,NO
0.5452,YES
0.4608,NO
0.6106,YES
0.1418,NO
0.2488,NO
0.2941,NO
0.2523,NO
0.2183,NO
1.0066,YES
0.1648,NO
2.9212,YES
0.1508,NO
2.6633,YES
0.5233,NO
0.2988,NO
0.5276,NO
0.1666,NO
0.9399,YES
0.36700000000000005,NO
0.6086,YES
0.2591,NO
0.1848,NO
0.5021,YES
2.3494,YES
1.6989,YES
1.1713,YES
0.4284,NO
0.1115,NO
0.9182,YES
0.3859,NO
0.7205,YES
0.1603,NO
0.3399,NO
0.4059,NO
0.2464,NO
0.35100000000000003,NO
1.3188,YES
0.2127,NO
3.2691,YES
0.0995,NO
2.9627,YES
0.3669,NO
0.5581,NO
0.7965,NO
0.1529,NO
0.9811,YES
0.4659,NO
0.6178,YES
0.4651,NO
0.1351,NO
0.2245,NO
0.3413,NO
0.1704,NO
0.1656,NO
0.33799999999999997,NO
0.2648,NO
0.3899,NO
0.3354,NO
0.1143,NO
0.1052,NO
1.1858,YES
1.18,YES
0.7212,YES
0.2661,NO
0.298,NO
0.3655,NO
0.3044,NO
0.1661,NO
0.2709,NO
0.2559,NO
0.1059,NO
0.2007,NO
0.0895,NO
0.2126,NO
0.1623,NO
0.2105,NO
0.7388,YES
1.0938,YES
0.2752,NO
0.1653,NO
0.0878,NO
0.3895,NO
1.3463,YES
1.104,YES
0.3019,NO
