50Traced_NONETRACED_SUM_RAW_LSA_52_MAX,Associated
0.3034,NO
0.0652,NO
0.2348,NO
0.363,NO
0.4245,NO
0.2719,NO
0.0949,NO
0.0908,NO
0.1788,NO
0.7578,YES
0.2102,NO
0.8107,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.3483,NO
0.1109,NO
0.3486,NO
0.2179,NO
0.3431,NO
1.5477,YES
0.7017,YES
1.3417,YES
0.5886,YES
0.2854,NO
0.6632,YES
0.2001,NO
0.9511,YES
1.1128,YES
0.5314,NO
0.3067,NO
0.266,NO
0.4076,NO
1.3142,YES
0.5297,YES
0.5913,NO
0.1686,NO
0.2589,NO
0.3522,NO
0.1797,NO
0.2669,NO
0.1551,NO
0.4927,YES
0.2653,NO
1.5635,YES
0.1012,NO
0.4227,YES
0.2263,NO
0.2786,NO
0.2832,NO
0.2096,NO
0.2033,NO
0.3713,NO
0.22399999999999998,NO
0.3329,NO
0.6061,NO
0.1534,NO
0.6746,NO
0.6111,NO
0.5487,NO
0.6159,NO
0.3268,NO
0.1331,NO
0.8236,NO
1.9961,YES
0.6535,NO
1.7263,YES
0.425,NO
0.2168,NO
0.2136,NO
0.2712,NO
0.5491,NO
0.2759,NO
0.20199999999999999,NO
0.1755,NO
0.2441,NO
2.0509,YES
1.3733,YES
2.4090000000000003,YES
2.2883,YES
0.4746,NO
1.7598,YES
0.5704,NO
1.2241,YES
0.3831,YES
0.3356,NO
0.4062,NO
0.3307,NO
0.3406,NO
0.7558,YES
0.2918,YES
0.4461,NO
0.1361,NO
0.1364,NO
0.0887,NO
0.2289,NO
0.2386,NO
0.2075,NO
0.6165,YES
0.3132,NO
1.3858,YES
0.0995,NO
0.3727,YES
0.371,NO
0.1251,NO
0.2267,NO
0.11800000000000001,NO
0.1053,NO
0.3106,NO
0.1351,NO
0.3301,NO
0.4257,NO
0.0854,NO
0.5807,YES
1.7366,YES
1.7144,YES
0.7665,YES
0.3704,NO
0.0517,NO
0.6513,YES
0.1395,NO
0.3891,YES
0.1443,NO
0.239,NO
0.1934,NO
0.1934,NO
0.2194,NO
1.2906,YES
0.2072,NO
1.7045,YES
0.1616,NO
2.0374,YES
0.3644,NO
0.1942,NO
0.507,NO
0.0815,NO
0.8854,YES
0.3783,NO
0.6091,YES
0.618,NO
0.1425,NO
0.3574,NO
0.9893,NO
0.7904,NO
0.564,NO
0.3814,NO
0.1407,NO
0.9572,NO
1.8052,YES
0.6371,NO
1.7603,YES
0.7934,NO
0.2476,NO
0.3478,NO
0.3372,NO
0.7659,NO
0.2724,NO
0.2793,NO
0.2019,NO
0.6729999999999999,NO
1.901,YES
1.1394,YES
1.8093,YES
1.8463,YES
0.5137,NO
1.2361,YES
0.5713,NO
0.3976,NO
0.09300000000000001,NO
0.3396,YES
1.9691,YES
1.8512,YES
0.6699,YES
0.37200000000000005,NO
0.1195,NO
1.1213,YES
0.2895,NO
0.4047,YES
0.2002,NO
0.3246,NO
0.3151,NO
0.2375,NO
0.2903,NO
1.9266,YES
0.2018,NO
1.9138,YES
0.142,NO
2.6891,YES
0.3489,NO
0.3496,NO
0.5625,NO
0.2173,NO
1.2083,YES
0.3518,NO
0.5521,YES
0.5399,NO
0.1681,NO
0.8495,NO
1.0258,NO
0.9689,NO
0.7543,NO
0.3502,NO
0.1721,NO
1.1022,NO
2.0654,YES
0.7547,NO
1.7828,YES
0.9245,NO
0.2612,NO
0.3693,NO
0.2655,NO
0.7892,NO
0.1717,NO
0.4851,NO
0.2256,NO
0.7498,NO
2.1472,YES
1.4356,YES
2.5485,YES
2.3072,YES
0.8633,NO
1.8158,YES
0.7902,NO
0.6104,NO
0.2067,NO
0.6824,NO
0.7238,NO
0.6964,NO
0.9224,NO
0.5676,NO
0.2348,NO
1.1983,NO
1.7505,YES
0.9302,NO
1.0218,YES
0.4445,NO
0.21,NO
0.113,NO
0.3128,NO
0.7176,NO
0.3947,NO
0.31,NO
0.2242,NO
0.465,NO
1.7834,YES
1.1023,YES
2.3423,YES
1.6505,YES
0.9751,NO
1.2322,YES
0.7225,NO
0.6129,NO
0.1628,NO
0.4631,NO
0.9434,NO
0.8062,NO
0.5316,NO
0.5427,NO
0.3178,NO
0.8862,NO
1.765,YES
0.5208,NO
1.7091,YES
0.7844,NO
0.2132,NO
0.3597,NO
0.4867,NO
0.5573,NO
0.4501,NO
0.2534,NO
0.1912,NO
0.5154,NO
1.8478,YES
1.1063,YES
1.8232,YES
1.7927,YES
0.6243,NO
1.1563,YES
0.535,NO
0.2618,NO
0.0714,NO
0.1543,NO
0.4318,NO
0.3633,NO
0.1244,NO
0.1246,NO
0.0627,NO
0.1506,NO
0.7813,YES
0.1363,NO
1.0035,YES
0.3528,NO
0.2048,NO
0.2471,NO
0.1328,NO
0.3734,NO
0.0824,NO
0.185,NO
0.1702,NO
0.3379,NO
1.0726,YES
0.6269,YES
0.9377,YES
0.9373,YES
0.1375,NO
0.8131,YES
0.159,NO
0.6920000000000001,NO
0.3984,NO
3.1284,YES
1.7071,YES
1.7092,YES
4.6509,YES
0.8522,NO
0.2454,NO
4.1897,YES
0.7386,NO
2.5742,YES
0.4558,NO
0.7291,NO
0.5948,NO
0.1474,NO
0.2018,NO
1.1379,YES
0.4819,NO
0.8773,YES
0.2808,NO
1.6461,YES
0.5975,NO
0.5985,NO
1.2853,NO
0.5863,NO
3.8284,YES
0.9243,NO
3.3179,YES
0.3083,NO
0.1547,NO
0.7408,YES
0.31,NO
0.2489,NO
1.119,YES
0.2706,NO
0.1483,NO
0.8891,YES
0.2437,NO
1.0185,YES
0.2189,NO
0.7095,NO
0.3742,NO
0.3161,NO
0.171,NO
0.6109,NO
0.1976,NO
0.3911,NO
0.1451,NO
0.3028,NO
0.4311,NO
0.193,NO
0.3767,NO
0.1917,NO
0.8333,YES
0.3359,NO
1.2449,YES
0.4961,NO
0.14300000000000002,NO
0.8498,YES
2.6184,YES
2.5914,YES
0.9558,YES
0.5206,NO
0.2271,NO
1.4581,YES
0.7433,NO
0.6252,YES
0.5323,NO
0.4778,NO
0.3001,NO
0.2048,NO
0.4352,NO
1.4428,YES
0.3194,NO
2.4922,YES
0.1568,NO
2.78,YES
0.8406,NO
0.6755,NO
1.3049,NO
0.7521,NO
1.6109,YES
0.8577,NO
0.5559,YES
0.2483,NO
0.1646,NO
1.6427,YES
0.539,NO
0.5867,NO
2.2365,YES
0.5066,NO
0.153,NO
1.7864,YES
0.3836,NO
1.0114,YES
0.1544,NO
0.3362,NO
0.1882,NO
0.1538,NO
0.1775,NO
0.3616,NO
0.21,NO
0.5191,NO
0.1438,NO
0.5033,NO
0.2218,NO
0.1883,NO
0.7311,NO
0.3447,NO
1.6229,YES
0.4143,NO
1.2025,YES
0.1802,NO
0.1293,NO
0.2141,YES
0.7765,YES
0.7293,YES
0.3609,YES
0.2028,NO
0.0631,NO
0.3201,YES
0.1653,NO
0.2041,YES
0.26899999999999996,NO
0.3527,NO
0.2493,NO
0.1785,NO
0.0849,NO
0.7832,YES
0.1412,NO
1.4032,YES
0.1347,NO
0.9803,YES
0.3631,NO
0.2377,NO
0.2926,NO
0.1458,NO
0.4157,YES
0.312,NO
0.2397,YES
0.8855,YES
0.4326,YES
0.451,NO
0.4368,NO
0.3532,NO
0.6303,NO
1.4795,YES
1.1519,YES
0.815,NO
0.1935,NO
0.5224,NO
0.3669,NO
0.2131,NO
0.1787,NO
0.1446,NO
1.1591,YES
0.2137,NO
1.5472,YES
0.1164,NO
0.4444,YES
0.3471,NO
0.2963,NO
0.2477,NO
0.2762,NO
0.2059,NO
0.6199,NO
0.2955,NO
0.5088,NO
0.6788,NO
0.2221,NO
2.4927,YES
0.9122,YES
0.9088,YES
3.6593,YES
0.7490000000000001,NO
0.2325,NO
2.9904,YES
0.3484,NO
2.3617,YES
0.2742,NO
0.6129,NO
0.5181,NO
0.3065,NO
0.1489,NO
0.6746,YES
0.465,NO
0.7476,YES
0.3171,NO
0.8676,YES
0.4503,NO
0.4204,NO
0.8803,NO
0.2169,NO
3.1072,YES
0.8367,NO
3.1694,YES
0.7572,NO
0.3658,NO
2.2571,YES
1.465,YES
1.3644,YES
2.9810000000000003,YES
0.665,NO
0.4849,NO
3.392,YES
0.5363,NO
2.1716,YES
0.8057,NO
0.9531,NO
0.594,NO
0.1744,NO
0.4475,NO
1.1792,YES
0.6175,NO
0.6468,YES
0.3571,NO
1.3584,YES
0.7213,NO
0.6076,NO
0.5254,NO
0.5771,NO
2.6498,YES
0.701,NO
2.9658,YES
0.6916,NO
0.214,NO
1.6574,YES
1.2659,YES
1.2194,YES
2.7304,YES
0.6772,NO
0.2814,NO
2.6427,YES
0.4324,NO
2.0545,YES
0.3344,NO
0.4281,NO
0.5132,NO
0.1406,NO
0.2565,NO
0.6781,YES
0.5498,NO
0.5552,YES
0.2744,NO
1.2261,YES
0.5848,NO
0.552,NO
0.8832,NO
0.1851,NO
2.9709,YES
0.754,NO
2.7596,YES
0.8288,NO
0.2239,NO
2.335,YES
1.5176,YES
1.295,YES
4.0613,YES
0.7119,NO
0.2798,NO
4.2674,YES
0.5301,NO
3.0303,YES
0.4106,NO
1.1409,NO
0.8932,NO
0.3789,NO
0.2591,NO
0.9906,YES
0.4677,NO
0.7290000000000001,YES
0.3313,NO
1.4033,YES
0.5195,NO
0.5595,NO
0.6864,NO
0.2572,NO
3.5943,YES
0.8439,NO
3.4058,YES
0.5657,NO
0.2091,NO
0.4116,YES
1.3441,YES
1.2089,YES
0.7390000000000001,YES
0.5146,NO
0.1225,NO
0.6559,YES
0.3962,NO
0.3309,YES
0.5324,NO
0.4714,NO
0.3154,NO
0.3202,NO
0.2536,NO
1.8045,YES
0.3368,NO
1.7278,YES
0.1891,NO
2.0036,YES
0.7216,NO
0.4706,NO
0.7148,NO
0.4213,NO
0.636,YES
0.6367,NO
0.568,YES
0.5195,NO
0.1245,NO
0.4695,YES
2.0185,YES
1.8575,YES
1.0844,YES
0.5992,NO
0.1558,NO
0.7373,YES
0.1836,NO
0.6373,YES
0.3586,NO
0.311,NO
0.2025,NO
0.1343,NO
0.3396,NO
1.8468,YES
0.2575,NO
1.9254,YES
0.1694,NO
2.6166,YES
0.4586,NO
0.2249,NO
0.5483,NO
0.2209,NO
0.9005,YES
0.6326,NO
0.7091,YES
0.2053,NO
0.2768,NO
0.2906,NO
0.3033,NO
0.2272,NO
0.4425,NO
0.2813,NO
0.1578,NO
0.3916,NO
0.3784,NO
0.1177,NO
0.41700000000000004,NO
1.5493,YES
0.5507,YES
0.7349,YES
0.0977,NO
0.4496,NO
0.2539,NO
0.3553,NO
0.1551,NO
0.3148,NO
0.3822,NO
0.2342,NO
0.23399999999999999,NO
0.2975,NO
0.2849,NO
0.2872,NO
0.3581,NO
0.9561,YES
1.1123,YES
0.457,NO
0.3255,NO
0.2683,NO
0.4168,NO
1.3697,YES
0.5324,YES
0.4952,NO
0.2487,NO
0.3173,NO
