50Traced_NONETRACED_MAX_MULTI_VSM_92_MEDIAN,Associated
0.2947,NO
0.2852,NO
0.1354,NO
0.4029,NO
0.1995,NO
0.2524,NO
0.3056,NO
0.1819,NO
0.1689,NO
0.8204,YES
0.1354,NO
1.0,YES
0.2427,NO
0.3673,NO
0.2223,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3529,NO
0.2179,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.1604,NO
1.0,YES
1.0,YES
0.3362,NO
0.2796,NO
0.2165,NO
0.2796,NO
0.6914,YES
1.0,YES
0.1922,NO
0.1092,NO
0.2796,NO
0.1216,NO
0.301,NO
0.23600000000000002,NO
0.1872,NO
1.0,YES
0.1922,NO
1.0,YES
0.2796,NO
0.5838,YES
0.2165,NO
0.1212,NO
0.1292,NO
0.1235,NO
0.0824,NO
0.2796,NO
0.1778,NO
0.3034,NO
0.3071,NO
0.294,NO
0.2251,NO
0.5644,NO
0.271,NO
0.3753,NO
0.3258,NO
0.1104,NO
0.2251,NO
1.0,YES
0.3753,NO
1.0,YES
0.2728,NO
0.2796,NO
0.2136,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3753,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
0.7613,YES
1.0,YES
0.3753,NO
0.7613,YES
0.3753,NO
1.0,YES
1.0,YES
0.3356,NO
0.3559,NO
0.1989,NO
0.3559,NO
1.0,YES
1.0,YES
0.2455,NO
0.2187,NO
0.3559,NO
0.2187,NO
0.3667,NO
0.3413,NO
0.2281,NO
1.0,YES
0.2044,NO
1.0,YES
0.3559,NO
0.5838,YES
0.1617,NO
0.1815,NO
0.2187,NO
0.1414,NO
0.2187,NO
0.3559,NO
0.2142,NO
0.3559,NO
0.3011,NO
0.2011,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.1691,NO
0.5227,YES
0.1538,NO
1.0,YES
0.1702,NO
0.3877,NO
0.3569,NO
0.2412,NO
0.2493,NO
0.7797,YES
0.2254,NO
1.0,YES
0.304,NO
0.7917,YES
0.3369,NO
0.462,NO
0.4471,NO
0.254,NO
1.0,YES
0.4444,NO
1.0,YES
0.3071,NO
0.2866,NO
0.2333,NO
0.5644,NO
0.3613,NO
0.4528,NO
0.3258,NO
0.2866,NO
0.2367,NO
1.0,YES
0.4528,NO
1.0,YES
0.2548,NO
0.3375,NO
0.3104,NO
0.3282,NO
0.4327,NO
0.318,NO
0.4528,NO
0.2019,NO
0.4378,NO
1.0,YES
1.0,YES
0.9187,YES
1.0,YES
0.4528,NO
0.9187,YES
0.4528,NO
0.3229,NO
0.1676,NO
0.2644,YES
1.0,YES
1.0,YES
0.5253,YES
0.2651,NO
0.0727,NO
0.2746,YES
0.3781,NO
0.5253,YES
0.4608,NO
0.3335,NO
0.42,NO
0.3108,NO
0.1513,NO
1.0,YES
