50Traced_NONETRACED_SUM_MULTI_VSM_53_MEDIAN,Associated
1.0116,NO
0.2906,NO
1.1196,NO
1.6592,NO
1.0221,NO
1.5942,NO
1.2786,NO
0.1222,NO
1.8483,NO
2.8729,YES
1.0978,NO
1.8189,YES
1.0721,NO
1.3254,NO
0.6445,NO
0.6161,NO
0.9517,NO
0.1109,NO
1.3451,NO
0.2179,NO
1.0431,NO
2.1346,YES
3.2559,YES
2.6574,YES
3.1791,YES
0.8091,NO
3.0561,YES
1.2444,NO
2.2141,YES
2.0932,YES
1.3996,NO
0.7507,NO
0.601,NO
1.0490000000000002,NO
2.245,YES
1.1399,YES
1.0021,NO
0.5102,NO
0.8693,NO
0.5046,NO
0.5647,NO
0.4072,NO
0.1551,NO
1.3407,YES
0.9776,NO
1.6015,YES
0.5714,NO
1.6162,YES
0.7367,NO
0.2364,NO
0.5796,NO
0.6205,NO
0.3909,NO
1.0577,NO
0.7852,NO
0.8706,NO
1.2217,NO
0.5595,NO
1.396,NO
1.9398,NO
1.1838,NO
1.9098,NO
1.7275,NO
0.2247,NO
1.8454,NO
3.1474,YES
1.2877,NO
2.4966,YES
0.9492,NO
1.1273,NO
0.4582,NO
0.7768,NO
1.3179,NO
0.3331,NO
1.4542,NO
0.2088,NO
1.3559,NO
2.424,YES
3.9811,YES
3.0714,YES
3.6786,YES
0.8359,NO
3.465,YES
1.2819999999999998,NO
2.7782,YES
2.4505,YES
1.7123,NO
1.0597,NO
0.745,NO
1.2643,NO
2.745,YES
1.4106,YES
1.5092,NO
0.7799,NO
1.2364,NO
0.6939,NO
1.1675,NO
0.6887,NO
0.4154,NO
2.2333,YES
1.2924,NO
1.6383,YES
0.8705,NO
1.8633,YES
0.5571,NO
0.4691,NO
0.9116,NO
0.9969,NO
0.7576,NO
1.3552,NO
1.0012,NO
1.3701,NO
1.5522,NO
0.92,NO
1.5158,YES
3.1988,YES
2.6152,YES
1.7854,YES
1.3325,NO
0.5288,NO
1.8969999999999998,YES
0.9295,NO
1.6606,YES
0.4239,NO
1.1988,NO
0.6253,NO
0.5123,NO
0.8045,NO
3.8189,YES
0.7705,NO
3.1691,YES
0.6052,NO
3.1675,YES
0.2411,NO
0.8785,NO
0.331,NO
0.3014,NO
1.5559,YES
1.205,NO
1.9827,YES
1.069,NO
0.2892,NO
1.3503,NO
1.5632,NO
1.0308,NO
1.8508,NO
1.4862,NO
0.1225,NO
1.8429,NO
3.0484,YES
0.941,NO
2.6860000000000004,YES
0.8231,NO
0.701,NO
0.1689,NO
0.5576,NO
1.1159999999999999,NO
0.0712,NO
1.0471,NO
0.2019,NO
0.9959,NO
2.2758,YES
4.0046,YES
3.1853,YES
3.6260000000000003,YES
0.9254,NO
3.5175,YES
0.9641,NO
0.9382,NO
