50Traced_NONETRACED_SUM_SINGLE_LSA_25_SUM,Associated
0.07242155269408676,NO
0.0791723965495687,NO
0.06082010251281411,NO
0.10463807975997001,NO
0.05740717589698713,NO
0.0784973121640205,NO
0.11132641580197525,NO
0.04636829603700463,NO
0.11557694711838981,NO
0.3035754469308664,YES
0.06295786973371671,NO
0.34839354919364923,YES
0.09683710463807976,NO
0.07553444180522566,NO
0.08842355294411802,NO
0.06067008376047006,NO
0.06968371046380797,NO
0.06829603700462558,NO
0.04225528191023878,NO
0.1087010876359545,NO
0.07318414801850232,NO
0.3142142767845981,YES
0.2596699587448431,YES
0.2980622577822228,YES
0.27095886985873235,YES
0.09993749218652331,NO
0.23759219902487813,YES
0.10666333291661458,NO
0.2681960245030629,YES
0.2938242280285036,YES
0.18396049506188275,NO
0.025703212901612704,NO
0.027978497312164022,NO
0.1449056132016502,NO
0.3296912114014252,YES
0.2576322040255032,YES
0.18682335291911492,NO
0.04655581947743468,NO
0.1351793974246781,NO
0.0445305663207901,NO
0.08067258407300912,NO
0.10245030628828605,NO
0.10090011251406426,NO
0.221965245655707,YES
0.07035879484935617,NO
0.29654956869608706,YES
0.03281660207525941,NO
0.38448556069508694,YES
0.019689961245155645,NO
0.053406675834479306,NO
0.05371921490186274,NO
0.07099637454681836,NO
0.059894986873359174,NO
0.16524565570696337,NO
0.09212401550193774,NO
0.1389423677959745,NO
0.05258157269658709,NO
0.05784473059132393,NO
0.06773346668333542,NO
0.1920740092511564,NO
0.132541567695962,NO
0.12015251906488311,NO
0.07210901362670333,NO
0.019902487810976373,NO
0.1474059257407176,NO
0.4589948743592949,YES
0.09591198899862483,NO
0.4565820727590949,YES
0.0683335416927116,NO
0.05581947743467934,NO
0.06902112764095512,NO
0.058932366545818224,NO
0.11196399549943743,NO
0.04669333666708339,NO
0.1257657207150894,NO
0.05161895236904614,NO
0.14301787723465434,NO
0.4805850731341418,YES
0.4112264033004126,YES
0.4397549693711714,YES
0.38514814351793975,YES
0.13556694586823353,NO
0.3852106513314164,YES
0.15304413051631455,NO
0.23569196149518692,YES
0.2923365420677585,YES
0.15316914614326793,NO
0.19064883110388797,NO
0.2063882985373172,NO
0.16582072759094887,NO
0.3042755344418053,YES
0.20740092511563946,YES
0.23487935991999,NO
0.07373421677709714,NO
0.1560695086885861,NO
0.0700962620327541,NO
0.1466933366670834,NO
0.15479434929366173,NO
0.16603325415676962,NO
