50Traced_NONETRACED_MAX_SINGLE_LSA_90_MAX,Associated
0.1671,NO
0.3133,NO
0.1144,NO
0.3895,NO
0.3369,NO
0.3464,NO
0.1963,NO
0.1058,NO
0.2216,NO
1.0,YES
0.1766,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3691,NO
0.3249,NO
0.5985,NO
0.1109,NO
0.0844,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1766,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.3362,NO
0.3639,NO
0.27899999999999997,NO
0.2491,NO
1.0,YES
1.0,YES
0.3639,NO
0.3066,NO
0.3639,NO
0.3066,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.2735,NO
1.0,YES
0.2676,NO
0.9717,YES
0.3639,NO
0.2314,NO
0.1826,NO
0.2314,NO
0.3066,NO
0.2572,NO
0.3066,NO
0.3639,NO
0.1671,NO
0.3133,NO
0.1679,NO
0.3895,NO
0.3369,NO
0.3464,NO
0.2072,NO
0.1058,NO
0.3063,NO
1.0,YES
0.3471,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3249,NO
0.5985,NO
0.1268,NO
0.2253,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2165,NO
1.0,YES
0.3063,NO
1.0,YES
1.0,YES
0.4748,NO
0.6805,NO
0.5217,NO
0.4748,NO
1.0,YES
1.0,YES
0.6805,NO
0.4197,NO
0.6805,NO
0.2121,NO
0.7021,NO
0.7021,NO
0.7021,NO
1.0,YES
0.5115,NO
1.0,YES
0.5005,NO
0.9717,YES
0.6805,NO
0.4197,NO
0.4069,NO
0.4197,NO
0.2304,NO
0.48100000000000004,NO
0.4197,NO
0.6805,NO
0.1568,NO
0.2021,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.1663,NO
1.0,YES
0.2963,NO
1.0,YES
0.166,NO
0.379,NO
0.379,NO
0.379,NO
0.1146,NO
1.0,YES
0.1663,NO
1.0,YES
0.1989,NO
1.0,YES
0.3725,NO
0.4485,NO
0.5265,NO
0.3307,NO
0.7068,YES
0.4518,NO
1.0,YES
0.2169,NO
0.3133,NO
0.2268,NO
0.4137,NO
0.3369,NO
0.3464,NO
0.2599,NO
0.2169,NO
0.4137,NO
1.0,YES
0.4354,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.3249,NO
0.5985,NO
0.2084,NO
0.3043,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2924,NO
1.0,YES
0.4137,NO
0.1178,NO
0.2183,NO
0.4532,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.2476,NO
0.1105,NO
0.8266,YES
0.5884,NO
0.8266,YES
0.6968,NO
0.3948,NO
0.3948,NO
0.3938,NO
0.2264,NO
1.0,YES
0.141,NO
1.0,YES
0.2026,NO
1.0,YES
0.6968,NO
0.6232,NO
0.6968,NO
0.3377,NO
0.5843,YES
0.462,NO
0.8266,YES
0.2026,NO
0.1856,NO
0.2724,NO
0.4328,NO
0.3318,NO
0.4239,NO
0.4224,NO
0.2148,NO
0.4328,NO
1.0,YES
0.7077,NO
1.0,YES
0.2519,NO
0.2391,NO
0.2033,NO
0.1856,NO
0.3253,NO
0.2148,NO
0.4343,NO
0.2508,NO
0.4328,NO
1.0,YES
0.5954,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.4328,NO
0.1671,NO
