50Traced_NONETRACED_SUM_MULTI_VSM_99_MAX,Associated
1.028,NO
0.2783,NO
0.5637,NO
1.0007,NO
0.9878,NO
1.0783,NO
0.7253,NO
0.3251,NO
0.7020000000000001,NO
2.0713,YES
0.5753,NO
1.7605,YES
0.4918,NO
0.78,NO
0.4489,NO
0.6085,NO
1.0959,NO
0.5886,NO
0.6215,NO
0.3212,NO
0.7926,NO
2.0567,YES
2.4324,YES
2.0739,YES
2.0397,YES
0.879,NO
2.3165,YES
0.7257,NO
1.0577,YES
0.706,YES
0.7609999999999999,NO
0.6532,NO
0.7866,NO
1.263,NO
1.5562,YES
0.5121,YES
0.7037,NO
0.4315,NO
0.9039,NO
0.3994,NO
0.28300000000000003,NO
0.6573,NO
0.1906,NO
1.1779,YES
0.9852,NO
1.3061,YES
0.5942,NO
1.3968,YES
0.8695,NO
0.5591,NO
0.6904,NO
0.8037,NO
0.4226,NO
1.1162,NO
0.624,NO
0.872,NO
1.5636,NO
0.5252,NO
1.2939,NO
1.3194,NO
1.344,NO
1.8336,NO
1.8338,NO
0.4759,NO
1.6436,NO
3.2747,YES
1.8834,NO
2.3301,YES
1.0393,NO
1.3399,NO
0.6518,NO
1.2201,NO
1.7008,NO
1.0190000000000001,NO
0.8801,NO
0.7033,NO
1.3689,NO
3.7973,YES
4.1322,YES
3.781,YES
2.9948,YES
1.7908,NO
3.5597,YES
1.8794,NO
2.5398,YES
1.615,YES
0.9854,NO
1.0319,NO
1.1998,NO
1.7009999999999998,NO
3.5572,YES
1.6525,YES
1.2202,NO
0.6019,NO
1.2766,NO
0.5454,NO
0.7033,NO
1.5124,NO
0.5895,NO
2.4906,YES
1.3922,NO
2.9596,YES
0.8387,NO
2.8944,YES
1.2199,NO
0.8692,NO
1.1581,NO
0.8324,NO
0.7340000000000001,NO
1.5318,NO
0.7868,NO
1.226,NO
1.5133,NO
0.68,NO
1.8581,YES
3.7255,YES
3.7131,YES
2.9201,YES
1.0088,NO
0.3442,NO
1.7439,YES
0.853,NO
2.1781,YES
0.6307,NO
0.8816,NO
2.4634,NO
0.8569,NO
0.5927,NO
4.3234,YES
0.6435,NO
3.7556,YES
0.6431,NO
3.8523,YES
1.1824,NO
1.2173,NO
1.5542,NO
0.9983,NO
2.1102,YES
1.4178,NO
2.7465,YES
1.3676,NO
0.451,NO
0.647,NO
0.9309,NO
1.0603,NO
1.2807,NO
1.4888,NO
0.4741,NO
1.0687,NO
2.8403,YES
0.8224,NO
2.1192,YES
0.3677,NO
0.7899,NO
0.1689,NO
1.1929,NO
1.3585,NO
1.0435,NO
0.6796,NO
0.7173,NO
0.8566,NO
3.12,YES
3.7414,YES
3.0971,YES
2.4778,YES
1.4454,NO
3.2899,YES
1.1124,NO
1.1523,NO
0.3878,NO
