50Traced_NONETRACED_MAX_RAW_VSM_24_MAX,Associated
0.1686,NO
0.0652,NO
0.1153,NO
0.2164,NO
0.1379,NO
0.2963,NO
0.1987,NO
0.0679,NO
0.1689,NO
0.4371,YES
0.1406,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.1906,NO
0.1109,NO
0.0949,NO
0.2179,NO
0.1147,NO
0.3848,YES
1.0,YES
0.4096,YES
1.0,YES
0.1573,NO
1.0,YES
0.1576,NO
0.4428,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1318,NO
0.3947,YES
0.3715,YES
0.1778,NO
0.1056,NO
0.1778,NO
0.1156,NO
0.1835,NO
0.1835,NO
0.1551,NO
1.0,YES
0.1138,NO
1.0,YES
0.0583,NO
1.0,YES
0.0583,NO
0.1212,NO
0.0769,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1156,NO
0.1008,NO
0.1686,NO
0.1534,NO
0.2137,NO
0.2865,NO
0.1512,NO
0.2963,NO
0.1987,NO
0.1731,NO
0.2187,NO
0.4574,YES
0.1603,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1906,NO
0.1268,NO
0.2137,NO
0.1755,NO
0.2202,NO
0.5081,YES
1.0,YES
1.0,YES
1.0,YES
0.1659,NO
1.0,YES
0.2137,NO
0.4232,YES
0.1949,YES
0.3356,NO
0.204,NO
0.1507,NO
0.204,NO
0.35200000000000004,YES
1.0,YES
0.1731,NO
0.0952,NO
0.1364,NO
0.1841,NO
0.2289,NO
0.2183,NO
0.2075,NO
1.0,YES
0.0995,NO
1.0,YES
0.204,NO
0.3081,YES
0.1268,NO
0.1251,NO
0.1841,NO
0.1841,NO
0.1841,NO
0.2201,NO
0.1387,NO
0.204,NO
0.1468,NO
0.0475,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.1267,NO
0.2465,YES
0.183,NO
0.2372,YES
0.1531,NO
0.2165,NO
0.2037,NO
0.1934,NO
0.1508,NO
1.0,YES
0.1508,NO
1.0,YES
0.1417,NO
1.0,YES
0.1155,NO
0.2192,NO
0.1439,NO
0.1531,NO
0.2732,YES
0.2085,NO
1.0,YES
0.1686,NO
0.0732,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.2963,NO
0.1987,NO
0.1621,NO
0.1458,NO
0.4028,YES
0.1577,NO
1.0,YES
0.1987,NO
0.1844,NO
0.1689,NO
0.0621,NO
0.2067,NO
0.0547,NO
0.1082,NO
0.2019,NO
0.1293,NO
0.3897,YES
1.0,YES
0.485,YES
1.0,YES
0.2226,NO
1.0,YES
0.1576,NO
0.0985,NO
0.0774,NO
0.2886,YES
1.0,YES
1.0,YES
0.2886,YES
0.1306,NO
0.0604,NO
0.2068,YES
0.2598,NO
0.1429,YES
0.2293,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
0.2886,YES
0.142,NO
0.3658,YES
0.2564,NO
0.2293,NO
0.2293,NO
0.2293,NO
0.1461,YES
0.2564,NO
0.2886,YES
0.1686,NO
0.1809,NO
0.2381,NO
0.19,NO
0.1547,NO
0.2963,NO
0.1987,NO
0.1669,NO
0.2369,NO
0.3236,YES
0.2369,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.1809,NO
0.1906,NO
0.1809,NO
0.1124,NO
0.2256,NO
0.1464,NO
0.2383,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.1924,NO
0.0949,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.2338,NO
0.2079,NO
0.1339,NO
0.1197,NO
0.2198,NO
0.4371,YES
0.2344,NO
1.0,YES
0.1331,NO
0.1766,NO
0.0647,NO
0.204,NO
0.1327,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
0.4856,YES
1.0,YES
1.0,YES
1.0,YES
0.193,NO
1.0,YES
0.1726,NO
0.1439,NO
0.0769,NO
0.2664,NO
0.2664,NO
0.2047,NO
0.2664,NO
0.1684,NO
0.1204,NO
0.1751,NO
0.4371,YES
0.1828,NO
1.0,YES
0.2252,NO
0.2085,NO
0.2007,NO
0.0988,NO
0.20600000000000002,NO
0.0807,NO
0.2664,NO
0.1912,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2206,NO
1.0,YES
0.2664,NO
0.0727,NO
0.0714,NO
0.2085,NO
0.2886,NO
0.1427,NO
0.2085,NO
0.0605,NO
0.1542,NO
0.1421,NO
0.4397,YES
0.107,NO
0.4994,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.0849,NO
0.1035,NO
0.0824,NO
0.2085,NO
0.1702,NO
0.1576,NO
0.3961,YES
0.3916,YES
0.3916,YES
0.3916,YES
0.1375,NO
0.4994,YES
0.2085,NO
0.1741,NO
0.153,NO
1.0,YES
0.27899999999999997,YES
0.13699999999999998,YES
0.3475,YES
0.2237,NO
0.1494,NO
1.0,YES
0.0974,NO
0.3653,YES
0.1253,NO
0.2149,NO
0.2246,NO
0.1474,NO
0.1628,NO
0.13699999999999998,YES
0.1628,NO
0.27899999999999997,YES
0.2129,NO
0.14300000000000002,YES
0.1271,NO
0.1709,NO
0.3025,NO
0.1253,NO
0.3653,YES
0.2516,NO
0.3151,YES
0.1799,NO
0.1547,NO
1.0,YES
0.2156,NO
0.3456,NO
1.0,YES
0.1867,NO
0.1097,NO
1.0,YES
0.191,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3456,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.3803,YES
0.3359,NO
1.0,YES
0.1468,NO
0.0364,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
