50Traced_NONETRACED_MEDIAN_SINGLE_VSM_78_SUM,Associated
0.11061104379435693,NO
0.09589752466678206,NO
0.181062835381686,NO
0.35762506491258444,NO
0.1116496451445387,NO
0.13986498182447638,NO
0.08499221048987365,NO
0.10057123074259997,NO
0.27540245802319546,NO
0.4104206335468237,YES
0.08966591656569153,NO
0.5681149385494201,YES
0.40315042409555135,NO
0.369222779989614,NO
0.3678379781893717,NO
0.1807166349316254,NO
0.13709537822399168,NO
0.17500432750562575,NO
0.13744157867405227,NO
0.3602215682880388,NO
0.1973342565345335,NO
0.1178812532456292,YES
0.12220875887138652,YES
0.2717673532975593,YES
0.40505452657088453,YES
0.288731175350528,NO
0.1069759390687208,YES
0.19162194910853383,NO
0.16859961917950494,YES
0.40609312792106633,YES
0.567422537649299,NO
0.2563614332698633,NO
0.18175523628180718,NO
0.17552362818071662,NO
0.666262766141596,YES
0.178120131556171,YES
0.21914488488835035,NO
0.16583001557902025,NO
0.15284749870174832,NO
0.16617621602908084,NO
0.29409728232646704,NO
0.2471871213432578,NO
0.25151462696901505,NO
0.46962091050718374,YES
0.1156309503202354,NO
0.17794703133114073,YES
0.04206335468236109,NO
0.5862904621776008,YES
0.054353470659511856,NO
0.1928336506837459,NO
0.11615025099532628,NO
0.19681495585944261,NO
0.12186255842132593,NO
0.3619525705383417,NO
0.17673532975592868,NO
0.1575212047775662,NO
0.13640297732387052,NO
0.2485719231435001,NO
0.2134325774623507,NO
0.47896832265881945,NO
0.24476371819283363,NO
0.27142115284749874,NO
0.23662800761640987,NO
0.07114419248745024,NO
0.36160637008828117,NO
0.7747966072355894,YES
0.2605158386705903,NO
0.33183313138307086,YES
0.33789163925913107,NO
0.35831746581270557,NO
0.35277825861173623,NO
0.3152155097801627,NO
0.2483988229184698,NO
0.20252726328544227,NO
0.32006231608101093,NO
0.28682707287519477,NO
0.36420287346373553,NO
0.7559286827072875,YES
0.7190583347758353,YES
0.61537129998269,YES
0.28959667647567944,YES
0.2702094512722867,NO
0.3166003115804051,YES
0.19958455945992729,NO
0.2085857711615025,YES
0.297039986151982,YES
0.5639605331486931,NO
0.27072875194737755,NO
0.2438982170676822,NO
0.2324736022156829,NO
0.5776354509260863,YES
0.19819975765968495,YES
0.28267266747446773,NO
0.14782759217586983,NO
0.21914488488835035,NO
0.1365760775489008,NO
0.37926259304137094,NO
0.3444694478102822,NO
0.34221914488488836,NO
0.3159079106802839,YES
0.1435000865501125,NO
0.12515146269690153,YES
0.03687034793145231,NO
0.5163579712653626,YES
0.0533148693093301,NO
0.19958455945992729,NO
0.14055738272459753,NO
0.18729444348277655,NO
0.16531071490392937,NO
0.3640297732387052,NO
0.21689458196295655,NO
0.21291327678725983,NO
0.10836074086896313,NO
0.025272632854422716,NO
0.22606889388956206,YES
0.5625757313484507,YES
0.49143153886100055,YES
0.23056949974034968,YES
0.126016963822053,NO
0.0055392072009693635,NO
0.3470659511857365,YES
0.22451099186428944,NO
0.21239397611216895,YES
0.23281980266574348,NO
0.3577981651376147,NO
0.31781201315561713,NO
0.31781201315561713,NO
0.08204950666435867,NO
0.38428249956724947,YES
0.07927990306387397,NO
0.6077548900813572,YES
0.22831919681495585,NO
0.42444175177427734,YES
0.07339449541284404,NO
0.10022503029253937,NO
0.2321274017656223,NO
0.06854768911199585,NO
0.27990306387398306,YES
0.14990479487623334,NO
0.21550978016271422,YES
0.25030292539380306,NO
0.10974554266920547,NO
0.32490912238185915,NO
0.4299809589752467,NO
0.3252553228319197,NO
0.27747966072355895,NO
0.27453695689804397,NO
0.1950839536091397,NO
0.23541630604119787,NO
0.6802838843690497,YES
0.2560152328198027,NO
0.48571923143500084,YES
0.32698632508222264,NO
0.2870001731002251,NO
0.27540245802319546,NO
0.0765102994633893,NO
0.23732040851653105,NO
0.07772200103860136,NO
0.17033062142980787,NO
0.332525532283192,NO
0.20685476891119958,NO
0.6576077548900814,YES
0.6082741907564481,YES
0.4661589060065779,YES
0.48398822918469797,YES
0.37943569326640125,NO
0.2864808724251342,YES
0.15250129825168773,NO
0.15353989960186948,NO
0.11701575212047774,NO
0.16808031850441404,YES
0.6143326986325083,YES
0.42115284749870174,YES
0.2134325774623507,YES
0.1362298770988402,NO
0.08758871386532804,NO
0.34100744330967636,YES
0.43275056257573136,NO
0.16652241647914143,YES
0.23558940626622812,NO
0.37285788471525017,NO
0.42807685649991345,NO
0.3941492123939761,NO
0.23455080491604643,NO
0.3716461831400381,YES
0.2271074952397438,NO
0.43707806820148865,YES
0.22883849749004673,NO
0.42530725289942883,YES
0.33771853903410076,NO
0.36489527436385666,NO
0.36870347931452313,NO
0.16167561017829324,NO
0.30379089492816347,YES
0.1762160290808378,NO
0.21256707633719923,YES
0.22797299636489526,NO
0.11199584559459927,NO
0.3951878137441579,NO
0.3119266055045872,NO
0.2508222260688939,NO
0.32871732733252557,NO
0.26917084992210494,NO
0.24891812359356066,NO
0.32906352778258613,NO
0.3273325255322832,YES
0.3370261381339796,NO
0.4066124285961572,YES
0.4190756447983383,NO
0.33546823610870696,NO
0.3349489354336161,NO
0.07529859788817725,NO
0.1647914142288385,NO
0.07997230396399516,NO
0.17569672840574693,NO
0.37355028561537135,NO
0.15423230050199066,NO
0.3266401246321621,YES
0.29929028907737576,YES
0.3120997057296175,YES
0.5210316773411806,YES
0.41457503894755066,NO
0.26986325082222606,YES
0.2134325774623507,NO
0.14730829150077895,NO
0.21481737926259303,NO
0.3707806820148866,NO
0.3235243205816168,NO
0.23160810109053143,NO
0.34291154578500954,NO
0.21481737926259303,NO
0.15042409555132422,NO
0.3673186775142808,NO
0.5764237493508741,YES
0.38878310541803707,NO
0.2835381685996192,YES
0.2134325774623507,NO
0.11026484334429634,NO
0.0950320235416306,NO
0.33616063700882814,NO
0.21758698286307773,NO
0.2695170503721655,NO
0.5196468755409382,NO
0.20962437251168425,NO
0.471005712307426,NO
0.6827072875194738,YES
0.5535745196468755,YES
0.8383243898217068,YES
0.2916738791760429,YES
0.3391033408343431,NO
0.4620045006058508,YES
0.2818071663493163,NO
0.2321274017656223,NO
0.11615025099532628,NO
0.3211009174311927,NO
0.38843690496797645,NO
0.3373723385840402,NO
0.29859788817725463,NO
0.27453695689804397,NO
