50Traced_NONETRACED_MAX_SINGLE_VSM_86_MAX,Associated
0.2626,NO
0.3133,NO
0.6593,NO
0.3384,NO
0.2874,NO
0.6773,NO
0.2626,NO
0.2025,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3691,NO
0.2626,NO
0.5985,NO
0.2886,NO
0.4343,NO
0.2251,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3362,NO
0.1872,NO
0.1872,NO
0.2853,NO
1.0,YES
1.0,YES
0.2853,NO
0.2082,NO
0.2515,NO
0.1086,NO
0.3658,NO
0.397,NO
0.397,NO
1.0,YES
0.1915,NO
1.0,YES
0.1897,NO
0.9717,YES
0.1126,NO
0.2082,NO
0.2314,NO
0.2314,NO
0.2314,NO
0.2245,NO
0.2314,NO
0.2853,NO
0.21600000000000003,NO
0.3133,NO
0.3233,NO
0.6139,NO
0.1538,NO
0.3322,NO
0.2344,NO
0.1016,NO
0.2187,NO
1.0,YES
0.3591,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.21600000000000003,NO
0.5985,NO
0.2886,NO
0.213,NO
0.1851,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.3542,NO
0.2632,NO
0.1563,NO
0.4605,NO
1.0,YES
0.9202,YES
0.4479,NO
0.4136,NO
0.4605,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7358,NO
1.0,YES
0.2397,NO
1.0,YES
0.2632,NO
1.0,YES
0.2632,NO
0.601,NO
0.601,NO
0.601,NO
0.601,NO
0.41100000000000003,NO
0.601,NO
0.4653,NO
0.1709,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.153,NO
1.0,YES
0.2044,NO
1.0,YES
0.1443,NO
0.3291,NO
0.3179,NO
0.3283,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.2187,NO
1.0,YES
0.196,NO
0.3721,NO
0.4726,NO
0.3307,NO
1.0,YES
0.4619,NO
1.0,YES
0.2169,NO
0.3133,NO
0.6593,NO
0.6139,NO
0.2874,NO
0.6773,NO
0.2344,NO
0.2169,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.2451,NO
0.2368,NO
0.2445,NO
0.0966,NO
0.5985,NO
0.2886,NO
0.4343,NO
0.2108,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3573,NO
1.0,YES
0.3939,NO
0.146,NO
0.2183,NO
0.4532,YES
1.0,YES
1.0,YES
0.8266,YES
0.2476,NO
0.1105,NO
0.8266,YES
0.6968,NO
0.8266,YES
0.6968,NO
0.2252,NO
0.2693,NO
0.2833,NO
0.1453,NO
1.0,YES
0.2011,NO
1.0,YES
0.142,NO
1.0,YES
0.5683,NO
0.6232,NO
0.6334,NO
0.6968,NO
0.8266,YES
0.6968,NO
0.8266,YES
0.2057,NO
0.3133,NO
0.6593,NO
0.6139,NO
0.3318,NO
0.6773,NO
0.2344,NO
0.1977,NO
0.444,NO
1.0,YES
0.4328,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.2148,NO
0.5985,NO
0.2886,NO
0.4343,NO
0.2256,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4328,NO
1.0,YES
0.4328,NO
0.2057,NO
0.3133,NO
0.6593,NO
0.4834,NO
0.2874,NO
0.6773,NO
0.2344,NO
0.1135,NO
0.444,NO
1.0,YES
0.4039,NO
1.0,YES
0.1626,NO
0.2085,NO
0.1733,NO
0.204,NO
0.5985,NO
0.2886,NO
0.4374,NO
0.1439,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3496,NO
1.0,YES
0.4095,NO
0.2093,NO
0.3133,NO
0.6593,NO
0.6139,NO
0.3384,NO
0.6773,NO
0.2344,NO
0.2093,NO
0.444,NO
1.0,YES
0.4413,NO
1.0,YES
0.2641,NO
0.2866,NO
0.2866,NO
0.1513,NO
0.5985,NO
0.2886,NO
0.4343,NO
0.2034,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4413,NO
1.0,YES
0.4413,NO
0.2057,NO
0.3133,NO
0.6593,NO
0.6139,NO
0.3335,NO
0.6773,NO
0.2344,NO
0.1135,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.2118,NO
0.2085,NO
0.2045,NO
0.1812,NO
0.5985,NO
0.2886,NO
0.4343,NO
0.1827,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
0.2216,NO
0.2698,NO
1.0,YES
0.6673,YES
0.5116,YES
1.0,YES
0.2237,NO
0.2018,NO
1.0,YES
0.1364,NO
0.9537,YES
0.1361,NO
0.3347,NO
0.4246,NO
0.298,NO
0.2194,NO
0.6673,YES
0.2194,NO
0.6649,YES
0.4826,NO
0.35600000000000004,YES
0.2308,NO
0.2483,NO
0.5258,NO
0.3342,NO
1.0,YES
0.6789,NO
1.0,YES
0.2097,NO
0.1547,NO
0.5465,YES
0.2156,NO
0.1735,NO
1.0,YES
0.1827,NO
0.1097,NO
0.9727,YES
0.191,NO
1.0,YES
0.1629,NO
0.4151,NO
0.3203,NO
0.2894,NO
0.171,NO
0.5205,NO
0.1398,NO
0.537,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.2365,NO
0.3767,NO
0.3693,NO
0.8926,YES
0.3359,NO
1.0,YES
0.1805,NO
0.2207,NO
0.5787,YES
1.0,YES
0.8408,YES
0.982,YES
0.2941,NO
0.1312,NO
0.982,YES
0.8445,NO
0.982,YES
0.4402,NO
0.445,NO
0.4298,NO
0.4439,NO
0.1089,NO
1.0,YES
0.1052,NO
1.0,YES
0.3365,NO
1.0,YES
0.8445,NO
0.8778,NO
0.8778,NO
0.8778,NO
0.982,YES
0.8778,NO
0.982,YES
0.1636,NO
0.3162,NO
0.6768,YES
0.1762,NO
0.1984,NO
0.6763,YES
0.1681,NO
0.153,NO
1.0,YES
0.439,NO
1.0,YES
0.439,NO
0.38799999999999996,NO
0.3363,NO
0.3363,NO
0.1775,NO
0.3099,NO
0.1654,NO
0.5394,NO
0.3011,NO
0.3164,NO
0.3581,NO
0.6038,NO
0.6038,NO
0.6038,NO
0.6579999999999999,YES
0.6038,NO
1.0,YES
0.2203,NO
0.2203,NO
0.41200000000000003,YES
1.0,YES
0.8452,YES
0.6136,YES
0.2203,NO
0.2091,NO
0.6136,YES
0.3283,NO
0.6136,YES
0.4207,NO
0.7871,NO
0.7602,NO
0.7852,NO
0.2203,NO
1.0,YES
0.2203,NO
1.0,YES
0.2032,NO
1.0,YES
0.4207,NO
0.4207,NO
0.4726,NO
0.4207,NO
0.6136,YES
0.4207,NO
0.6136,YES
1.0,YES
0.345,YES
0.3634,NO
0.4952,NO
0.3796,NO
0.4952,NO
0.9109,YES
1.0,YES
0.4952,NO
0.3269,NO
0.4952,NO
0.4076,NO
0.5451,NO
0.5915,NO
0.5915,NO
0.9109,YES
0.4952,NO
0.9606,YES
0.3642,NO
0.9717,YES
0.2458,NO
0.4076,NO
0.4076,NO
0.4076,NO
0.4076,NO
0.4952,NO
0.4076,NO
0.4952,NO
0.2097,NO
0.3141,NO
0.6768,YES
1.0,YES
0.7667,YES
1.0,YES
0.2995,NO
0.1381,NO
1.0,YES
0.2684,NO
1.0,YES
0.2684,NO
0.4151,NO
0.3838,NO
0.2894,NO
0.1297,NO
1.0,YES
0.0775,NO
0.7355,YES
0.2776,NO
0.4963,YES
0.2189,NO
0.3721,NO
0.5729,NO
0.3693,NO
1.0,YES
0.5692,NO
1.0,YES
0.16399999999999998,NO
0.2248,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.2995,NO
0.1337,NO
1.0,YES
0.3262,NO
1.0,YES
0.2157,NO
0.2872,NO
0.2286,NO
0.2097,NO
0.0948,NO
1.0,YES
0.0882,NO
0.7355,YES
0.2963,NO
0.4963,YES
0.467,NO
0.7974,NO
0.7974,NO
0.7974,NO
1.0,YES
0.7974,NO
1.0,YES
0.162,NO
0.3162,NO
1.0,YES
0.5515,YES
0.4228,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.5224,NO
1.0,YES
0.5224,NO
0.38799999999999996,NO
0.2454,NO
0.2479,NO
0.2034,NO
0.5515,YES
0.1975,NO
0.6649,YES
0.506,NO
0.35600000000000004,YES
0.4261,NO
0.4673,NO
0.5729,NO
0.5224,NO
1.0,YES
0.6789,NO
1.0,YES
0.1943,NO
0.3162,NO
0.6519,YES
1.0,YES
0.7667,YES
1.0,YES
0.2995,NO
0.1337,NO
1.0,YES
0.2044,NO
1.0,YES
0.1223,NO
0.38799999999999996,NO
0.3723,NO
0.2606,NO
0.1047,NO
1.0,YES
0.1016,NO
0.7355,YES
0.506,NO
0.4963,YES
0.2023,NO
0.3721,NO
0.5518,NO
0.3307,NO
1.0,YES
0.5482,NO
1.0,YES
0.1709,NO
0.2248,NO
0.5483,YES
1.0,YES
0.9338,YES
1.0,YES
0.2995,NO
0.1337,NO
1.0,YES
0.3272,NO
1.0,YES
0.4755,NO
0.4862,NO
0.4875,NO
0.4875,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1508,NO
1.0,YES
0.4755,NO
0.4755,NO
0.4755,NO
0.4755,NO
1.0,YES
0.4755,NO
1.0,YES
0.1709,NO
0.1855,NO
0.41200000000000003,YES
1.0,YES
1.0,YES
0.7440000000000001,YES
0.2229,NO
0.1131,NO
0.7440000000000001,YES
0.1836,NO
0.7440000000000001,YES
0.1342,NO
0.2276,NO
0.3152,NO
0.2833,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1449,NO
1.0,YES
0.196,NO
0.2769,NO
0.4726,NO
0.24600000000000002,NO
0.7440000000000001,YES
0.3437,NO
0.7440000000000001,YES
0.2769,NO
0.4212,NO
0.3139,NO
0.3776,NO
0.3776,NO
0.2898,NO
0.4548,NO
0.1391,NO
0.3725,NO
0.2115,NO
0.4141,NO
0.3073,NO
1.0,YES
1.0,YES
1.0,YES
0.243,NO
0.4823,NO
0.243,NO
0.2843,NO
0.2082,NO
0.2271,NO
0.3073,NO
0.3073,NO
0.3073,NO
0.3073,NO
0.3219,NO
0.3073,NO
0.6436,NO
1.0,YES
1.0,YES
0.2752,NO
0.2269,NO
0.1739,NO
0.2269,NO
1.0,YES
1.0,YES
0.2269,NO
0.2238,NO
0.2269,NO
0.3252,NO
0.2747,NO
0.2981,NO
0.2981,NO
1.0,YES
0.2269,NO
1.0,YES
0.18899999999999997,NO
1.0,YES
0.18899999999999997,NO
0.3252,NO
0.3252,NO
0.3252,NO
0.3252,NO
0.2269,NO
0.3252,NO
0.2269,NO
0.1709,NO
0.1793,NO
0.425,YES
1.0,YES
1.0,YES
0.7752,YES
0.2322,NO
0.1036,NO
0.7752,YES
0.1584,NO
0.7752,YES
0.1004,NO
0.3922,NO
0.4256,NO
0.4256,NO
0.0554,NO
1.0,YES
0.0871,NO
1.0,YES
0.1697,NO
1.0,YES
0.1622,NO
0.2885,NO
0.3911,NO
0.2563,NO
0.7752,YES
0.3581,NO
0.7752,YES
0.9740000000000001,YES
0.316,YES
0.3473,NO
0.3075,NO
0.2357,NO
0.3075,NO
1.0,YES
0.9740000000000001,YES
0.3075,NO
0.1017,NO
0.3075,NO
0.1058,NO
0.1741,NO
0.1373,NO
0.132,NO
1.0,YES
0.3075,NO
1.0,YES
0.2261,NO
1.0,YES
0.2137,NO
0.1226,NO
0.2094,NO
0.2094,NO
0.2094,NO
0.3075,NO
0.2094,NO
0.3075,NO
0.267,NO
0.3133,NO
0.6593,NO
0.3384,NO
0.2874,NO
0.6773,NO
0.2831,NO
0.2605,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.501,NO
0.5436,NO
0.5436,NO
0.2831,NO
0.5985,NO
0.2886,NO
0.4343,NO
0.2831,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.2823,NO
0.2289,NO
0.1755,NO
0.2289,NO
1.0,YES
1.0,YES
0.2289,NO
0.1431,NO
0.2289,NO
0.1095,NO
0.2369,NO
0.257,NO
0.257,NO
1.0,YES
0.2289,NO
1.0,YES
0.1897,NO
1.0,YES
0.1897,NO
0.1431,NO
0.1431,NO
0.1431,NO
0.0773,NO
0.2289,NO
0.1107,NO
0.2289,NO
0.3943,NO
0.3133,NO
0.6593,NO
0.6139,NO
0.2874,NO
0.6773,NO
0.418,NO
0.3846,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.3752,NO
0.4072,NO
0.4072,NO
0.418,NO
0.5985,NO
0.418,NO
0.4343,NO
0.418,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
