50Traced_NONETRACED_MAX_RAW_VSM_93_SUM,Associated
0.1379980563654033,NO
0.03492063492063492,NO
0.22928409459021704,NO
0.23997408487204408,NO
0.11668286362163917,NO
0.23168124392614192,NO
0.147910592808552,NO
0.10087463556851312,NO
0.18263686426951736,NO
0.7888564949789442,YES
0.11311953352769681,NO
0.8478781988986072,YES
0.2702947845804989,NO
0.24437965662455458,NO
0.2570780693229673,NO
0.09750566893424038,NO
0.15024295432458695,NO
0.10515063168124393,NO
0.12160673793326858,NO
0.1666990605766116,NO
0.15238095238095234,NO
0.6793650793650795,YES
0.33197278911564626,YES
0.7369614512471656,YES
0.40187884677680596,YES
0.22896015549076776,NO
0.2927761580822805,YES
0.16119209588597344,NO
0.33735017816650475,YES
0.25545837382572073,YES
0.2905085843861354,NO
0.15380628441852934,NO
0.12588273404599937,NO
0.13041788143828958,NO
0.8846128927761582,YES
0.6908973113054746,YES
0.16041464204729516,NO
0.12432782636864272,NO
0.13560090702947847,NO
0.12445740200842241,NO
0.21632653061224488,NO
0.17887917071590542,NO
0.20038872691933918,NO
0.2553935860058309,YES
0.11771946873987692,NO
0.31538710722384194,YES
0.028701004211208296,NO
0.4419177194687399,YES
0.03219954648526077,NO
0.13929381276320052,NO
0.10975056689342404,NO
0.13592484612892775,NO
0.06426951733074182,NO
0.21950113378684805,NO
0.11266601878846776,NO
0.16151603498542277,NO
0.14765144152899257,NO
0.14000647878198902,NO
0.24139941690962097,NO
0.3054745707806932,NO
0.21781665046971171,NO
0.280919987042436,NO
0.20466472303206995,NO
0.1261418853255588,NO
0.22150955620343377,NO
0.9252348558471009,YES
0.17635244574020087,NO
0.7594428247489473,YES
0.21166180758017494,NO
0.24029802397149336,NO
0.14985422740524784,NO
0.20835762876579206,NO
0.20382248137350178,NO
0.1753158406219631,NO
0.21736313573048271,NO
0.20686750890832528,NO
0.25863297700032395,NO
0.9181729834791059,YES
0.5553611920958861,YES
0.8655652737285391,YES
0.7436345966958213,YES
0.23453190800129575,NO
0.7537414965986396,YES
0.164172335600907,NO
0.3523161645610626,YES
0.202332361516035,YES
0.29011985746679625,NO
0.16747651441528993,NO
0.1574344023323615,NO
0.17317784256559765,NO
0.8514415289925495,YES
0.7094266277939748,YES
