50Traced_NONETRACED_SUM_SINGLE_VSM_85_MAX,Associated
0.2176,NO
0.5224,NO
0.7225,NO
0.92,NO
0.725,NO
0.6514,NO
0.5628,NO
0.0679,NO
0.3145,NO
2.076,YES
0.7862,NO
2.5582,YES
0.2427,NO
0.4615,NO
0.2223,NO
0.4496,NO
0.894,NO
0.2241,NO
0.9666,NO
0.7196,NO
0.6803,NO
2.6167,YES
2.2179,YES
2.6662,YES
2.2611,YES
0.6268,NO
1.875,YES
0.7902,NO
1.7552,YES
2.7883,YES
1.7025,NO
1.0862,NO
1.0825,NO
1.2974,NO
2.6097,YES
1.5923,YES
1.0157,NO
0.6965,NO
1.2723,NO
0.9209,NO
0.4698,NO
0.7239,NO
0.7608,NO
2.545,YES
1.5327,NO
1.7443,YES
1.1462,NO
2.5386,YES
1.0854,NO
1.1107,NO
1.0285,NO
1.1166,NO
0.8319,NO
1.1955,NO
0.8358,NO
1.2713,NO
0.3555,NO
0.8226,NO
1.1611,NO
0.8296,NO
0.9079999999999999,NO
0.823,NO
0.7951,NO
0.0944,NO
0.6565,NO
2.8099,YES
1.2853,NO
3.5416,YES
0.33899999999999997,NO
0.7687,NO
0.4506,NO
0.446,NO
0.907,NO
0.2346,NO
1.2255,NO
0.672,NO
0.8905,NO
3.488,YES
3.1773,YES
3.7094,YES
2.8359,YES
1.0276,NO
2.9203,YES
1.0619,NO
1.8269,YES
2.8897,YES
1.9240000000000002,NO
0.1662,NO
0.2076,NO
1.5942,NO
2.121,YES
1.7378,YES
1.3054,NO
0.4871,NO
1.6201,NO
0.536,NO
0.2289,NO
0.2688,NO
0.3715,NO
2.7072,YES
0.6073,NO
1.9688,YES
0.6023,NO
2.7442,YES
0.2453,NO
0.8345,NO
0.7483,NO
0.6536,NO
0.5026,NO
1.6314,NO
0.2179,NO
1.6762,NO
0.5635,NO
0.7864,NO
2.026,YES
4.532,YES
4.5419,YES
1.9472,YES
1.0093,NO
0.4118,NO
1.7087,YES
0.2829,NO
1.8529,YES
0.3803,NO
0.2165,NO
0.1934,NO
0.7748,NO
0.4106,NO
4.662,YES
0.4546,NO
4.6082,YES
0.2986,NO
4.032,YES
0.6772,NO
0.7674,NO
1.5777,NO
0.5012,NO
1.9581,YES
0.7724,NO
1.4577,YES
0.5428,NO
0.765,NO
0.5579999999999999,NO
0.4769,NO
0.5131,NO
0.2891,NO
0.8701,NO
0.252,NO
0.4051,NO
2.5602,YES
0.8267,NO
3.2745,YES
0.6412,NO
1.0453,NO
0.635,NO
