50Traced_NONETRACED_SUM_SINGLE_LSA_82_SUM,Associated
0.07711367965739985,NO
0.07878944126956847,NO
0.10054569673011644,NO
0.23821595840673743,NO
0.01334880190206104,NO
0.13619501854795973,NO
0.13835775362007477,NO
0.06322061330010455,NO
0.04285366447528609,NO
0.4190693077815495,YES
0.06465288818229993,NO
0.49085492487718246,YES
0.09495982468955443,NO
0.1263839356049213,NO
0.12390610005872328,NO
0.1057735000501296,NO
0.2333462238072731,NO
0.07360460619602113,NO
0.06380784600180467,NO
0.06644323178504419,NO
0.04872599149228719,NO
0.46349847462725047,YES
0.397771380283304,YES
0.38119995989630334,YES
0.4769332130222433,YES
0.10172016213351666,NO
0.32564201721594416,YES
0.0789899597530758,NO
0.25931336742147554,YES
0.32463942479840735,YES
0.11701685787536344,NO
0.07307466448960885,NO
0.07025308297168392,NO
0.11840616451109297,NO
0.2913390337873645,YES
0.2525387072286913,YES
0.057333963534281496,NO
0.026411148827683004,NO
0.09159397871639524,NO
0.016413870149959185,NO
0.13625230954324757,NO
0.1311104427161661,NO
0.13943195978172132,NO
0.1956487489078904,YES
0.1179908047952563,NO
0.2499749351895616,YES
0.08219825548919349,NO
0.2659304773772182,YES
0.07154213036565978,NO
0.0,NO
0.06515418439106833,NO
0.05153325026139016,NO
0.008837136023145564,NO
0.10416935218207078,NO
0.0037812056889958354,NO
0.11758976782824161,NO
0.06790415216488348,NO
0.09275412137097351,NO
0.1795070109855484,NO
0.3497472034832926,NO
0.10951173749265959,NO
0.25440066457554533,NO
0.11521219152379723,NO
0.038470903335768206,NO
0.1347770664145863,NO
0.501525372749538,YES
0.27526890960913225,NO
0.5987911599994271,YES
0.11472521806385082,NO
0.16830662140678038,NO
0.14010512897635316,NO
0.09152236497228547,NO
0.3476704049041092,NO
0.04252424125238115,NO
0.195777653647288,NO
0.037296437932367976,NO
0.1729328692762715,NO
0.6417737292141108,YES
0.5285094315300992,YES
0.5842822154427878,YES
0.5472865552356807,YES
0.25871181197095344,NO
0.4725647746315473,YES
0.16216216216216217,NO
0.4370873257995675,YES
0.46613386041049,YES
0.30623469256219654,NO
0.2999183603317149,NO
0.2363253555622395,NO
0.29851473094716335,NO
0.3634397513570805,YES
0.38512439307351864,YES
0.20789469915066103,NO
0.15812314699437116,NO
0.2615190707400565,NO
0.19312794511522655,NO
0.1444449218694052,NO
0.1865251579083058,NO
0.22952204987181143,NO
0.24441770864664347,YES
0.3784213466248442,NO
0.39477792577951565,YES
0.28814506080006874,NO
0.41482977413025107,YES
0.25016113092424697,NO
0.19355762757988515,NO
0.2133946346982913,NO
0.2323579541385583,NO
0.2082957361176757,NO
0.28049671292914535,NO
0.17310474226213496,NO
0.23320299631905356,NO
0.07851730904195134,NO
0.1099414199573182,NO
0.282473252266575,YES
0.5682980277574872,YES
0.5703605035878486,YES
0.3322304816740429,YES
