50Traced_NONETRACED_SUM_RAW_LSA_0_MEDIAN,Associated
0.3268,NO
0.0842,NO
0.7891,NO
0.4868,NO
0.4558,NO
0.726,NO
0.17,NO
0.3924,NO
0.5599,NO
1.2088,YES
0.5004,NO
0.7826,YES
0.2427,NO
0.3835,NO
0.2223,NO
0.2466,NO
0.5734,NO
0.3998,NO
0.3826,NO
0.2179,NO
0.4036,NO
1.3495,YES
0.9121,YES
0.7258,YES
0.5306,YES
0.5874,NO
0.6668,YES
0.5259,NO
0.6426,YES
0.428,YES
0.5946,NO
0.299,NO
0.2304,NO
0.7361,NO
0.6004,YES
1.5719,YES
0.3868,NO
0.3998,NO
0.5215,NO
0.3818,NO
0.1797,NO
0.282,NO
0.2589,NO
0.3697,YES
0.4933,NO
1.4942,YES
0.2868,NO
0.452,YES
0.1828,NO
0.3619,NO
0.2932,NO
0.2314,NO
0.1373,NO
0.5836,NO
0.2853,NO
0.3852,NO
0.2703,NO
0.1534,NO
0.6384,NO
0.3161,NO
0.2108,NO
0.6282,NO
0.1888,NO
0.218,NO
0.3993,NO
1.6699,YES
0.5163,NO
0.9843,YES
0.205,NO
0.3156,NO
0.2887,NO
0.2781,NO
0.5472,NO
0.3265,NO
0.2576,NO
0.1755,NO
0.42100000000000004,NO
1.5827,YES
1.2462,YES
1.0942,YES
0.8221,YES
0.4399,NO
1.1464,YES
0.4273,NO
0.2985,YES
0.3413,YES
0.5192,NO
0.4594,NO
0.3982,NO
0.518,NO
0.44799999999999995,YES
0.6995,YES
0.4548,NO
0.5033,NO
0.2877,NO
0.3902,NO
0.2289,NO
0.5422,NO
0.3653,NO
0.2597,YES
0.5617,NO
0.6155,YES
0.3976,NO
0.3081,YES
0.3,NO
0.3933,NO
0.3122,NO
0.3567,NO
0.2053,NO
0.4478,NO
0.3205,NO
0.3525,NO
0.5306,NO
0.1496,NO
1.7038,YES
3.5005,YES
2.6648,YES
1.8952,YES
0.4168,NO
0.3004,NO
1.972,YES
0.3161,NO
0.8116,YES
0.2161,NO
0.2221,NO
0.6344,NO
0.3504,NO
0.2592,NO
3.0507,YES
0.1822,NO
2.4068,YES
0.1417,NO
2.0492,YES
0.5127,NO
0.1495,NO
0.7287,NO
0.3993,NO
1.6279,YES
0.5111,NO
1.5794,YES
0.6354,NO
0.1612,NO
0.9297,NO
0.6803,NO
0.5636,NO
0.7757,NO
0.449,NO
0.4176,NO
0.7757,NO
3.4743,YES
0.3044,NO
2.3563,YES
0.1987,NO
0.4234,NO
0.23600000000000002,NO
0.4798,NO
0.9127,NO
0.5471,NO
0.4114,NO
0.2019,NO
0.5595,NO
2.5925,YES
2.1404,YES
1.9695,YES
1.6117,YES
0.4877,NO
2.374,YES
0.5877,NO
0.3209,NO
0.0774,NO
1.2877,YES
1.9895,YES
1.7632,YES
1.2843,YES
0.223,NO
0.1594,NO
1.3199,YES
0.428,NO
0.4614,YES
0.2551,NO
0.2252,NO
0.5274,NO
0.3618,NO
0.1547,NO
1.906,YES
0.141,NO
