50Traced_NONETRACED_MAX_SINGLE_LSA_76_MAX,Associated
0.0737,NO
0.1091,NO
0.1144,NO
0.2164,NO
0.3369,NO
0.1246,NO
0.1963,NO
0.0679,NO
0.1689,NO
1.0,YES
0.0884,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3701,NO
0.1438,NO
0.4176,NO
0.1109,NO
0.1689,NO
0.2179,NO
0.2553,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.2434,NO
1.0,YES
1.0,YES
0.3362,NO
0.3639,NO
0.27899999999999997,NO
0.2491,NO
1.0,YES
1.0,YES
0.3639,NO
0.1056,NO
0.2286,NO
0.1058,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.2735,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
0.1688,NO
0.1196,NO
0.1916,NO
0.0802,NO
0.2572,NO
0.1185,NO
0.3639,NO
0.2057,NO
0.1534,NO
0.1827,NO
0.3063,NO
0.3369,NO
0.3329,NO
0.2252,NO
0.1135,NO
0.444,NO
1.0,YES
0.1924,NO
1.0,YES
0.205,NO
0.2391,NO
0.2136,NO
0.3123,NO
0.4176,NO
0.1268,NO
0.3063,NO
0.1755,NO
0.3063,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2165,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3356,NO
0.3722,NO
0.3722,NO
0.5415,NO
1.0,YES
1.0,YES
0.5415,NO
0.1182,NO
0.4054,NO
0.1656,NO
0.7021,NO
0.7021,NO
0.7021,NO
1.0,YES
0.3638,NO
1.0,YES
0.28600000000000003,NO
1.0,YES
0.2239,NO
0.1688,NO
0.1242,NO
0.2605,NO
0.1234,NO
0.5415,NO
0.2947,NO
0.4748,NO
0.1709,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.1337,NO
1.0,YES
0.3019,NO
0.6283,YES
0.22399999999999998,NO
0.2165,NO
0.1934,NO
0.2833,NO
0.0921,NO
1.0,YES
0.0921,NO
1.0,YES
0.2026,NO
1.0,YES
0.3405,NO
0.3338,NO
0.5265,NO
0.1918,NO
0.7068,YES
0.2353,NO
1.0,YES
0.2565,NO
0.1064,NO
0.1975,NO
0.2582,NO
0.3369,NO
0.2356,NO
0.1895,NO
0.2502,NO
0.2731,NO
1.0,YES
0.1577,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.2719,NO
0.4176,NO
0.2719,NO
0.1909,NO
0.2719,NO
0.1694,NO
1.0,YES
1.0,YES
1.0,YES
0.9651,YES
0.2226,NO
0.9651,YES
0.2423,NO
0.146,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.2196,NO
0.1337,NO
1.0,YES
0.4043,NO
0.6283,YES
0.5875,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.2026,NO
1.0,YES
0.3405,NO
0.5875,NO
0.5265,NO
0.5875,NO
0.7068,YES
0.5875,NO
1.0,YES
0.2332,NO
0.1856,NO
0.2381,NO
0.19,NO
0.1965,NO
0.1997,NO
0.2332,NO
0.2332,NO
0.2289,NO
0.6882,YES
0.2045,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.1856,NO
0.2942,NO
0.2332,NO
0.1138,NO
0.2266,NO
0.1755,NO
0.5181,YES
1.0,YES
0.5155,YES
1.0,YES
0.2405,NO
1.0,YES
0.2836,NO
0.2057,NO
0.1825,NO
0.3387,NO
0.3031,NO
0.2653,NO
0.4039,NO
0.2344,NO
0.1825,NO
0.444,NO
1.0,YES
0.4039,NO
1.0,YES
0.1567,NO
0.2391,NO
0.1733,NO
0.3249,NO
0.3289,NO
0.1825,NO
0.31,NO
0.1825,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4039,NO
1.0,YES
0.3939,NO
0.2093,NO
0.1246,NO
0.242,NO
0.4413,NO
0.3384,NO
0.3464,NO
0.2344,NO
0.2093,NO
0.4413,NO
1.0,YES
0.2773,NO
1.0,YES
0.2866,NO
0.2866,NO
0.2866,NO
0.3249,NO
0.4176,NO
0.2093,NO
0.4413,NO
0.2034,NO
0.4413,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3119,NO
0.8982,YES
0.4413,NO
0.2057,NO
0.1109,NO
0.1435,NO
0.3031,NO
0.3369,NO
0.2615,NO
0.1769,NO
0.1135,NO
0.444,NO
1.0,YES
0.0886,NO
1.0,YES
0.2846,NO
0.2846,NO
0.2846,NO
0.2453,NO
0.4176,NO
0.0824,NO
0.1455,NO
0.1702,NO
0.1518,NO
1.0,YES
1.0,YES
1.0,YES
0.755,YES
0.1375,NO
1.0,YES
0.3939,NO
0.2069,NO
0.3233,NO
1.0,YES
0.6673,YES
0.5116,YES
1.0,YES
0.3986,NO
0.2018,NO
1.0,YES
0.2963,NO
1.0,YES
0.7244,NO
0.441,NO
0.441,NO
0.441,NO
0.2557,NO
0.5205,YES
0.2194,NO
0.6673,YES
0.3901,NO
0.6673,YES
0.7244,NO
0.4261,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.1799,NO
0.3233,NO
0.7929999999999999,YES
0.2156,NO
0.1949,NO
1.0,YES
0.3772,NO
0.134,NO
1.0,YES
0.2628,NO
0.8915,YES
0.1528,NO
0.3385,NO
0.4246,NO
0.3385,NO
0.171,NO
0.5293,NO
0.1398,NO
0.4278,NO
0.1588,NO
0.3889,NO
0.2695,NO
0.2365,NO
0.5719,NO
0.2817,NO
1.0,YES
0.6436,NO
1.0,YES
0.1805,NO
0.2248,NO
0.5483,YES
1.0,YES
0.8408,YES
0.6847,YES
0.1616,NO
0.1537,NO
1.0,YES
0.4316,NO
0.6283,YES
0.8778,NO
0.445,NO
0.445,NO
0.445,NO
0.1146,NO
1.0,YES
0.1537,NO
1.0,YES
0.1704,NO
1.0,YES
0.8778,NO
0.6271,NO
0.8778,NO
0.6271,NO
0.7068,YES
0.8778,NO
1.0,YES
0.1636,NO
0.3162,NO
0.9109,YES
0.5126,NO
0.39299999999999996,NO
1.0,YES
0.3184,NO
0.153,NO
0.8237,YES
0.159,NO
1.0,YES
0.1456,NO
0.38799999999999996,NO
0.2235,NO
0.2479,NO
0.2042,NO
0.3853,NO
0.1654,NO
0.6151,NO
0.3116,NO
0.5126,NO
0.2571,NO
0.1764,NO
0.5218,NO
0.3738,NO
1.0,YES
0.5796,NO
0.9109,YES
0.1943,NO
0.2956,NO
0.3613,YES
1.0,YES
1.0,YES
0.4202,YES
0.3191,NO
0.0976,NO
0.6136,YES
0.3283,NO
0.498,YES
0.22399999999999998,NO
0.7016,NO
0.7016,NO
0.7016,NO
0.1067,NO
1.0,YES
0.0718,NO
0.877,YES
0.2026,NO
1.0,YES
0.3405,NO
0.3338,NO
0.32299999999999995,NO
0.3283,NO
0.4337,YES
0.2177,NO
0.6136,YES
1.0,YES
1.0,YES
0.3634,NO
0.1772,NO
0.1459,NO
0.3012,NO
1.0,YES
1.0,YES
0.2481,NO
0.0758,NO
0.3012,NO
0.067,NO
0.6218,NO
0.6218,NO
0.6218,NO
1.0,YES
0.1933,NO
1.0,YES
0.1853,NO
1.0,YES
0.053,NO
0.1688,NO
0.1285,NO
0.1259,NO
0.1193,NO
0.3012,NO
0.1746,NO
0.409,NO
0.1585,NO
0.3141,NO
1.0,YES
0.5710000000000001,YES
0.4378,YES
1.0,YES
0.3502,NO
0.1244,NO
0.9284,YES
0.2684,NO
1.0,YES
0.4834,NO
0.5147,NO
0.5147,NO
0.5147,NO
0.1612,NO
0.4832,YES
0.0773,NO
0.611,YES
0.2459,NO
0.5710000000000001,YES
0.4834,NO
0.2843,NO
0.5729,NO
0.3713,NO
0.9932,YES
0.5975,NO
1.0,YES
0.2339,NO
0.3233,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.3986,NO
0.2339,NO
1.0,YES
0.6074,NO
1.0,YES
0.7974,NO
0.2683,NO
0.4246,NO
0.2894,NO
0.2557,NO
0.7517,YES
0.2339,NO
1.0,YES
0.3901,NO
1.0,YES
0.7974,NO
0.6074,NO
0.7974,NO
0.4814,NO
1.0,YES
0.7974,NO
1.0,YES
0.1585,NO
0.2768,NO
1.0,YES
0.5515,YES
0.4228,YES
1.0,YES
0.3986,NO
0.1622,NO
1.0,YES
0.5224,NO
1.0,YES
0.2811,NO
0.3397,NO
0.2454,NO
0.2235,NO
0.2557,NO
0.6709999999999999,YES
0.1975,NO
0.6709999999999999,YES
0.3901,NO
0.6709999999999999,YES
0.5224,NO
0.4673,NO
0.5729,NO
0.5224,NO
1.0,YES
0.6789,NO
1.0,YES
0.1585,NO
0.3233,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.3986,NO
0.134,NO
1.0,YES
0.2044,NO
1.0,YES
0.4433,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.2557,NO
0.7517,YES
0.1171,NO
1.0,YES
0.3901,NO
1.0,YES
0.4433,NO
0.2608,NO
0.5729,NO
0.3738,NO
1.0,YES
0.6789,NO
1.0,YES
0.1709,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.1337,NO
1.0,YES
0.2819,NO
0.6283,YES
0.2091,NO
0.4862,NO
0.4862,NO
0.4862,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1892,NO
1.0,YES
0.318,NO
0.3338,NO
0.5265,NO
0.2464,NO
0.7068,YES
0.1408,NO
1.0,YES
0.1709,NO
0.1672,NO
0.5615,YES
1.0,YES
1.0,YES
0.5094,YES
0.257,NO
0.1131,NO
0.7440000000000001,YES
0.4584,NO
0.5679,YES
0.2466,NO
0.1448,NO
0.1873,NO
0.2833,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.2191,NO
1.0,YES
0.4584,NO
0.41,NO
0.4167,NO
0.4584,NO
0.5615,YES
0.3812,NO
0.7440000000000001,YES
0.2769,NO
0.4212,NO
0.1419,NO
0.3247,NO
0.3169,NO
0.4172,NO
0.4548,NO
0.243,NO
0.2592,NO
0.2115,NO
0.1776,NO
0.3073,NO
1.0,YES
1.0,YES
1.0,YES
0.243,NO
0.4823,NO
0.243,NO
0.2584,NO
0.243,NO
0.1907,NO
0.1609,NO
0.3073,NO
0.1414,NO
0.3073,NO
0.2372,NO
0.3073,NO
0.6577,NO
1.0,YES
1.0,YES
0.2752,NO
0.18899999999999997,NO
0.18899999999999997,NO
0.1763,NO
1.0,YES
1.0,YES
0.1763,NO
0.2238,NO
0.132,NO
0.3252,NO
0.2981,NO
0.2981,NO
0.2981,NO
1.0,YES
0.21600000000000003,NO
1.0,YES
0.1452,NO
1.0,YES
0.21600000000000003,NO
0.1688,NO
0.3252,NO
0.1441,NO
0.3252,NO
0.1763,NO
0.3252,NO
0.1919,NO
0.1584,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.2382,NO
0.1337,NO
1.0,YES
0.3019,NO
0.6283,YES
0.22399999999999998,NO
0.369,NO
0.369,NO
0.369,NO
0.0949,NO
1.0,YES
0.0665,NO
1.0,YES
0.2026,NO
1.0,YES
0.3405,NO
0.3094,NO
0.5265,NO
0.2039,NO
0.7068,YES
0.2583,NO
1.0,YES
0.9740000000000001,YES
0.316,YES
0.3473,NO
0.2137,NO
0.2137,NO
0.33399999999999996,NO
0.9740000000000001,YES
0.9740000000000001,YES
0.33399999999999996,NO
0.1725,NO
0.2501,NO
0.2506,NO
0.3489,NO
0.3489,NO
0.3489,NO
1.0,YES
0.2088,NO
1.0,YES
0.1642,NO
1.0,YES
0.1286,NO
0.1298,NO
0.2506,NO
0.1607,NO
0.2506,NO
0.33399999999999996,NO
0.2506,NO
0.245,NO
0.1685,NO
0.22899999999999998,NO
0.1901,NO
0.3471,NO
0.3471,NO
0.3464,NO
0.2472,NO
0.1685,NO
0.1991,NO
1.0,YES
0.1251,NO
1.0,YES
0.5436,NO
0.5436,NO
0.5436,NO
0.3249,NO
0.3393,NO
0.1685,NO
0.2668,NO
0.2072,NO
0.2089,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.1408,NO
1.0,YES
0.3499,NO
1.0,YES
1.0,YES
0.2823,NO
0.1584,NO
0.1355,NO
0.1955,NO
1.0,YES
1.0,YES
0.1955,NO
0.1079,NO
0.1464,NO
0.1102,NO
0.2636,NO
0.2636,NO
0.2636,NO
1.0,YES
0.2282,NO
1.0,YES
0.1509,NO
1.0,YES
0.2282,NO
0.1688,NO
0.1179,NO
0.1274,NO
0.0773,NO
0.1955,NO
0.1102,NO
0.1734,NO
0.3943,NO
0.2677,NO
0.1799,NO
0.3031,NO
0.1992,NO
0.2215,NO
0.2677,NO
0.3846,NO
0.444,NO
0.6882,YES
0.1974,NO
1.0,YES
0.2438,NO
0.2391,NO
0.2176,NO
0.418,NO
0.2942,NO
0.418,NO
0.2598,NO
0.418,NO
0.2598,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2215,NO
1.0,YES
0.3939,NO
