50Traced_NONETRACED_SUM_RAW_VSM_79_MAX,Associated
0.3098,NO
0.384,NO
0.2962,NO
0.3258,NO
0.4369,NO
0.2198,NO
0.419,NO
0.3643,NO
0.2411,NO
1.8304,YES
0.1371,NO
0.6932,YES
0.3115,NO
0.4009,NO
0.2223,NO
0.1352,NO
0.6053,NO
0.1474,NO
0.3453,NO
0.2179,NO
0.3106,NO
0.7157,YES
1.8237,YES
1.3566,YES
1.1769,YES
0.3948,NO
1.6994,YES
0.1205,NO
1.2924,YES
1.4513,YES
0.4764,NO
0.2638,NO
0.2465,NO
0.4426,NO
2.1885,YES
2.4143,YES
0.3639,NO
0.3832,NO
0.1545,NO
0.1956,NO
0.1797,NO
0.1824,NO
0.1551,NO
0.4472,YES
0.24100000000000002,NO
1.4724,YES
0.2096,NO
0.6594,YES
0.2183,NO
0.1886,NO
0.3274,NO
0.2609,NO
0.22399999999999998,NO
0.3004,NO
0.3902,NO
0.4474,NO
0.3445,NO
0.3905,NO
0.496,NO
0.4688,NO
0.3998,NO
0.3718,NO
0.4959,NO
0.4961,NO
0.3245,NO
2.4995,YES
0.1837,NO
0.7448,YES
0.2105,NO
0.4041,NO
0.2136,NO
0.1919,NO
0.4371,NO
0.2647,NO
0.2848,NO
0.2108,NO
0.2202,NO
1.5079,YES
2.5169,YES
1.9234,YES
0.9228,YES
0.3439,NO
1.9262,YES
0.2733,NO
1.5529,YES
1.2615,YES
0.3356,NO
0.19899999999999998,NO
0.2027,NO
0.618,NO
1.5979,YES
2.2407,YES
0.3898,NO
0.5382,NO
0.1932,NO
0.3293,NO
0.3796,NO
0.2148,NO
0.3281,NO
0.5777,YES
0.2493,NO
1.235,YES
0.1584,NO
0.6086,YES
0.2776,NO
0.3469,NO
0.4391,NO
0.2871,NO
0.1647,NO
0.3469,NO
0.45899999999999996,NO
0.3285,NO
0.3877,NO
0.2524,NO
1.1982,YES
2.4481,YES
2.6116,YES
1.2342,YES
0.4052,NO
0.3876,NO
0.9656,YES
0.4419,NO
0.5959,YES
0.314,NO
0.3131,NO
0.5046,NO
0.1934,NO
0.3145,NO
2.1416,YES
0.222,NO
2.2881,YES
0.2273,NO
1.2399,YES
0.2759,NO
0.7363,NO
0.4916,NO
0.3427,NO
0.9545,YES
0.5916,NO
0.8736,YES
0.2174,NO
0.2105,NO
1.018,NO
0.8423,NO
0.9923,NO
0.9512,NO
0.4827,NO
0.2408,NO
0.7011,NO
4.0907,YES
0.3384,NO
1.5373,YES
0.5263,NO
0.7388,NO
0.1689,NO
0.2108,NO
1.1074,NO
0.2706,NO
0.8269,NO
0.2444,NO
0.42100000000000004,NO
1.974,YES
4.1493,YES
2.7267,YES
1.6262,YES
0.9447,NO
3.5028,YES
0.4403,NO
0.3595,NO
0.1504,NO
1.4908,YES
1.2704,YES
1.8957,YES
1.5795,YES
0.1731,NO
0.1914,NO
1.423,YES
0.4565,NO
0.4726,YES
0.3662,NO
0.2775,NO
0.3763,NO
0.2375,NO
0.1707,NO
2.5367,YES
0.147,NO
2.5564,YES
0.2624,NO
1.537,YES
0.2612,NO
0.7961,NO
0.5978,NO
0.278,NO
1.4483,YES
0.5006,NO
0.6271,YES
0.1415,NO
0.1563,NO
0.8792,NO
0.3938,NO
0.6231,NO
0.8189,NO
0.2919,NO
0.1536,NO
0.7338,NO
1.9196,YES
0.35100000000000003,NO
0.721,YES
0.4114,NO
0.435,NO
0.2033,NO
0.0984,NO
0.5876,NO
