50Traced_NONETRACED_SUM_MULTI_VSM_11_MAX,Associated
1.2932,NO
0.68,NO
1.3605,NO
1.2589,NO
1.285,NO
1.817,NO
0.7140000000000001,NO
0.5036,NO
1.3524,NO
2.529,YES
1.3555,NO
2.4032,YES
0.8549,NO
1.6977,NO
0.5553,NO
0.7908,NO
1.3802,NO
1.2288,NO
1.0481,NO
0.7095,NO
0.8078,NO
2.0856,YES
2.2697,YES
2.3106,YES
2.3272,YES
1.777,NO
2.5986,YES
1.0184,NO
3.1886,YES
2.0953,YES
0.7513,NO
0.3704,NO
0.4894,NO
0.9362,NO
1.5073,YES
1.551,YES
0.9636,NO
0.9579,NO
0.8399,NO
0.9197,NO
0.3503,NO
1.3225,NO
0.2391,NO
2.194,YES
0.7062,NO
3.0205,YES
0.4127,NO
1.828,YES
0.4636,NO
0.8801,NO
0.8329,NO
1.0493,NO
0.8849,NO
1.16,NO
1.3026,NO
0.5436,NO
0.9724,NO
0.7025,NO
1.5289,NO
1.385,NO
1.3439,NO
2.3409,NO
0.7115,NO
0.3666,NO
1.6469999999999998,NO
3.6277,YES
1.6214,NO
3.2014,YES
0.8883,NO
1.895,NO
0.3959,NO
0.52,NO
1.2365,NO
1.3343,NO
0.9142,NO
0.4875,NO
0.728,NO
3.1807,YES
3.5492,YES
3.7461,YES
3.0638,YES
2.1569,NO
3.0421,YES
1.1315,NO
2.6234,YES
2.157,YES
1.0319,NO
0.8032,NO
0.9132,NO
1.2279,NO
1.4066,YES
1.1375,YES
0.9928,NO
0.6887,NO
1.1319,NO
0.4777,NO
0.9814,NO
1.895,NO
0.6329,NO
1.4698,YES
0.9731,NO
2.3129,YES
0.6934,NO
1.3619999999999999,YES
0.5525,NO
0.3725,NO
0.3665,NO
0.86,NO
0.4481,NO
1.4111,NO
0.9731,NO
1.1952,NO
1.4829,NO
0.5555,NO
1.2584,YES
3.1219,YES
2.952,YES
2.4661,YES
0.6389,NO
0.5597,NO
2.0832,YES
1.3918,NO
1.6851,YES
0.9892,NO
1.2693,NO
2.1252,NO
0.7235,NO
0.6284,NO
4.546,YES
0.8798,NO
4.1109,YES
0.4934,NO
3.0008,YES
1.0138,NO
1.0,NO
1.8372,NO
0.9762,NO
1.4755,YES
1.4949,NO
1.8726,YES
0.8425,NO
0.3151,NO
1.746,NO
1.7489,NO
1.6266,NO
2.7402,NO
0.6281,NO
0.433,NO
1.9644,NO
3.5132,YES
1.8062,NO
3.1161,YES
0.7309,NO
1.7496,NO
0.2612,NO
0.4743,NO
1.756,NO
1.1676,NO
1.3430000000000002,NO
0.4448,NO
1.2193,NO
3.287,YES
3.6713,YES
3.6974,YES
2.9849,YES
2.3393,NO
3.1249,YES
1.454,NO
1.0879,NO
0.5571,NO
0.9961,YES
2.7516,YES
2.4984,YES
2.0213,YES
0.6321,NO
0.2433,NO
1.3879,YES
1.5435,NO
1.1476,YES
0.9962,NO
0.7826,NO
1.5609,NO
0.4354,NO
0.3273,NO
3.0982,YES
0.6154,NO
3.0233,YES
0.142,NO
2.1984,YES
1.3376,NO
1.1806,NO
2.0725,NO
0.855,NO
1.12,YES
1.3294,NO
1.1071,YES
1.0055,NO
0.7855,NO
1.1971,NO
0.6886,NO
1.0164,NO
1.5585,NO
0.6381,NO
0.4381,NO
1.1593,NO
2.0592,YES
1.1275,NO
