50Traced_NONETRACED_SUM_MULTI_VSM_70_MAX,Associated
1.131,NO
0.3896,NO
0.9068,NO
1.9299,NO
0.972,NO
1.3754,NO
1.11,NO
0.5187,NO
1.1875,NO
2.7609,YES
1.3791,NO
2.5211,YES
0.7865,NO
0.7654,NO
0.3524,NO
0.975,NO
1.5915,NO
0.3663,NO
1.0346,NO
0.3958,NO
0.7505,NO
2.4591,YES
2.9218,YES
2.7885,YES
2.4357,YES
1.0114,NO
2.535,YES
1.2715,NO
1.8896,YES
1.3694,YES
1.1929,NO
0.8797,NO
0.6098,NO
1.6714,NO
2.2682,YES
1.4483,YES
1.1683,NO
0.5822,NO
1.1695,NO
0.5393,NO
0.4818,NO
0.3798,NO
0.4629,NO
2.2251,YES
1.153,NO
1.6432,YES
0.894,NO
1.2299,YES
0.7844,NO
0.3544,NO
0.4337,NO
0.7625,NO
0.5983,NO
1.3254,NO
0.6558,NO
1.4928,NO
1.2635,NO
0.2653,NO
0.7802,NO
2.5558,NO
0.9790000000000001,NO
1.2795,NO
1.0464,NO
0.4996,NO
1.3486,NO
3.4904,YES
0.9556,NO
3.2655,YES
0.6736,NO
0.6877,NO
0.259,NO
1.1795,NO
1.8869,NO
0.4048,NO
0.9599,NO
0.521,NO
1.0902,NO
3.2818,YES
3.4518,YES
3.3894,YES
3.2221,YES
0.6263,NO
3.3673,YES
1.1668,NO
2.8759,YES
1.58,YES
1.5963,NO
1.4313,NO
0.8382,NO
1.679,NO
3.4166,YES
2.0321,YES
1.5498,NO
0.9964,NO
1.2707,NO
1.2673,NO
1.0271,NO
0.9249,NO
0.7482,NO
3.3485,YES
1.5073,NO
2.4089,YES
1.0584,NO
1.8723,YES
0.9285,NO
0.7865,NO
1.1851,NO
1.0961,NO
1.0694,NO
1.1763,NO
1.1953,NO
1.5685,NO
1.6573,NO
0.242,NO
1.3528,YES
3.6260000000000003,YES
3.4646,YES
2.8416,YES
1.1052,NO
0.6920000000000001,NO
1.8355,YES
1.666,NO
1.5215,YES
1.3403,NO
1.0036,NO
1.4252,NO
0.5608,NO
1.0697,NO
3.7161,YES
0.9279,NO
4.2611,YES
0.5497,NO
3.5469999999999997,YES
1.2207,NO
1.5962,NO
1.4052,NO
1.1763,NO
1.6782,YES
1.3665,NO
2.4186,YES
1.7186,NO
0.5143,NO
0.5653,NO
2.3209999999999997,NO
1.0402,NO
1.1705,NO
1.3463,NO
0.8999,NO
0.9424,NO
3.2638,YES
0.7717,NO
3.0946,YES
0.6682,NO
0.7389,NO
0.284,NO
1.4618,NO
