50Traced_NONETRACED_MAX_SINGLE_VSM_44_MEDIAN,Associated
0.2201,NO
0.2626,NO
0.1144,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.2626,NO
0.2626,NO
0.1818,NO
1.0,YES
0.7077,NO
1.0,YES
0.3391,NO
0.3391,NO
0.3391,NO
0.3249,NO
0.2942,NO
0.2201,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3362,NO
0.3639,NO
0.3639,NO
0.2515,NO
1.0,YES
1.0,YES
0.3639,NO
0.2082,NO
0.2515,NO
0.1086,NO
0.1797,NO
0.1558,NO
0.1551,NO
1.0,YES
0.2735,NO
1.0,YES
0.2676,NO
1.0,YES
0.1806,NO
0.2314,NO
0.2082,NO
0.2314,NO
0.127,NO
0.2572,NO
0.2314,NO
0.3639,NO
0.1671,NO
0.1534,NO
0.2077,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.1465,NO
0.1135,NO
0.3063,NO
1.0,YES
0.7077,NO
1.0,YES
0.205,NO
0.2391,NO
0.2136,NO
0.3249,NO
0.3076,NO
0.1268,NO
0.391,NO
0.1843,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.5415,NO
0.3514,NO
0.3514,NO
0.5089,NO
1.0,YES
1.0,YES
0.4653,NO
0.1717,NO
0.5415,NO
0.1135,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.3514,NO
1.0,YES
0.2646,NO
0.9717,YES
0.3514,NO
0.4197,NO
0.2469,NO
0.4197,NO
0.2304,NO
0.5415,NO
0.4197,NO
0.5415,NO
0.105,NO
0.1651,NO
0.4323,YES
1.0,YES
1.0,YES
0.503,YES
0.257,NO
0.0527,NO
0.7346,YES
0.2963,NO
0.4615,YES
0.2198,NO
0.379,NO
0.379,NO
0.379,NO
0.0827,NO
1.0,YES
0.0819,NO
1.0,YES
0.3664,NO
1.0,YES
0.3342,NO
0.4485,NO
0.3867,NO
0.1918,NO
0.5192,YES
0.3518,NO
0.7346,YES
0.2169,NO
0.1996,NO
0.2039,NO
0.6139,NO
0.3369,NO
0.4167,NO
0.1996,NO
0.2169,NO
0.2039,NO
1.0,YES
0.4354,NO
1.0,YES
0.1987,NO
0.1756,NO
0.1689,NO
0.221,NO
0.2942,NO
0.2169,NO
0.2659,NO
0.2508,NO
0.3207,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.2226,NO
0.6802,YES
0.2423,NO
0.1178,NO
0.1858,NO
0.4532,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.2476,NO
0.0604,NO
0.8266,YES
0.5884,NO
0.5193,YES
0.6968,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.2264,NO
1.0,YES
0.141,NO
1.0,YES
0.4123,NO
1.0,YES
0.6968,NO
0.6232,NO
0.6968,NO
0.6968,NO
0.5843,YES
0.6968,NO
0.8266,YES
0.1671,NO
0.1091,NO
0.2724,NO
0.4328,NO
0.4328,NO
0.3491,NO
0.1653,NO
0.1536,NO
0.4328,NO
0.8445,YES
0.3648,NO
1.0,YES
0.3899,NO
0.3765,NO
0.3899,NO
0.3249,NO
0.3253,NO
0.1308,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3059,NO
1.0,YES
0.4328,NO
0.1671,NO
0.1825,NO
0.3916,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.1825,NO
0.1825,NO
0.3916,NO
1.0,YES
0.7077,NO
1.0,YES
0.1626,NO
0.2391,NO
0.1275,NO
0.3249,NO
0.2038,NO
0.1655,NO
0.391,NO
0.1827,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3496,NO
1.0,YES
0.3939,NO
0.2093,NO
0.1091,NO
0.3095,NO
0.6139,NO
0.3369,NO
0.4023,NO
0.1684,NO
0.2093,NO
0.1951,NO
1.0,YES
0.4203,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.2111,NO
0.3103,NO
0.2093,NO
0.2541,NO
0.2508,NO
0.3103,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.3095,NO
0.6498,YES
0.3095,NO
0.1671,NO
0.1812,NO
0.17,NO
0.6139,NO
0.3369,NO
0.2977,NO
0.1812,NO
0.1812,NO
0.31,NO
1.0,YES
0.3591,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.3249,NO
0.3335,NO
0.0974,NO
0.391,NO
0.1867,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.31,NO
0.1454,NO
0.2698,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3986,NO
0.1065,NO
1.0,YES
0.2963,NO
1.0,YES
0.196,NO
0.441,NO
0.441,NO
0.441,NO
0.1046,NO
0.7517,YES
0.0875,NO
0.7355,YES
0.4988,NO
0.4963,YES
0.7244,NO
0.4261,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.1799,NO
0.2059,NO
1.0,YES
0.2156,NO
0.1735,NO
1.0,YES
0.2366,NO
0.1279,NO
1.0,YES
0.2078,NO
1.0,YES
0.1629,NO
0.5402,NO
0.5402,NO
0.5402,NO
0.171,NO
0.5293,NO
0.1398,NO
0.537,NO
0.2054,NO
0.3889,NO
0.5079,NO
0.2987,NO
0.5719,NO
0.3693,NO
1.0,YES
0.6436,NO
0.9755,YES
0.1537,NO
0.2444,NO
0.8593,YES
1.0,YES
1.0,YES
0.8593,YES
0.314,NO
0.1537,NO
1.0,YES
0.8445,NO
0.8193,YES
0.7101,NO
0.5221,NO
0.5221,NO
0.5221,NO
0.2307,NO
1.0,YES
0.1537,NO
1.0,YES
0.4988,NO
1.0,YES
0.8778,NO
0.8445,NO
0.8778,NO
0.7101,NO
0.7944,YES
0.8778,NO
1.0,YES
0.1636,NO
0.3162,NO
0.9109,YES
0.5126,NO
0.5126,NO
1.0,YES
0.3184,NO
0.153,NO
1.0,YES
0.159,NO
1.0,YES
0.1456,NO
0.38799999999999996,NO
0.2797,NO
0.1277,NO
0.1775,NO
0.3853,NO
0.1654,NO
0.6151,NO
0.3116,NO
0.2843,NO
0.2571,NO
0.1764,NO
0.5218,NO
0.3738,NO
0.7986,YES
0.3584,NO
1.0,YES
0.2091,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.2203,NO
1.0,YES
0.3019,NO
0.6283,YES
0.3283,NO
0.2021,NO
0.1778,NO
0.1785,NO
0.2203,NO
1.0,YES
0.2091,NO
1.0,YES
0.4988,NO
1.0,YES
0.3405,NO
0.457,NO
0.5265,NO
0.3283,NO
0.7068,YES
0.4619,NO
1.0,YES
1.0,YES
0.345,YES
0.3634,NO
0.2007,NO
0.1459,NO
0.3187,NO
1.0,YES
1.0,YES
0.3722,NO
0.3269,NO
0.3517,NO
0.1704,NO
0.6218,NO
0.6005,NO
0.6218,NO
1.0,YES
0.1861,NO
1.0,YES
0.1711,NO
1.0,YES
0.124,NO
0.3547,NO
0.3269,NO
0.3547,NO
0.1947,NO
0.3517,NO
0.3547,NO
0.3431,NO
0.1585,NO
0.3141,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1156,NO
1.0,YES
0.2044,NO
1.0,YES
0.1629,NO
0.4151,NO
0.3991,NO
0.4132,NO
0.1297,NO
0.7517,YES
0.0773,NO
0.7355,YES
0.4988,NO
0.4963,YES
0.4834,NO
0.2843,NO
0.5729,NO
0.3713,NO
0.9039,YES
0.6436,NO
1.0,YES
0.2339,NO
0.2596,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.2339,NO
1.0,YES
0.6074,NO
1.0,YES
0.3417,NO
0.4151,NO
0.4246,NO
0.3659,NO
0.1297,NO
0.7517,YES
0.2339,NO
0.7355,YES
0.4988,NO
0.4963,YES
0.7974,NO
0.6074,NO
0.7974,NO
0.4377,NO
1.0,YES
0.7974,NO
1.0,YES
0.1342,NO
0.2768,NO
1.0,YES
0.5515,YES
0.5515,YES
1.0,YES
0.3986,NO
0.1622,NO
0.8754,YES
0.4412,NO
1.0,YES
0.5224,NO
0.3397,NO
0.2834,NO
0.2235,NO
0.2034,NO
0.5051,YES
0.1975,NO
0.6709999999999999,YES
0.3901,NO
0.4897,YES
0.679,NO
0.4673,NO
0.679,NO
0.5224,NO
1.0,YES
0.679,NO
1.0,YES
0.1526,NO
0.3162,NO
0.9632,YES
0.5693,YES
0.5693,YES
1.0,YES
0.2874,NO
0.1279,NO
1.0,YES
0.2242,NO
1.0,YES
0.2655,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.1047,NO
0.5293,YES
0.1016,NO
0.6151,YES
0.284,NO
0.3448,YES
0.2655,NO
0.2375,NO
0.5518,NO
0.3738,NO
1.0,YES
0.4829,NO
1.0,YES
0.1238,NO
0.1509,NO
0.368,YES
1.0,YES
1.0,YES
0.4595,YES
0.257,NO
0.1483,NO
0.6711,YES
0.5159,NO
0.4216,YES
0.6109,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1985,NO
1.0,YES
0.1648,NO
0.7685,YES
0.3348,NO
1.0,YES
0.6109,NO
0.5464,NO
0.6109,NO
0.6109,NO
0.4743,YES
0.6109,NO
0.6711,YES
0.1425,NO
0.2248,NO
0.5615,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.0792,NO
1.0,YES
0.3019,NO
0.6283,YES
0.22399999999999998,NO
0.2276,NO
0.1853,NO
0.1461,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.4988,NO
1.0,YES
0.3405,NO
0.457,NO
0.5265,NO
0.2464,NO
0.7068,YES
0.4619,NO
1.0,YES
0.2581,NO
0.2147,NO
0.2926,NO
0.3776,NO
0.3776,NO
0.3079,NO
0.3632,NO
0.2526,NO
0.5987,NO
0.2115,NO
0.36200000000000004,NO
0.3073,NO
1.0,YES
0.9658,YES
1.0,YES
0.2526,NO
0.3776,NO
0.2526,NO
0.2843,NO
0.3543,NO
0.3776,NO
0.1592,NO
0.3073,NO
0.1339,NO
0.3073,NO
0.36200000000000004,NO
0.272,NO
0.3531,NO
1.0,YES
1.0,YES
0.2752,NO
0.2269,NO
0.2269,NO
0.1553,NO
1.0,YES
1.0,YES
0.2269,NO
0.2238,NO
0.1425,NO
0.3252,NO
0.3226,NO
0.3116,NO
0.3226,NO
1.0,YES
0.21600000000000003,NO
1.0,YES
0.21600000000000003,NO
1.0,YES
0.21600000000000003,NO
0.1688,NO
0.3252,NO
0.1354,NO
0.3252,NO
0.1603,NO
0.1048,NO
0.2269,NO
0.1425,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.0477,NO
1.0,YES
0.3019,NO
0.6283,YES
0.22399999999999998,NO
0.2021,NO
0.1778,NO
0.1805,NO
0.0927,NO
1.0,YES
0.1052,NO
1.0,YES
0.4988,NO
1.0,YES
0.3405,NO
0.457,NO
0.5265,NO
0.2464,NO
0.7068,YES
0.4619,NO
1.0,YES
1.0,YES
0.316,YES
0.3473,NO
0.2137,NO
0.2137,NO
0.1605,NO
1.0,YES
1.0,YES
0.1605,NO
0.1844,NO
0.1605,NO
0.1058,NO
0.3324,NO
0.3324,NO
0.3324,NO
1.0,YES
0.2088,NO
1.0,YES
0.1642,NO
1.0,YES
0.1366,NO
0.2094,NO
0.1844,NO
0.2094,NO
0.1149,NO
0.192,NO
0.2094,NO
0.1145,NO
0.2831,NO
0.1109,NO
0.1092,NO
0.6139,NO
0.3471,NO
0.6773,NO
0.2831,NO
0.2831,NO
0.1991,NO
1.0,YES
0.7077,NO
1.0,YES
0.24100000000000002,NO
0.263,NO
0.2504,NO
0.2831,NO
0.3393,NO
0.2831,NO
0.2668,NO
0.2831,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1408,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.2823,NO
