50Traced_NONETRACED_MAX_RAW_VSM_41_MEDIAN,Associated
0.1495,NO
0.1171,NO
0.1144,NO
0.2164,NO
0.1494,NO
0.1986,NO
0.1579,NO
0.1171,NO
0.1689,NO
1.0,YES
0.1153,NO
0.4096,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.159,NO
0.20600000000000002,NO
0.1544,NO
0.1701,NO
0.2179,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
0.4096,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1659,NO
0.1778,NO
0.3947,YES
1.0,YES
0.1778,NO
0.1056,NO
0.1659,NO
0.1058,NO
0.1797,NO
0.1649,NO
0.1551,NO
0.3834,YES
0.1659,NO
0.4181,YES
0.1659,NO
1.0,YES
0.1033,NO
0.1231,NO
0.106,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1231,NO
0.1778,NO
0.1495,NO
0.1731,NO
0.2688,NO
0.2865,NO
0.1512,NO
0.2963,NO
0.1579,NO
0.1731,NO
0.2252,NO
1.0,YES
0.1603,NO
0.4064,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1733,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
0.5081,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1505,NO
0.188,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1692,NO
0.35200000000000004,YES
1.0,YES
0.1731,NO
0.0952,NO
0.1525,NO
0.1841,NO
0.2289,NO
0.2094,NO
0.2075,NO
0.3834,YES
0.0995,NO
0.1414,YES
0.0372,NO
1.0,YES
0.0995,NO
0.1841,NO
0.091,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1841,NO
0.1692,NO
0.1508,NO
0.1508,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1548,NO
0.1508,NO
1.0,YES
0.183,NO
1.0,YES
0.1443,NO
0.2165,NO
0.2199,NO
0.1934,NO
0.0572,NO
1.0,YES
0.0806,NO
1.0,YES
0.1417,NO
0.3659,YES
0.1516,NO
0.2519,NO
0.1439,NO
0.1155,NO
0.2732,YES
0.2085,NO
0.2078,YES
0.1544,NO
0.0732,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.1701,NO
0.1684,NO
0.1225,NO
0.1458,NO
0.4997,YES
0.1639,NO
1.0,YES
0.1987,NO
0.1766,NO
0.1689,NO
0.0988,NO
0.1469,NO
0.0959,NO
0.1082,NO
0.2019,NO
0.1293,NO
1.0,YES
0.3648,YES
0.4997,YES
0.4997,YES
0.2226,NO
1.0,YES
0.0979,NO
0.1248,NO
0.1132,NO
0.2886,YES
1.0,YES
1.0,YES
0.2886,YES
0.1548,NO
0.1132,NO
0.2886,YES
0.2598,NO
0.2886,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.2548,NO
0.2519,NO
0.2548,NO
0.2548,NO
0.1864,YES
0.2085,NO
0.1548,YES
0.1755,NO
0.1755,NO
0.2381,NO
0.19,NO
0.1547,NO
0.1997,NO
0.1653,NO
0.1755,NO
0.1999,NO
1.0,YES
0.2045,NO
0.4061,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.0831,NO
0.1733,NO
0.0734,NO
0.1113,NO
0.2256,NO
0.0989,NO
1.0,YES
0.4613,YES
1.0,YES
1.0,YES
0.2405,NO
0.4061,YES
0.1331,NO
0.1495,NO
0.1339,NO
0.22399999999999998,NO
0.2338,NO
0.2338,NO
0.2133,NO
0.1579,NO
0.1197,NO
0.2198,NO
1.0,YES
0.2344,NO
1.0,YES
0.1331,NO
0.1766,NO
0.0647,NO
0.204,NO
0.2338,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2188,NO
1.0,YES
0.1892,NO
0.1796,NO
0.1796,NO
0.1953,NO
0.2342,NO
0.2047,NO
0.2171,NO
0.1684,NO
0.1796,NO
0.2171,NO
1.0,YES
0.1828,NO
0.4373,YES
0.2252,NO
0.2085,NO
0.2007,NO
0.159,NO
0.20600000000000002,NO
0.1544,NO
0.1701,NO
0.1912,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2206,NO
0.4373,YES
0.2171,NO
0.1495,NO
0.1542,NO
0.2085,NO
0.2886,NO
0.2085,NO
0.2085,NO
0.1579,NO
0.1542,NO
0.2085,NO
1.0,YES
0.2085,NO
0.3916,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.0849,NO
0.2085,NO
0.0824,NO
0.2085,NO
0.1702,NO
0.1518,NO
1.0,YES
0.4613,YES
1.0,YES
1.0,YES
0.1375,NO
0.3916,YES
0.1277,NO
0.1628,NO
0.1628,NO
1.0,YES
0.1524,YES
0.27899999999999997,YES
1.0,YES
0.2237,NO
0.1628,NO
1.0,YES
0.1214,NO
1.0,YES
0.1059,NO
0.2131,NO
0.2118,NO
0.1474,NO
0.136,NO
0.27899999999999997,YES
0.0875,NO
0.27899999999999997,YES
0.2129,NO
0.1837,YES
0.1271,NO
0.1329,NO
0.3025,NO
0.1214,NO
0.3399,YES
0.2516,NO
0.3533,YES
0.1799,NO
0.1547,NO
0.3595,YES
0.3456,NO
0.3456,NO
0.47700000000000004,YES
0.1827,NO
0.1097,NO
1.0,YES
0.191,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.3456,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.2742,NO
0.1784,NO
0.3767,NO
0.1917,NO
1.0,YES
0.3359,NO
1.0,YES
0.1768,NO
0.1768,NO
0.3605,YES
1.0,YES
1.0,YES
0.3605,YES
0.1366,NO
0.1768,NO
0.3605,YES
0.33,NO
0.3605,YES
0.2818,NO
0.2365,NO
0.2061,NO
0.2048,NO
0.0547,NO
1.0,YES
0.0713,NO
1.0,YES
0.1427,NO
0.2853,YES
0.33,NO
0.3002,NO
0.33,NO
0.33,NO
0.3141,YES
0.2818,NO
0.198,YES
0.1636,NO
0.1646,NO
1.0,YES
0.1762,NO
0.1649,NO
0.4197,YES
0.1681,NO
0.153,NO
0.4738,YES
0.2147,NO
1.0,YES
0.1456,NO
0.2244,NO
0.1542,NO
0.1277,NO
0.1775,NO
0.2106,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2218,NO
0.2147,NO
0.3901,NO
0.21600000000000003,NO
0.4534,YES
0.3584,NO
0.3239,YES
0.0467,NO
0.0854,NO
0.1484,YES
0.2103,YES
0.2103,YES
0.1484,YES
0.0389,NO
0.0854,NO
0.1484,YES
0.1152,NO
0.1484,YES
0.0994,NO
0.171,NO
0.1733,NO
0.1785,NO
0.0632,NO
0.1906,YES
0.0614,NO
0.1906,YES
0.1347,NO
0.1893,YES
0.1027,NO
0.1027,NO
0.0698,NO
0.1027,NO
0.0672,YES
0.0525,NO
0.0822,YES
0.3626,YES
0.3626,YES
0.3634,NO
0.1548,NO
0.1955,NO
0.1955,NO
0.2394,YES
0.3693,YES
0.1955,NO
0.0758,NO
0.1955,NO
0.067,NO
0.2131,NO
0.16,NO
0.1446,NO
0.0844,YES
0.1955,NO
0.2419,YES
0.1955,NO
0.2985,YES
0.0422,NO
0.102,NO
0.0927,NO
0.1259,NO
0.1193,NO
0.2177,NO
0.15,NO
0.1636,NO
0.1523,NO
0.0802,NO
1.0,YES
0.1368,YES
0.301,YES
1.0,YES
0.1867,NO
0.0695,NO
1.0,YES
0.1763,NO
1.0,YES
0.0765,NO
0.3042,NO
0.2118,NO
0.2024,NO
0.0941,NO
0.301,YES
0.0773,NO
0.301,YES
0.0821,NO
0.1969,YES
0.1763,NO
0.1763,NO
0.3023,NO
0.1763,NO
1.0,YES
0.2621,NO
0.4382,YES
0.1395,NO
0.0802,NO
0.4277,YES
0.2214,YES
0.3451,YES
1.0,YES
0.2192,NO
0.1165,NO
1.0,YES
0.1886,NO
1.0,YES
0.1088,NO
0.2277,NO
0.2118,NO
0.1744,NO
0.0948,NO
0.3451,YES
0.0908,NO
0.3451,YES
0.1968,NO
0.1837,YES
0.2134,NO
0.1846,NO
0.3004,NO
0.1322,NO
0.3477,YES
0.2341,NO
1.0,YES
0.1523,NO
0.1184,NO
1.0,YES
0.2996,YES
1.0,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.2419,NO
1.0,YES
0.1022,NO
0.2099,NO
0.2246,NO
0.0945,NO
0.2034,NO
1.0,YES
0.1975,NO
1.0,YES
0.1773,NO
0.2514,YES
0.2904,NO
0.2419,NO
0.3619,NO
0.2419,NO
1.0,YES
0.3259,NO
1.0,YES
0.1523,NO
0.0802,NO
1.0,YES
0.1368,YES
0.3077,YES
1.0,YES
0.1867,NO
0.0556,NO
1.0,YES
0.1664,NO
1.0,YES
0.08800000000000001,NO
0.2859,NO
0.2466,NO
0.1497,NO
0.1047,NO
0.3077,YES
0.1016,NO
0.3077,YES
0.0639,NO
0.2147,YES
0.2491,NO
0.1664,NO
0.3135,NO
0.1664,NO
0.508,YES
0.2491,NO
0.4507,YES
0.1202,NO
0.1202,NO
0.2475,YES
1.0,YES
1.0,YES
0.2475,YES
0.1548,NO
0.1202,NO
0.2475,YES
0.2335,NO
0.2475,YES
0.1418,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
0.2937,YES
0.1508,NO
1.0,YES
0.2335,NO
0.2335,NO
0.1611,NO
0.2335,NO
0.152,YES
0.1256,NO
0.1207,YES
0.1201,NO
0.10300000000000001,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1548,NO
0.0969,NO
1.0,YES
0.2252,NO
1.0,YES
0.1342,NO
0.1477,NO
0.1719,NO
0.0885,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.0892,NO
0.4594,YES
0.2252,NO
0.2252,NO
0.2985,NO
0.2252,NO
0.2732,YES
0.2298,NO
0.2345,YES
0.08900000000000001,NO
0.0394,NO
0.1588,NO
0.2108,NO
0.1588,NO
0.1588,NO
0.0963,NO
0.0482,NO
0.2592,NO
0.1291,NO
0.1588,NO
0.1443,NO
0.4225,YES
0.3842,YES
0.3938,YES
0.0766,NO
0.1588,NO
0.0797,NO
0.1588,NO
0.1551,NO
0.077,NO
0.1443,NO
0.1554,NO
0.10800000000000001,NO
0.10800000000000001,NO
0.1685,NO
0.1443,NO
0.2105,NO
1.0,YES
1.0,YES
0.2752,NO
0.1653,NO
0.0814,NO
0.1097,NO
0.35200000000000004,YES
1.0,YES
0.1097,NO
0.1519,NO
0.0784,NO
0.1784,NO
0.1661,NO
0.1649,NO
0.1562,NO
0.3834,YES
0.1222,NO
0.4181,YES
0.057999999999999996,NO
1.0,YES
0.1222,NO
0.1163,NO
0.106,NO
0.1354,NO
0.0948,NO
0.1407,NO
0.1077,NO
0.1097,NO
0.1025,NO
0.1025,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1366,NO
0.1025,NO
1.0,YES
0.1475,NO
1.0,YES
0.0996,NO
0.1977,NO
0.2227,NO
0.1805,NO
0.0383,NO
1.0,YES
0.0806,NO
1.0,YES
0.1039,NO
1.0,YES
0.1012,NO
0.13699999999999998,NO
0.1228,NO
0.1116,NO
0.2732,YES
0.2085,NO
0.2078,YES
0.4242,YES
0.4242,YES
0.3473,NO
0.1555,NO
0.1636,NO
0.1736,NO
0.226,YES
0.4242,YES
0.1736,NO
0.1173,NO
0.1636,NO
0.1058,NO
0.1741,NO
0.1373,NO
0.132,NO
0.1138,YES
0.1636,NO
0.3242,YES
0.1636,NO
0.3407,YES
0.0993,NO
0.1173,NO
0.076,NO
0.1266,NO
0.1173,NO
0.192,NO
0.1128,NO
0.1736,NO
0.1552,NO
0.1552,NO
0.2688,NO
0.2168,NO
0.1396,NO
0.2963,NO
0.0797,NO
0.1552,NO
0.2252,NO
0.3236,YES
0.1396,NO
1.0,YES
0.24100000000000002,NO
0.263,NO
0.2504,NO
0.1414,NO
0.1396,NO
0.1658,NO
0.1396,NO
0.2072,NO
0.1519,NO
1.0,YES
0.3053,YES
0.3819,YES
0.245,YES
0.2254,NO
1.0,YES
0.1199,NO
1.0,YES
1.0,YES
0.2823,NO
0.1584,NO
0.1295,NO
0.1295,NO
0.35200000000000004,YES
1.0,YES
0.1295,NO
0.1079,NO
0.1295,NO
0.1269,NO
0.1665,NO
0.1649,NO
0.1463,NO
0.3834,YES
0.1295,NO
0.4035,YES
0.1295,NO
1.0,YES
0.1292,NO
0.1269,NO
0.1218,NO
0.1274,NO
0.0956,NO
0.1427,NO
0.1269,NO
0.0769,NO
0.2143,NO
0.2143,NO
0.2688,NO
0.2061,NO
0.1705,NO
0.2963,NO
0.1529,NO
0.2143,NO
0.233,NO
1.0,YES
0.1705,NO
1.0,YES
0.2438,NO
0.2385,NO
0.2176,NO
0.159,NO
0.20600000000000002,NO
0.1544,NO
0.1705,NO
0.2286,NO
0.2083,NO
1.0,YES
1.0,YES
0.3819,YES
1.0,YES
0.2254,NO
1.0,YES
0.233,NO
