50Traced_NONETRACED_SUM_MULTI_LSA_18_MAX,Associated
1.1472,NO
0.444,NO
1.3828,NO
2.3597,NO
1.9364,NO
1.6225,NO
1.6075,NO
0.4836,NO
1.9571,NO
3.7638,YES
1.7773,NO
3.4531,YES
1.5341,NO
2.0783,NO
0.8379,NO
0.774,NO
1.7035,NO
0.9266,NO
2.0206,NO
0.7417,NO
1.9016,NO
3.6076,YES
4.0073,YES
4.1665,YES
2.0736,YES
1.3614,NO
4.2986,YES
1.1308,NO
1.9148,YES
0.557,YES
1.5005,NO
1.101,NO
1.0339,NO
1.6598,NO
2.1213,YES
0.66,YES
1.6153,NO
0.8331,NO
1.5313,NO
0.7035,NO
0.7492,NO
1.2913,NO
0.5663,NO
1.2267,YES
0.7897,NO
1.8579,YES
1.1187,NO
1.53,YES
0.8967,NO
0.9089,NO
1.091,NO
1.1107,NO
0.5242,NO
1.6216,NO
1.1168,NO
1.6326,NO
0.5903,NO
0.2487,NO
0.9908,NO
1.7023,NO
1.4617,NO
1.048,NO
1.0426,NO
0.3524,NO
1.6872,NO
3.4677,YES
1.2994,NO
3.2591,YES
1.1411,NO
1.52,NO
0.3201,NO
0.4561,NO
0.9582,NO
0.4924,NO
1.4167,NO
0.3289,NO
1.2245,NO
3.5419,YES
3.6798,YES
4.0405,YES
1.9156,YES
0.8566,NO
4.0461,YES
0.7352,NO
2.0179,YES
0.3433,YES
1.1922,NO
0.7226,NO
0.5342,NO
1.61,NO
2.3126,YES
1.0944,YES
1.0243,NO
0.7685,NO
1.2563,NO
0.6164,NO
0.7825,NO
1.1151,NO
0.6392,NO
0.9179999999999999,YES
0.5537,NO
2.0477,YES
0.7855,NO
1.7434,YES
0.6583,NO
0.7981,NO
0.9815,NO
0.7537,NO
0.5671,NO
1.4157,NO
0.8037,NO
1.0774,NO
1.1192,NO
0.0954,NO
2.166,YES
4.2706,YES
3.9534,YES
2.396,YES
1.4702,NO
0.4844,NO
2.1309,YES
0.6875,NO
2.7797,YES
0.5676,NO
1.0379,NO
1.6036,NO
0.7109,NO
0.4674,NO
3.4957,YES
0.8802,NO
4.2507,YES
0.3139,NO
3.9894,YES
0.327,NO
1.3769,NO
1.1045,NO
0.6473,NO
2.1387,YES
1.1915,NO
2.2527,YES
1.1135,NO
0.3607,NO
1.4825,NO
1.8088,NO
1.4446,NO
1.7072,NO
1.6474,NO
0.5013,NO
1.9098,NO
3.105,YES
1.6803,NO
2.9484,YES
1.4508,NO
1.8527,NO
0.8025,NO
0.7684,NO
1.337,NO
0.9805,NO
1.6215,NO
0.7632,NO
1.4280000000000002,NO
2.9412,YES
3.2678,YES
3.3743,YES
1.7799,YES
1.6527,NO
3.3325,YES
1.2478,NO
0.4665,NO
0.0923,NO
1.7258,YES
3.6172,YES
3.4588,YES
1.6769999999999998,YES
0.7076,NO
0.3338,NO
1.5489,YES
1.1791,NO
1.9724,YES
1.2652,NO
0.414,NO
0.787,NO
0.2375,NO
0.5038,NO
2.6675,YES
0.4247,NO
3.1644,YES
0.1524,NO
3.435,YES
1.0717,NO
1.8811,NO
1.9009,NO
0.8334,NO
1.3117,YES
1.8994,NO
1.9354,YES
0.9568,NO
0.2323,NO
1.4136,NO
1.371,NO
1.0275,NO
1.9528,NO
1.2991,NO
0.5102,NO
1.6936,NO
2.1405,YES
1.7848,NO
1.8226,YES
1.3654,NO
1.7036,NO
1.0549,NO
0.392,NO
1.1773,NO
0.7728,NO
1.3103,NO
0.4992,NO
1.1843,NO
1.8908,YES
1.9586,YES
2.1015,YES
1.4125,YES
1.5648,NO
2.3446,YES
1.4507,NO
0.6245,NO
0.3197,NO
1.5853,NO
2.3467,NO
1.8235,NO
1.739,NO
1.0029,NO
0.3439,NO
2.1509,NO
3.0577,YES
2.2094,NO
2.7674,YES
0.9733,NO
1.209,NO
0.3091,NO
0.47600000000000003,NO
1.4655,NO
0.4947,NO
1.9269999999999998,NO
0.2504,NO
1.8822,NO
3.0968,YES
3.5639,YES
3.5416,YES
1.4789,YES
1.4636,NO
3.6255,YES
1.2762,NO
0.9183,NO
0.2964,NO
1.3042,NO
2.0579,NO
1.5704,NO
1.5091,NO
1.4828,NO
0.6955,NO
1.9076,NO
3.3998,YES
1.6307,NO
3.248,YES
1.0228,NO
1.3511,NO
0.2007,NO
0.6405,NO
1.2154,NO
0.9437,NO
1.8695,NO
0.6812,NO
1.5636,NO
3.4271,YES
3.7932,YES
3.9369,YES
1.7775,YES
1.3437,NO
3.9647,YES
1.0034,NO
1.0536,NO
0.2957,NO
1.2079,NO
1.6082,NO
1.422,NO
1.5049,NO
1.2452,NO
0.4225,NO
1.3082,NO
2.8572,YES
1.3613,NO
2.6859,YES
0.8444,NO
1.5091,NO
0.4537,NO
0.718,NO
1.1166,NO
0.8059,NO
1.4855,NO
0.5701,NO
1.4375,NO
2.5886,YES
3.0268,YES
3.1818,YES
1.4872,YES
1.0796,NO
3.3135,YES
1.0302,NO
0.3171,NO
0.1958,NO
4.3452,YES
1.4136,YES
1.7151,YES
4.5197,YES
1.1765,NO
0.5373,NO
4.128,YES
0.7912,NO
4.822,YES
0.8759,NO
1.4422,NO
1.1341,NO
0.4261,NO
0.5087,NO
1.3537,YES
