50Traced_NONETRACED_SUM_MULTI_VSM_57_MEDIAN,Associated
1.3104,NO
0.6833,NO
1.1629,NO
1.6793,NO
0.7848,NO
1.0091,NO
1.5376,NO
0.6701,NO
1.2737,NO
3.3268,YES
1.3379,NO
2.8278,YES
0.9476,NO
1.5833,NO
0.6336,NO
1.4003,NO
0.8876,NO
0.5661,NO
1.439,NO
0.5054,NO
1.3655,NO
2.0994,YES
2.7507,YES
2.9501,YES
2.2504,YES
1.4706,NO
2.1892,YES
0.616,NO
0.8882,YES
0.7196,YES
0.8547,NO
0.4111,NO
0.3632,NO
0.6267,NO
1.071,YES
1.1785,YES
0.6721,NO
0.3074,NO
0.4612,NO
0.2543,NO
0.4949,NO
0.6445,NO
0.4354,NO
1.3903,YES
0.6399,NO
0.8235,YES
0.331,NO
0.7745,YES
0.5204,NO
0.243,NO
0.4521,NO
0.5096,NO
0.3296,NO
0.6165,NO
0.6017,NO
0.569,NO
1.2561,NO
0.602,NO
1.1263,NO
1.6828,NO
0.6990000000000001,NO
1.4104,NO
1.5536,NO
0.5813,NO
1.4211,NO
3.4568,YES
1.5827,NO
2.4538,YES
0.6451,NO
1.4599,NO
0.2467,NO
1.2759,NO
0.8076,NO
0.5033,NO
1.2522,NO
0.3151,NO
1.0768,NO
2.6122,YES
3.2436,YES
3.2911,YES
2.4912,YES
1.6738,NO
2.6289,YES
1.034,NO
1.1928,YES
0.8223,YES
1.0586,NO
0.5281,NO
0.6709999999999999,NO
0.6977,NO
1.4278,YES
1.4724,YES
0.7268,NO
0.5497,NO
0.6951,NO
0.3164,NO
0.3966,NO
0.7368,NO
0.2075,NO
1.7913,YES
0.635,NO
0.8968,YES
0.451,NO
0.8452,YES
0.6774,NO
0.2209,NO
0.4748,NO
0.3595,NO
0.3646,NO
0.774,NO
0.6782,NO
0.8533,NO
1.0581,NO
0.4313,NO
2.1833,YES
3.7324,YES
3.0994,YES
2.4891,YES
1.111,NO
0.4695,NO
2.8431,YES
1.4649,NO
2.1434,YES
0.7674,NO
1.2001,NO
1.9937,NO
0.7269,NO
0.7809999999999999,NO
3.321,YES
0.3754,NO
3.3899,YES
0.5171,NO
3.5136,YES
1.0591,NO
1.7746,NO
1.5817,NO
0.9935,NO
2.5225,YES
1.5307,NO
2.4856,YES
1.7209,NO
0.7455,NO
1.3398,NO
1.8021,NO
0.9179999999999999,NO
1.0385,NO
1.5823,NO
0.9328,NO
1.1508,NO
3.1999,YES
1.2161,NO
2.2938,YES
0.5269,NO
1.3556,NO
0.3606,NO
1.6757,NO
1.0799,NO
0.95,NO
1.1978,NO
0.6142,NO
1.423,NO
2.2361,YES
3.0368,YES
2.7472,YES
2.4275,YES
1.4245,NO
2.4833,YES
0.8988,NO
1.2938,NO
0.4772,NO
1.1985,YES
4.6063,YES
3.4475,YES
1.7055,YES
0.7946,NO
0.4147,NO
2.0349,YES
1.942,NO
1.2247,YES
1.2579,NO
1.2688,NO
2.0357,NO
1.0452,NO
1.0399,NO
3.8472,YES
0.5037,NO
4.3136,YES
0.3569,NO
3.8692,YES
1.3903,NO
2.0613,NO
1.9913,NO
1.0436,NO
1.5834,YES
1.4645,NO
1.6924,YES
1.6130000000000002,NO
0.9017,NO
2.0555,NO
1.5985,NO
0.9486,NO
1.9456,NO
1.6885,NO
1.0256,NO
2.2143,NO
3.4714,YES
2.2073,NO
2.9943,YES
1.1154,NO
1.7774,NO
0.7495,NO
1.8388,NO
1.4998,NO
0.9458,NO
1.639,NO
0.7049,NO
1.4009,NO
2.2703,YES
3.2291,YES
3.1919999999999997,YES
2.4582,YES
2.3554,NO
2.8764,YES
1.6469999999999998,NO
1.1769,NO
0.4544,NO
0.73,NO
2.0005,NO
0.5674,NO
0.7386,NO
1.1536,NO
0.4826,NO
1.1982,NO
3.6874,YES
1.1463,NO
2.7741,YES
0.8808,NO
1.5251,NO
0.3479,NO
1.0767,NO
0.7875,NO
0.4831,NO
1.4333,NO
0.2801,NO
1.479,NO
2.6738,YES
3.1546,YES
3.3955,YES
2.6667,YES
1.2735,NO
2.6992,YES
0.4427,NO
1.3821,NO
0.4508,NO
1.0544,NO
1.4791,NO
0.3145,NO
1.1239,NO
1.3761,NO
0.7234,NO
1.6141,NO
3.7046,YES
1.6439,NO
3.0058,YES
1.2913,NO
1.6969999999999998,NO
0.5789,NO
1.3793,NO
0.6835,NO
0.6337,NO
1.1628,NO
0.4412,NO
1.1739,NO
2.7162,YES
3.1699,YES
3.5217,YES
2.7735,YES
1.8314,NO
3.0854,YES
0.7452,NO
1.4780000000000002,NO
0.5563,NO
1.2436,NO
2.3552,NO
1.1752,NO
1.4709,NO
1.5242,NO
0.5984,NO
1.6736,NO
3.83,YES
1.6163,NO
2.9521,YES
0.9856,NO
1.6601,NO
0.6416,NO
1.3074,NO
1.5678,NO
0.7582,NO
1.9457,NO
0.4981,NO
1.7386,NO
2.7105,YES
3.6191,YES
3.6814,YES
2.783,YES
1.9159,NO
2.8514,YES
0.9072,NO
0.9638,NO
0.7753,NO
4.7669999999999995,YES
1.1785,YES
2.3496,YES
5.4802,YES
1.7412,NO
0.4186,NO
5.2608,YES
0.6594,NO
5.2446,YES
0.4113,NO
1.5152,NO
1.7789,NO
0.5969,NO
0.7118,NO
2.504,YES
0.3085,NO
1.7991,YES
0.3773,NO
1.4872,YES
0.6058,NO
1.3515,NO
1.6466,NO
0.4993,NO
5.4323,YES
1.9999,NO
5.8387,YES
0.5744,NO
0.413,NO
1.9579,YES
1.675,NO
1.6674,NO
3.016,YES
1.1056,NO
0.46399999999999997,NO
3.3652,YES
0.612,NO
2.9662,YES
0.3933,NO
1.2625,NO
1.212,NO
0.4723,NO
0.43,NO
1.8105,NO
0.3594,NO
1.9148,NO
0.3956,NO
1.6703,NO
0.45899999999999996,NO
0.8869,NO
1.3431,NO
0.3393,NO
3.2254,YES
1.0757,NO
2.9536,YES
1.8438,NO
0.5984,NO
2.7845,YES
4.3503,YES
3.522,YES
3.4106,YES
1.4116,NO
0.6177,NO
3.5982,YES
2.6364,NO
3.1775,YES
1.661,NO
2.1367,NO
2.4579,NO
1.3569,NO
1.344,NO
3.6357,YES
0.6722,NO
3.4748,YES
0.5775,NO
3.7146,YES
1.8544,NO
2.6468,NO
2.8542,NO
1.4787,NO
3.7715,YES
2.6284,NO
3.4017,YES
0.8812,NO
0.5233,NO
3.017,YES
1.3932,NO
1.3909,NO
3.4691,YES
0.9915,NO
0.2424,NO
