50Traced_NONETRACED_SUM_SINGLE_LSA_12_MEDIAN,Associated
0.5818,NO
0.2318,NO
0.1144,NO
0.7996,NO
0.5676,NO
0.1415,NO
0.4179,NO
0.2421,NO
0.6043,NO
2.6573,YES
0.439,NO
3.3327,YES
0.5835,NO
0.6059,NO
0.4006,NO
0.5605,NO
0.7362,NO
0.3313,NO
0.8364,NO
0.2179,NO
0.7134,NO
2.6889999999999996,YES
3.3327,YES
2.59,YES
2.8634,YES
0.5187,NO
3.0249,YES
0.5297,NO
1.534,YES
2.1495,YES
1.1297,NO
0.7959,NO
0.7956,NO
1.0847,NO
1.8001,YES
2.3341,YES
1.1652,NO
0.3594,NO
1.1128,NO
0.318,NO
0.1797,NO
0.2179,NO
0.4459,NO
1.787,YES
1.0823,NO
2.4485,YES
0.8793,NO
2.5348,YES
1.0473,NO
0.3435,NO
0.4803,NO
0.4083,NO
0.7072,NO
0.9723,NO
0.7356,NO
1.1219,NO
0.4666,NO
0.5172,NO
0.6984,NO
0.9382,NO
0.8496,NO
1.0803,NO
0.6511,NO
0.5252,NO
1.4049,NO
2.7887,YES
1.489,NO
3.2976,YES
0.2764,NO
0.3102,NO
0.2136,NO
0.8162,NO
0.8233,NO
0.635,NO
0.9202,NO
0.5762,NO
1.0196,NO
2.8568,YES
3.4315,YES
2.8311,YES
2.9579,YES
1.1048,NO
3.2567,YES
1.1259,NO
1.3958,YES
1.7582,YES
0.8774,NO
0.8715,NO
0.9092,NO
1.2086,NO
1.9162,YES
2.2206,YES
1.1893,NO
0.1767,NO
1.101,NO
0.4947,NO
0.2877,NO
0.2088,NO
0.4128,NO
1.8316,YES
1.0994,NO
2.1672,YES
1.4135,NO
2.1457,YES
1.0099,NO
0.8283,NO
0.7819,NO
0.7953,NO
0.6896,NO
1.3496,NO
1.1181,NO
1.2282,NO
0.3514,NO
0.7458,NO
1.1859,YES
3.9683,YES
4.0791,YES
1.5034,YES
1.1340000000000001,NO
0.4623,NO
2.0459,YES
0.7051,NO
2.274,YES
0.42100000000000004,NO
0.3129,NO
0.6844,NO
0.3291,NO
0.4456,NO
4.0967,YES
0.4354,NO
4.1892,YES
0.5337,NO
4.5751,YES
1.013,NO
0.6673,NO
1.2565,NO
0.8919,NO
1.4803,YES
1.3234,NO
2.1613,YES
0.7012,NO
0.3516,NO
0.6633,NO
1.1246,NO
1.018,NO
1.1358,NO
0.7286,NO
0.5394,NO
1.3985,NO
3.1060000000000003,YES
1.5021,NO
3.6191,YES
0.2467,NO
0.3775,NO
0.2217,NO
0.8631,NO
1.1552,NO
0.6263,NO
1.0759999999999998,NO
0.5275,NO
1.2319,NO
3.1667,YES
3.8009,YES
2.9725,YES
3.3809,YES
1.1748,NO
3.6418,YES
1.3661,NO
0.5116,NO
0.6013,NO
1.0089,YES
4.3887,YES
4.4382,YES
1.3669,YES
1.0998,NO
0.4442,NO
2.07,YES
1.7909,NO
2.592,YES
1.538,NO
0.6265,NO
1.2187,NO
