50Traced_NONETRACED_MAX_SINGLE_LSA_44_MAX,Associated
0.2076,NO
0.2626,NO
0.6593,NO
0.3384,NO
0.2874,NO
0.6773,NO
0.4224,NO
0.2025,NO
0.2186,NO
1.0,YES
0.7077,NO
1.0,YES
0.3126,NO
0.3391,NO
0.3391,NO
0.3249,NO
0.5985,NO
0.2626,NO
0.0991,NO
0.2251,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.2574,NO
0.382,YES
1.0,YES
0.3362,NO
0.1872,NO
0.1872,NO
0.2853,NO
1.0,YES
0.3727,YES
0.2853,NO
0.1056,NO
0.2853,NO
0.1058,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.1872,NO
1.0,YES
0.1897,NO
0.8571,YES
0.1872,NO
0.1212,NO
0.0769,NO
0.1439,NO
0.0929,NO
0.2853,NO
0.1937,NO
0.2853,NO
0.1671,NO
0.1534,NO
0.3233,NO
0.6139,NO
0.3369,NO
0.3322,NO
0.2072,NO
0.1016,NO
0.2187,NO
1.0,YES
0.3471,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3249,NO
0.5985,NO
0.1268,NO
0.1949,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.2322,NO
0.6631,YES
0.2574,NO
1.0,YES
1.0,YES
0.4605,NO
0.3722,NO
0.3006,NO
0.4605,NO
1.0,YES
1.0,YES
0.4605,NO
0.4136,NO
0.4105,NO
0.601,NO
0.647,NO
0.7021,NO
0.7021,NO
1.0,YES
0.3638,NO
1.0,YES
0.3722,NO
1.0,YES
0.3722,NO
0.601,NO
0.601,NO
0.3061,NO
0.601,NO
0.4605,NO
0.2963,NO
0.4605,NO
0.1709,NO
0.2059,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1884,NO
0.0471,NO
0.5022,YES
0.1552,NO
0.6283,YES
0.22399999999999998,NO
0.3291,NO
0.3179,NO
0.3291,NO
0.1146,NO
1.0,YES
0.0718,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.3721,NO
0.2013,NO
0.2464,NO
1.0,YES
0.4518,NO
1.0,YES
0.1671,NO
0.1996,NO
0.4137,NO
0.6139,NO
0.3369,NO
0.4167,NO
0.2599,NO
0.1225,NO
0.3573,NO
1.0,YES
0.4354,NO
1.0,YES
0.2451,NO
0.2368,NO
0.2451,NO
0.3249,NO
0.5985,NO
0.1996,NO
0.3043,NO
0.2064,NO
0.4137,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.4137,NO
0.6631,YES
0.4137,NO
0.1709,NO
0.2059,NO
0.8266,YES
1.0,YES
1.0,YES
0.8266,YES
0.1658,NO
0.0708,NO
0.4151,YES
0.6968,NO
0.5193,YES
0.6968,NO
0.2252,NO
0.3152,NO
0.2833,NO
0.2264,NO
1.0,YES
0.141,NO
1.0,YES
0.4123,NO
1.0,YES
0.6903,NO
0.6903,NO
0.6334,NO
0.6903,NO
0.8266,YES
0.462,NO
0.8266,YES
0.2026,NO
0.2148,NO
0.4328,NO
0.6139,NO
0.3369,NO
0.4328,NO
0.2177,NO
0.1977,NO
0.4239,NO
1.0,YES
0.3648,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.3249,NO
0.5985,NO
0.2148,NO
0.3183,NO
0.2256,NO
0.4328,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.4328,NO
0.6631,YES
0.4328,NO
0.1671,NO
0.1339,NO
0.5133,NO
0.4834,NO
0.2653,NO
0.5273,NO
0.3289,NO
0.1016,NO
0.4095,NO
1.0,YES
0.551,NO
1.0,YES
0.1661,NO
0.1861,NO
0.1176,NO
0.3249,NO
0.5985,NO
0.1655,NO
0.4374,NO
0.1598,NO
0.3193,NO
0.8156,YES
0.8945,YES
0.9091,YES
0.7875,YES
0.4095,NO
0.7786,YES
0.4095,NO
0.2093,NO
0.2093,NO
0.4413,NO
0.6139,NO
0.3384,NO
0.4413,NO
0.2509,NO
0.2093,NO
0.2216,NO
1.0,YES
0.4203,NO
1.0,YES
0.2729,NO
0.2866,NO
0.2866,NO
0.2111,NO
0.4413,NO
0.2011,NO
0.3246,NO
0.2201,NO
0.4413,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.4413,NO
0.594,YES
0.4413,NO
0.1671,NO
0.1812,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.1135,NO
0.1671,NO
1.0,YES
0.7077,NO
1.0,YES
0.2389,NO
0.2593,NO
0.2593,NO
0.3249,NO
0.5985,NO
0.1812,NO
0.228,NO
0.1702,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.31,NO
1.0,YES
0.31,NO
0.2069,NO
0.3233,NO
1.0,YES
0.6673,YES
0.5116,YES
1.0,YES
0.306,NO
0.2018,NO
1.0,YES
0.7244,NO
1.0,YES
0.7244,NO
0.2131,NO
0.2193,NO
0.3188,NO
0.2194,NO
0.6673,YES
0.2282,NO
0.6649,YES
0.3901,NO
0.6673,YES
0.4243,NO
0.4261,NO
0.7244,NO
0.7244,NO
1.0,YES
0.7244,NO
1.0,YES
0.1799,NO
0.3233,NO
1.0,YES
0.6811,NO
0.3646,NO
1.0,YES
0.2366,NO
0.1097,NO
1.0,YES
0.5079,NO
0.8915,YES
0.5079,NO
0.4978,NO
0.5402,NO
0.5402,NO
0.171,NO
0.6811,NO
0.1747,NO
0.6811,NO
0.2986,NO
0.4971,NO
0.2975,NO
0.2987,NO
0.5719,NO
0.5079,NO
1.0,YES
0.6436,NO
1.0,YES
0.1709,NO
0.2716,NO
0.982,YES
1.0,YES
0.8408,YES
0.982,YES
0.2564,NO
0.1537,NO
0.8593,YES
0.2328,NO
0.8193,YES
0.1883,NO
0.2365,NO
0.3152,NO
0.2984,NO
0.1146,NO
1.0,YES
0.1477,NO
1.0,YES
0.4898,NO
1.0,YES
0.3657,NO
0.3654,NO
0.4804,NO
0.3102,NO
0.982,YES
0.5406,NO
0.982,YES
0.1636,NO
0.2523,NO
0.9109,YES
0.6479,NO
0.3468,NO
0.9109,YES
0.2718,NO
0.153,NO
0.9109,YES
0.6038,NO
1.0,YES
0.6038,NO
0.2244,NO
0.1751,NO
0.3163,NO
0.1775,NO
0.6479,NO
0.1823,NO
0.6479,NO
0.3116,NO
0.4729,NO
0.3581,NO
0.3927,NO
0.6038,NO
0.6038,NO
1.0,YES
0.6038,NO
0.9109,YES
0.2091,NO
0.2203,NO
1.0,YES
1.0,YES
0.8689,YES
1.0,YES
0.2203,NO
0.2091,NO
0.5022,YES
0.3283,NO
0.6283,YES
0.3283,NO
0.171,NO
0.3152,NO
0.2395,NO
0.2203,NO
1.0,YES
0.2203,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.3721,NO
0.2985,NO
0.2464,NO
1.0,YES
0.4518,NO
1.0,YES
1.0,YES
1.0,YES
0.4952,NO
0.4952,NO
0.3796,NO
0.4952,NO
1.0,YES
1.0,YES
0.3187,NO
0.3269,NO
0.3111,NO
0.4076,NO
0.6218,NO
0.6005,NO
0.6218,NO
1.0,YES
0.4952,NO
1.0,YES
0.3642,NO
1.0,YES
0.4952,NO
0.4076,NO
0.4076,NO
0.2459,NO
0.4076,NO
0.4952,NO
0.2051,NO
0.4952,NO
0.2216,NO
0.3233,NO
1.0,YES
1.0,YES
