50Traced_NONETRACED_MAX_MULTI_LSA_78_SUM,Associated
0.2117285162641534,NO
0.060671509915570396,NO
0.19516984095817785,NO
0.2642843118005105,NO
0.16656849270240198,NO
0.2070816152889587,NO
0.19444989855357026,NO
0.12926238628182474,NO
0.23319588978336275,NO
0.7867007003076119,YES
0.1101511879049676,NO
0.8463250212710257,YES
0.2984488513646181,NO
0.3570259833758754,NO
0.33555860985666597,NO
0.21382289416846656,NO
0.16885921853524444,NO
0.21166306695464365,NO
0.1570783428234832,NO
0.28169382813011323,NO
0.20394004843248903,NO
0.6760913672360758,YES
0.6777275999738204,YES
0.5030433928922051,YES
0.7821846979514366,YES
0.23731919628247916,NO
0.6719680607369594,YES
0.1544603704430918,NO
0.22422933438052228,YES
0.7850644675698671,YES
0.3080044505530466,NO
0.24255514104326198,NO
0.18744682243602329,NO
0.1745533084625957,NO
0.7244584069638065,YES
0.6877413443288173,YES
0.14713004777799593,NO
0.14313763989789907,NO
0.12409189083055173,NO
0.16676484063093133,NO
0.12271745533084626,NO
0.29386739969893316,NO
0.09280712088487465,NO
0.8090843641599581,YES
0.1545258197526016,NO
0.24471496825708489,YES
0.13462922966162705,NO
0.5229399829831796,YES
0.13927613063682176,NO
0.11394724785653511,NO
0.14784999018260359,NO
0.1783493684141632,NO
0.1500098173964265,NO
0.24484586687610443,NO
0.1707572485110282,NO
0.12585902218731593,NO
0.23070881602199095,NO
0.2634334707768833,NO
0.2604228025394332,NO
0.4037567903658616,NO
0.3159892663132404,NO
0.3424962366647032,NO
0.2594410628967864,NO
0.196347928529354,NO
0.3593821585182277,NO
0.9244714968257085,YES
0.2513907978270829,NO
0.6007592119903136,YES
0.2648079062765888,NO
0.34288893252176184,NO
0.2096995876693501,NO
0.2886314549381504,NO
0.3173637018129459,NO
0.1545258197526016,NO
0.32089796452647423,NO
0.18247267491327968,NO
0.292100268342169,NO
0.8944302637607173,YES
0.9033968191635579,YES
0.8412854244387722,YES
0.7410170822697821,YES
0.3248249230970613,NO
0.7283199162248838,YES
0.24006806728189017,NO
0.6834871392106813,YES
0.7438314025787028,YES
0.3796059951567511,NO
0.31232410498069246,NO
0.3021794620066758,NO
0.2271745533084626,NO
0.8499247332940638,YES
0.7064598468486158,YES
0.31684010733686757,NO
0.13868708685123377,NO
0.22213495647620912,NO
0.06832907912821519,NO
0.3720793245631258,NO
0.35892401335165913,NO
0.2625826297532561,NO
0.7509653773152692,YES
0.2642188624910007,NO
0.6788402382354867,YES
0.1315531121146672,NO
0.8267556777276001,YES
0.12893513973427578,NO
0.13096406832907914,NO
0.1909156358400419,NO
0.14745729432554489,NO
0.11198376857124158,NO
0.34760128280646635,NO
0.16257608482230512,NO
0.21977878133385698,NO
0.2150664310491524,NO
0.11820145297467112,NO
0.39191046534459056,YES
0.8442306433667125,YES
0.817330977158191,YES
0.4819032659205445,YES
0.19818050919562796,NO
0.11074023169055568,NO
0.7627462530270306,YES
0.3116696118855946,NO
0.3512664441390143,YES
0.17821846979514366,NO
0.3448524118070554,NO
0.32973362131029516,NO
0.24144250278159562,NO
0.13966882649388046,NO
0.7768178545716343,YES
0.10779501276261537,NO
0.8613129131487663,YES
0.26232083251521693,NO
0.7920020943779043,YES
0.22527652333267884,NO
0.3648799005170495,NO
0.2543360167550232,NO
0.14883172982525034,NO
