50Traced_NONETRACED_MAX_SINGLE_LSA_64_MAX,Associated
0.2076,NO
0.2201,NO
0.1818,NO
0.3895,NO
0.1965,NO
0.1818,NO
0.2344,NO
0.2025,NO
0.2452,NO
1.0,YES
0.1376,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1438,NO
0.5985,NO
0.2886,NO
0.1468,NO
0.2201,NO
0.1149,NO
0.8156,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
0.6631,YES
0.2574,NO
1.0,YES
1.0,YES
0.3362,NO
0.2664,NO
0.2152,NO
0.2853,NO
1.0,YES
1.0,YES
0.22,NO
0.3066,NO
0.2302,NO
0.3066,NO
0.1797,NO
0.1558,NO
0.1551,NO
1.0,YES
0.2604,NO
1.0,YES
0.2047,NO
1.0,YES
0.1603,NO
0.1589,NO
0.3066,NO
0.1235,NO
0.3066,NO
0.2853,NO
0.1937,NO
0.22,NO
0.2057,NO
0.1534,NO
0.6593,NO
0.3895,NO
0.3369,NO
0.3063,NO
0.4224,NO
0.1016,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.205,NO
0.2391,NO
0.2136,NO
0.1919,NO
0.5985,NO
0.2886,NO
0.2253,NO
0.1827,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
0.7349,YES
0.3063,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.6805,NO
0.6805,NO
0.6805,NO
0.6805,NO
1.0,YES
1.0,YES
0.4526,NO
0.601,NO
0.4653,NO
0.601,NO
0.7376,NO
0.7376,NO
0.7376,NO
1.0,YES
0.5115,NO
1.0,YES
0.5005,NO
1.0,YES
0.3377,NO
0.4197,NO
0.601,NO
0.4197,NO
0.601,NO
0.6805,NO
0.4197,NO
0.4653,NO
0.1568,NO
0.1663,NO
0.7346,YES
1.0,YES
0.9815,YES
0.7346,YES
0.22,NO
0.153,NO
0.3689,YES
0.1395,NO
0.4615,YES
0.166,NO
0.379,NO
0.379,NO
0.379,NO
0.0921,NO
1.0,YES
0.1663,NO
0.9815,YES
0.1989,NO
1.0,YES
0.3342,NO
0.4485,NO
0.368,NO
0.2429,NO
0.7346,YES
0.3393,NO
0.4304,YES
0.2169,NO
0.2169,NO
0.4137,NO
0.4137,NO
0.4137,NO
0.4137,NO
0.2599,NO
0.2169,NO
0.2731,NO
1.0,YES
0.4354,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.1438,NO
0.4071,NO
0.2169,NO
0.3043,NO
0.2169,NO
0.2752,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.4137,NO
1.0,YES
0.2424,NO
0.1219,NO
0.1858,NO
0.8266,YES
1.0,YES
1.0,YES
0.8266,YES
0.2476,NO
0.1098,NO
0.433,YES
0.6903,NO
0.5679,YES
0.3599,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.2026,NO
1.0,YES
0.6903,NO
0.6903,NO
0.5192,NO
0.3218,NO
0.8266,YES
0.6903,NO
0.4843,YES
0.2057,NO
0.1856,NO
0.6593,NO
0.3895,NO
0.3369,NO
0.366,NO
0.4224,NO
0.1536,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.1438,NO
0.5985,NO
0.2886,NO
0.1974,NO
0.2256,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2724,NO
1.0,YES
0.3939,NO
0.1601,NO
0.1825,NO
0.5133,NO
0.4374,NO
0.3369,NO
0.4095,NO
0.3289,NO
0.1016,NO
0.3916,NO
1.0,YES
0.551,NO
1.0,YES
0.1626,NO
0.1861,NO
0.1275,NO
0.204,NO
0.5985,NO
0.2886,NO
0.4374,NO
0.1827,NO
0.3193,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4095,NO
1.0,YES
0.3067,NO
0.1503,NO
0.1513,NO
0.3916,NO
0.3895,NO
0.3369,NO
0.1951,NO
0.2509,NO
0.1392,NO
0.2637,NO
1.0,YES
0.4203,NO
1.0,YES
0.2866,NO
0.2866,NO
0.2866,NO
0.1292,NO
0.5985,NO
0.2886,NO
0.3103,NO
0.1912,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
0.8982,YES
0.2322,NO
1.0,YES
0.2574,NO
0.2057,NO
0.1109,NO
0.6593,NO
0.3335,NO
0.3369,NO
0.1246,NO
0.4224,NO
0.0806,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2593,NO
0.2593,NO
0.2593,NO
0.107,NO
0.4518,NO
0.2179,NO
0.3335,NO
0.1827,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
0.7443,YES
0.1753,NO
1.0,YES
0.3939,NO
0.2097,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3986,NO
0.1381,NO
1.0,YES
0.7244,NO
1.0,YES
0.7244,NO
0.5579,NO
0.36700000000000005,NO
0.2988,NO
0.2557,NO
0.7517,YES
0.0896,NO
0.7355,YES
0.3901,NO
0.4963,YES
0.7244,NO
0.4261,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.2097,NO
0.2094,NO
0.8095,YES
0.6811,NO
0.3646,NO
1.0,YES
0.3772,NO
0.1097,NO
1.0,YES
0.191,NO
0.8915,YES
0.1629,NO
0.4424,NO
0.36700000000000005,NO
0.2894,NO
0.1957,NO
0.5205,NO
0.1398,NO
0.6811,NO
0.2986,NO
0.4971,NO
0.2695,NO
0.2365,NO
0.4543,NO
0.24,NO
1.0,YES
0.5196,NO
0.7929999999999999,YES
0.1805,NO
0.2418,NO
0.982,YES
1.0,YES
0.982,YES
0.982,YES
0.3708,NO
0.1187,NO
0.7944,YES
0.8778,NO
0.8593,YES
0.8778,NO
0.4794,NO
0.445,NO
0.445,NO
0.0926,NO
0.8408,YES
0.1052,NO
1.0,YES
0.1704,NO
0.7299,YES
0.8778,NO
0.8445,NO
0.8778,NO
0.6271,NO
0.982,YES
0.8778,NO
0.8593,YES
0.1636,NO
0.1646,NO
1.0,YES
0.6479,NO
0.3468,NO
1.0,YES
0.2943,NO
0.153,NO
0.8237,YES
0.6038,NO
1.0,YES
0.6038,NO
0.5082,NO
0.2863,NO
0.2258,NO
0.1775,NO
0.4877,NO
0.1654,NO
0.6479,NO
0.1196,NO
0.4729,NO
0.6038,NO
0.3551,NO
0.6038,NO
0.3314,NO
1.0,YES
0.6038,NO
0.9109,YES
0.2091,NO
0.221,NO
0.6136,YES
1.0,YES
1.0,YES
0.6136,YES
0.221,NO
0.2091,NO
0.433,YES
0.4207,NO
0.5679,YES
0.4207,NO
0.171,NO
0.1873,NO
0.2347,NO
0.2203,NO
1.0,YES
0.221,NO
1.0,YES
0.221,NO
1.0,YES
0.3405,NO
0.457,NO
0.4726,NO
0.4207,NO
0.6136,YES
0.2834,NO
0.3832,YES
1.0,YES
1.0,YES
0.3634,NO
0.2369,NO
0.1913,NO
0.4057,NO
1.0,YES
1.0,YES
0.3722,NO
0.4076,NO
0.4057,NO
0.4076,NO
0.6218,NO
0.6218,NO
0.6218,NO
0.345,YES
0.2315,NO
1.0,YES
0.2189,NO
1.0,YES
0.1425,NO
0.3269,NO
0.4076,NO
0.2459,NO
0.4076,NO
0.3187,NO
0.3269,NO
0.4057,NO
0.2003,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3709,NO
0.1381,NO
0.9284,YES
0.0938,NO
1.0,YES
0.1607,NO
0.5579,NO
0.3838,NO
0.2758,NO
0.1612,NO
0.7517,YES
0.0896,NO
0.7355,YES
0.2459,NO
0.4963,YES
0.2502,NO
0.3721,NO
0.5729,NO
0.3307,NO
1.0,YES
0.5692,NO
1.0,YES
0.2339,NO
0.2339,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3368,NO
0.2339,NO
0.8237,YES
0.7974,NO
1.0,YES
0.7974,NO
0.4544,NO
0.3659,NO
0.3659,NO
0.1486,NO
0.7517,YES
0.2339,NO
0.7355,YES
0.2339,NO
0.4963,YES
0.7974,NO
0.469,NO
0.7974,NO
0.4377,NO
1.0,YES
0.7974,NO
0.8742,YES
0.2216,NO
0.3044,NO
1.0,YES
0.6709999999999999,YES
0.5515,YES
1.0,YES
0.4103,NO
0.1622,NO
1.0,YES
0.679,NO
1.0,YES
0.679,NO
0.4503,NO
0.4246,NO
0.2235,NO
0.2557,NO
0.5051,YES
0.1975,NO
0.6709999999999999,YES
0.3901,NO
0.4897,YES
0.679,NO
0.3994,NO
0.679,NO
0.3727,NO
1.0,YES
0.679,NO
1.0,YES
0.1943,NO
0.2669,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3598,NO
0.1331,NO
0.8768,YES
0.4433,NO
1.0,YES
0.4433,NO
0.5374,NO
0.3723,NO
0.3389,NO
0.1529,NO
0.7517,YES
0.1016,NO
0.7355,YES
0.2333,NO
0.4963,YES
0.4433,NO
0.3721,NO
0.5518,NO
0.3307,NO
1.0,YES
0.5482,NO
0.9632,YES
0.1168,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1139,NO
0.5022,YES
0.1971,NO
0.6283,YES
0.166,NO
0.4862,NO
0.4862,NO
0.4862,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1892,NO
1.0,YES
0.318,NO
0.4267,NO
0.4726,NO
0.3307,NO
1.0,YES
0.4619,NO
0.5859,YES
0.1201,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1131,NO
0.5022,YES
0.4584,NO
0.6283,YES
0.4584,NO
0.2276,NO
0.1873,NO
0.2758,NO
0.1825,NO
0.8229,YES
0.1772,NO
1.0,YES
0.2191,NO
0.7957,YES
0.4027,NO
0.41,NO
0.4726,NO
0.3307,NO
1.0,YES
0.4619,NO
0.5859,YES
0.2769,NO
0.4212,NO
0.1621,NO
0.3247,NO
0.2345,NO
0.2184,NO
0.243,NO
0.1391,NO
0.6446,NO
0.1684,NO
0.1368,NO
0.2358,NO
1.0,YES
1.0,YES
1.0,YES
0.243,NO
0.4823,NO
0.096,NO
0.2584,NO
0.3802,NO
0.193,NO
0.1414,NO
0.0832,NO
0.1414,NO
0.3146,NO
0.1685,NO
0.1414,NO
0.2105,NO
0.3934,YES
1.0,YES
0.2752,NO
0.2269,NO
0.2269,NO
0.2269,NO
1.0,YES
0.3838,YES
0.1139,NO
0.3252,NO
0.1425,NO
0.3252,NO
0.1661,NO
0.1558,NO
0.1562,NO
1.0,YES
0.21600000000000003,NO
0.4171,YES
0.1668,NO
1.0,YES
0.21600000000000003,NO
0.1685,NO
0.3252,NO
0.1354,NO
0.3252,NO
0.2269,NO
0.1441,NO
0.1329,NO
0.0842,NO
0.1742,NO
0.7752,YES
1.0,YES
1.0,YES
0.7752,YES
0.2322,NO
0.0541,NO
0.433,YES
0.1109,NO
0.5679,YES
0.1539,NO
0.2185,NO
0.1873,NO
0.2176,NO
0.0204,NO
1.0,YES
0.1052,NO
1.0,YES
0.2026,NO
1.0,YES
0.3405,NO
0.457,NO
0.4726,NO
0.2563,NO
0.7752,YES
0.3581,NO
0.4541,YES
1.0,YES
1.0,YES
0.3473,NO
0.1555,NO
0.14300000000000002,NO
0.33399999999999996,NO
1.0,YES
1.0,YES
0.2143,NO
0.2506,NO
0.2501,NO
0.2506,NO
0.3489,NO
0.3489,NO
0.3489,NO
1.0,YES
0.1603,NO
1.0,YES
0.1453,NO
1.0,YES
0.1366,NO
0.1844,NO
0.2506,NO
0.1607,NO
0.2506,NO
0.33399999999999996,NO
0.1844,NO
0.2094,NO
0.2411,NO
0.2411,NO
0.0991,NO
0.3895,NO
0.1965,NO
0.1226,NO
0.2411,NO
0.2411,NO
0.3504,NO
1.0,YES
0.0951,NO
1.0,YES
0.5436,NO
0.5436,NO
0.5436,NO
0.1438,NO
0.5985,NO
0.2886,NO
0.1674,NO
0.2411,NO
0.1519,NO
0.8156,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
0.6631,YES
0.2574,NO
1.0,YES
1.0,YES
0.2823,NO
0.2289,NO
0.2289,NO
0.2289,NO
1.0,YES
1.0,YES
0.115,NO
0.1431,NO
0.1464,NO
0.1102,NO
0.1665,NO
0.1558,NO
0.1463,NO
1.0,YES
0.1854,NO
1.0,YES
0.1684,NO
1.0,YES
0.1141,NO
0.1431,NO
0.1431,NO
0.1274,NO
0.0773,NO
0.2289,NO
0.1431,NO
0.1341,NO
0.3943,NO
0.418,NO
0.2904,NO
0.3384,NO
0.3369,NO
0.4855,NO
0.418,NO
0.3846,NO
0.2625,NO
1.0,YES
0.3635,NO
1.0,YES
0.4072,NO
0.4072,NO
0.4072,NO
0.2677,NO
0.2942,NO
0.418,NO
0.2112,NO
0.418,NO
0.2752,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.4855,NO
1.0,YES
0.1612,NO
