50Traced_NONETRACED_MEDIAN_RAW_LSA_78_SUM,Associated
0.11026413756426164,NO
0.09519588725403295,NO
0.18241446552029783,NO
0.363233469243042,NO
0.09856408438220174,NO
0.14022336465165747,NO
0.0840276546711576,NO
0.09998227264669385,NO
0.2790285410388229,NO
0.41730189682680374,YES
0.08881404006381846,NO
0.5844708385038112,YES
0.40985640843822013,NO
0.37511079595816343,NO
0.3736926076936713,NO
0.18205991845417474,NO
0.10476865803935471,NO
0.18081900372274418,NO
0.11203687289487678,NO
0.3658925722389647,NO
0.18294628611948233,NO
0.11770962595284522,YES
0.12214146427938306,YES
0.2753057968445311,YES
0.4050700230455593,YES
0.25846481120368725,NO
0.10654139336996986,YES
0.19322815103705016,NO
0.18312355965254384,YES
0.41287005850026587,YES
0.5975890799503634,NO
0.2595284524020564,NO
0.18312355965254384,NO
0.17674171246232934,NO
0.6793121786917212,YES
0.15529161496188615,YES
0.24251019322815098,NO
0.1668143946108846,NO
0.15351887963127103,NO
0.1809962772558057,NO
0.2981740826094664,NO
0.25013295514979617,NO
0.25456479347633393,NO
0.4779294451338415,YES
0.11540507002304555,NO
0.18879631271051234,YES
0.040063818471902136,NO
0.5821662825740116,YES
0.052650239319269626,NO
0.19446906576848078,NO
0.15174614430065586,NO
0.19854635702889556,NO
0.12178691721326003,NO
0.3361106186846304,NO
0.17798262719375996,NO
0.15830526502393194,NO
0.13667789399042723,NO
0.25155114341428825,NO
0.21556461620280087,NO
0.48750221591916315,NO
0.24765112568693493,NO
0.27495124977840807,NO
0.23931926963304379,NO
0.06984577202623647,NO
0.36731076050345685,NO
0.7904626839212904,YES
0.2637830171955327,NO
0.33681971281687645,YES
0.3430242864740294,NO
0.363942563375288,NO
0.35826981031731964,NO
0.3198014536429711,NO
0.25137386988122673,NO
0.20439638361992551,NO
0.3247651125686935,NO
0.29072859422088276,NO
0.36996986349937955,NO
0.7711398688175854,YES
0.733380606275483,YES
0.6271937599716362,YES
0.29356497074986704,YES
0.27371033504697745,NO
0.3212196419074632,YES
0.20138273355787978,NO
0.2106009572770785,YES
0.30118773267151216,YES
0.5745435206523665,NO
0.274242155646162,NO
0.24676475802162734,NO
0.23506470483956743,NO
0.5885481297642261,YES
0.19996454529338764,YES
0.28647402942740646,NO
0.14837794717248715,NO
0.22141464279383083,NO
0.13685516752348875,NO
0.3853926608757312,NO
0.349760680730367,NO
0.34745612480056726,NO
0.32051054777521715,YES
0.14394610884594927,NO
0.13029604680021273,YES
0.03474561248005672,NO
0.5265023931926962,YES
0.05158659812090054,NO
0.20138273355787978,NO
0.14093245878390354,NO
0.18879631271051234,NO
0.16628257401170005,NO
0.369792589966318,NO
0.21911008686403116,NO
0.21503279560361638,NO
0.10795958163446197,NO
0.022868285764935298,NO
0.2609466406665485,YES
0.5731253323878743,YES
0.5162205282751284,YES
0.2331146959758908,YES
0.12604148200673637,NO
0.016131891508597763,NO
0.3673107605034568,YES
0.2269101223187378,NO
0.21450097500443183,YES
0.25988299946817944,NO
0.3634107427761035,NO
0.3224605566388938,NO
0.3224605566388938,NO
0.08101400460911186,NO
0.40365183478106714,YES
0.08509129586952667,NO
0.6193937245169295,YES
0.23081014004609107,NO
0.43166105300478635,YES
0.09023222832831058,NO
0.1138096082254919,NO
0.2347101577734444,NO
0.06718666903031377,NO
0.2836376528984223,YES
0.1505052295692253,NO
0.21769189859953908,YES
0.27849672043963836,NO
0.10937776989895408,NO
0.3297287714944159,NO
0.4373338060627548,NO
0.33008331856053885,NO
0.28115582343556106,NO
0.2781421733735153,NO
0.19677362169828044,NO
0.23807835490161322,NO
0.7055486615848252,YES
0.2591739053359333,NO
0.5073568516220527,YES
0.331856053891154,NO
0.29090586775394434,NO
0.2790285410388229,NO
0.07534125155114342,NO
0.24002836376528985,NO
0.08260946640666547,NO
0.17142350647048393,NO
0.33752880694912246,NO
0.2088282219464634,NO
0.6704485020386455,YES
0.6362347101577733,YES
0.4743839744726112,YES
0.49264314837794715,YES
0.37422442829285585,NO
0.3047332033327424,YES
0.153164332565148,NO
0.1542279737635171,NO
0.11682325828753766,NO
0.19943272469420315,YES
0.6261301187732671,YES
0.4282928558766176,YES
0.21556461620280087,YES
0.13650062045736572,NO
0.0930686048572948,NO
0.3462152100691367,YES
0.44017018259173896,NO
0.1675234887431306,YES
0.25421024641021095,NO
0.37883354015245524,NO
0.43538379719907816,NO
0.4006381847190214,NO
0.23719198723630563,NO
0.3775926254210246,YES
0.22956922531466045,NO
0.4609111859599361,YES
0.23134196064527562,NO
0.43254742067009394,YES
0.35756071618507357,NO
0.37067895763162556,NO
0.3745789753589789,NO
0.16255982981740824,NO
0.23861017550079772,YES
0.1774508065945754,NO
0.21467824853749334,YES
0.23045559297996804,NO
0.11168232582875375,NO
0.4017018259173905,NO
0.3164332565148023,NO
0.2538556993440879,NO
0.33362878922176914,NO
0.2726466938486084,NO
0.2519056904804112,NO
0.3339833362878922,NO
0.33221060095727706,YES
0.3421379188087218,NO
0.4194291792235419,YES
0.42616557347987943,NO
0.3405424570111682,NO
0.3400106364119837,NO
0.07410033681971281,NO
0.1657507534125155,NO
0.07888672221237368,NO
0.17691898599539085,NO
0.37954263428470125,NO
0.15493706789576317,NO
0.3361106186846304,YES
0.2357737989718135,YES
0.3166105300478638,YES
0.5305796844531111,YES
0.4059563907108668,NO
0.2733557879808544,YES
0.21556461620280087,NO
0.1478461265733026,NO
0.216982804467293,NO
0.37670625775571703,NO
0.3283105832299238,NO
0.2341783371742599,NO
0.3481652189328133,NO
0.216982804467293,NO
0.15103705016840985,NO
0.3692607693671335,NO
0.5873072150327955,YES
0.3951427051941145,NO
0.28736039709271405,YES
0.21556461620280087,NO
0.1099095904981386,NO
0.09430951958872538,NO
0.34125155114341427,NO
0.21485552207055486,NO
0.27300124091473144,NO
0.529161496188619,NO
0.21166459847544755,NO
0.4793476333983336,NO
0.696153164332565,YES
0.5639071086686757,YES
0.855522070554866,YES
0.2956922531466052,YES
0.32175146250664777,NO
0.4534656975713525,YES
0.28558766176209893,NO
0.2347101577734444,NO
0.11593689062223007,NO
0.32582875376706255,NO
0.39478815812799145,NO
0.34249246587484483,NO
0.3027831944690657,NO
0.2781421733735153,NO
0.19305087750398864,NO
0.29001950008863675,NO
0.6140755185250841,YES
0.3036695621343733,NO
0.3568516220528275,YES
0.37883354015245524,NO
0.3414288246764758,NO
0.3354015245523843,NO
0.06789576316255981,NO
0.23045559297996804,NO
0.07090941322460556,NO
0.1935826981031732,NO
0.3185605389115405,NO
0.2277964899840454,NO
0.695444070200319,YES
0.5990072682148554,YES
0.4758021627371033,YES
0.4538202446374756,YES
0.37067895763162556,NO
0.3488743130650594,YES
0.18666903031377413,NO
0.10849140223364652,NO
0.10618684630384682,NO
0.17106895940436095,NO
0.4912249601134551,NO
0.23258287537670624,NO
0.13118241446552031,NO
0.0868640312001418,NO
0.0739230632866513,NO
0.2315192341783372,NO
0.7590852685694024,YES
0.08721857826626483,NO
0.39567452579329904,YES
0.35507888672221233,NO
0.3426697394079064,NO
0.3421379188087218,NO
0.1301187732671512,NO
0.1630916504165928,NO
0.12568693494061334,NO
0.15245523843290198,NO
0.2813330969686226,NO
0.24871476688530397,NO
0.5773798971813507,YES
0.5757844353837971,YES
0.5362524375110795,YES
0.20244637475624888,YES
0.22336465165750752,NO
0.17957808899131356,YES
0.1551143414288247,NO
0.21769189859953908,NO
0.05956390710866867,NO
0.9030313774153517,YES
0.2332919695089523,YES
0.19712816876440348,YES
0.49778408083673104,YES
0.37617443715653254,NO
0.1684098564084382,NO
0.5777344442474737,YES
0.1522779648998404,NO
0.5715298705903208,YES
0.18861903917745076,NO
0.35738344265201205,NO
0.2448147491579507,NO
0.24091473143059738,NO
0.13951427051941145,NO
0.16982804467293033,YES
0.1675234887431306,NO
0.39957454352065236,YES
0.357028895585889,NO
0.21379188087218576,YES
0.20492820421911007,NO
0.1643325651480234,NO
0.5257932990604501,NO
0.19234178337174257,NO
0.5952845240205636,YES
0.4256337528806949,NO
0.34851976599893636,YES
0.2985286296755894,NO
0.2538556993440879,NO
0.6240028363765289,YES
0.3618152809785499,NO
0.25669207587307213,NO
0.7168941677007622,YES
0.30349228860131183,NO
0.17408260946640663,NO
0.9453997518170535,YES
