50Traced_NONETRACED_MAX_RAW_LSA_70_MAX,Associated
0.1548,NO
0.0785,NO
0.1406,NO
0.2164,NO
0.1453,NO
0.1406,NO
0.1548,NO
0.0679,NO
0.1689,NO
1.0,YES
0.1406,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1548,NO
0.20600000000000002,NO
0.1548,NO
0.1701,NO
0.2179,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
0.245,YES
0.1573,NO
0.267,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1778,NO
1.0,YES
1.0,YES
0.1405,NO
0.1231,NO
0.1778,NO
0.1231,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.0978,NO
1.0,YES
0.0553,NO
1.0,YES
0.0836,NO
0.1231,NO
0.1156,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1119,NO
0.1008,NO
0.0886,NO
0.1534,NO
0.2137,NO
0.2865,NO
0.1512,NO
0.2137,NO
0.1465,NO
0.076,NO
0.2187,NO
0.4574,YES
0.2137,NO
0.5256,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1533,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
0.5256,YES
0.5256,YES
0.5081,YES
0.1771,YES
0.2137,NO
0.1927,YES
0.1251,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.204,NO
1.0,YES
1.0,YES
0.1731,NO
0.1387,NO
0.204,NO
0.1387,NO
0.2289,NO
0.2183,NO
0.2183,NO
1.0,YES
0.0995,NO
1.0,YES
0.1268,NO
1.0,YES
0.1268,NO
0.1387,NO
0.1355,NO
0.1387,NO
0.1053,NO
0.2201,NO
0.1351,NO
0.1328,NO
0.0724,NO
0.1267,NO
1.0,YES
1.0,YES
0.4216,YES
1.0,YES
0.1661,NO
0.1267,NO
0.2465,YES
0.183,NO
1.0,YES
0.1443,NO
0.2199,NO
0.2037,NO
0.2037,NO
0.1267,NO
0.3659,YES
0.1267,NO
0.4216,YES
0.1481,NO
0.4216,YES
0.1516,NO
0.2519,NO
0.1439,NO
0.1116,NO
1.0,YES
0.0964,NO
0.2078,YES
0.1544,NO
0.0785,NO
0.2524,NO
0.2582,NO
0.1977,NO
0.2524,NO
0.1684,NO
0.1225,NO
0.1525,NO
1.0,YES
0.2524,NO
1.0,YES
0.1987,NO
0.1813,NO
0.1813,NO
0.0988,NO
0.20600000000000002,NO
0.1544,NO
0.1701,NO
0.2019,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
0.2894,YES
0.2524,NO
0.267,YES
0.0979,NO
0.1566,NO
0.0774,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.0604,NO
0.2465,YES
0.2598,NO
1.0,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1481,NO
1.0,YES
0.2049,NO
0.2519,NO
0.2228,NO
0.1116,NO
1.0,YES
0.2085,NO
0.2078,YES
0.1809,NO
0.1669,NO
0.2688,NO
0.19,NO
0.1547,NO
0.2395,NO
0.1987,NO
0.1809,NO
0.2199,NO
1.0,YES
0.2395,NO
1.0,YES
0.2519,NO
0.2269,NO
0.2269,NO
0.1669,NO
0.1733,NO
0.1669,NO
0.1843,NO
0.2256,NO
0.1498,NO
1.0,YES
1.0,YES
1.0,YES
0.3108,YES
0.2405,NO
0.3603,YES
0.1331,NO
0.0949,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1436,NO
0.2213,NO
0.1339,NO
0.0967,NO
0.2213,NO
0.4371,YES
0.2344,NO
1.0,YES
0.1331,NO
0.0822,NO
0.0647,NO
0.204,NO
0.1733,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
0.4941,YES
0.1783,YES
0.2213,NO
0.2673,YES
0.2188,NO
0.1439,NO
0.1479,NO
0.2688,NO
0.2342,NO
0.2047,NO
0.2171,NO
0.1987,NO
0.1479,NO
0.1751,NO
1.0,YES
0.2347,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1479,NO
0.20600000000000002,NO
0.1544,NO
0.1843,NO
0.1912,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
0.2675,YES
0.2206,NO
0.3603,YES
0.1168,NO
0.1118,NO
0.1542,NO
0.2688,NO
0.2886,NO
0.1576,NO
0.2085,NO
0.1987,NO
0.1542,NO
0.1525,NO
1.0,YES
0.2347,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1542,NO
0.20600000000000002,NO
0.1544,NO
0.1843,NO
0.1702,NO
0.2083,NO
1.0,YES
0.4994,YES
1.0,YES
0.1551,YES
0.2085,NO
0.3603,YES
0.099,NO
0.1741,NO
0.0451,NO
1.0,YES
0.1524,YES
0.1524,YES
1.0,YES
0.2237,NO
0.153,NO
1.0,YES
0.2938,NO
1.0,YES
0.2938,NO
0.2203,NO
0.2246,NO
0.1474,NO
0.1628,NO
0.1935,YES
0.1628,NO
0.2369,YES
0.2129,NO
0.1837,YES
0.2938,NO
0.1285,NO
0.3025,NO
0.1202,NO
1.0,YES
0.2616,NO
1.0,YES
0.1799,NO
0.1547,NO
0.3803,YES
0.2156,NO
0.1535,NO
0.47700000000000004,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.2742,NO
0.47700000000000004,YES
0.2742,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.2742,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.47700000000000004,YES
0.3359,NO
0.3985,YES
0.1566,NO
0.0603,NO
0.3605,YES
1.0,YES
1.0,YES
0.3605,YES
0.1548,NO
0.0485,NO
0.3333,YES
0.2328,NO
0.3605,YES
0.33,NO
0.2365,NO
0.2061,NO
0.2048,NO
0.1533,NO
1.0,YES
0.1533,NO
1.0,YES
0.1533,NO
1.0,YES
0.33,NO
0.33,NO
0.2935,NO
0.1155,NO
0.3605,YES
0.1959,NO
0.198,YES
0.1636,NO
0.1646,NO
0.3881,YES
0.1762,NO
0.1649,NO
1.0,YES
0.1681,NO
0.153,NO
1.0,YES
0.159,NO
1.0,YES
0.1456,NO
0.2244,NO
0.1848,NO
0.1277,NO
0.1775,NO
0.2106,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.402,YES
0.3584,NO
1.0,YES
0.1566,NO
0.0854,NO
0.1484,YES
1.0,YES
1.0,YES
0.2373,YES
0.1548,NO
0.0854,NO
0.2212,YES
0.183,NO
0.1972,YES
0.1175,NO
0.1762,NO
0.1762,NO
0.1785,NO
0.0854,NO
1.0,YES
0.0864,NO
1.0,YES
0.1347,NO
1.0,YES
0.1516,NO
0.2519,NO
0.2125,NO
0.0827,NO
0.1864,YES
0.2085,NO
0.0853,YES
1.0,YES
0.1458,YES
0.3634,NO
0.1548,NO
0.1459,NO
0.1955,NO
1.0,YES
1.0,YES
0.1404,NO
0.1665,NO
0.1955,NO
0.1665,NO
0.2274,NO
0.16,NO
0.1446,NO
1.0,YES
0.0978,NO
1.0,YES
0.11,NO
1.0,YES
0.11,NO
0.1398,NO
0.1665,NO
0.1665,NO
0.1193,NO
0.2177,NO
0.15,NO
0.0996,NO
0.17,NO
0.0694,NO
1.0,YES
0.2996,YES
0.2628,YES
1.0,YES
0.1867,NO
0.0695,NO
1.0,YES
0.2649,NO
1.0,YES
0.2649,NO
0.3042,NO
0.2118,NO
0.2024,NO
0.0941,NO
0.2337,YES
0.0806,NO
0.3002,YES
0.1481,NO
0.2157,YES
0.2649,NO
0.2192,NO
0.3023,NO
0.1202,NO
1.0,YES
0.2621,NO
1.0,YES
0.1494,NO
0.0474,NO
1.0,YES
0.2214,YES
0.2007,YES
1.0,YES
0.2192,NO
0.1165,NO
1.0,YES
0.1886,NO
1.0,YES
0.1088,NO
0.2277,NO
0.1884,NO
0.1884,NO
0.1494,NO
0.1673,YES
0.1494,NO
0.2267,YES
0.1968,NO
0.1574,YES
0.2134,NO
0.1846,NO
0.3004,NO
0.1322,NO
0.3477,YES
0.2439,NO
1.0,YES
0.1741,NO
0.1099,NO
1.0,YES
0.2996,YES
0.2628,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.2904,NO
1.0,YES
0.2904,NO
0.2149,NO
0.2246,NO
0.1085,NO
0.2034,NO
0.2337,YES
0.1975,NO
0.3422,YES
0.1773,NO
0.2514,YES
0.2904,NO
0.2192,NO
0.3619,NO
0.1715,NO
1.0,YES
0.3259,NO
1.0,YES
0.1741,NO
0.0732,NO
1.0,YES
0.1346,YES
0.0884,YES
1.0,YES
0.0747,NO
0.0556,NO
0.5229,YES
0.106,NO
1.0,YES
0.08800000000000001,NO
0.2859,NO
0.2246,NO
0.1497,NO
0.1047,NO
0.1935,YES
0.1016,NO
0.3066,YES
0.1499,NO
0.2147,YES
0.1277,NO
0.1262,NO
0.3135,NO
0.1123,NO
0.3919,YES
0.2369,NO
0.508,YES
0.1151,NO
0.0905,NO
0.2475,YES
1.0,YES
0.324,YES
0.2475,YES
0.1306,NO
0.1018,NO
0.2037,YES
0.20199999999999999,NO
0.2475,YES
0.20199999999999999,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
0.2786,YES
0.1648,NO
0.324,YES
0.1508,NO
0.324,YES
0.1516,NO
0.2519,NO
0.20199999999999999,NO
0.1018,NO
0.2475,YES
0.1186,NO
0.1207,YES
0.1201,NO
0.10300000000000001,NO
0.3313,YES
1.0,YES
1.0,YES
0.3313,YES
0.1366,NO
0.0969,NO
0.2917,YES
0.1836,NO
0.3313,YES
0.2252,NO
0.1448,NO
0.1036,NO
0.0906,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.0892,NO
0.4594,YES
0.2252,NO
0.2519,NO
0.2985,NO
0.1348,NO
0.3313,YES
0.2298,NO
0.2345,YES
0.1932,NO
0.0394,NO
0.1381,NO
0.2108,NO
0.1191,NO
0.0957,NO
0.2073,NO
0.0727,NO
0.2986,NO
0.1443,NO
0.1653,NO
0.1443,NO
1.0,YES
0.4103,YES
0.4103,YES
0.1233,NO
0.185,NO
0.1233,NO
0.1191,NO
0.1551,NO
0.1253,NO
0.10800000000000001,NO
0.1813,NO
0.1548,NO
0.0541,NO
0.1754,NO
0.1642,NO
0.2229,NO
1.0,YES
0.3686,YES
0.2752,NO
0.1653,NO
